input_rate,output_rate,latency,firewall,router,ndpi_stat,payload_scan,bridge,firewall_drop,router_drop,ndpi_stat_drop,payload_scan_drop,bridge_drop,firewall_cycles,bridge_cycles,ndpi_stat_cycles,nf_router_cycles,payload_scan_cycles
6407768.1474831,6432101.8322699005,9194.0,6435576.0,6433547.0,6433531.0,6433560.0,6433587.0,0.0,0.0,0.0,0.0,0.0,2891453226.0,2891795308.0,2890497095.0,2891947785.0,2891744773.0
6429557.0122030005,6410653.4145846,56688.0,6393482.0,6435649.0,6435638.0,6435603.0,6435571.0,0.0,0.0,0.0,0.0,0.0,2892298596.0,2890908152.0,2886954703.0,2889666701.0,2891112737.0
6427665.5118311,6411091.968200101,8342.0,6431429.0,6393634.0,6393652.0,6393658.0,6393694.0,0.0,0.0,0.0,0.0,0.0,2891972602.0,2892113345.0,2891287389.0,2891934456.0,2892100104.0
6415528.928352401,6431296.755532799,8656.0,6430044.0,6431471.0,6431481.0,6431467.0,6431479.0,0.0,0.0,0.0,0.0,0.0,2890348269.0,2891567167.0,2890940097.0,2891549517.0,2891949893.0
6411671.6481036,6426757.5188963,8912.0,6418410.0,6430143.0,6430249.0,6430360.0,6430572.0,0.0,0.0,0.0,0.0,0.0,2892365616.0,2890192775.0,2880787400.0,2889779153.0,2890566347.0
6328022.5428214,6416435.0103051,10032.0,6418168.0,6418379.0,6418331.0,6418180.0,6418140.0,0.0,0.0,0.0,0.0,0.0,2891919652.0,2891888528.0,2891124717.0,2891961078.0,2892134507.0
6336367.2024548,6408860.151618401,8710.0,6329874.0,6418082.0,6418054.0,6418041.0,6418043.0,0.0,0.0,0.0,0.0,0.0,2891697966.0,2891817312.0,2891415128.0,2891640654.0,2891897590.0
6332237.184885699,6328916.785062199,9437.0,6338201.0,6330623.0,6330638.0,6330621.0,6330593.0,0.0,0.0,0.0,0.0,0.0,2891983581.0,2891812537.0,2891277959.0,2894277182.0,2891893375.0
6334276.9248595005,6336333.529991301,8707.0,6334495.0,6338189.0,6338206.0,6338229.0,6338239.0,0.0,0.0,0.0,0.0,0.0,2722148296.0,2891801026.0,2890848985.0,2891996409.0,2892094119.0
6332203.6054388005,6332085.7759446995,9136.0,6336091.0,6334559.0,6334545.0,6334590.0,6334608.0,0.0,0.0,0.0,0.0,0.0,2891889250.0,2891932665.0,2891488396.0,2891630023.0,2891952596.0
6298051.3522473,6334190.5448816,8419.0,6334024.0,6336152.0,6336072.0,6336100.0,6336127.0,0.0,0.0,0.0,0.0,0.0,2889707273.0,2891983463.0,2891098155.0,2891862230.0,2891762885.0
6335315.5656005,6332609.1015822,8080.0,6300650.0,6334120.0,6334091.0,6334091.0,6334141.0,0.0,0.0,0.0,0.0,0.0,2892298035.0,2890450120.0,2885816947.0,2890385776.0,2889772731.0
6334413.3782171,6297739.9438337,9044.0,6337354.0,6300772.0,6300789.0,6300762.0,6300774.0,0.0,0.0,0.0,0.0,0.0,2892031848.0,2891853017.0,2891489715.0,2892171457.0,2892135982.0
6335286.5647564,6335038.699544299,12019.0,6336255.0,6337374.0,6337374.0,6337378.0,6337390.0,0.0,0.0,0.0,0.0,0.0,2891881489.0,2891895647.0,2891552156.0,2891830061.0,2891967625.0
6958721.379796401,6334493.709616399,8205.0,6337256.0,6336355.0,6336332.0,6336313.0,6336307.0,0.0,0.0,0.0,0.0,0.0,2891665311.0,2891973322.0,2891274536.0,2891934242.0,2891910155.0
10195204.665565,6335607.3394274,8611.0,6799434.0,6337328.0,6337402.0,6337398.0,6337396.0,23853.0,0.0,0.0,0.0,0.0,2891867828.0,2811939432.0,2890899089.0,2818649729.0,2891807199.0
10182529.93489,7009784.2220884,8281.0,9999554.0,6784799.0,6784922.0,6786408.0,6786437.0,197590.0,0.0,0.0,0.0,0.0,2891845556.0,2891483945.0,2891202412.0,2891859240.0,2704884497.0
10167304.088046001,10001306.350987,8265.0,9988864.0,10005836.0,10004364.0,10004364.0,10004332.0,195381.0,0.0,0.0,0.0,0.0,2891705551.0,2891923657.0,2891114233.0,2891796845.0,2891912566.0
10224948.442371,9985719.0167762,1491450.0,9970976.0,9989791.0,9989823.0,9989823.0,9989887.0,201897.0,0.0,0.0,0.0,0.0,2801883232.0,2891906989.0,2890873991.0,2891687257.0,2891941482.0
10247905.186437,9962535.0824831,1281629.0,10008665.0,9967848.0,9967912.0,9967880.0,9967880.0,200108.0,0.0,0.0,0.0,0.0,2891920547.0,2891920452.0,2891161792.0,2891917094.0,2891761984.0
9978034.8624755,10022346.115985,1474608.0,10037421.0,10019117.0,10019117.0,10019097.0,10019140.0,197495.0,0.0,0.0,0.0,0.0,2891537556.0,2891844461.0,2891280621.0,2892000460.0,2891895821.0
10174448.456696,10036916.161664,1495376.0,9764504.0,10030493.0,10030552.0,10030621.0,10030644.0,205984.0,0.0,0.0,0.0,0.0,2892210831.0,2891046237.0,2887006189.0,2890136690.0,2891305238.0
10264226.298754,9769061.673941901,1006800.0,9389385.0,9771547.0,9771369.0,9771393.0,9771417.0,788377.0,0.0,0.0,0.0,0.0,2891896981.0,2892069078.0,2891132498.0,2892158461.0,2892101701.0
9686743.9215436,9387705.5730937,13875.0,10088368.0,9389325.0,9389243.0,9389251.0,9389268.0,205134.0,0.0,0.0,0.0,0.0,2891586910.0,2891827055.0,2621001156.0,2891706761.0,2891900047.0
9188328.9419533,10056727.547305,145200.0,9546988.0,10072125.0,10072137.0,10072069.0,10072097.0,148946.0,0.0,0.0,0.0,0.0,2891846332.0,2891945642.0,2891159453.0,2891859212.0,2891896672.0
4341299.8703533,9548709.1012619,3160052.0,9246204.0,9559367.0,9559399.0,9560423.0,9560359.0,153372.0,0.0,0.0,0.0,0.0,2891479530.0,2891930707.0,2891610363.0,2892051121.0,2722148279.0
4338497.8157826,8910975.8996096,689388.0,4344441.0,9250317.0,9249227.0,9249233.0,9249185.0,0.0,0.0,0.0,0.0,0.0,2891296494.0,2891179178.0,2890637043.0,2891782167.0,2891420256.0
4341200.2782705,4341320.8380477,1498387.0,4341948.0,4344569.0,4344573.0,4344603.0,4344599.0,0.0,0.0,0.0,0.0,0.0,2891573489.0,2891799654.0,2890705769.0,2891096005.0,2891704110.0
4342018.4016702,4338807.6758912,12976.0,4344643.0,4342066.0,4342068.0,4342051.0,4342059.0,0.0,0.0,0.0,0.0,0.0,2891815706.0,2891748725.0,2890822055.0,2891148085.0,2891585846.0
4341941.8617527,4340723.5329595,8442.0,4345127.0,4344843.0,4344875.0,4344868.0,4344855.0,0.0,0.0,0.0,0.0,0.0,2890939955.0,2891699916.0,2891009034.0,2890775293.0,2891798654.0
4327765.9329695,4342361.299784,7149.0,4344910.0,4345259.0,4345278.0,4345296.0,4345284.0,0.0,0.0,0.0,0.0,0.0,2891582164.0,2891506524.0,2890418624.0,2890804866.0,2891702478.0
4336142.9097122,4341471.3825557,11629.0,4330652.0,4344985.0,4344961.0,4345041.0,4344999.0,0.0,0.0,0.0,0.0,0.0,2890260720.0,2870586899.0,2888038136.0,2890326192.0,2890548213.0
4342773.2304388,4327298.0100495,7309.0,4339760.0,4330834.0,4330773.0,4330781.0,4330756.0,0.0,0.0,0.0,0.0,0.0,2892219079.0,2891598832.0,2886670149.0,2889187942.0,2893535719.0
4340249.0207527,4337086.1593625005,9353.0,4345580.0,4339903.0,4339958.0,4339936.0,4339954.0,0.0,0.0,0.0,0.0,0.0,2891643952.0,2892017570.0,2891217959.0,2722013355.0,2891956582.0
5146905.774474899,4342419.9212487005,9495.0,4345629.0,4345824.0,4345859.0,4345888.0,4348129.0,0.0,0.0,0.0,0.0,0.0,2891414415.0,2891811794.0,2889703668.0,2891924036.0,2661698360.0
9260042.0826948,4340617.9227779005,8886.0,5016036.0,4345722.0,4345752.0,4343346.0,4343464.0,0.0,0.0,0.0,0.0,0.0,2891877100.0,2891620346.0,2890426881.0,2891586752.0,2891521858.0
9253362.8384528,5263702.3133429,7287.0,9248666.0,5015244.0,5015406.0,5015355.0,5015411.0,0.0,0.0,0.0,0.0,0.0,2891798840.0,2891588052.0,2890601054.0,2891616795.0,2891959987.0
9244692.4772674,9244353.3521844,8781.0,9258369.0,9247648.0,9247616.0,9247552.0,9247552.0,0.0,0.0,0.0,0.0,0.0,2891870618.0,2891764643.0,2891382768.0,2891802222.0,2891873625.0
9286065.971150901,9267309.027779201,199212.0,9258054.0,9260188.0,9260196.0,9260220.0,9260140.0,0.0,0.0,0.0,0.0,0.0,2891684349.0,2891973451.0,2891163697.0,2891974667.0,2891920802.0
9292250.3474855,9239512.845110599,16099.0,9268370.0,9256136.0,9256213.0,9256244.0,9256244.0,0.0,0.0,0.0,0.0,0.0,2891907120.0,2891833858.0,2890899420.0,2891998458.0,2891716955.0
9231670.2250416,9279267.7529376,199053.0,9291888.0,9268588.0,9268652.0,9268652.0,9268684.0,0.0,0.0,0.0,0.0,0.0,2891793687.0,2891961700.0,2891516682.0,2891749557.0,2891930212.0
8957959.263314199,9298940.5276945,166252.0,9268256.0,9293596.0,9293580.0,9293547.0,9293579.0,0.0,0.0,0.0,0.0,0.0,2890526852.0,2891783686.0,2891385767.0,2891948749.0,2891873627.0
9211722.7866075,9224028.527736101,15699.0,8938391.0,9267444.0,9267445.0,9267445.0,9267424.0,0.0,0.0,0.0,0.0,0.0,2892183269.0,2700738914.0,2885559865.0,2608126084.0,2890232979.0
9240006.7807043,8949806.653463501,96800.0,9224347.0,8937400.0,8937432.0,8937496.0,8937528.0,0.0,0.0,0.0,0.0,0.0,2891805265.0,2891986616.0,2891561926.0,2892067337.0,2892044054.0
9341806.5478772,9224442.3098971,202147.0,9220912.0,9226300.0,9226194.0,9226152.0,9225476.0,0.0,0.0,0.0,0.0,0.0,2791887223.0,2891997262.0,2891070939.0,2891957827.0,2891836276.0
9866121.0019279,9235600.974641,11408.0,9319563.0,9219757.0,9219842.0,9219826.0,9219866.0,0.0,0.0,0.0,0.0,0.0,2794042517.0,2891747404.0,2891462548.0,2891883406.0,2891885460.0
9874679.3262816,9350180.496851299,187865.0,9870563.0,9320686.0,9320670.0,9320626.0,9320613.0,0.0,0.0,0.0,0.0,0.0,2891847124.0,2891922878.0,2891255386.0,2891921006.0,2891916348.0
9869881.0247006,9861962.6357938,16070.0,9886612.0,9868792.0,9868844.0,9868849.0,9868856.0,0.0,0.0,0.0,0.0,0.0,2891850462.0,2891542001.0,2891327756.0,2891903415.0,2891884307.0
9711697.603803,9869412.9757381,415968.0,9883324.0,9882640.0,9882704.0,9882672.0,9882768.0,0.0,0.0,0.0,0.0,0.0,2891541320.0,2891928310.0,2891482573.0,2892001826.0,2891916247.0
9898485.906743798,9870446.1535259,670854.0,9732067.0,9879986.0,9879986.0,9879954.0,9879954.0,0.0,0.0,0.0,0.0,0.0,2891705253.0,2891977317.0,2890596499.0,2891903113.0,2891926999.0
9894065.8556419,9727339.938919201,746410.0,9797462.0,9731918.0,9731918.0,9731918.0,9731918.0,0.0,0.0,0.0,0.0,0.0,2891781726.0,2892050650.0,2891125677.0,2891987551.0,2891819432.0
9488201.8274916,9810852.8334205,949357.0,9876537.0,9807156.0,9807087.0,9807124.0,9807107.0,0.0,0.0,0.0,0.0,0.0,2889566132.0,2891841202.0,2891259254.0,2891641949.0,2891926314.0
9919263.9375571,9888033.9489015,45268.0,9500725.0,9876569.0,9876584.0,9876560.0,9876559.0,516.0,0.0,0.0,0.0,0.0,2892096618.0,2891156950.0,2886954867.0,2891089178.0,2743550387.0
9890590.7916882,9489902.7771265,13623.0,9921424.0,9501256.0,9501255.0,9501264.0,9501278.0,0.0,0.0,0.0,0.0,0.0,2873293135.0,2892087956.0,2891440052.0,2891922139.0,2891862580.0
9477158.759622902,9908958.4505457,175309.0,9914120.0,9914204.0,9914276.0,9914312.0,9914396.0,0.0,0.0,0.0,0.0,0.0,2857908659.0,2891662371.0,2891196530.0,2892029789.0,2891943400.0
7250988.475094,9900515.134707099,14871.0,9528057.0,9909628.0,9909628.0,9909596.0,9909628.0,0.0,0.0,0.0,0.0,0.0,2891884330.0,2891657007.0,2891365187.0,2891652813.0,2891859235.0
7145117.0816916,9422091.3583792,555184.0,7253480.0,9540069.0,9540072.0,9540232.0,9540317.0,0.0,0.0,0.0,0.0,0.0,2891942767.0,2891785552.0,2890932174.0,2891787964.0,2891809588.0
7253124.113024999,7250955.0173365,862109.0,7146536.0,7253442.0,7253213.0,7253129.0,7253114.0,0.0,0.0,0.0,0.0,0.0,2891864925.0,2891752466.0,2891085964.0,2891744962.0,2891803297.0
7255168.607022599,7145358.7135214005,9824.0,7254311.0,7146595.0,7146603.0,7146602.0,7146592.0,0.0,0.0,0.0,0.0,0.0,2891769934.0,2891840111.0,2891603521.0,2891673910.0,2892014265.0
7253634.9621251,7252277.3453128,9955.0,7257142.0,7254335.0,7254362.0,7254358.0,7254351.0,0.0,0.0,0.0,0.0,0.0,2892044085.0,2891953213.0,2891122202.0,2891653637.0,2891781353.0
7254679.2977427,7255469.0237554,10397.0,7256238.0,7257206.0,7257209.0,7257246.0,7257255.0,0.0,0.0,0.0,0.0,0.0,2891951764.0,2741913858.0,2890530606.0,2891926591.0,2892026070.0
7207804.9088212,7253465.9812912,9808.0,7257076.0,7256300.0,7256312.0,7256295.0,7256336.0,0.0,0.0,0.0,0.0,0.0,2891258723.0,2891955361.0,2891128737.0,2891845291.0,2891851825.0
7254124.5021415,7254196.6494752,22246.0,7210332.0,7257108.0,7257499.0,7257513.0,7257497.0,0.0,0.0,0.0,0.0,0.0,2746890144.0,2891037281.0,2886836289.0,2889770361.0,2891126605.0
7257064.952091901,7208248.733637299,10380.0,7256091.0,7210109.0,7210095.0,7210110.0,7210123.0,0.0,0.0,0.0,0.0,0.0,2721945018.0,2891965301.0,2891485949.0,2891877051.0,2891919463.0
7661923.303122301,7254394.4107366,9680.0,7259010.0,7256083.0,7256126.0,7256134.0,7256141.0,0.0,0.0,0.0,0.0,0.0,2891688022.0,2891680354.0,2890939103.0,2891921209.0,2891852393.0
10292606.616968999,7256923.652062099,9932.0,7577179.0,7259053.0,7259044.0,7259040.0,7259098.0,27092.0,0.0,0.0,0.0,0.0,2892032945.0,2891802240.0,2890717550.0,2891924836.0,2891870561.0
10261458.182597,7675202.7932606,9235.0,10070747.0,7560986.0,7561026.0,7560971.0,7561080.0,211637.0,0.0,0.0,0.0,0.0,2891597970.0,2891681375.0,2891166856.0,2891632039.0,2891815215.0
10260934.922231,10095966.01007,9046.0,9491599.0,10087160.0,10087160.0,10087076.0,10087104.0,776425.0,0.0,0.0,0.0,0.0,2891246970.0,2891554656.0,2891305762.0,2891635519.0,2891840175.0
10296687.440032,9470268.271808999,19747.0,4584083.0,9477567.0,9477591.0,9477591.0,9477623.0,5631429.0,0.0,0.0,0.0,0.0,2891184249.0,2891532263.0,1711980782.0,2891182442.0,2891875503.0
10280916.882815,4237715.246264,1114054.0,2201440.0,4581869.0,4581677.0,4581613.0,4581517.0,8082152.0,0.0,0.0,0.0,0.0,2891424919.0,2892347940.0,638643625.0,2890880429.0,2891730166.0
10331185.307184001,2157306.8163968003,15000000.0,5466527.0,2201415.0,2201415.0,2201415.0,2201415.0,4432577.0,0.0,0.0,0.0,0.0,2891547595.0,2892152709.0,1064497249.0,2364428217.0,2892023344.0
10032555.758512,2562938.0988064,15000000.0,9142313.0,2581780.0,2598164.0,2581780.0,2581780.0,129431.0,0.0,2871566.0,0.0,0.0,2831888282.0,2892527159.0,2891522833.0,485729222.0,2892645807.0
10316894.231331,1996653.8014913,15000000.0,9023076.0,2142937.0,2142937.0,2142937.0,2142937.0,93948.0,0.0,6998581.0,0.0,0.0,2891204697.0,2891620731.0,2890585445.0,485496750.0,2892245100.0
10320124.253657999,1877302.9079604,15000000.0,9190827.0,2031573.0,2031582.0,2031573.0,2031573.0,128277.0,0.0,6991689.0,0.0,0.0,2892093300.0,2891779781.0,2888836328.0,475275037.0,2892783966.0
10320215.025362,2022100.3635177,15000000.0,9172102.0,2223249.0,2223236.0,2223249.0,2223249.0,135010.0,0.0,6967835.0,0.0,0.0,2891433743.0,2892641569.0,2891262990.0,473405488.0,2892727745.0
10283353.889798,2024950.3772650003,15000000.0,9175194.0,2160446.0,2160418.0,2160446.0,2160446.0,220694.0,0.0,7014147.0,0.0,0.0,2891773031.0,2892236464.0,2891486171.0,497281259.0,2892375107.0
10321186.283961,1971931.5057405,15000000.0,8897016.0,2224503.0,2224535.0,2224503.0,2224503.0,213552.0,0.0,6948650.0,0.0,0.0,2891784597.0,2891638731.0,2889094200.0,927979951.0,2539638715.0
10345407.019091,2574762.2766838,15000000.0,10277239.0,2691633.0,4536083.0,2675218.0,2675218.0,42801.0,1860642.0,4367299.0,0.0,0.0,2891817348.0,2892456331.0,2702293437.0,2891752048.0,323742777.0
10345724.337994,1411248.034472,15000000.0,10108658.0,1631271.0,10284207.0,1631271.0,1631271.0,31314.0,8653192.0,0.0,0.0,0.0,2891600086.0,2892407374.0,2890734095.0,2715867353.0,323734181.0
10313049.69771,1420084.485821,15000000.0,10311593.0,1645982.0,10095798.0,1646021.0,1646021.0,40687.0,8449880.0,0.0,0.0,0.0,2891519378.0,2892204260.0,2890850482.0,2891706957.0,324167126.0
10331430.27444,1417079.9758679,15000000.0,10278166.0,1583783.0,10309841.0,1600479.0,1600607.0,39097.0,8726218.0,0.0,0.0,0.0,2836525887.0,2892488504.0,2891076494.0,2891762574.0,322150069.0
10275375.779181,1404060.6786111,15000000.0,10195347.0,1597857.0,10287055.0,1597857.0,1597889.0,46049.0,8689166.0,0.0,0.0,0.0,2722020202.0,2892439259.0,2890809348.0,2891987108.0,312077605.0
10043962.113037001,1360029.0158298002,15000000.0,10233120.0,1560927.0,10202095.0,1544256.0,1544128.0,41181.0,8641072.0,0.0,0.0,0.0,2890399971.0,2892455098.0,2891465713.0,2891783914.0,323713384.0
10318838.980318,1300124.1592314,2716102.0,8693246.0,1536750.0,10219515.0,1536718.0,1536718.0,1343908.0,8683021.0,0.0,0.0,0.0,2891650209.0,2891605794.0,2887339398.0,2889666291.0,598054475.0
9234456.428586,2110660.8219977,15000000.0,1739254.0,2192818.0,8691733.0,2209585.0,2209713.0,8560234.0,6499011.0,0.0,0.0,0.0,2892225056.0,2892849545.0,676592061.0,2892111554.0,2892678044.0
3604918.2518857,1779305.7646907,15000000.0,1661649.0,1739242.0,1739242.0,1739178.0,1739178.0,7676544.0,0.0,0.0,0.0,0.0,2891914547.0,2892277892.0,468457216.0,2892608574.0,2892405781.0
3603892.8846682003,1608233.1296046,15000000.0,966056.0,1661373.0,1661245.0,1661149.0,1661085.0,2640716.0,0.0,0.0,0.0,0.0,2891482073.0,2892368025.0,488465583.0,2892009214.0,2892248405.0
3597797.3305586,963848.47942884,15000000.0,1389575.0,966059.0,966059.0,966059.0,966059.0,2216458.0,0.0,0.0,0.0,0.0,2890451193.0,2892009919.0,492421541.0,2721054958.0,2891922468.0
3599836.5602231002,1380611.6164848,15000000.0,3600964.0,1407800.0,1407853.0,1407889.0,1407930.0,0.0,0.0,0.0,0.0,0.0,2891977529.0,662361586.0,2639219826.0,2889425102.0,2890488782.0
3600707.3631544,931166.9493293499,15000000.0,3602688.0,3601198.0,3601281.0,1078485.0,1068226.0,0.0,0.0,0.0,2522765.0,0.0,2891002046.0,413769374.0,2890614890.0,2891604066.0,2891121361.0
3600227.3916593,925229.66541327,15000000.0,3603525.0,3602893.0,3603018.0,1078992.0,1089344.0,0.0,0.0,0.0,2524000.0,0.0,2891222857.0,406347032.0,2890053360.0,2890588026.0,2891626080.0
3600158.7936208,910391.4854656,8067.0,3602801.0,3603561.0,3603560.0,1096591.0,1080142.0,0.0,0.0,0.0,2506966.0,0.0,2891725886.0,416039845.0,2890192370.0,2890866791.0,2891659077.0
3595096.1632032003,936083.94131626,15000000.0,3602699.0,3602863.0,3602884.0,1108634.0,1108636.0,0.0,0.0,0.0,2494334.0,0.0,2890291048.0,413861866.0,2890194094.0,2890745690.0,2891775726.0
3600409.6006767,919402.00331355,15000000.0,3597329.0,3602761.0,3602814.0,1066404.0,1082852.0,0.0,0.0,0.0,2536472.0,0.0,2891404218.0,405699471.0,2885292794.0,2889415393.0,2889952173.0
4440041.3873068,900728.82921092,7200.0,3602894.0,3597347.0,3597347.0,1078787.0,1062354.0,0.0,0.0,0.0,2518560.0,0.0,2891104148.0,412526269.0,2890365039.0,2891146936.0,2891809874.0
8775917.8916198,914548.52002211,15000000.0,4417900.0,3602960.0,3602989.0,1111337.0,1111337.0,0.0,0.0,0.0,2491747.0,0.0,1416845945.0,416356515.0,2890190198.0,2890392150.0,2891541994.0
8743321.2028663,1182336.3225401998,15000000.0,2563090.0,4418161.0,4420624.0,1250867.0,1267314.0,14169.0,0.0,0.0,3169759.0,0.0,485639019.0,2590450883.0,2887838214.0,2762985981.0,2891943188.0
8608029.8127467,2355561.8230278,15000000.0,1763938.0,2560545.0,2560513.0,2470476.0,2470380.0,20576.0,0.0,0.0,89973.0,0.0,476185704.0,2892335424.0,2891949305.0,2892396642.0,2770375173.0
8751921.818661802,1725280.7434879001,35636.0,1709552.0,1763938.0,1763938.0,1763938.0,1763938.0,16588.0,0.0,0.0,0.0,0.0,484330767.0,2891813640.0,2890922368.0,2892218075.0,2892353581.0
8759619.1571037,1747917.9856591,15000000.0,1751943.0,1709552.0,1709552.0,1709552.0,1709552.0,18500.0,0.0,0.0,0.0,0.0,362244419.0,2892317531.0,2892051493.0,2892159287.0,2892339911.0
8780603.1798967,1800659.3996359,15000000.0,1785404.0,1751943.0,1751943.0,1751943.0,1751943.0,20512.0,0.0,0.0,0.0,0.0,485677413.0,2892385172.0,2891565717.0,2892060042.0,2892454424.0
8739850.5789397,1795414.5554532,15000000.0,1823830.0,1769187.0,1769315.0,1769379.0,1769507.0,20839.0,0.0,0.0,0.0,0.0,1883789817.0,2892366251.0,2891864045.0,2892498731.0,2892406582.0
8618571.370227,1726929.365178,15000000.0,7804559.0,1840123.0,1839995.0,1839931.0,1839803.0,2814.0,0.0,0.0,0.0,0.0,2890591231.0,2891292905.0,2889712052.0,2891104279.0,1349315335.0
8747011.375761501,2386781.5128186,15000000.0,8611779.0,2511044.0,7804083.0,2494660.0,2494660.0,0.0,5292847.0,0.0,0.0,0.0,2891931910.0,2891440296.0,2867164446.0,2871882897.0,412989202.0
9007927.4461178,1559918.6566477,15000000.0,8757586.0,1713009.0,8613148.0,1712978.0,1712978.0,0.0,6899019.0,0.0,0.0,0.0,2891752299.0,2892429344.0,2891739567.0,2892160986.0,416436183.0
10254415.892332,1644351.0688959,15000000.0,8999964.0,1838673.0,8757240.0,1838673.0,1838673.0,8251.0,6920002.0,0.0,0.0,0.0,2891497079.0,2703642972.0,2888537439.0,2891768586.0,415140295.0
10269907.423984,1696470.6123317,15000000.0,10157999.0,1898420.0,8994979.0,1898483.0,1898483.0,68093.0,7096591.0,0.0,0.0,0.0,2891749484.0,2891799993.0,2889631509.0,2890538227.0,578181091.0
