,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-15,09:37:53.986,   77.12,  256.13,  271.96,  364.98,,,,,  349.09,  621.11,     52760,  970.20,  408.90,    6.72,  413.36,   10.04,,,,,  822.26,   16.76,     54291,  839.02,   1171.35,    637.87,   1809.22
2024-02-15,09:37:54.986,   64.25,  242.97,  223.25,  334.03,,,,,  287.50,  577.00,     52503,  864.50,  378.04,    1.91,  384.46,    5.26,,,,,  762.49,    7.18,     53882,  769.67,   1049.99,    584.18,   1634.17
2024-02-15,09:37:55.986,   55.89,  235.50,  191.24,  314.35,,,,,  247.13,  549.86,     52445,  796.99,  370.61,    2.51,  376.23,    5.82,,,,,  746.84,    8.33,     53906,  755.17,    993.97,    558.19,   1552.16
2024-02-15,09:37:56.985,   64.66,  268.73,  216.91,  357.45,,,,,  281.57,  626.18,     52554,  907.75,  421.53,   20.03,  424.39,   23.04,,,,,  845.92,   43.07,     54022,  889.00,   1127.49,    669.26,   1796.75
2024-02-15,09:37:57.985,   45.37,  238.56,  150.87,  302.62,,,,,  196.24,  541.18,     52455,  737.43,  396.38,    2.27,  401.04,    5.60,,,,,  797.42,    7.87,     54005,  805.28,    993.66,    549.05,   1542.71
2024-02-15,09:37:58.986,   42.99,  231.60,  140.43,  290.53,,,,,  183.42,  522.14,     52487,  705.55,  383.36,    3.00,  388.85,    6.38,,,,,  772.21,    9.38,     54049,  781.59,    955.63,    531.51,   1487.14
2024-02-15,09:37:59.985,   39.79,  226.63,  129.51,  280.99,,,,,  169.30,  507.63,     52494,  676.93,  374.06,    1.21,  381.21,    4.53,,,,,  755.27,    5.74,     53919,  761.01,    924.57,    513.37,   1437.94
2024-02-15,09:38:00.985,   39.16,  228.23,  127.17,  281.72,,,,,  166.33,  509.95,     52430,  676.28,  365.55,    0.91,  371.25,    4.25,,,,,  736.80,    5.15,     53818,  741.95,    903.13,    515.10,   1418.23
2024-02-15,09:38:01.985,   37.03,  224.56,  119.87,  275.14,,,,,  156.90,  499.70,     52484,  656.60,  356.38,    0.88,  362.58,    4.22,,,,,  718.96,    5.10,     53792,  724.06,    875.86,    504.80,   1380.66
2024-02-15,09:38:02.985,   37.40,  239.51,  120.57,  290.61,,,,,  157.97,  530.12,     52419,  688.08,  357.20,    1.53,  363.95,    4.86,,,,,  721.16,    6.39,     53842,  727.55,    879.13,    536.51,   1415.64
2024-02-15,09:38:03.986,   36.05,  233.70,  115.62,  282.27,,,,,  151.67,  515.97,     52490,  667.64,  355.98,    1.08,  362.01,    4.39,,,,,  717.99,    5.47,     53820,  723.46,    869.66,    521.44,   1391.10
2024-02-15,09:38:04.985,   35.58,  230.16,  113.80,  277.51,,,,,  149.37,  507.67,     52423,  657.04,  352.02,    1.08,  359.98,    4.40,,,,,  712.00,    5.48,     53707,  717.48,    861.37,    513.15,   1374.52
