,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-15,00:15:19.904,  115.90,  331.70,  417.04,  492.79,,,,,  532.94,  824.49,     52603, 1357.43,  406.10,    8.51,  404.47,    5.16,,,,,  810.58,   13.67,     54065,  824.25,   1343.51,    838.16,   2181.68
2024-02-15,00:15:20.903,  103.55,  313.84,  372.09,  460.08,,,,,  475.64,  773.93,     52504, 1249.56,  382.30,    5.47,  381.63,    2.08,,,,,  763.93,    7.55,     53799,  771.48,   1239.57,    781.47,   2021.04
2024-02-15,00:15:21.904,   91.25,  294.44,  326.12,  425.78,,,,,  417.36,  720.22,     52530, 1137.58,  375.57,    6.14,  374.53,    2.74,,,,,  750.10,    8.88,     53719,  758.98,   1167.46,    729.10,   1896.57
2024-02-15,00:15:22.904,   84.24,  290.90,  297.82,  411.88,,,,,  382.06,  702.78,     52479, 1084.84,  369.30,    4.62,  368.44,    1.26,,,,,  737.73,    5.88,     53794,  743.61,   1119.79,    708.66,   1828.45
2024-02-15,00:15:23.904,   76.02,  276.80,  265.51,  384.89,,,,,  341.53,  661.69,     52508, 1003.22,  364.05,    4.55,  363.68,    1.18,,,,,  727.73,    5.74,     53612,  733.47,   1069.27,    667.43,   1736.69
2024-02-15,00:15:24.904,   71.18,  272.48,  247.36,  373.79,,,,,  318.54,  646.28,     52457,  964.81,  362.73,    5.14,  360.42,    1.77,,,,,  723.15,    6.91,     53657,  730.06,   1041.69,    653.18,   1694.87
2024-02-15,00:15:25.905,   66.19,  264.54,  227.65,  357.97,,,,,  293.84,  622.51,     52501,  916.35,  363.60,    5.17,  360.10,    1.76,,,,,  723.70,    6.93,     53804,  730.63,   1017.54,    629.44,   1646.98
2024-02-15,00:15:26.904,   99.01,  376.85,  339.79,  510.34,,,,,  438.79,  887.20,     52513, 1325.99,  413.91,   13.56,  412.52,   10.11,,,,,  826.43,   23.67,     53896,  850.09,   1265.22,    910.86,   2176.09
2024-02-15,00:15:27.905,   63.54,  313.31,  216.99,  405.67,,,,,  280.53,  718.97,     52488,  999.50,  386.10,    4.77,  387.76,    1.42,,,,,  773.86,    6.19,     53899,  780.05,   1054.39,    725.16,   1779.55
2024-02-15,00:15:28.905,   54.44,  277.64,  183.28,  355.75,,,,,  237.72,  633.39,     52440,  871.11,  375.87,    4.42,  376.68,    1.05,,,,,  752.55,    5.47,     53719,  758.01,    990.27,    638.86,   1629.13
2024-02-15,00:15:29.905,   49.19,  264.51,  163.75,  334.45,,,,,  212.94,  598.95,     52490,  811.90,  368.06,    4.39,  370.22,    1.00,,,,,  738.29,    5.39,     53636,  743.67,    951.23,    604.34,   1555.57
2024-02-15,00:15:30.905,   46.93,  257.16,  155.74,  323.34,,,,,  202.66,  580.49,     52436,  783.16,  362.74,    4.49,  365.59,    1.12,,,,,  728.34,    5.62,     53558,  733.95,    931.00,    586.11,   1517.11
2024-02-15,00:15:31.906,   44.43,  253.75,  146.49,  316.59,,,,,  190.92,  570.34,     52487,  761.27,  357.02,    4.18,  358.94,    0.82,,,,,  715.96,    5.00,     53631,  720.95,    906.88,    575.34,   1482.22
2024-02-15,00:15:32.905,   43.81,  252.81,  144.58,  314.45,,,,,  188.39,  567.26,     52438,  755.65,  353.26,    4.32,  355.09,    0.93,,,,,  708.35,    5.25,     53470,  713.60,    896.74,    572.51,   1469.25
2024-02-15,00:15:33.906,   41.82,  251.18,  137.32,  310.24,,,,,  179.14,  561.43,     52485,  740.57,  350.87,    4.12,  350.67,    0.75,,,,,  701.54,    4.87,     53651,  706.41,    880.68,    566.29,   1446.97
2024-02-15,00:15:34.906,   42.05,  252.69,  137.93,  311.62,,,,,  179.98,  564.31,     52435,  744.28,  345.99,    4.24,  347.06,    0.86,,,,,  693.06,    5.10,     53467,  698.16,    873.03,    569.41,   1442.45
2024-02-15,00:15:35.906,   40.31,  249.77,  133.09,  306.83,,,,,  173.41,  556.60,     52484,  730.01,  345.58,    4.47,  347.74,    1.09,,,,,  693.32,    5.55,     53592,  698.87,    866.72,    562.15,   1428.88
2024-02-15,00:15:36.906,   59.24,  311.62,  196.20,  393.55,,,,,  255.44,  705.17,     52470,  960.61,  408.99,   18.56,  409.22,   15.18,,,,,  818.20,   33.74,     53760,  851.95,   1073.65,    738.91,   1812.56
2024-02-15,00:15:37.906,   45.44,  289.17,  148.62,  354.16,,,,,  194.06,  643.33,     52497,  837.39,  398.51,    6.52,  397.85,    3.15,,,,,  796.36,    9.67,     53947,  806.03,    990.42,    653.00,   1643.42
2024-02-15,00:15:38.906,   41.13,  263.79,  134.91,  322.45,,,,,  176.04,  586.23,     52427,  762.27,  382.04,    5.18,  383.19,    1.82,,,,,  765.23,    7.00,     53793,  772.23,    941.27,    593.23,   1534.50
2024-02-15,00:15:39.907,   39.11,  257.30,  127.86,  313.57,,,,,  166.98,  570.88,     52484,  737.85,  370.28,    4.18,  369.24,    0.79,,,,,  739.52,    4.98,     53730,  744.50,    906.50,    575.85,   1482.35
2024-02-15,00:15:40.906,   39.42,  259.21,  127.92,  315.18,,,,,  167.34,  574.39,     52435,  741.73,  359.18,    4.32,  359.36,    0.95,,,,,  718.54,    5.27,     53559,  723.81,    885.88,    579.66,   1465.54
2024-02-15,00:15:41.907,   38.53,  257.02,  123.88,  311.02,,,,,  162.42,  568.04,     52483,  730.46,  358.49,    5.05,  357.24,    1.68,,,,,  715.73,    6.73,     53593,  722.46,    878.15,    574.77,   1452.92
