,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-15,09:21:55.303,  183.95,  282.30,  637.56,  501.34,,,,,  821.51,  783.65,2149472131, 1605.16,  403.44,    7.36,  407.61,   10.67,,,,,  811.05,   18.02,2135507943,  829.08,   1632.57,    801.67,   2434.24
2024-02-15,09:21:56.303,  183.02,  290.28,  631.57,  507.55,,,,,  814.59,  797.83,2132196231, 1612.42,  414.34,   12.66,  418.17,   16.04,,,,,  832.51,   28.70,2132441936,  861.21,   1647.10,    826.53,   2473.63
2024-02-15,09:21:57.303,  173.54,  336.55,  618.87,  551.69,,,,,  792.41,  888.24,2133765756, 1680.66,  394.10,    2.05,  399.29,    5.39,,,,,  793.39,    7.44,2133462860,  800.83,   1585.80,    895.68,   2481.49
2024-02-15,09:21:58.303,  170.33,  384.17,  610.75,  597.27,,,,,  781.08,  981.44,2133221120, 1762.52,  381.20,    1.91,  386.65,    5.24,,,,,  767.85,    7.15,2133193349,  775.00,   1548.93,    988.59,   2537.52
2024-02-15,09:21:59.303,  170.48,  380.83,  611.28,  594.13,,,,,  781.76,  974.96,2133547908, 1756.72,  374.54,    1.50,  380.82,    4.84,,,,,  755.36,    6.34,2133686450,  761.70,   1537.11,    981.30,   2518.41
2024-02-15,09:22:00.304,  170.30,  366.52,  612.74,  580.62,,,,,  783.04,  947.14,2133588834, 1730.18,  365.06,    1.24,  371.85,    4.58,,,,,  736.91,    5.82,2133337385,  742.73,   1519.95,    952.96,   2472.91
2024-02-15,09:22:01.304,  167.58,  270.15,  623.07,  488.32,,,,,  790.65,  758.47,2133313406, 1549.12,  360.10,    1.61,  367.16,    4.97,,,,,  727.26,    6.58,2133359721,  733.84,   1517.91,    765.05,   2282.97
2024-02-15,09:22:02.304,  146.18,  474.01,  543.22,  669.48,,,,,  689.40, 1143.48,2133580889, 1832.88,  361.70,    1.16,  370.13,    4.51,,,,,  731.83,    5.67,2133627074,  737.50,   1421.23,   1149.15,   2570.38
2024-02-15,09:22:03.304,  148.17,  445.51,  555.64,  644.02,,,,,  703.81, 1089.53,2133189316, 1793.33,  353.52,    0.84,  361.24,    4.20,,,,,  714.77,    5.03,2133063697,  719.80,   1418.57,   1094.56,   2513.13
2024-02-15,09:22:04.304,  165.19,  249.77,  637.35,  470.26,,,,,  802.53,  720.04,2133402873, 1522.57,  350.70,    1.01,  356.31,    4.37,,,,,  707.01,    5.37,2133509282,  712.38,   1509.54,    725.41,   2234.95
2024-02-15,09:22:05.304,  123.45,  537.53,  444.20,  704.87,,,,,  567.65, 1242.41,2133363330, 1810.06,  346.21,    1.06,  353.68,    4.42,,,,,  699.89,    5.48,2133279499,  705.37,   1267.54,   1247.89,   2515.43
2024-02-15,09:22:06.305,  167.02,  289.33,  612.89,  504.59,,,,,  779.92,  793.92,2133738469, 1573.84,  356.22,    3.31,  360.60,    6.62,,,,,  716.82,    9.93,2134192969,  726.75,   1496.74,    803.85,   2300.59
2024-02-15,09:22:07.305,  146.65,  531.81,  491.89,  715.51,,,,,  638.54, 1247.32,2131407910, 1885.86,  402.53,    8.96,  406.52,   12.33,,,,,  809.06,   21.29,2130821082,  830.34,   1447.60,   1268.60,   2716.20
2024-02-15,09:22:08.305,  149.86,  373.05,  519.09,  568.98,,,,,  668.95,  942.04,2135119963, 1610.99,  381.00,    1.82,  387.48,    5.17,,,,,  768.48,    6.98,2135358000,  775.47,   1437.43,    949.02,   2386.45
2024-02-15,09:22:09.305,  151.87,  423.59,  560.60,  623.64,,,,,  712.47, 1047.24,2133088895, 1759.71,  373.48,    1.31,  379.93,    4.68,,,,,  753.40,    5.99,2132933633,  759.40,   1465.88,   1053.23,   2519.11
2024-02-15,09:22:10.305,  164.96,  422.72,  590.61,  629.83,,,,,  755.57, 1052.54,2133081381, 1808.11,  360.56,    0.86,  369.18,    4.20,,,,,  729.73,    5.07,2133176408,  734.80,   1485.30,   1057.61,   2542.91
2024-02-15,09:22:11.305,  169.60,  381.22,  609.89,  593.77,,,,,  779.48,  974.99,2133299703, 1754.47,  355.58,    1.33,  363.35,    4.67,,,,,  718.93,    6.00,2133309286,  724.93,   1498.41,    980.99,   2479.40
2024-02-15,09:22:12.306,  169.50,  338.75,  612.90,  552.65,,,,,  782.40,  891.40,2133406411, 1673.81,  356.68,    1.17,  362.55,    4.52,,,,,  719.23,    5.69,2134868121,  724.92,   1501.63,    897.10,   2398.73
2024-02-15,09:22:13.305,  153.63,  441.37,  552.64,  639.45,,,,,  706.27, 1080.81,2132363806, 1787.08,  348.91,    0.92,  354.44,    4.26,,,,,  703.35,    5.18,2130780250,  708.53,   1409.62,   1085.99,   2495.61
2024-02-15,09:22:14.306,  164.93,  426.17,  589.35,  633.40,,,,,  754.27, 1059.57,2133086877, 1813.84,  345.16,    0.94,  351.48,    4.28,,,,,  696.64,    5.22,2133068763,  701.86,   1450.91,   1064.79,   2515.70
