,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-11-01,17:11:29.464,   91.66,  589.60,  317.09,  721.34,,,,,  408.75, 1310.94,     52522, 1719.68,  387.92,    6.16,  395.35,    9.51,,,,,  783.27,   15.66,     53333,  798.93,   1192.02,   1326.60,   2518.62
2023-11-01,17:11:30.464,   82.87,  580.81,  279.31,  699.80,,,,,  362.18, 1280.61,     52468, 1642.79,  335.14,    1.36,  342.85,    4.73,,,,,  677.99,    6.09,     53016,  684.08,   1040.17,   1286.70,   2326.87
2023-11-01,17:11:31.464,   80.68,  575.29,  267.82,  690.09,,,,,  348.51, 1265.38,     52454, 1613.89,  312.23,    0.94,  313.48,    4.29,,,,,  625.71,    5.23,     52825,  630.94,    974.22,   1270.61,   2244.83
2023-11-01,17:11:32.464,   77.55,  570.63,  255.36,  681.09,,,,,  332.91, 1251.72,     52503, 1584.63,  321.92,    2.23,  323.96,    5.57,,,,,  645.88,    7.80,     52952,  653.68,    978.79,   1259.52,   2238.31
2023-11-01,17:11:33.464,   75.96,  566.19,  248.17,  673.97,,,,,  324.13, 1240.16,     52435, 1564.29,  310.14,    1.26,  314.31,    4.58,,,,,  624.45,    5.84,     52831,  630.29,    948.58,   1246.00,   2194.58
2023-11-01,17:11:34.465,   72.91,  563.15,  236.41,  666.92,,,,,  309.31, 1230.07,     52487, 1539.38,  315.85,    1.06,  316.53,    4.40,,,,,  632.38,    5.46,     52892,  637.83,    941.69,   1235.53,   2177.22
2023-11-01,17:11:35.465,   73.03,  560.42,  236.40,  663.73,,,,,  309.44, 1224.15,     52437, 1533.59,  304.97,    0.84,  309.86,    4.23,,,,,  614.83,    5.07,     52828,  619.90,    924.27,   1229.23,   2153.49
2023-11-01,17:11:36.464,   71.14,  557.71,  229.06,  658.24,,,,,  300.20, 1215.95,     52449, 1516.14,  297.09,    0.77,  300.22,    4.13,,,,,  597.32,    4.91,     52789,  602.22,    897.51,   1220.85,   2118.36
2023-11-01,17:11:37.466,   87.30,  551.53,  290.74,  671.16,,,,,  378.04, 1222.69,     52527, 1600.73,  319.80,    7.03,  320.36,   10.20,,,,,  640.15,   17.23,     52942,  657.39,   1018.19,   1239.92,   2258.11
2023-11-01,17:11:38.466,   83.55,  559.64,  272.03,  674.64,,,,,  355.58, 1234.28,     52471, 1589.86,  381.30,    3.45,  384.86,    6.75,,,,,  766.16,   10.21,     53125,  776.37,   1121.74,   1244.48,   2366.23
2023-11-01,17:11:39.466,   74.70,  561.71,  238.89,  666.34,,,,,  313.58, 1228.05,     52449, 1541.64,  336.38,    0.96,  336.14,    4.31,,,,,  672.52,    5.27,     52924,  677.79,    986.10,   1233.32,   2219.42
2023-11-01,17:11:40.467,   73.45,  560.15,  233.72,  662.92,,,,,  307.17, 1223.06,     52487, 1530.24,  321.36,    0.80,  322.10,    4.15,,,,,  643.46,    4.95,     52942,  648.41,    950.64,   1228.01,   2178.65
2023-11-01,17:11:41.466,   73.68,  556.75,  234.23,  659.59,,,,,  307.91, 1216.34,     52432, 1524.26,  307.57,    1.17,  307.34,    4.53,,,,,  614.91,    5.70,     52838,  620.61,    922.82,   1222.04,   2144.86
2023-11-01,17:11:42.467,   72.85,  557.95,  230.57,  659.45,,,,,  303.42, 1217.40,     52484, 1520.82,  310.20,    0.46,  310.41,    3.82,,,,,  620.61,    4.28,     52887,  624.89,    924.02,   1221.69,   2145.71
2023-11-01,17:11:43.467,   72.72,  556.47,  231.20,  658.07,,,,,  303.93, 1214.54,     52424, 1518.47,  297.36,    0.53,  295.15,    3.89,,,,,  592.51,    4.42,     52777,  596.93,    896.44,   1218.96,   2115.40
2023-11-01,17:11:44.467,   72.01,  555.97,  228.14,  656.34,,,,,  300.15, 1212.30,     52486, 1512.45,  289.28,    0.47,  286.88,    3.81,,,,,  576.16,    4.29,     52780,  580.44,    876.30,   1216.59,   2092.89
2023-11-01,17:11:45.467,   72.21,  554.83,  228.68,  655.34,,,,,  300.89, 1210.17,     52424, 1511.05,  285.46,    0.67,  285.04,    4.02,,,,,  570.50,    4.68,     52745,  575.18,    871.39,   1214.85,   2086.24
2023-11-01,17:11:46.468,   71.38,  554.19,  225.25,  653.52,,,,,  296.64, 1207.72,     52489, 1504.35,  284.95,    0.57,  283.65,    3.93,,,,,  568.59,    4.50,     52806,  573.09,    865.23,   1212.22,   2077.45
2023-11-01,17:11:47.467,   71.86,  553.08,  227.43,  653.23,,,,,  299.29, 1206.30,     52433, 1505.59,  278.63,    0.48,  279.99,    3.83,,,,,  558.62,    4.32,     52739,  562.93,    857.90,   1210.62,   2068.52
2023-11-01,17:11:48.468,   85.35,  550.92,  274.86,  666.14,,,,,  360.22, 1217.06,     52510, 1577.28,  389.70,   19.59,  394.45,   22.95,,,,,  784.14,   42.53,     53254,  826.68,   1144.36,   1259.59,   2403.96
2023-11-01,17:11:49.468,   72.84,  553.37,  230.53,  654.74,,,,,  303.36, 1208.12,     52460, 1511.48,  352.18,    0.98,  353.93,    4.34,,,,,  706.11,    5.31,     53034,  711.43,   1009.48,   1213.43,   2222.91
2023-11-01,17:11:50.468,   71.72,  551.96,  226.14,  651.64,,,,,  297.86, 1203.60,     52432, 1501.46,  321.16,    0.69,  323.37,    4.05,,,,,  644.53,    4.74,     52853,  649.27,    942.39,   1208.34,   2150.73
2023-11-01,17:11:51.468,   72.49,  552.17,  228.69,  652.77,,,,,  301.18, 1204.94,     52491, 1506.12,  312.26,    0.91,  314.38,    4.25,,,,,  626.64,    5.15,     52864,  631.80,    927.83,   1210.09,   2137.92
2023-11-01,17:11:52.468,   71.37,  550.70,  224.38,  649.83,,,,,  295.76, 1200.52,     52428, 1496.28,  300.05,    0.42,  302.15,    3.77,,,,,  602.20,    4.20,     52772,  606.40,    897.96,   1204.72,   2102.68
2023-11-01,17:11:53.469,   72.10,  550.09,  227.47,  650.25,,,,,  299.56, 1200.34,     52486, 1499.90,  285.95,    0.54,  288.61,    3.90,,,,,  574.56,    4.44,     52807,  579.00,    874.12,   1204.78,   2078.90
2023-11-01,17:11:54.468,   71.12,  549.41,  224.24,  648.51,,,,,  295.36, 1197.92,     52424, 1493.28,  280.73,    0.55,  281.87,    3.91,,,,,  562.60,    4.47,     52746,  567.07,    857.96,   1202.39,   2060.35
2023-11-01,17:11:55.469,   71.61,  549.48,  225.62,  648.99,,,,,  297.23, 1198.47,     52486, 1495.70,  279.72,    0.57,  280.38,    3.92,,,,,  560.10,    4.49,     52764,  564.59,    857.33,   1202.97,   2060.29
2023-11-01,17:11:56.469,   70.84,  548.20,  223.04,  646.85,,,,,  293.88, 1195.05,     52437, 1488.93,  280.33,    0.58,  280.16,    3.94,,,,,  560.49,    4.53,     52710,  565.02,    854.38,   1199.58,   2053.96
2023-11-01,17:11:57.469,   70.94,  548.12,  223.03,  646.84,,,,,  293.97, 1194.96,     52472, 1488.93,  280.87,    0.64,  279.18,    4.01,,,,,  560.05,    4.65,     52772,  564.70,    854.02,   1199.61,   2053.63
2023-11-01,17:11:58.469,   85.08,  544.05,  275.40,  659.56,,,,,  360.47, 1203.61,     52480, 1564.09,  365.59,   18.41,  366.09,   21.62,,,,,  731.67,   40.03,     53086,  771.70,   1092.15,   1243.64,   2335.78
2023-11-01,17:11:59.469,   74.83,  549.80,  236.84,  653.81,,,,,  311.67, 1203.61,     52448, 1515.27,  370.92,    2.12,  378.61,    5.51,,,,,  749.53,    7.63,     53121,  757.16,   1061.20,   1211.23,   2272.43
2023-11-01,17:12:00.469,   72.37,  549.03,  228.48,  650.29,,,,,  300.85, 1199.32,     52487, 1500.17,  335.33,    0.75,  339.24,    4.13,,,,,  674.58,    4.89,     53017,  679.46,    975.43,   1204.21,   2179.64
2023-11-01,17:12:01.468,   72.46,  547.87,  229.28,  649.29,,,,,  301.74, 1197.17,     52422, 1498.90,  315.28,    0.70,  314.31,    4.06,,,,,  629.59,    4.76,     52835,  634.35,    931.32,   1201.93,   2133.25
