,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-03-01,11:52:59.607,   91.21,  157.97,  339.90,  289.85,,,,,  431.11,  447.82,1807941977,  878.93,  193.72,    7.73,  190.51,    4.88,,,,,  384.23,   12.61,1808222692,  396.84,    815.34,    460.43,   1275.77
2024-03-01,11:53:00.607,  103.68,  182.55,  386.89,  333.33,,,,,  490.57,  515.88,2133249945, 1006.45,  221.06,    6.94,  218.69,    3.54,,,,,  439.75,   10.48,2133083796,  450.23,    930.32,    526.36,   1456.69
DEBUG: caught signal to continue execution.
2024-03-01,11:53:01.119,  104.52,  182.01,  386.85,  332.03,,,,,  491.36,  514.04,2134927326, 1005.40,  225.34,   13.97,  223.81,   10.53,,,,,  449.15,   24.49,2135430980,  473.65,    940.52,    538.53,   1479.05
2024-03-01,11:53:02.117,  103.69,  187.04,  387.07,  337.02,,,,,  490.77,  524.06,2131433796, 1014.83,  226.37,    7.04,  224.49,    3.62,,,,,  450.85,   10.66,2133131220,  461.51,    941.62,    534.72,   1476.34
2024-03-01,11:53:03.116,   99.80,  181.30,  373.10,  326.73,,,,,  472.90,  508.03,2136559484,  980.93,  221.83,    6.74,  220.31,    3.35,,,,,  442.14,   10.09,2135102256,  452.23,    915.04,    518.12,   1433.16
2024-03-01,11:53:04.117,  104.13,  191.66,  384.92,  340.30,,,,,  489.05,  531.96,2134460745, 1021.01,  245.65,   18.80,  243.40,   15.37,,,,,  489.05,   34.17,2134165214,  523.22,    978.11,    566.12,   1544.23
2024-03-01,11:53:05.116,   92.13,  171.59,  347.78,  308.48,,,,,  439.90,  480.07,2130255846,  919.98,  222.18,    6.34,  218.96,    2.98,,,,,  441.14,    9.32,2130191522,  450.46,    881.04,    489.40,   1370.44
2024-03-01,11:53:06.117,   89.64,  168.37,  340.19,  303.32,,,,,  429.84,  471.69,2133771922,  901.53,  213.16,    5.02,  211.18,    1.62,,,,,  424.34,    6.63,2135744892,  430.97,    854.17,    478.33,   1332.50
2024-03-01,11:53:07.119,   90.05,  168.91,  342.12,  303.94,,,,,  432.17,  472.85,2131795371,  905.02,  208.45,    4.97,  205.86,    1.56,,,,,  414.31,    6.53,2130782730,  420.84,    846.48,    479.38,   1325.86
2024-03-01,11:53:08.118,   87.72,  165.42,  333.69,  297.49,,,,,  421.41,  462.91,2133557403,  884.32,  206.31,    5.09,  203.57,    1.68,,,,,  409.88,    6.77,2135874655,  416.66,    831.30,    469.69,   1300.98
2024-03-01,11:53:09.119,   89.31,  167.27,  339.91,  301.19,,,,,  429.22,  468.46,2134661486,  897.68,  202.80,    4.87,  200.86,    1.46,,,,,  403.67,    6.34,2131398618,  410.00,    832.89,    474.79,   1307.68
2024-03-01,11:53:10.119,   86.89,  164.54,  330.71,  295.40,,,,,  417.61,  459.93,2133052458,  877.54,  202.39,    5.07,  199.77,    1.68,,,,,  402.16,    6.75,2133069753,  408.91,    819.77,    466.68,   1286.45
2024-03-01,11:53:11.120,   61.05,   92.34,  244.76,  191.54,,,,,  305.80,  283.88,2132873666,  589.69,  107.01,    4.65,  104.04,    1.24,,,,,  211.05,    5.89,2132711493,  216.94,    516.85,    289.77,    806.63
2024-03-01,11:53:12.118,   57.68,   88.39,  231.95,  183.35,,,,,  289.64,  271.74,2133320418,  561.37,  101.52,    4.48,   98.58,    1.08,,,,,  200.10,    5.56,2133407845,  205.66,    489.74,    277.30,    767.04
2024-03-01,11:53:13.121,   59.76,   90.20,  239.85,  188.15,,,,,  299.61,  278.35,2134272293,  577.96,  102.15,    4.64,   99.08,    1.25,,,,,  201.22,    5.90,2134298488,  207.12,    500.83,    284.25,    785.08
2024-03-01,11:53:14.123,   74.62,  107.15,  289.65,  221.96,,,,,  364.27,  329.11,2133400577,  693.38,  135.24,   20.49,  132.98,   17.35,,,,,  268.21,   37.84,2133455550,  306.06,    632.48,    366.95,    999.43
2024-03-01,11:53:15.122,   62.09,   94.80,  248.14,  196.00,,,,,  310.23,  290.80,2132582447,  601.03,  120.87,    6.45,  117.69,    3.02,,,,,  238.56,    9.48,2132902054,  248.03,    548.79,    300.28,    849.06
2024-03-01,11:53:16.122,   59.25,   92.25,  237.32,  189.54,,,,,  296.58,  281.79,2133297347,  578.37,  115.41,    5.37,  112.23,    1.97,,,,,  227.64,    7.33,2132958622,  234.97,    524.21,    289.13,    813.34
2024-03-01,11:53:17.122,   60.51,   92.99,  242.23,  192.19,,,,,  302.74,  285.19,2132846903,  587.92,  112.49,    4.91,  109.46,    1.48,,,,,  221.95,    6.39,2132776527,  228.34,    524.68,    291.58,    816.26
2024-03-01,11:53:18.124,   58.51,   91.48,  235.10,  188.01,,,,,  293.61,  279.49,2133680388,  573.10,  109.86,    4.71,  106.93,    1.29,,,,,  216.78,    6.00,2133737475,  222.78,    510.39,    285.49,    795.88
2024-03-01,11:53:19.124,   61.27,   92.41,  244.95,  192.56,,,,,  306.23,  284.97,2132456597,  591.20,  110.94,    5.53,  108.02,    2.11,,,,,  218.96,    7.63,2135425873,  226.59,    525.19,    292.60,    817.79
2024-03-01,11:53:20.123,   58.40,   91.13,  234.60,  187.59,,,,,  293.01,  278.71,2133908571,  571.72,  108.67,    4.59,  105.64,    1.20,,,,,  214.31,    5.79,2131189402,  220.10,    507.32,    284.50,    791.82
2024-03-01,11:53:21.125,   60.24,   92.58,  242.34,  191.82,,,,,  302.58,  284.40,2133718759,  586.98,  110.43,    5.03,  106.97,    1.62,,,,,  217.40,    6.65,2133481414,  224.05,    519.99,    291.05,    811.04
