,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-26,20:20:05.694,  110.86,  311.15,  406.17,  469.70,,,,,  517.04,  780.84,1969494549, 1297.88,  382.59,    7.12,  386.82,   10.21,,,,,  769.41,   17.33,1969659844,  786.74,   1286.44,    798.18,   2084.62
2024-02-26,20:20:06.694,  110.28,  316.50,  405.61,  477.69,,,,,  515.89,  794.19,2132958369, 1310.08,  391.07,    4.59,  395.36,    7.89,,,,,  786.43,   12.48,2132893572,  798.91,   1302.32,    806.67,   2108.99
2024-02-26,20:20:07.695,  103.01,  302.60,  380.35,  455.66,,,,,  483.36,  758.26,2132425462, 1241.62,  386.41,    2.99,  390.13,    6.31,,,,,  776.53,    9.30,2132427924,  785.84,   1259.89,    767.56,   2027.46
2024-02-26,20:20:08.695,  105.51,  324.09,  382.27,  477.15,,,,,  487.77,  801.24,2134535250, 1289.01,  441.60,   20.90,  444.40,   23.99,,,,,  886.00,   44.90,2134513798,  930.90,   1373.78,    846.14,   2219.91
2024-02-26,20:20:09.694,   89.15,  290.50,  328.98,  425.26,,,,,  418.13,  715.76,2132472319, 1133.89,  402.19,    5.19,  408.27,    8.55,,,,,  810.47,   13.74,2132440965,  824.21,   1228.59,    729.50,   1958.10
2024-02-26,20:20:10.695,   88.43,  288.20,  325.34,  420.59,,,,,  413.77,  708.79,2134500768, 1122.56,  393.28,    3.84,  398.90,    7.18,,,,,  792.19,   11.02,2134505464,  803.20,   1205.95,    719.80,   1925.76
2024-02-26,20:20:11.695,   83.83,  283.03,  308.81,  409.69,,,,,  392.63,  692.72,2132311300, 1085.36,  384.75,    2.55,  390.57,    5.89,,,,,  775.32,    8.45,2132297076,  783.77,   1167.95,    701.17,   1869.12
2024-02-26,20:20:12.695,   82.79,  281.21,  305.81,  406.94,,,,,  388.61,  688.14,2134448929, 1076.75,  384.20,    3.40,  388.56,    6.75,,,,,  772.76,   10.15,2134438732,  782.91,   1161.37,    698.30,   1859.66
2024-02-26,20:20:13.695,   80.31,  278.14,  296.19,  400.10,,,,,  376.50,  678.24,2132309607, 1054.74,  378.68,    2.96,  384.20,    6.33,,,,,  762.87,    9.28,2132340973,  772.16,   1139.37,    687.52,   1826.89
2024-02-26,20:20:14.696,   79.60,  276.82,  292.81,  397.36,,,,,  372.42,  674.19,2134405781, 1046.60,  379.75,    3.07,  385.76,    6.42,,,,,  765.51,    9.49,2134386052,  775.00,   1137.93,    683.68,   1821.60
2024-02-26,20:20:15.695,   78.03,  273.97,  286.94,  392.45,,,,,  364.97,  666.42,2132302671, 1031.39,  384.18,    3.75,  389.55,    7.08,,,,,  773.73,   10.83,2132270594,  784.56,   1138.70,    677.25,   1815.95
2024-02-26,20:20:16.696,   77.23,  273.45,  283.92,  390.69,,,,,  361.15,  664.15,2134391241, 1025.29,  384.91,    3.82,  391.17,    7.17,,,,,  776.08,   10.98,2134421728,  787.06,   1137.22,    675.13,   1812.35
2024-02-26,20:20:17.696,   77.00,  276.46,  283.35,  393.52,,,,,  360.36,  669.98,2132280042, 1030.34,  377.58,    2.46,  384.39,    5.81,,,,,  761.97,    8.27,2132258824,  770.24,   1122.32,    678.25,   1800.58
2024-02-26,20:20:18.697,   86.18,  300.69,  311.34,  427.90,,,,,  397.53,  728.59,2134481039, 1126.12,  434.76,   22.37,  439.10,   25.65,,,,,  873.86,   48.01,2134492561,  921.88,   1271.39,    776.61,   2047.99
2024-02-26,20:20:19.696,   74.06,  278.16,  271.43,  390.47,,,,,  345.50,  668.64,2132437320, 1014.13,  400.51,    4.18,  405.00,    7.53,,,,,  805.51,   11.71,2132461936,  817.23,   1151.01,    680.35,   1831.36
2024-02-26,20:20:20.697,   72.73,  273.72,  265.83,  383.89,,,,,  338.56,  657.61,2134516767,  996.17,  383.94,    3.28,  390.88,    6.61,,,,,  774.82,    9.89,2134522725,  784.71,   1113.38,    667.50,   1780.88
2024-02-26,20:20:21.697,   72.19,  274.99,  263.43,  383.54,,,,,  335.62,  658.54,2132406475,  994.15,  384.77,    3.53,  390.70,    6.85,,,,,  775.46,   10.37,2132375185,  785.83,   1111.08,    668.91,   1779.99
2024-02-26,20:20:22.696,   71.96,  272.98,  262.39,  381.79,,,,,  334.35,  654.76,2132358860,  989.12,  386.21,    3.63,  390.69,    6.94,,,,,  776.89,   10.57,2132380569,  787.46,   1111.25,    665.33,   1776.58
2024-02-26,20:20:23.697,   70.21,  269.91,  257.38,  377.38,,,,,  327.59,  647.29,2134479349,  974.88,  380.78,    2.67,  384.49,    5.99,,,,,  765.27,    8.66,2134465379,  773.93,   1092.86,    655.95,   1748.81
2024-02-26,20:20:24.697,   69.74,  269.61,  256.11,  376.10,,,,,  325.84,  645.71,2132300101,  971.55,  381.24,    3.81,  385.16,    7.13,,,,,  766.40,   10.94,2132279252,  777.34,   1092.24,    656.65,   1748.89
2024-02-26,20:20:25.697,   69.86,  272.78,  256.07,  379.50,,,,,  325.93,  652.28,2134432822,  978.21,  389.77,    3.32,  392.55,    6.66,,,,,  782.32,    9.98,2134440813,  792.31,   1108.25,    662.26,   1770.51
2024-02-26,20:20:26.697,   69.58,  273.00,  255.05,  379.54,,,,,  324.63,  652.54,2132293160,  977.17,  382.57,    3.23,  386.46,    6.57,,,,,  769.03,    9.80,2132323278,  778.83,   1093.66,    662.35,   1756.00
2024-02-26,20:20:27.698,   69.00,  272.30,  253.22,  378.15,,,,,  322.22,  650.46,2134486938,  972.68,  383.75,    3.26,  388.22,    6.58,,,,,  771.97,    9.84,2134655737,  781.82,   1094.20,    660.30,   1754.50
2024-02-26,20:20:28.698,   83.24,  304.32,  299.97,  427.15,,,,,  383.21,  731.47,2132548977, 1114.67,  431.04,   22.67,  435.37,   26.33,,,,,  866.41,   49.00,2132389288,  915.41,   1249.61,    780.47,   2030.09
2024-02-26,20:20:29.698,   69.77,  282.61,  255.65,  390.70,,,,,  325.42,  673.31,2134668820,  998.73,  404.25,    4.07,  409.89,    7.39,,,,,  814.14,   11.46,2134630856,  825.60,   1139.56,    684.77,   1824.33
2024-02-26,20:20:30.698,   67.48,  273.44,  247.05,  377.12,,,,,  314.53,  650.56,2132468816,  965.10,  388.66,    3.55,  394.89,    6.90,,,,,  783.55,   10.45,2132424492,  794.00,   1098.08,    661.01,   1759.10
2024-02-26,20:20:31.698,   66.72,  274.84,  244.62,  377.67,,,,,  311.34,  652.52,2132290794,  963.85,  385.53,    2.68,  390.18,    6.02,,,,,  775.71,    8.70,2132437450,  784.41,   1087.05,    661.22,   1748.26
2024-02-26,20:20:32.698,   67.06,  273.43,  245.09,  376.60,,,,,  312.15,  650.03,2134530559,  962.18,  394.30,    4.91,  400.12,    8.26,,,,,  794.42,   13.17,2134420888,  807.59,   1106.58,    663.20,   1769.77
2024-02-26,20:20:33.698,   65.83,  271.50,  241.81,  373.42,,,,,  307.64,  644.93,2132285810,  952.57,  383.59,    2.49,  390.06,    5.79,,,,,  773.65,    8.28,2132254852,  781.93,   1081.29,    653.21,   1734.50
2024-02-26,20:20:34.699,   66.18,  271.56,  241.17,  372.23,,,,,  307.36,  643.78,2134409297,  951.14,  379.89,    2.73,  383.87,    6.07,,,,,  763.76,    8.80,2134407352,  772.56,   1071.12,    652.58,   1723.70
2024-02-26,20:20:35.698,   65.21,  271.25,  239.94,  372.31,,,,,  305.15,  643.56,2132269077,  948.71,  383.29,    3.00,  387.03,    6.33,,,,,  770.32,    9.33,2132308904,  779.65,   1075.47,    652.89,   1728.36
