,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-12,23:06:06.208,  154.57,  207.56,  567.70,  412.73,,,,,  722.27,  620.29,2067509615, 1342.56,  226.73,   10.21,  224.23,    6.95,,,,,  450.95,   17.16,2067678294,  468.12,   1173.23,    637.46,   1810.68
2024-02-12,23:06:07.208,  156.54,  210.87,  576.25,  419.47,,,,,  732.79,  630.34,2133240247, 1363.13,  219.78,    6.47,  218.03,    3.09,,,,,  437.81,    9.56,2133202727,  447.37,   1170.59,    639.90,   1810.49
2024-02-12,23:06:08.209,  154.60,  209.67,  571.83,  417.44,,,,,  726.42,  627.11,2134916381, 1353.54,  213.23,    5.53,  211.70,    2.13,,,,,  424.93,    7.66,2134874659,  432.59,   1151.35,    634.78,   1786.13
2024-02-12,23:06:09.209,  130.22,  130.19,  509.39,  320.22,,,,,  639.61,  450.41,2132568476, 1090.02,  122.00,    5.46,  119.84,    2.05,,,,,  241.84,    7.51,2132547074,  249.35,    881.45,    457.92,   1339.37
2024-02-12,23:06:10.209,  126.75,  116.63,  501.61,  304.69,,,,,  628.36,  421.32,2132443628, 1049.68,  108.54,    5.79,  105.31,    2.42,,,,,  213.86,    8.21,2132414851,  222.06,    842.22,    429.53,   1271.75
2024-02-12,23:06:11.209,  125.82,  115.43,  497.47,  302.28,,,,,  623.29,  417.71,2134616668, 1041.00,  112.08,    7.20,  108.78,    3.81,,,,,  220.86,   11.02,2134606966,  231.87,    844.15,    428.72,   1272.87
2024-02-12,23:06:12.209,  125.56,  116.22,  496.75,  302.78,,,,,  622.31,  418.99,2132496021, 1041.30,  110.22,    5.27,  107.16,    1.88,,,,,  217.38,    7.15,2132598925,  224.53,    839.69,    426.14,   1265.83
2024-02-12,23:06:13.209,  131.78,  121.59,  513.09,  312.71,,,,,  644.87,  434.30,2132607834, 1079.17,  133.10,   20.05,  129.23,   16.55,,,,,  262.33,   36.60,2132626165,  298.93,    907.20,    470.90,   1378.10
2024-02-12,23:06:14.209,  130.61,  122.04,  511.20,  312.88,,,,,  641.81,  434.92,2134974600, 1076.73,  124.84,    9.14,  121.59,    5.75,,,,,  246.43,   14.89,2134894469,  261.31,    888.23,    449.81,   1338.05
2024-02-12,23:06:15.209,  126.57,  116.93,  500.26,  304.56,,,,,  626.83,  421.49,2132583873, 1048.32,  115.39,    6.35,  112.33,    2.95,,,,,  227.72,    9.30,2132616105,  237.02,    854.55,    430.78,   1285.34
2024-02-12,23:06:16.209,  125.39,  116.48,  496.64,  303.21,,,,,  622.03,  419.68,2132656720, 1041.71,  114.05,    6.16,  110.61,    2.77,,,,,  224.65,    8.93,2132589989,  233.58,    846.68,    428.61,   1275.29
2024-02-12,23:06:17.209,  126.27,  117.06,  499.01,  304.28,,,,,  625.29,  421.34,2134628484, 1046.63,  114.31,    5.89,  110.23,    2.53,,,,,  224.54,    8.42,2134673069,  232.96,    849.82,    429.76,   1279.58
2024-02-12,23:06:18.209,  126.51,  117.56,  500.08,  305.20,,,,,  626.59,  422.77,2132647057, 1049.35,  112.58,    5.18,  108.33,    1.79,,,,,  220.91,    6.97,2132677494,  227.88,    847.50,    429.74,   1277.23
2024-02-12,23:06:19.209,  148.22,  208.24,  551.93,  410.57,,,,,  700.15,  618.81,2132676670, 1318.96,  217.71,    5.97,  213.44,    2.58,,,,,  431.16,    8.55,2132813772,  439.70,   1131.31,    627.36,   1758.66
2024-02-12,23:06:20.210,  150.60,  223.41,  557.61,  427.53,,,,,  708.21,  650.94,2135165996, 1359.14,  233.69,    5.73,  230.57,    2.34,,,,,  464.26,    8.08,2134970426,  472.33,   1172.46,    659.01,   1831.48
2024-02-12,23:06:21.210,  147.85,  218.41,  547.73,  419.66,,,,,  695.59,  638.07,2132746551, 1333.66,  228.52,    5.60,  225.78,    2.22,,,,,  454.30,    7.83,2132996340,  462.13,   1149.89,    645.90,   1795.79
2024-02-12,23:06:22.210,  147.24,  217.42,  546.15,  418.19,,,,,  693.39,  635.61,2132941574, 1329.00,  231.62,    6.73,  228.67,    3.34,,,,,  460.29,   10.07,2132903147,  470.35,   1153.68,    645.67,   1799.35
2024-02-12,23:06:23.210,  145.60,  214.48,  540.18,  413.37,,,,,  685.78,  627.85,2132966257, 1313.63,  229.38,    5.93,  226.46,    2.54,,,,,  455.84,    8.47,2133113664,  464.31,   1141.62,    636.32,   1777.94
2024-02-12,23:06:24.210,  142.39,  221.80,  524.90,  415.74,,,,,  667.29,  637.54,2133034108, 1304.83,  275.16,   23.83,  272.27,   20.57,,,,,  547.43,   44.40,2132868335,  591.83,   1214.72,    681.94,   1896.66
2024-02-12,23:06:25.211,  132.90,  208.89,  497.81,  395.54,,,,,  630.71,  604.44,2132911712, 1235.14,  240.44,    6.45,  236.77,    3.04,,,,,  477.20,    9.48,2132778103,  486.69,   1107.91,    613.92,   1721.83
2024-02-12,23:06:26.211,  131.79,  207.14,  495.76,  393.43,,,,,  627.55,  600.57,2134766191, 1228.12,  232.66,    5.50,  229.34,    2.11,,,,,  461.99,    7.61,2134814862,  469.61,   1089.54,    608.18,   1697.72
2024-02-12,23:06:27.211,  129.90,  203.95,  485.86,  386.37,,,,,  615.76,  590.33,2132739969, 1206.09,  232.34,    7.00,  230.38,    3.63,,,,,  462.72,   10.63,2132778825,  473.35,   1078.48,    600.96,   1679.44
2024-02-12,23:06:28.211,  122.19,  201.35,  461.37,  376.96,,,,,  583.55,  578.32,2132773965, 1161.87,  236.18,    6.35,  233.65,    2.97,,,,,  469.83,    9.32,2132604351,  479.15,   1053.39,    587.64,   1641.02
2024-02-12,23:06:29.211,  121.36,  246.67,  453.18,  420.71,,,,,  574.54,  667.37,2134668376, 1241.92,  293.03,    5.70,  291.63,    2.33,,,,,  584.66,    8.03,2134726816,  592.69,   1159.21,    675.40,   1834.61
2024-02-12,23:06:30.211,  120.68,  253.89,  448.36,  426.23,,,,,  569.04,  680.12,2132548506, 1249.16,  303.82,    6.24,  302.55,    2.82,,,,,  606.36,    9.06,2132559714,  615.42,   1175.41,    689.18,   1864.59
2024-02-12,23:06:31.211,  118.99,  250.07,  443.01,  420.57,,,,,  562.00,  670.63,2132602430, 1232.63,  299.43,    5.71,  298.38,    2.31,,,,,  597.80,    8.02,2132596877,  605.83,   1159.80,    678.66,   1838.46
