,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-10-29,19:36:35.124,  174.37,  168.80,  589.36,  375.62,,,,,  763.73,  544.42,     52972, 1308.15,    6.40,    7.23,    9.68,   10.54,,,,,   16.07,   17.77,     52427,   33.84,    779.80,    562.19,   1342.00
2023-10-29,19:36:36.123,  172.69,  168.59,  589.31,  377.02,,,,,  762.00,  545.60,     52657, 1307.60,    1.78,    1.35,    5.10,    4.71,,,,,    6.88,    6.05,     52438,   12.93,    768.88,    551.66,   1320.54
2023-10-29,19:36:37.123,  170.10,  166.01,  586.24,  375.43,,,,,  756.35,  541.44,     52601, 1297.78,    1.63,    0.92,    4.95,    4.25,,,,,    6.58,    5.17,     52419,   11.74,    762.92,    546.60,   1309.52
2023-10-29,19:36:38.124,  167.91,  164.45,  582.81,  374.22,,,,,  750.72,  538.66,     52634, 1289.38,    1.28,    0.56,    4.59,    3.90,,,,,    5.87,    4.46,     52467,   10.33,    756.59,    543.12,   1299.71
2023-10-29,19:36:39.123,  165.84,  162.13,  578.94,  371.72,,,,,  744.78,  533.85,     52559, 1278.63,    1.50,    0.74,    4.81,    4.08,,,,,    6.31,    4.82,     52414,   11.13,    751.09,    538.67,   1289.77
2023-10-29,19:36:40.123,  163.55,  160.18,  575.10,  369.92,,,,,  738.65,  530.10,     52552, 1268.76,    1.83,    1.11,    5.14,    4.44,,,,,    6.96,    5.54,     52416,   12.51,    745.62,    535.65,   1281.27
2023-10-29,19:36:41.123,  161.48,  157.19,  571.89,  367.25,,,,,  733.36,  524.44,     52575, 1257.81,    2.53,    1.37,    5.85,    4.68,,,,,    8.38,    6.05,     52416,   14.43,    741.75,    530.49,   1272.24
2023-10-29,19:36:42.124,  166.47,  152.38,  587.17,  366.57,,,,,  753.65,  518.95,     52641, 1272.60,   16.85,    8.77,   21.79,   12.43,,,,,   38.64,   21.20,     52504,   59.83,    792.28,    540.14,   1332.43
2023-10-29,19:36:43.124,  154.97,  151.70,  561.83,  362.33,,,,,  716.80,  514.03,     52498, 1230.83,    3.60,    1.12,    6.91,    4.47,,,,,   10.51,    5.60,     52373,   16.11,    727.31,    519.63,   1246.94
2023-10-29,19:36:44.124,  149.23,  146.18,  551.89,  356.78,,,,,  701.13,  502.96,     52556, 1204.09,    1.47,    0.59,    4.79,    3.93,,,,,    6.26,    4.53,     52464,   10.78,    707.39,    507.49,   1214.87
2023-10-29,19:36:45.124,  142.50,  139.42,  535.64,  346.81,,,,,  678.13,  486.23,     52505, 1164.36,    1.72,    0.64,    5.05,    3.97,,,,,    6.76,    4.61,     52414,   11.38,    684.89,    490.84,   1175.73
2023-10-29,19:36:46.125,  135.22,  132.36,  518.60,  336.76,,,,,  653.82,  469.12,     52487, 1122.94,    2.01,    0.77,    5.33,    4.11,,,,,    7.34,    4.88,     52408,   12.22,    661.16,    473.99,   1135.15
2023-10-29,19:36:47.125,  129.83,  126.41,  504.18,  327.62,,,,,  634.00,  454.03,     52539, 1088.04,    1.58,    0.69,    4.92,    4.03,,,,,    6.49,    4.72,     52464,   11.22,    640.50,    458.76,   1099.25
2023-10-29,19:36:48.124,  123.53,  120.55,  487.00,  317.84,,,,,  610.53,  438.39,     52489, 1048.92,    1.31,    0.62,    4.64,    3.98,,,,,    5.95,    4.60,     52407,   10.55,    616.48,    442.99,   1059.47
2023-10-29,19:36:49.125,  117.89,  114.98,  471.37,  308.51,,,,,  589.25,  423.49,     52508, 1012.74,    1.50,    0.70,    4.82,    4.05,,,,,    6.31,    4.75,     52457,   11.06,    595.57,    428.23,   1023.80
2023-10-29,19:36:50.125,  111.62,  108.32,  452.15,  296.87,,,,,  563.78,  405.19,     52458,  968.96,    2.04,    1.03,    5.35,    4.36,,,,,    7.39,    5.38,     52410,   12.77,    571.17,    410.57,    981.74
2023-10-29,19:36:51.126,  106.35,  102.97,  435.10,  286.38,,,,,  541.45,  389.35,     52504,  930.80,    3.05,    1.06,    6.37,    4.39,,,,,    9.42,    5.45,     52463,   14.86,    550.87,    394.79,    945.66
2023-10-29,19:36:52.126,  106.02,   99.13,  430.42,  280.26,,,,,  536.44,  379.39,     52475,  915.83,   19.07,   11.90,   22.23,   15.20,,,,,   41.30,   27.10,     52442,   68.40,    577.74,    406.48,    984.23
