1 15000000
2 15000000
3 15000000
4 15000000
5 15000000
6 6896
7 6790
8 923446
9 48509
10 43040
11 29392
12 27750
13 63255
14 41635
15 1299257
16 35680
17 13619
18 13894
19 13879
20 11303
21 24016
22 11674
23 23389
24 19242
25 17673
26 30336
27 21652
28 15817
29 16212
30 11283
31 20807
32 18602
33 18394
34 22893
35 23542
36 21174
37 34326
38 13088
39 12969
40 18458
41 21892
42 17578
43 23434
44 20269
45 20125
46 12723
47 20972
