System-Date,System-Time,Socket 0-EXEC,Socket 0-IPC,Socket 0-FREQ,Socket 0-AFREQ,Socket 0-L3MISS,Socket 0-L2MISS,Socket 0-L3HIT,Socket 0-L2HIT,Socket 0-L3MPI,Socket 0-L2MPI,Socket 0-L3OCC,Socket 0-READ,Socket 0-WRITE,Socket 0-LOCAL,Socket 0-TEMP,Socket 0-INST,Socket 0-ACYC,Socket 0-TIME(ticks),Socket 0-PhysIPC,Socket 0-PhysIPC%,Socket 0-INSTnom,Socket 0-INSTnom%,Socket 1-EXEC,Socket 1-IPC,Socket 1-FREQ,Socket 1-AFREQ,Socket 1-L3MISS,Socket 1-L2MISS,Socket 1-L3HIT,Socket 1-L2HIT,Socket 1-L3MPI,Socket 1-L2MPI,Socket 1-L3OCC,Socket 1-READ,Socket 1-WRITE,Socket 1-LOCAL,Socket 1-TEMP,Socket 1-INST,Socket 1-ACYC,Socket 1-TIME(ticks),Socket 1-PhysIPC,Socket 1-PhysIPC%,Socket 1-INSTnom,Socket 1-INSTnom%,SKT0 Core C-State-C0res%,SKT0 Core C-State-C1res%,SKT0 Core C-State-C3res%,SKT0 Core C-State-C6res%,SKT0 Core C-State-C7res%,SKT0 Package C-State-C0res%,SKT0 Package C-State-C2res%,SKT0 Package C-State-C3res%,SKT0 Package C-State-C6res%,SKT0 Package C-State-C7res%,SKT1 Core C-State-C0res%,SKT1 Core C-State-C1res%,SKT1 Core C-State-C3res%,SKT1 Core C-State-C6res%,SKT1 Core C-State-C7res%,SKT1 Package C-State-C0res%,SKT1 Package C-State-C2res%,SKT1 Package C-State-C3res%,SKT1 Package C-State-C6res%,SKT1 Package C-State-C7res%,Proc Energy (Joules)-SKT0,Proc Energy (Joules)-SKT1,DRAM Energy (Joules)-SKT0,DRAM Energy (Joules)-SKT1,LLCRDMISSLAT (ns)-SKT0,LLCRDMISSLAT (ns)-SKT1,UncFREQ (Ghz)-SKT0,UncFREQ (Ghz)-SKT1,Core7 (Socket 0)-EXEC,Core7 (Socket 0)-IPC,Core7 (Socket 0)-FREQ,Core7 (Socket 0)-AFREQ,Core7 (Socket 0)-L3MISS,Core7 (Socket 0)-L2MISS,Core7 (Socket 0)-L3HIT,Core7 (Socket 0)-L2HIT,Core7 (Socket 0)-L3MPI,Core7 (Socket 0)-L2MPI,Core7 (Socket 0)-L3OCC,Core7 (Socket 0)-C0res%,Core7 (Socket 0)-C1res%,Core7 (Socket 0)-C3res%,Core7 (Socket 0)-C6res%,Core7 (Socket 0)-C7res%,Core7 (Socket 0)-TEMP,Core7 (Socket 0)-INST,Core7 (Socket 0)-ACYC,Core7 (Socket 0)-TIME(ticks),Core7 (Socket 0)-PhysIPC,Core7 (Socket 0)-PhysIPC%,Core7 (Socket 0)-INSTnom,Core7 (Socket 0)-INSTnom%,-
2024-02-13,13:12:24.507,0.19,2.35,0.08,1.12,0.14,20.61,0.99,0.23,0.0000,0.0021, 12760,0.75,0.64,99,47,9792.35,4171.03,2600.36,4.70,117.39,0.38,9.41,0.04,1.61,0.03,1.22,0.03,2.87,0.99,0.39,0.0000,0.0013, 22920,0.46,0.02,97,40,2284.46,1417.44,2600.36,3.22,80.58,0.09,2.20,7.19,66.53,0.01,26.26,0.00,100.00,0.00,0.00,0.00,0.00,2.23,27.71,0.14,69.92,0.00,100.00,0.00,0.00,0.00,0.00,72.14,53.03,4.57 ,4.40 ,498532.78 ,0.00 ,3.00,3.00,0.62,2.83,0.22,1.12,0.00,1.99,1.00,0.14,0.0000,0.0012,     0,19.68,80.32,0.00,0.00,0.00,52,1616.28,570.64,2600.36,5.66,141.62,1.24,31.08,
2024-02-13,13:12:25.507,0.19,2.40,0.08,1.12,0.14,21.17,0.99,0.22,0.0000,0.0021, 13880,0.73,0.63,99,46,9962.79,4151.13,2595.34,4.80,120.00,0.38,9.60,0.04,1.65,0.03,1.22,0.01,2.82,1.00,0.40,0.0000,0.0012, 23000,0.43,0.01,97,41,2280.06,1385.51,2595.34,3.29,82.28,0.09,2.20,7.17,66.65,0.04,26.15,0.00,100.00,0.00,0.00,0.00,0.00,2.18,27.75,0.14,69.92,0.00,100.00,0.00,0.00,0.00,0.00,72.21,52.97,4.57 ,4.39 ,0.23 ,0.33 ,3.00,3.00,0.63,2.85,0.22,1.12,0.00,2.08,1.00,0.15,0.0000,0.0013,    80,19.73,80.27,0.00,0.00,0.00,52,1627.88,571.22,2595.34,5.70,142.49,1.25,31.36,
2024-02-13,13:12:26.507,0.19,2.37,0.08,1.12,0.14,21.32,0.99,0.23,0.0000,0.0021, 14200,0.73,0.63,99,46,9928.42,4191.28,2598.02,4.74,118.44,0.38,9.55,0.04,1.63,0.03,1.22,0.01,2.87,1.00,0.39,0.0000,0.0013, 23000,0.42,0.01,96,39,2288.76,1401.66,2598.02,3.27,81.64,0.09,2.20,7.23,66.56,0.02,26.19,0.00,100.00,0.00,0.00,0.00,0.00,2.20,27.58,0.15,70.06,0.00,100.00,0.00,0.00,0.00,0.00,72.34,52.98,4.56 ,4.38 ,0.23 ,0.33 ,3.00,3.00,0.63,2.85,0.22,1.12,0.00,2.09,1.00,0.15,0.0000,0.0013,    80,19.72,80.28,0.00,0.00,0.00,51,1626.61,571.43,2598.02,5.69,142.33,1.25,31.30,
2024-02-13,13:12:27.508,0.19,2.40,0.08,1.12,0.13,21.45,0.99,0.22,0.0000,0.0021, 15920,0.73,0.62,99,46,9987.58,4168.82,2598.11,4.79,119.79,0.38,9.61,0.04,1.63,0.03,1.22,0.01,2.97,1.00,0.39,0.0000,0.0013, 23200,0.41,0.01,96,40,2289.05,1407.68,2598.11,3.25,81.31,0.09,2.20,7.19,66.69,0.01,26.11,0.00,100.00,0.00,0.00,0.00,0.00,2.22,27.60,0.14,70.04,0.00,100.00,0.00,0.00,0.00,0.00,72.49,53.06,4.56 ,4.39 ,0.10 ,0.33 ,3.00,3.00,0.63,2.84,0.22,1.12,0.00,2.12,1.00,0.15,0.0000,0.0013,     0,19.74,80.26,0.00,0.00,0.00,51,1626.05,572.01,2598.11,5.69,142.13,1.25,31.29,
2024-02-13,13:12:28.508,0.19,1.95,0.10,1.12,0.33,20.78,0.98,0.26,0.0000,0.0021, 17200,0.73,0.68,97,46,9727.30,4976.63,2597.83,3.91,97.73,0.37,9.36,0.04,1.19,0.04,1.18,0.09,3.47,0.97,0.40,0.0000,0.0016, 22920,0.49,0.03,91,40,2180.23,1828.48,2597.83,2.38,59.62,0.08,2.10,8.59,69.79,0.06,21.57,0.00,100.00,0.00,0.00,0.00,0.00,2.97,33.33,0.19,63.51,0.00,100.00,0.00,0.00,0.00,0.00,73.49,54.46,4.57 ,4.43 ,0.33 ,0.33 ,3.00,3.00,0.52,2.37,0.22,1.12,0.00,1.90,1.00,0.15,0.0000,0.0014,   160,19.71,80.29,0.00,0.00,0.00,51,1353.25,571.03,2597.83,4.74,118.49,1.04,26.05,
2024-02-13,13:12:29.507,0.21,2.55,0.08,1.12,0.09,24.26,1.00,0.21,0.0000,0.0023, 17800,0.59,0.56,99,46,10648.98,4170.15,2595.24,5.11,127.68,0.41,10.26,0.04,1.62,0.03,1.22,0.04,3.01,0.99,0.39,0.0000,0.0013, 22760,0.45,0.01,97,39,2251.84,1392.64,2595.24,3.23,80.85,0.09,2.17,7.20,66.93,0.03,25.84,0.00,100.00,0.00,0.00,0.00,0.00,2.20,28.13,0.14,69.54,0.00,100.00,0.00,0.00,0.00,0.00,73.29,52.94,4.51 ,4.39 ,0.33 ,0.33 ,3.00,3.00,0.64,2.91,0.22,1.12,0.00,2.59,1.00,0.16,0.0000,0.0016,   160,19.79,80.21,0.00,0.00,0.00,51,1665.63,572.70,2595.24,5.82,145.42,1.28,32.09,
2024-02-13,13:12:30.508,0.20,2.48,0.08,1.12,0.13,23.87,0.99,0.22,0.0000,0.0023, 17160,0.61,0.57,99,46,10581.61,4265.19,2597.51,4.96,124.05,0.41,10.18,0.04,1.55,0.03,1.22,0.03,2.99,0.99,0.40,0.0000,0.0013, 23320,0.44,0.01,96,39,2273.64,1462.23,2597.51,3.11,77.75,0.09,2.19,7.36,66.45,0.01,26.18,0.00,100.00,0.00,0.00,0.00,0.00,2.31,27.98,0.13,69.58,0.00,100.00,0.00,0.00,0.00,0.00,73.30,53.09,4.51 ,4.40 ,0.17 ,0.33 ,3.00,3.00,0.63,2.86,0.22,1.12,0.00,2.52,1.00,0.16,0.0000,0.0015,   240,19.75,80.25,0.00,0.00,0.00,50,1635.08,572.27,2597.51,5.71,142.86,1.26,31.47,
2024-02-13,13:12:31.508,0.21,2.57,0.08,1.12,0.08,24.53,1.00,0.21,0.0000,0.0023, 18640,0.58,0.55,99,46,10677.31,4157.43,2598.22,5.14,128.41,0.41,10.27,0.04,1.63,0.03,1.22,0.01,2.88,0.99,0.39,0.0000,0.0013, 23280,0.43,0.01,97,40,2286.69,1399.89,2598.22,3.27,81.67,0.09,2.20,7.17,66.31,0.01,26.50,0.00,100.00,0.00,0.00,0.00,0.00,2.20,27.48,0.13,70.19,0.00,100.00,0.00,0.00,0.00,0.00,73.43,53.00,4.50 ,4.39 ,0.30 ,0.33 ,3.00,3.00,0.64,2.90,0.22,1.12,0.00,2.64,1.00,0.16,0.0000,0.0016,   160,19.76,80.24,0.00,0.00,0.00,50,1660.22,572.71,2598.22,5.80,144.95,1.28,31.95,
2024-02-13,13:12:32.508,0.20,2.54,0.08,1.12,0.10,24.12,1.00,0.21,0.0000,0.0023, 18160,0.60,0.57,98,46,10626.36,4178.40,2598.08,5.09,127.16,0.41,10.23,0.04,1.59,0.03,1.22,0.06,3.24,0.98,0.43,0.0000,0.0014, 24960,0.46,0.03,95,39,2326.49,1466.88,2598.08,3.17,79.30,0.09,2.24,7.21,66.59,0.01,26.19,0.00,100.00,0.00,0.00,0.00,0.00,2.32,28.18,0.14,69.35,0.00,100.00,0.00,0.00,0.00,0.00,73.40,53.30,4.52 ,4.41 ,389928.25 ,389890.88 ,3.00,3.00,0.64,2.89,0.22,1.12,0.01,2.57,1.00,0.16,0.0000,0.0016,   320,19.75,80.25,0.00,0.00,0.00,51,1652.12,572.25,2598.08,5.77,144.35,1.27,31.80,
2024-02-13,13:12:33.509,0.21,2.57,0.08,1.12,0.07,24.63,1.00,0.21,0.0000,0.0023, 18800,0.58,0.55,99,46,10670.92,4155.74,2597.78,5.14,128.39,0.41,10.27,0.04,1.62,0.03,1.22,0.03,2.89,0.99,0.40,0.0000,0.0013, 24240,0.47,0.02,97,40,2288.81,1413.30,2597.78,3.24,80.97,0.09,2.20,7.17,66.40,0.01,26.41,0.00,100.00,0.00,0.00,0.00,0.00,2.23,27.93,0.13,69.72,0.00,100.00,0.00,0.00,0.00,0.00,73.40,53.17,4.51 ,4.40 ,0.03 ,0.10 ,3.00,3.00,0.64,2.90,0.22,1.12,0.00,2.66,1.00,0.16,0.0000,0.0016,   200,19.78,80.22,0.00,0.00,0.00,50,1660.31,573.04,2597.78,5.79,144.87,1.28,31.96,
