,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-14,13:24:39.744,  150.95,  205.49,  537.10,  396.33,,,,,  688.05,  601.82,1989170582, 1289.87,  216.42,    9.67,  213.32,    6.50,,,,,  429.74,   16.17,1989410183,  445.90,   1117.79,    617.98,   1735.78
2024-02-14,13:24:40.744,  160.21,  218.35,  571.49,  421.67,,,,,  731.69,  640.02,2133455154, 1371.71,  218.12,    5.64,  215.51,    2.24,,,,,  433.63,    7.87,2133553749,  441.51,   1165.32,    647.89,   1813.22
2024-02-14,13:24:41.744,  158.09,  213.97,  566.04,  416.05,,,,,  724.12,  630.02,2133161703, 1354.14,  209.19,    5.14,  206.77,    1.76,,,,,  415.96,    6.90,2133142005,  422.86,   1140.08,    636.91,   1777.00
2024-02-14,13:24:42.744,  156.81,  211.91,  562.60,  413.36,,,,,  719.41,  625.27,2133181391, 1344.68,  206.82,    5.51,  204.89,    2.10,,,,,  411.71,    7.61,2133066917,  419.32,   1131.12,    632.88,   1764.00
2024-02-14,13:24:43.744,  154.30,  209.90,  555.27,  409.28,,,,,  709.57,  619.17,2132962945, 1328.74,  206.54,    5.68,  205.26,    2.29,,,,,  411.80,    7.97,2132909092,  419.77,   1121.37,    627.14,   1748.52
2024-02-14,13:24:44.745,  155.15,  209.42,  557.48,  409.56,,,,,  712.62,  618.99,2135020543, 1331.61,  215.73,    7.77,  214.04,    4.40,,,,,  429.77,   12.16,2134957960,  441.93,   1142.39,    631.15,   1773.54
2024-02-14,13:24:45.744,  152.60,  207.52,  550.54,  405.80,,,,,  703.14,  613.32,2132888359, 1316.46,  215.59,    5.44,  212.56,    2.07,,,,,  428.15,    7.51,2132804051,  435.66,   1131.29,    620.82,   1752.11
2024-02-14,13:24:46.744,  151.96,  219.52,  544.06,  415.01,,,,,  696.02,  634.53,2132663225, 1330.55,  258.78,   24.83,  254.72,   21.30,,,,,  513.50,   46.13,2132660622,  559.64,   1209.52,    680.67,   1890.19
2024-02-14,13:24:47.744,  136.80,  199.61,  495.26,  380.89,,,,,  632.06,  580.50,2132756171, 1212.56,  224.59,    6.09,  221.99,    2.70,,,,,  446.58,    8.79,2132930128,  455.37,   1078.64,    589.29,   1667.93
2024-02-14,13:24:48.745,  138.72,  201.89,  502.68,  385.51,,,,,  641.40,  587.41,2135026756, 1228.81,  218.01,    5.76,  214.78,    2.40,,,,,  432.79,    8.16,2134970142,  440.95,   1074.19,    595.56,   1669.76
2024-02-14,13:24:49.745,  137.27,  199.96,  498.16,  382.72,,,,,  635.42,  582.68,2132833098, 1218.10,  214.02,    5.76,  210.27,    2.38,,,,,  424.28,    8.15,2132814199,  432.43,   1059.70,    590.83,   1650.53
2024-02-14,13:24:50.745,  137.75,  202.07,  499.31,  384.83,,,,,  637.06,  586.90,2132702227, 1223.96,  216.11,    6.11,  212.51,    2.70,,,,,  428.61,    8.81,2132658658,  437.42,   1065.68,    595.71,   1661.38
2024-02-14,13:24:51.745,  136.04,  199.80,  493.85,  380.99,,,,,  629.90,  580.79,2132704250, 1210.69,  214.23,    5.05,  210.93,    1.66,,,,,  425.16,    6.72,2132757688,  431.88,   1055.06,    587.51,   1642.57
2024-02-14,13:24:52.746,  137.63,  262.02,  489.97,  442.68,,,,,  627.60,  704.69,2134969739, 1332.30,  293.98,    5.69,  290.95,    2.31,,,,,  584.94,    8.00,2135143354,  592.94,   1212.54,    712.69,   1925.23
2024-02-14,13:24:53.746,  135.08,  255.87,  480.97,  433.66,,,,,  616.05,  689.53,2132893898, 1305.58,  292.26,    6.26,  289.68,    2.83,,,,,  581.94,    9.09,2132614101,  591.02,   1197.98,    698.61,   1896.60
2024-02-14,13:24:54.746,  134.01,  255.78,  477.29,  432.07,,,,,  611.30,  687.85,2132587929, 1299.15,  296.43,    5.85,  293.36,    2.43,,,,,  589.79,    8.28,2132629332,  598.07,   1201.09,    696.13,   1897.22
2024-02-14,13:24:55.745,  133.46,  255.92,  475.29,  431.42,,,,,  608.76,  687.33,2132751127, 1296.09,  296.99,    6.59,  294.28,    3.16,,,,,  591.27,    9.75,2132676880,  601.02,   1200.03,    697.08,   1897.11
2024-02-14,13:24:56.746,  144.79,  284.81,  512.38,  471.57,,,,,  657.17,  756.37,2134889902, 1413.55,  326.09,   17.41,  323.21,   13.96,,,,,  649.30,   31.37,2135013632,  680.67,   1306.47,    787.75,   2094.21
2024-02-14,13:24:57.746,  105.25,  242.95,  374.13,  386.29,,,,,  479.38,  629.24,2132949798, 1108.62,  316.98,    6.98,  313.11,    3.53,,,,,  630.09,   10.51,2132897856,  640.60,   1109.47,    639.75,   1749.22
2024-02-14,13:24:58.746,  103.71,  238.45,  370.74,  381.33,,,,,  474.45,  619.78,2132727959, 1094.23,  299.00,    5.33,  295.99,    1.95,,,,,  594.99,    7.28,2132628741,  602.27,   1069.44,    627.06,   1696.50
2024-02-14,13:24:59.747,  101.84,  233.76,  363.79,  373.77,,,,,  465.63,  607.53,2134604649, 1073.16,  289.55,    5.28,  287.30,    1.89,,,,,  576.84,    7.17,2134645599,  584.01,   1042.47,    614.69,   1657.16
2024-02-14,13:25:00.747,  102.47,  233.94,  365.49,  374.12,,,,,  467.96,  608.06,2132494412, 1076.02,  288.26,    5.43,  283.95,    2.03,,,,,  572.20,    7.46,2132565630,  579.66,   1040.16,    615.51,   1655.68
2024-02-14,13:25:01.746,  102.31,  234.41,  364.53,  374.32,,,,,  466.84,  608.74,2132542934, 1075.58,  296.53,    7.13,  292.37,    3.77,,,,,  588.90,   10.90,2132483497,  599.80,   1055.74,    619.64,   1675.38
2024-02-14,13:25:02.747,  102.83,  234.22,  366.48,  374.83,,,,,  469.31,  609.05,2134633590, 1078.35,  292.30,    5.22,  288.48,    1.82,,,,,  580.79,    7.04,2134635377,  587.83,   1050.10,    616.09,   1666.18
2024-02-14,13:25:03.747,  102.33,  234.36,  364.70,  374.19,,,,,  467.03,  608.55,2132503795, 1075.58,  288.70,    5.41,  284.56,    2.00,,,,,  573.26,    7.40,2132454332,  580.67,   1040.30,    615.96,   1656.25
2024-02-14,13:25:04.748,  101.81,  232.32,  363.59,  372.33,,,,,  465.40,  604.64,2134492161, 1070.04,  285.01,    5.14,  282.03,    1.74,,,,,  567.04,    6.88,2134572849,  573.92,   1032.44,    611.53,   1643.97
2024-02-14,13:25:05.747,  100.66,  230.25,  359.93,  368.94,,,,,  460.59,  599.19,2132432297, 1059.78,  285.43,    5.54,  282.85,    2.14,,,,,  568.28,    7.68,2132346923,  575.96,   1028.87,    606.86,   1635.74
2024-02-14,13:25:06.747,  101.42,  232.07,  361.45,  370.77,,,,,  462.87,  602.84,2132405574, 1065.71,  286.88,    5.79,  283.39,    2.39,,,,,  570.27,    8.19,2132368916,  578.45,   1033.14,    611.02,   1644.16
2024-02-14,13:25:07.748,  118.82,  269.99,  412.81,  424.41,,,,,  531.63,  694.39,2134550835, 1226.02,  334.79,   16.68,  331.16,   13.16,,,,,  665.95,   29.84,2134646444,  695.79,   1197.58,    724.23,   1921.81
2024-02-14,13:25:08.748,   95.37,  231.49,  338.03,  362.49,,,,,  433.40,  593.99,2132579988, 1027.39,  306.22,    6.01,  302.76,    2.58,,,,,  608.98,    8.60,2132613780,  617.58,   1042.38,    602.58,   1644.97
2024-02-14,13:25:09.748,   94.76,  229.22,  335.86,  359.15,,,,,  430.62,  588.37,2134663443, 1018.99,  296.60,    5.72,  293.92,    2.33,,,,,  590.52,    8.04,2134599498,  598.57,   1021.14,    596.42,   1617.55
2024-02-14,13:25:10.748,   94.62,  229.15,  336.07,  359.45,,,,,  430.69,  588.60,2132505230, 1019.29,  291.60,    5.18,  288.68,    1.80,,,,,  580.27,    6.98,2132515226,  587.25,   1010.97,    595.58,   1606.54
