skt-0_PCIRdCur-total,skt-0_RFO-total,skt-0_CRd-total,skt-0_DRd-total,skt-0_ItoM-total,skt-0_PRd-total,skt-0_WiL-total,skt-0_PCIRdCur-miss,skt-0_RFO-miss,skt-0_CRd-miss,skt-0_DRd-miss,skt-0_ItoM-miss,skt-0_PRd-miss,skt-0_WiL-miss,skt-0_PCIRdCur-hit,skt-0_RFO-hit,skt-0_CRd-hit,skt-0_DRd-hit,skt-0_ItoM-hit,skt-0_PRd-hit,skt-0_WiL-hit,skt-1_PCIRdCur-total,skt-1_RFO-total,skt-1_CRd-total,skt-1_DRd-total,skt-1_ItoM-total,skt-1_PRd-total,skt-1_WiL-total,skt-1_PCIRdCur-miss,skt-1_RFO-miss,skt-1_CRd-miss,skt-1_DRd-miss,skt-1_ItoM-miss,skt-1_PRd-miss,skt-1_WiL-miss,skt-1_PCIRdCur-hit,skt-1_RFO-hit,skt-1_CRd-hit,skt-1_DRd-hit,skt-1_ItoM-hit,skt-1_PRd-hit,skt-1_WiL-hit
22435210,5607854,1530200,177465526,15602384,140,823704,32648,1056048,88914,673036,7088354,0,809550,22402562,4551806,1441286,176792490,8514030,140,14154,21330610,230902,4532262,16377998,0,52444,307916,11554732,0,2324,94794,0,53228,314244,9775878,230902,4529938,16283204,0,0,0
21550886,5672310,1598604,177842644,15422834,112,823578,38528,1051134,38556,662214,7128100,0,769314,21512358,4621176,1560048,177180430,8294734,112,54264,20252722,233016,4534740,16015636,0,52192,308798,11512284,0,2786,29988,0,52962,311234,8740438,233016,4531954,15985648,0,0,0
22640856,5691378,1613682,176945636,15445794,140,829584,21364,1034488,47110,698194,7175672,0,769804,22619492,4656890,1566572,176247442,8270122,140,59780,21317366,233478,4569054,16187220,0,52094,308784,11727394,0,2758,66472,0,52626,313236,9589972,233478,4566296,16120748,0,0,0
22560356,5695620,1521814,177689960,15419642,140,830158,15498,1037400,91476,646772,7133784,0,771218,22544858,4658220,1430338,177043188,8285858,140,58940,21222012,232176,4428466,16566228,0,52234,309358,11696160,0,2268,76342,0,52990,310842,9525852,232176,4426198,16489886,0,0,0
22607676,5719266,1557948,175685076,15443218,140,823410,12376,1036378,30940,639492,7211036,0,770756,22595300,4682888,1527008,175045584,8232182,140,52654,21298690,230664,4436530,16136274,0,52080,308854,11850678,0,2506,29358,0,53018,312564,9448012,230664,4434024,16106916,0,0,0
22989414,5720260,1631042,176049972,15421028,112,838068,11844,1030890,26936,630602,7190246,0,794556,22977570,4689370,1604106,175419370,8230782,112,43512,21535150,233338,4501000,16201556,0,52164,309890,11372396,0,2142,42798,0,52906,314566,10162754,233338,4498858,16158758,0,0,0
23090102,5743710,4637346,156881186,15431304,140,845376,12978,1018024,402220,631428,8127112,0,787136,23077124,4725686,4235126,156249758,7304192,140,58240,21540078,233072,15468446,20635426,0,51968,310282,11381384,0,562100,243754,0,52920,311878,10158694,233072,14906346,20391672,0,0,0
23083298,5789616,1742678,173254592,15447558,112,864360,19894,1058484,49420,685468,7336266,0,790580,23063404,4731132,1693258,172569124,8111292,112,73780,21533638,232134,4471110,16368506,0,52542,311332,12385590,0,2758,40502,0,52724,312774,9148048,232134,4468352,16328004,0,0,0
23147544,5807648,1721664,177135056,15428882,140,850192,24024,1006096,28294,654682,7181146,0,804608,23123520,4801552,1693370,176480374,8247736,140,45584,21537642,232596,4482254,16398704,0,52430,311108,11901540,0,2408,48510,0,52682,308714,9636102,232596,4479846,16350194,0,0,2394
23082542,5807368,1721552,175678132,15417290,140,863702,28448,1023344,20454,593320,7129514,0,847168,23054094,4784024,1701098,175084812,8287776,140,16534,21494844,233716,4691190,16588166,0,52458,311808,11685324,0,3290,32088,0,52724,309344,9809520,233716,4687900,16556078,0,0,2464
23149574,5847954,1715070,177237256,15442280,0,841470,31108,991284,29064,575568,7148316,0,822486,23118466,4856670,1686006,176661688,8293964,0,18984,21543228,233212,4641308,16850372,0,53074,310114,11804240,0,5250,126392,0,52696,310100,9738988,233212,4636058,16723980,0,378,14
23088184,5786424,1639372,177166976,15412572,0,840112,35952,999390,8512,567448,7107478,140,840490,23052232,4787034,1630860,176599528,8305094,0,0,21514570,231462,4496828,16382576,0,53032,307790,11608212,0,266,21924,0,52080,309694,9906358,231462,4496562,16360652,0,952,0
23164484,5725230,1749916,177799230,15415582,0,829248,45458,996478,7868,563542,7186550,140,873432,23119026,4728752,1742048,177235688,8229032,0,0,21539322,231644,4527572,17190040,0,52990,308280,11550994,0,518,51828,0,52094,309050,9988328,231644,4527054,17138212,0,896,0
23159892,5796476,1691550,177290904,15420888,0,779674,63868,991060,15568,563052,7117558,140,884842,23096024,4805416,1675982,176727852,8303330,0,0,21534772,232736,4724930,17156300,0,52934,310240,11521398,0,252,77140,0,52346,307804,10013374,232736,4724678,17079160,0,588,2436
23131682,5795454,1679916,176883210,15613192,0,811846,52094,1013908,11256,563374,7123704,140,892472,23079588,4781546,1668660,176319836,8489488,0,0,21533764,232218,4641756,16018394,0,53102,310198,11631452,0,294,81928,0,52150,309302,9902312,232218,4641462,15936466,0,952,896
22877848,5762960,1679076,177911958,15534092,0,853230,58506,1014594,10318,568064,7073934,140,897456,22819342,4748366,1668758,177343894,8460158,0,0,21313194,231126,4577398,16383892,0,52864,307958,11550196,0,224,44814,0,52388,308784,9762998,231126,4577174,16339078,0,476,0
22915396,5841276,1711136,147638302,15747620,0,793716,55902,980546,13132,577570,9210908,140,868070,22859494,4860730,1698004,147060732,6536712,0,0,21333634,232092,4683728,26080838,0,52822,307902,11592364,0,196,66220,0,52080,309064,9741270,232092,4683532,26014618,0,742,0
22801226,5761518,1626926,178691450,15528324,0,816452,74368,1081038,13258,603204,7125902,140,896490,22726858,4680480,1613668,178088246,8402422,0,0,21344442,230776,4548138,15964914,0,53018,308056,12622988,0,322,97748,0,52276,309400,8721454,230776,4547816,15867166,0,742,0
22865150,5807004,1607354,182254996,15523774,0,810740,77784,1045086,15092,615832,7125160,140,902468,22787366,4761918,1592262,181639164,8398614,0,0,21324982,232092,4537050,15916740,0,52962,306208,11901428,0,168,92148,0,52192,309204,9423554,232092,4536882,15824592,0,770,0
22886584,5867232,1658944,182150360,15506274,0,857962,77658,965748,17262,614964,7079506,140,909608,22808926,4901484,1641682,181535396,8426768,0,0,21329952,232932,4778858,16295174,0,53074,303464,11703482,0,70,84714,0,52178,307468,9626470,232932,4778788,16210460,0,896,0
22973720,5883850,1770216,183085392,15528464,0,857304,66444,969906,13972,605374,7094822,112,899906,22907276,4913944,1756244,182480018,8433642,0,0,21328734,232512,4660558,16476796,0,52990,307342,12109846,0,70,71036,0,52108,308308,9218888,232512,4660488,16405760,0,882,0
22878072,5886496,1623328,181395424,15523340,0,844886,67242,984438,9646,606648,7073066,112,919254,22810830,4902058,1613682,180788776,8450274,0,0,21215068,232764,4511738,16008272,0,52990,308252,11921280,0,14,56112,0,52248,312606,9293788,232764,4511724,15952160,0,742,0
22870582,5881638,1624392,183077454,15439774,140,852390,74662,1007132,58296,622412,7064022,140,920892,22795920,4874506,1566096,182455042,8375752,0,0,21213696,233394,4732350,16074660,0,52416,308098,11651962,0,3430,54222,0,52528,312130,9561734,233394,4728920,16020438,0,0,0
22915368,5855682,1649844,183761774,15454740,140,893620,80178,1010968,19544,600516,7113680,224,925988,22835190,4844714,1630300,183161258,8341060,0,0,21221480,232288,4657548,16258872,0,52570,309442,11569040,0,2394,105924,0,52654,310212,9652440,232288,4655154,16152948,0,0,0
22884232,5887784,1655878,183453326,15454376,140,900816,73808,989394,18648,610624,7009576,140,921116,22810424,4898390,1637230,182842702,8444800,0,0,21191646,233716,4583712,15828582,0,52570,305508,11737488,0,3024,56966,0,52430,310086,9454158,233716,4580688,15771616,0,140,0
22890294,5911108,1658104,183027054,15432508,140,906458,68880,993762,70476,620970,7060004,140,934360,22821414,4917346,1587628,182406084,8372504,0,0,21208852,231910,4548698,16425192,0,52388,308308,11626762,0,3878,106582,0,52108,310702,9582090,231910,4544820,16318610,0,280,0
22585248,6003410,1801590,182751296,15296904,140,806246,65548,997864,58240,625030,7194600,84,645078,22519700,5005546,1743350,182126266,8102304,56,161168,21211036,236096,4607792,16734830,0,52164,310296,11784976,0,16324,142198,0,53172,307006,9426060,236096,4591468,16592632,0,0,3290
22443834,5952982,1607788,180665394,15318884,140,909510,120512,1192786,16618,567518,7167818,0,909272,22323322,4760196,1591170,180097876,8151066,140,238,21217126,235438,4541866,16696764,0,52626,309904,13031326,0,8946,224882,0,52976,308588,8185800,235438,4532920,16471882,0,0,1316
22400728,6022310,1529150,183041292,15314124,182,916244,91896,1081080,68292,587272,7087920,0,922684,22308832,4941230,1460858,182454020,8226204,182,0,21185318,236054,4447898,16290316,0,52500,310114,12060482,0,41720,121226,0,53018,309358,9124836,236054,4406178,16169090,0,0,756
22833370,5983530,1491910,182564396,15342110,140,923258,73276,1004696,17738,594398,7117460,0,922978,22760094,4978834,1474172,181969998,8224650,140,280,21153902,235004,4505774,17023902,0,52458,309050,11682468,0,3780,175210,0,53032,309022,9471434,235004,4501994,16848692,0,0,28
23043188,6021120,1532090,179373600,15325618,140,919604,66654,1001672,22806,581448,7147420,0,922502,22976534,5019448,1509284,178792152,8178198,140,0,21373394,236292,4483892,16092972,0,52500,310478,11861808,0,23828,163506,0,52962,309288,9511586,236292,4460064,15929466,0,0,1190
23079728,6046334,1534414,181180244,15290772,140,917322,62104,976738,25438,586278,7109592,0,912170,23017624,5069596,1508976,180593966,8181180,140,5152,21331954,233814,4458538,17242904,0,52514,309442,11623290,0,4242,93534,0,52836,310576,9708664,233814,4454296,17149370,0,0,0
22565074,6083056,1624504,178662008,15346212,112,916132,57400,950726,119980,587930,7344778,0,913570,22507674,5132330,1504524,178074078,8001434,112,2562,21316246,235522,4547704,16522548,0,52556,309470,11792564,0,4340,92498,0,52738,308042,9523682,235522,4543364,16430050,0,0,1428
22470154,6054860,2096304,181001380,15310890,140,927948,58884,978852,68152,503286,7056364,0,920374,22411270,5076008,2028152,180498094,8254526,140,7574,21282002,235172,5125176,16547776,0,52696,313432,11679794,0,4354,48608,0,53312,310002,9602208,235172,5120822,16499168,0,0,3430
22811726,6081726,2166318,182317170,15311492,140,931588,62510,970228,52892,502558,7049294,0,894096,22749216,5111498,2113426,181814612,8262198,140,37492,21242760,234332,5147002,15977752,0,52332,312970,11594520,0,15092,17878,0,53564,306614,9648240,234332,5131910,15959874,0,0,6356
22741922,6048014,2186646,179488428,15316140,140,931364,56476,971180,24346,489146,7153888,0,899864,22685446,5076834,2162300,178999282,8162252,140,31500,21248276,234976,5154478,16810374,0,52654,311052,11522686,0,5950,11466,0,53270,306460,9725590,234976,5148528,16798908,0,0,4592
22688218,6064716,2196376,182245896,15312626,140,491162,34454,979118,18410,509600,7044660,0,903672,22653764,5085598,2177966,181736296,8267966,140,0,21250348,234150,5090596,16285472,0,52220,312186,11509260,0,7000,69986,0,53452,308616,9741088,234150,5083596,16215486,0,0,3570
21535094,5860750,2185890,177057720,15290464,0,924490,159516,1318002,39130,449428,7329238,224,890288,21375578,4542748,2146760,176608292,7961226,0,34202,21214494,236040,4954124,16379944,0,53186,314566,13260100,0,53970,33936,0,52976,309274,7954394,236040,4900154,16346008,0,210,5292
22589952,5990264,2155104,179080454,15370572,0,936880,61642,1025136,7448,515368,7180460,140,904666,22528310,4965128,2147656,178565086,8190112,0,32214,21344036,232652,5217310,16165828,0,53186,312774,12109776,0,6566,79296,0,52514,309148,9234260,232652,5210744,16086532,0,672,3626
22532258,5946598,2158058,180694178,15383592,0,944986,55440,1001294,37968,510734,7056546,112,910490,22476818,4945304,2120090,180183444,8327046,0,34496,21351414,232638,5066936,17086986,0,53116,312970,11667586,0,6860,84966,0,52598,307440,9683828,232638,5060076,17002020,0,518,5530
22295280,6026286,2152192,180974920,15390592,0,941080,50218,967148,11410,502838,7009618,140,908138,22245062,5059138,2140782,180472082,8380974,0,32942,21369152,233576,5022234,15924132,0,52766,314244,11727156,0,2786,135982,0,52486,308280,9641996,233576,5019448,15788150,0,280,5964
22465450,5956986,2153858,179835670,15384418,0,945126,45556,965790,37352,490742,7132370,140,908236,22419894,4991196,2116506,179344928,8252048,0,36890,21377328,233142,5068196,16770222,0,52640,312424,11527656,0,742,121548,0,52556,308070,9849672,233142,5067454,16648674,0,84,4354
22205218,5953584,2173178,181933304,15502424,84,943712,42168,994868,9310,493570,6974716,140,907200,22163050,4958716,2163868,181439734,8527708,0,36512,21136416,232988,5009368,16222150,0,52514,313348,11611866,0,4382,87668,0,52430,310226,9524550,232988,5004986,16134482,0,84,3122
22136394,6004740,2163196,183353394,15059856,0,923510,40166,980112,47572,491666,7012446,140,887180,22096228,5024628,2115624,182861728,8047410,0,36330,21188888,232778,5063436,16030910,0,52654,314496,11724496,0,1680,298004,0,52346,309414,9464392,232778,5061756,15732906,0,308,5082
22136450,5988262,2078594,179850132,15504790,0,942368,44478,1005214,14756,484190,7107450,140,906416,22091972,4983048,2063838,179365942,8397340,0,35952,21177030,233128,4922568,16233294,0,52626,315056,11550336,0,154,46816,0,52528,310170,9626694,233128,4922414,16186478,0,98,4886
22189258,5970678,2197244,185116638,15515010,14,903308,31080,982086,37856,505722,7026950,140,896868,22158178,4988592,2159388,184610916,8488060,0,6440,21245714,232708,5123006,16509080,0,52444,308966,11337340,0,56,265006,0,52402,309484,9908374,232708,5122950,16244074,0,42,0
22292690,6014876,2096304,185334184,15523242,0,925260,30870,963648,42798,496790,7040614,140,906780,22261820,5051228,2053506,184837394,8482628,0,18480,21255696,232246,4991252,16056404,0,52430,311206,11629534,0,28,33446,0,52668,309484,9626162,232246,4991224,16022958,0,0,1722
21729456,3982790,4831442,163772294,15574076,154,890050,21504,1258978,452452,1592808,9099678,140,896406,21707952,2723812,4378990,162179486,6474398,14,0,21254226,242690,7551320,16450924,0,51646,310002,11496898,0,14882,1178338,0,52584,312074,9757328,242690,7536438,15272586,0,0,0
22581076,6012930,1615600,184583420,15473878,140,916762,13678,1115828,50708,470008,7158228,140,923202,22567398,4897102,1564892,184113412,8315650,0,0,21305690,234052,4735976,16407706,0,52038,310282,12323080,0,3150,51226,0,52486,312858,8982610,234052,4732826,16356480,0,0,0
22666980,6008786,1549338,184874816,15519378,140,911974,7294,1006180,70042,470162,7100198,140,934430,22659686,5002606,1479296,184404654,8419180,0,0,21310450,233100,4557882,16266278,0,52262,306096,11946858,0,2338,479374,0,52066,313782,9363592,233100,4555544,15786904,0,196,0
22772036,6091204,1676430,185667622,15273342,140,907410,1064,961604,46424,562254,7070364,0,919198,22770972,5129600,1630006,185105368,8202978,140,0,21333634,235326,4789904,16728614,0,52136,307650,11835656,0,2380,28462,0,52976,313600,9497978,235326,4787524,16700152,0,0,0
22818194,6105400,1586760,184279620,15385146,112,921900,7000,976290,71246,484596,7076454,0,923706,22811194,5129110,1515514,183795024,8308692,112,0,21316288,235102,4517856,16703792,0,52318,306670,11613294,0,2492,310212,0,50246,313586,9702994,235102,4515364,16393580,0,2072,0
23031190,6135486,1760486,185352118,15368416,140,916496,2380,949844,80248,500934,7086030,0,912674,23028810,5185642,1680238,184851184,8282386,140,3822,21306978,234262,4946060,17015642,0,52290,308602,11791794,0,2856,123382,0,52514,312270,9515184,234262,4943204,16892260,0,0,0
23017932,6093010,1648892,182111874,15393826,154,918680,1358,958496,79282,552216,7191352,0,916370,23016574,5134514,1569610,181559658,8202474,154,2310,21319760,236894,4715004,16359196,0,52458,307160,11685030,0,2716,235690,0,52374,312844,9634730,236894,4712288,16123506,0,84,0
23346372,6100290,1704850,182002702,15374898,154,911064,4522,955010,48034,490952,7151186,0,922768,23341850,5145280,1656816,181511750,8223712,154,0,21547666,235438,4623024,16401014,0,52640,309008,11552464,0,2464,55258,0,52710,312088,9995202,235438,4620560,16345756,0,0,0
23348626,6099366,1738660,182012446,15353660,154,915642,9436,954506,58800,477526,7147462,0,932008,23339190,5144860,1679860,181534920,8206198,154,0,21537376,235256,4772922,16557072,0,52304,305438,11440198,14,2604,71722,0,52444,311836,10097178,235242,4770318,16485350,0,0,0
23353064,6126148,1532524,181219136,15382178,154,922082,14224,934430,43358,549570,7187208,0,887642,23338840,5191718,1489166,180669566,8194970,154,34440,21529928,235788,4468800,16060072,0,52584,309694,11643156,14,2422,19740,0,52570,308840,9886772,235774,4466378,16040332,0,14,854
23330986,6109362,1851626,177095030,15718794,140,882042,20706,963424,45500,480284,8780058,14,820624,23310280,5145938,1806126,176614746,6938736,126,61418,21522452,235592,4759426,19195470,0,52556,308812,11323284,14,2338,36526,0,52178,309554,10199168,235578,4757088,19158944,0,378,0
23269652,6073606,1683556,180283600,15405824,140,906192,30114,1084888,68166,459494,7262290,0,830368,23239538,4988718,1615390,179824106,8143534,140,75824,21497784,234332,4575774,16510858,0,52290,307790,12609940,14,4452,92834,0,52556,306684,8887844,234318,4571322,16418024,0,0,1106
23342060,6089006,1920310,180220166,15364622,140,925960,31934,989632,46424,478674,7233352,0,888762,23310126,5099374,1873886,179741492,8131270,140,37198,21531622,235662,4662728,16033598,0,52570,308868,12073754,14,2842,14308,0,52724,309652,9457868,235648,4659886,16019290,0,0,0
23361716,5982452,1744120,181066410,15352834,0,926968,32830,950880,10850,477722,7195958,378,888594,23328886,5031572,1733270,180588688,8156876,0,38374,21544740,231028,4750158,16338140,0,53102,310016,11779502,14,392,20972,0,51758,309470,9765238,231014,4749766,16317168,0,1344,546
23358328,5963608,1718206,180835060,15378174,0,905786,36372,937552,37380,488950,7194012,140,843794,23321956,5026056,1680826,180346110,8184162,0,61992,21537908,229978,4810610,16656822,0,52976,308056,11612706,14,350,14364,0,52080,310758,9925202,229964,4810260,16642458,0,896,0
23337706,5992378,1826258,180892012,15359372,0,906556,43400,965664,10654,476742,7198492,140,867258,23294306,5026714,1815604,180415270,8160880,0,39298,21536466,232050,4492684,16283974,0,52864,307384,11646922,14,728,57904,0,52150,307748,9889544,232036,4491956,16226070,0,714,0
23342578,5986540,1778504,181342476,15453718,0,914788,50764,947968,7322,490700,7108976,154,848736,23291814,5038572,1771182,180851776,8344742,0,66052,21541562,232596,4708354,16430708,0,52934,308924,11491830,14,280,18676,0,52332,306432,10049732,232582,4708074,16412032,0,602,2492
23114238,5979442,1555246,183860292,15455748,0,921256,54922,965216,12180,475258,7106414,126,868140,23059316,5014226,1543066,183385034,8349334,0,53116,21342664,232190,4505480,16752540,0,53004,308742,11601310,14,5460,61838,0,52346,306530,9741354,232176,4500020,16690702,0,658,2212
23137002,5976460,1958054,183041516,15431346,0,904904,63028,953652,6104,591752,7119042,154,854588,23073974,5022808,1951950,182449764,8312304,0,50316,21345324,232526,4815244,16577512,0,52934,310492,11637962,14,840,145194,0,52108,306810,9707362,232512,4814404,16432318,0,826,3682
23070404,5968536,1729602,184778300,15450736,0,898254,64120,968198,6328,563612,7140826,154,867566,23006284,5000338,1723274,184214688,8309910,0,30688,21333270,230790,4608282,16155244,0,53102,306936,11702964,14,420,57330,0,52290,307384,9630306,230776,4607862,16097914,0,812,0
22963878,5940732,1746136,184162258,15385258,0,800632,66360,964684,12530,575302,7131418,154,659414,22897518,4976048,1733606,183586956,8253840,0,141218,21319788,231798,4672010,16091782,0,53116,304304,11547648,14,3136,90370,0,52430,305592,9772140,231784,4668874,16001412,0,686,0
22938300,5887560,1895082,181573000,15372224,0,869260,108906,1165920,8414,532504,7295176,140,864934,22829394,4721640,1886668,181040496,8077048,0,4326,21296450,231336,4596340,16855846,0,52640,306964,13126890,0,4200,242844,0,52444,304990,8169560,231336,4592140,16613002,0,196,1974
23063978,5930176,1684830,182647122,15372616,140,896518,70392,1005396,7000,572082,7175434,140,895538,22993586,4924780,1677830,182075040,8197182,0,980,21259112,230580,4610186,16490334,0,52556,306782,12255950,0,6062,95494,0,52570,303226,9003162,230580,4604124,16394840,0,0,3556
23055004,5950196,1611036,183601600,15391488,112,882868,66234,972832,29498,550634,7085750,140,900256,22988770,4977364,1581538,183050966,8305738,0,0,21302484,230832,4516302,16040668,0,52500,307482,12097988,0,12264,130858,0,52290,309484,9204496,230832,4504038,15909810,0,210,0
23030854,5957798,1527974,183777566,15422974,140,837410,67480,958048,75460,559034,7100898,140,936796,22963374,4999750,1452514,183218532,8322076,0,0,21269402,231476,4587030,16128728,0,52654,307356,11898754,0,5866,91224,0,52570,308714,9370648,231476,4581164,16037504,0,84,0
22977668,6012468,1667316,183639904,15355928,140,828394,67704,969052,25620,557298,7084462,0,940744,22909964,5043416,1641696,183082606,8271466,140,0,21315616,230580,4508210,15944712,0,52402,308644,11917234,0,7112,55188,0,52920,309904,9398382,230580,4501098,15889524,0,0,0
23116366,6095026,1543276,183501864,15300516,140,842688,64400,959826,24276,563220,7127596,0,927374,23051966,5135200,1519000,182938644,8172920,140,0,21350714,235760,4386200,16092384,0,52444,309400,11559828,0,5894,61502,0,52990,307524,9790886,235760,4380306,16030882,0,0,1876
23079630,6125042,1623328,182856296,15246924,140,853776,67396,952224,80304,568036,7170058,0,920164,23012234,5172818,1543024,182288260,8076866,140,0,21325388,236110,4584356,16255834,0,52402,305634,11540494,0,2338,51268,0,53144,307678,9784894,236110,4582018,16204566,0,0,0
23023084,6035904,1535198,183690724,15254694,140,861896,6006,968828,21266,551152,7149156,0,940786,23017078,5067076,1513932,183139572,8105538,140,0,21337176,235620,4630794,16113664,0,51954,309050,11601380,0,7056,201404,0,53242,310534,9735796,235620,4623738,15912260,0,0,0
23351230,6107976,1525104,182614348,15327326,140,872676,66780,946288,44016,550340,7141260,0,939470,23284450,5161688,1481088,182064008,8186066,140,0,21549850,235158,4430076,15790026,0,52276,310240,11668958,0,3696,56000,0,53172,310562,9880892,235158,4426380,15734026,0,0,0
23354198,6080844,1794926,181374942,15336426,140,603946,54782,938224,75180,509404,7185500,0,932890,23299416,5142620,1719746,180865538,8150926,140,0,21538328,233632,4675272,16259754,0,52220,314636,11394656,0,5418,51968,0,52976,310828,10143672,233632,4669854,16207786,0,0,3808
21400008,5838112,2191420,178301326,15327690,140,882196,167692,1320116,11956,452242,7475216,0,911456,21232316,4517996,2179464,177849084,7852474,140,0,21526050,235872,5076736,16454368,0,51968,315840,13367326,0,2464,110894,0,52920,305648,8158724,235872,5074272,16343474,0,0,10192
23294306,6065906,2210180,181020882,15384810,140,886676,70238,993440,18592,468440,7199640,0,918540,23224068,5072466,2191588,180552442,8185170,140,0,21527632,235256,5039734,15953952,0,52318,313516,12273884,0,3290,22148,0,52878,307076,9253748,235256,5036444,15931804,0,0,6440
23306892,6112596,2120286,181965294,15377586,112,869064,77588,976640,75334,502978,7163002,84,908894,23229304,5135956,2044952,181462316,8214584,28,0,21533372,236698,4988424,16044406,0,52528,308560,11844644,0,2338,137886,0,52892,304080,9688728,236698,4986086,15906520,0,0,4480
23317336,6114906,2426928,182364546,15304758,140,899584,67298,979874,45864,522270,7195860,0,928298,23250038,5135032,2381064,181842276,8108898,140,0,21543942,234682,5302724,16517592,0,52794,311402,11916324,0,11438,76202,0,52948,307580,9627618,234682,5291286,16441390,0,0,3822
