SKT0-Ch0Read,SKT0-Ch0Write,SKT0-Ch1Read,SKT0-Ch1Write,SKT0-Ch2Read,SKT0-Ch2Write,SKT0-Ch3Read,SKT0-Ch3Write,SKT0-Mem Read (MB/s),SKT0-Mem Write (MB/s),SKT0-P. Write (T/s),SKT0-Memory (MB/s),SKT1-Ch0Read,SKT1-Ch0Write,SKT1-Ch1Read,SKT1-Ch1Write,SKT1-Ch2Read,SKT1-Ch2Write,SKT1-Ch3Read,SKT1-Ch3Write,SKT1-Mem Read (MB/s),SKT1-Mem Write (MB/s),SKT1-P. Write (T/s),SKT1-Memory (MB/s),System-Read,System-Write,System-Memory
   62.49,  122.76,  242.64,  220.70,,,,,  305.14,  343.46,2132337377,  648.60,  151.89,    1.77,  155.30,    5.09,,,,,  307.19,    6.87,2132605416,  314.06,    612.33,    350.33,    962.66
   62.00,  123.03,  240.28,  219.92,,,,,  302.28,  342.95,2134853193,  645.22,  150.57,    1.52,  155.01,    4.83,,,,,  305.58,    6.35,2134679867,  311.93,    607.85,    349.30,    957.16
   61.92,  122.42,  239.95,  219.37,,,,,  301.87,  341.79,2132428690,  643.66,  147.19,    1.10,  151.23,    4.39,,,,,  298.42,    5.49,2132334657,  303.91,    600.29,    347.28,    947.57
   61.95,  122.55,  240.41,  219.52,,,,,  302.37,  342.07,2132491395,  644.43,  146.32,    1.18,  150.17,    4.48,,,,,  296.48,    5.65,2132592753,  302.14,    598.85,    347.72,    946.57
   77.07,  144.16,  289.36,  258.69,,,,,  366.43,  402.85,2134639702,  769.28,  191.93,   17.75,  195.96,   21.25,,,,,  387.89,   39.00,2134605810,  426.89,    754.32,    441.85,   1196.17
   62.56,  124.93,  242.30,  223.12,,,,,  304.86,  348.05,2132536229,  652.91,  161.44,    2.22,  165.68,    5.51,,,,,  327.11,    7.73,2132562251,  334.85,    631.97,    355.78,    987.76
   62.99,  123.89,  244.78,  223.10,,,,,  307.77,  346.99,2134584713,  654.76,  155.01,    1.41,  159.01,    4.70,,,,,  314.01,    6.11,2134518447,  320.13,    621.79,    353.10,    974.89
   66.85,  144.75,  256.01,  248.19,,,,,  322.85,  392.94,2132352153,  715.79,  177.87,    1.53,  183.02,    4.84,,,,,  360.89,    6.38,2132369003,  367.26,    683.74,    399.31,   1083.05
   63.40,  143.67,  243.25,  242.50,,,,,  306.65,  386.16,2132353652,  692.81,  176.28,    1.64,  181.58,    4.92,,,,,  357.86,    6.56,2132321675,  364.42,    664.51,    392.72,   1057.23
   63.25,  142.43,  243.73,  241.45,,,,,  306.98,  383.88,2134509531,  690.86,  174.61,    1.41,  179.60,    4.73,,,,,  354.21,    6.13,2134552820,  360.35,    661.20,    390.01,   1051.21
   63.23,  141.79,  243.06,  240.62,,,,,  306.29,  382.41,2132430118,  688.70,  178.71,    2.33,  183.24,    5.67,,,,,  361.95,    8.00,2132418286,  369.94,    668.23,    390.41,   1058.65
   62.82,  141.71,  242.26,  240.12,,,,,  305.09,  381.83,2134534143,  686.92,  177.98,    1.69,  182.72,    4.97,,,,,  360.70,    6.66,2134514104,  367.36,    665.79,    388.49,   1054.28
   62.82,  141.55,  241.99,  239.86,,,,,  304.81,  381.41,2132360559,  686.23,  174.59,    1.27,  179.48,    4.57,,,,,  354.07,    5.84,2132382136,  359.91,    658.88,    387.25,   1046.13
   62.80,  141.28,  241.12,  239.20,,,,,  303.92,  380.47,2134563824,  684.39,  171.21,    1.03,  176.83,    4.33,,,,,  348.03,    5.36,2134533804,  353.39,    651.95,    385.83,   1037.78
   79.11,  165.71,  293.77,  281.87,,,,,  372.89,  447.57,2132430003,  820.46,  213.94,   17.11,  218.85,   20.46,,,,,  432.80,   37.57,2132517708,  470.37,    805.69,    485.14,   1290.83
   64.18,  144.90,  246.06,  244.58,,,,,  310.23,  389.48,2132623573,  699.72,  192.88,    2.95,  197.79,    6.26,,,,,  390.67,    9.21,2132553797,  399.88,    700.90,    398.70,   1099.60
   63.50,  143.43,  242.94,  241.66,,,,,  306.45,  385.09,2134592884,  691.54,  187.33,    2.20,  191.85,    5.50,,,,,  379.19,    7.70,2134544237,  386.88,    685.63,    392.79,   1078.42
   63.69,  142.90,  244.63,  241.93,,,,,  308.32,  384.83,2132390808,  693.15,  182.47,    1.52,  186.76,    4.81,,,,,  369.23,    6.33,2132464917,  375.56,    677.55,    391.16,   1068.71
   63.64,  142.12,  244.75,  241.31,,,,,  308.39,  383.43,2134539054,  691.82,  178.16,    1.29,  182.55,    4.59,,,,,  360.72,    5.88,2134587326,  366.59,    669.11,    389.31,   1058.42
   62.88,  141.53,  241.20,  239.10,,,,,  304.08,  380.63,2132517163,  684.71,  181.35,    2.19,  186.38,    5.51,,,,,  367.73,    7.69,2132480702,  375.43,    671.81,    388.33,   1060.14
   63.20,  141.27,  243.01,  239.58,,,,,  306.21,  380.85,2134558269,  687.06,  180.96,    2.02,  185.81,    5.32,,,,,  366.77,    7.34,2134466608,  374.11,    672.99,    388.18,   1061.17
   61.45,  139.96,  235.72,  235.63,,,,,  297.17,  375.59,2132285662,  672.75,  179.30,    1.85,  184.68,    5.16,,,,,  363.97,    7.02,2132339186,  370.99,    661.14,    382.60,   1043.74
   63.10,  140.69,  242.84,  239.19,,,,,  305.95,  379.88,2132341512,  685.83,  176.12,    1.30,  181.57,    4.59,,,,,  357.69,    5.89,2132348705,  363.58,    663.64,    385.78,   1049.41
   62.54,  140.60,  240.75,  238.18,,,,,  303.29,  378.78,2134569882,  682.07,  173.13,    1.09,  178.80,    4.40,,,,,  351.93,    5.49,2134560625,  357.42,    655.22,    384.28,   1039.50
   88.77,  176.14,  331.81,  305.15,,,,,  420.58,  481.29,2133012331,  901.87,  196.89,    9.90,  201.64,   13.25,,,,,  398.53,   23.15,2133632216,  421.67,    819.11,    504.44,   1323.55
   67.13,  151.07,  255.66,  254.28,,,,,  322.80,  405.36,2133201237,  728.15,  193.47,    2.88,  197.92,    6.16,,,,,  391.40,    9.04,2132617637,  400.44,    714.19,    414.40,   1128.59
   64.10,  144.20,  245.41,  244.13,,,,,  309.51,  388.34,2134564916,  697.85,  187.18,    2.01,  191.37,    5.34,,,,,  378.54,    7.35,2134549322,  385.89,    688.06,    395.68,   1083.74
   61.71,  121.27,  240.54,  218.79,,,,,  302.25,  340.07,2132394352,  642.31,  151.65,    1.54,  155.52,    4.83,,,,,  307.17,    6.37,2132405003,  313.54,    609.42,    346.44,    955.85
   61.42,  118.64,  238.62,  215.03,,,,,  300.05,  333.67,2132391195,  633.72,  146.32,    1.44,  150.57,    4.78,,,,,  296.88,    6.22,2132369645,  303.10,    596.93,    339.89,    936.82
   61.38,  118.55,  239.45,  215.40,,,,,  300.83,  333.95,2134523043,  634.77,  145.41,    1.43,  149.89,    4.73,,,,,  295.29,    6.16,2134526792,  301.46,    596.12,    340.11,    936.23
   61.49,  118.27,  239.58,  215.08,,,,,  301.07,  333.35,2132399487,  634.42,  144.26,    1.52,  148.82,    4.81,,,,,  293.07,    6.33,2132402451,  299.40,    594.14,    339.68,    933.82
   61.13,  118.68,  237.96,  214.76,,,,,  299.09,  333.44,2134521544,  632.53,  142.74,    1.34,  147.76,    4.66,,,,,  290.50,    5.99,2134489832,  296.49,    589.59,    339.43,    929.02
   61.58,  118.38,  239.79,  215.36,,,,,  301.37,  333.74,2132375893,  635.11,  142.18,    1.76,  147.51,    5.07,,,,,  289.70,    6.83,2132392150,  296.53,    591.07,    340.57,    931.64
   61.16,  118.05,  238.03,  214.35,,,,,  299.19,  332.40,2134499345,  631.59,  141.04,    1.09,  145.44,    4.38,,,,,  286.48,    5.47,2134533231,  291.95,    585.67,    337.87,    923.54
   61.08,  118.18,  237.32,  214.12,,,,,  298.40,  332.30,2132370802,  630.70,  138.90,    1.06,  143.67,    4.37,,,,,  282.57,    5.43,2132331952,  288.00,    580.97,    337.73,    918.70
   77.20,  137.44,  289.95,  251.75,,,,,  367.16,  389.19,2134600506,  756.35,  184.80,   17.97,  188.44,   21.21,,,,,  373.25,   39.18,2134669374,  412.43,    740.40,    428.37,   1168.78
   62.15,  120.42,  241.15,  218.01,,,,,  303.30,  338.42,2132556415,  641.72,  156.74,    3.03,  160.89,    6.31,,,,,  317.63,    9.34,2132528200,  326.98,    620.93,    347.77,    968.70
   62.10,  120.42,  241.91,  218.21,,,,,  304.01,  338.63,2132432376,  642.64,  151.44,    2.00,  155.99,    5.30,,,,,  307.43,    7.29,2132445649,  314.72,    611.44,    345.92,    957.36
   61.94,  119.64,  240.46,  216.99,,,,,  302.40,  336.63,2134518089,  639.03,  148.46,    1.73,  153.39,    5.05,,,,,  301.85,    6.79,2134422080,  308.64,    604.25,    343.42,    947.67
   61.09,  119.05,  237.80,  215.17,,,,,  298.89,  334.22,2132359556,  633.11,  146.49,    1.38,  151.05,    4.68,,,,,  297.53,    6.06,2132371953,  303.60,    596.42,    340.28,    936.70
   61.69,  119.13,  239.14,  215.63,,,,,  300.82,  334.76,2134460293,  635.58,  145.44,    1.60,  150.66,    4.90,,,,,  296.10,    6.50,2134627711,  302.60,    596.92,    341.26,    938.18
   60.77,  118.47,  236.92,  214.17,,,,,  297.68,  332.63,2132542755,  630.32,  144.67,    1.52,  149.13,    4.79,,,,,  293.80,    6.30,2132489058,  300.10,    591.48,    338.94,    930.42
   61.98,  118.76,  241.27,  216.20,,,,,  303.26,  334.96,2132508586,  638.22,  143.44,    1.52,  148.04,    4.83,,,,,  291.47,    6.35,2132409288,  297.82,    594.73,    341.31,    936.04
   61.59,  118.43,  239.72,  215.26,,,,,  301.31,  333.69,2134604570,  635.00,  143.18,    1.68,  147.76,    4.99,,,,,  290.94,    6.67,2134616534,  297.61,    592.25,    340.36,    932.62
   60.94,  118.20,  237.11,  213.83,,,,,  298.05,  332.04,2132322893,  630.08,  141.48,    1.20,  145.58,    4.51,,,,,  287.06,    5.71,2132460147,  292.77,    585.10,    337.75,    922.85
   91.68,  154.40,  338.45,  284.81,,,,,  430.13,  439.21,2134691242,  869.34,  173.90,   14.40,  177.16,   17.63,,,,,  351.05,   32.03,2134589810,  383.09,    781.19,    471.24,   1252.43
   63.74,  124.49,  247.25,  224.66,,,,,  310.99,  349.16,2132593507,  660.15,  158.36,    2.00,  162.11,    5.29,,,,,  320.46,    7.29,2132604000,  327.76,    631.45,    356.45,    987.90
   65.95,  179.42,  249.52,  281.82,,,,,  315.47,  461.24,2132597132,  776.71,  232.38,    1.43,  236.78,    4.73,,,,,  469.16,    6.17,2132577181,  475.32,    784.63,    467.41,   1252.03
   65.08,  180.80,  244.82,  281.10,,,,,  309.90,  461.90,2134499756,  771.80,  234.14,    1.77,  238.06,    5.08,,,,,  472.20,    6.85,2134493557,  479.05,    782.10,    468.75,   1250.85
   63.35,  177.75,  238.93,  275.46,,,,,  302.28,  453.22,2132457208,  755.49,  233.75,    1.87,  236.96,    5.17,,,,,  470.70,    7.04,2132446118,  477.74,    772.98,    460.26,   1233.24
   62.86,  176.25,  237.69,  273.47,,,,,  300.55,  449.73,2134561947,  750.28,  232.16,    2.12,  236.35,    5.42,,,,,  468.52,    7.55,2134552173,  476.07,    769.07,    457.27,   1226.34
   62.52,  175.11,  236.12,  271.76,,,,,  298.64,  446.87,2132333377,  745.51,  226.46,    1.26,  231.32,    4.55,,,,,  457.78,    5.80,2132342567,  463.58,    756.41,    452.67,   1209.09
   61.91,  174.79,  234.50,  270.98,,,,,  296.41,  445.77,2134524891,  742.18,  222.43,    1.21,  227.58,    4.52,,,,,  450.02,    5.73,2134527395,  455.75,    746.43,    451.50,   1197.93
   61.61,  174.14,  233.87,  270.37,,,,,  295.48,  444.51,2132414758,  739.99,  219.37,    1.31,  223.33,    4.62,,,,,  442.70,    5.93,2132390088,  448.63,    738.18,    450.44,   1188.61
   61.79,  173.52,  233.96,  269.38,,,,,  295.75,  442.89,2132337750,  738.65,  220.60,    2.19,  224.70,    5.47,,,,,  445.30,    7.66,2132346152,  452.96,    741.06,    450.55,   1191.61
   74.99,  196.05,  276.65,  307.27,,,,,  351.64,  503.32,2134600951,  854.96,  262.05,   16.38,  263.49,   19.37,,,,,  525.55,   35.75,2134661933,  561.29,    877.19,    539.06,   1416.25
   62.65,  177.00,  237.12,  274.63,,,,,  299.77,  451.63,2132522583,  751.39,  250.00,    4.11,  255.05,    7.44,,,,,  505.05,   11.55,2132491214,  516.60,    804.82,    463.17,   1267.99
   62.10,  175.34,  234.83,  271.80,,,,,  296.93,  447.14,2134579324,  744.07,  238.55,    2.30,  243.13,    5.58,,,,,  481.68,    7.88,2134600063,  489.56,    778.61,    455.02,   1233.63
   62.21,  174.50,  235.57,  270.95,,,,,  297.78,  445.44,2132391166,  743.22,  229.02,    1.52,  234.71,    4.83,,,,,  463.73,    6.34,2132402779,  470.08,    761.51,    451.79,   1213.30
   61.44,  173.60,  233.20,  269.47,,,,,  294.64,  443.07,2134551508,  737.71,  225.63,    1.49,  231.26,    4.78,,,,,  456.89,    6.27,2134473429,  463.16,    751.53,    449.34,   1200.87
   61.50,  173.01,  232.91,  268.61,,,,,  294.41,  441.62,2132360085,  736.03,  225.01,    1.99,  230.60,    5.32,,,,,  455.61,    7.31,2132380800,  462.91,    750.02,    448.93,   1198.95
   61.43,  172.70,  232.66,  268.01,,,,,  294.09,  440.71,2132422363,  734.80,  223.49,    1.59,  229.05,    4.89,,,,,  452.54,    6.48,2132420695,  459.02,    746.64,    447.19,   1193.83
   61.62,  173.01,  232.92,  268.48,,,,,  294.54,  441.48,2134521207,  736.03,  222.32,    1.74,  226.05,    5.06,,,,,  448.37,    6.80,2134528650,  455.17,    742.91,    448.29,   1191.20
   61.69,  173.10,  232.75,  268.25,,,,,  294.44,  441.35,2132359685,  735.79,  219.73,    1.32,  222.28,    4.64,,,,,  442.01,    5.95,2132344958,  447.97,    736.45,    447.30,   1183.75
   61.54,  172.82,  231.54,  267.14,,,,,  293.08,  439.96,2134518230,  733.04,  222.34,    2.04,  225.54,    5.34,,,,,  447.89,    7.38,2134560101,  455.26,    740.97,    447.34,   1188.30
   70.14,  184.35,  259.29,  288.60,,,,,  329.43,  472.96,2132489395,  802.39,  245.71,   14.28,  248.70,   17.40,,,,,  494.41,   31.68,2132518856,  526.08,    823.84,    504.63,   1328.47
   67.24,  185.15,  251.18,  287.18,,,,,  318.42,  472.33,2132609892,  790.75,  256.16,    5.68,  259.26,    9.00,,,,,  515.42,   14.68,2132502364,  530.10,    833.84,    487.01,   1320.85
   51.60,   82.75,  207.53,  166.91,,,,,  259.13,  249.67,2134494211,  508.80,  102.40,    1.37,  105.87,    4.66,,,,,  208.27,    6.04,2134545195,  214.30,    467.40,    255.70,    723.11
   57.62,   79.20,  228.85,  170.39,,,,,  286.47,  249.59,2132316789,  536.05,   88.82,    1.15,   92.42,    4.47,,,,,  181.24,    5.63,2132342630,  186.86,    467.70,    255.21,    722.92
   51.50,   78.30,  208.09,  162.79,,,,,  259.59,  241.09,2134538847,  500.68,   87.93,    1.12,   91.41,    4.42,,,,,  179.34,    5.55,2134519873,  184.88,    438.93,    246.64,    685.57
   49.91,   76.85,  201.47,  159.11,,,,,  251.38,  235.96,2132426941,  487.34,   88.27,    1.50,   91.69,    4.82,,,,,  179.96,    6.32,2132447945,  186.28,    431.34,    242.27,    673.62
   50.72,   77.27,  204.53,  160.50,,,,,  255.25,  237.76,2134480175,  493.02,   89.81,    1.85,   92.97,    5.15,,,,,  182.78,    7.00,2134426360,  189.78,    438.04,    244.76,    682.80
   50.48,   77.07,  203.16,  159.65,,,,,  253.65,  236.73,2132443531,  490.38,   88.29,    1.33,   91.73,    4.64,,,,,  180.02,    5.97,2132465939,  185.99,    433.67,    242.70,    676.36
   50.82,   77.33,  204.80,  160.74,,,,,  255.62,  238.07,2134559767,  493.69,   87.98,    1.33,   91.96,    4.65,,,,,  179.95,    5.98,2134537874,  185.93,    435.56,    244.05,    679.62
   50.33,   77.01,  203.51,  160.01,,,,,  253.84,  237.02,2132315211,  490.86,   86.44,    1.01,   90.48,    4.31,,,,,  176.93,    5.32,2132470459,  182.24,    430.77,    242.33,    673.10
   50.52,   77.16,  204.11,  160.23,,,,,  254.63,  237.39,2132449065,  492.02,   86.86,    1.19,   90.94,    4.49,,,,,  177.81,    5.68,2132260046,  183.49,    432.44,    243.07,    675.51
   67.83,   94.12,  260.86,  197.66,,,,,  328.69,  291.78,2134492126,  620.47,  127.73,   18.57,  130.57,   21.79,,,,,  258.30,   40.36,2134571048,  298.66,    586.99,    332.15,    919.14
   51.20,   79.59,  205.91,  163.92,,,,,  257.12,  243.52,2132474154,  500.63,   97.37,    2.68,  101.15,    5.99,,,,,  198.52,    8.67,2132421081,  207.18,    455.63,    252.18,    707.81
   50.54,   79.56,  203.35,  162.69,,,,,  253.89,  242.25,2134414471,  496.14,   92.99,    1.58,   97.38,    4.89,,,,,  190.37,    6.47,2134396966,  196.83,    444.25,    248.72,    692.97
   50.72,   78.93,  203.80,  162.26,,,,,  254.52,  241.19,2132359508,  495.71,   93.07,    2.09,   96.86,    5.39,,,,,  189.94,    7.47,2132360694,  197.41,    444.46,    248.66,    693.12
   50.45,   78.67,  203.47,  161.93,,,,,  253.92,  240.60,2134380437,  494.52,   90.88,    1.30,   94.49,    4.61,,,,,  185.38,    5.91,2134455513,  191.28,    439.30,    246.51,    685.81
   51.14,   78.47,  206.59,  162.98,,,,,  257.73,  241.45,2132391683,  499.18,   89.83,    1.24,   93.50,    4.54,,,,,  183.33,    5.78,2132321347,  189.11,    441.06,    247.23,    688.29
   50.61,   78.52,  203.54,  161.63,,,,,  254.15,  240.15,2134556307,  494.31,   90.53,    1.54,   94.04,    4.88,,,,,  184.57,    6.42,2134617338,  190.99,    438.72,    246.57,    685.29
   51.00,   78.21,  205.62,  162.24,,,,,  256.62,  240.45,2132459839,  497.07,   89.10,    1.02,   92.48,    4.32,,,,,  181.58,    5.34,2132462551,  186.91,    438.20,    245.79,    683.99
   49.86,   77.82,  201.12,  160.10,,,,,  250.98,  237.93,2134544894,  488.90,   87.81,    1.00,   91.45,    4.33,,,,,  179.26,    5.32,2134539465,  184.58,    430.24,    243.25,    673.49
   50.09,   77.84,  201.62,  160.31,,,,,  251.71,  238.15,2132337071,  489.86,   87.30,    1.07,   90.82,    4.38,,,,,  178.12,    5.45,2132295560,  183.57,    429.83,    243.60,    673.43
   65.25,   90.72,  253.84,  191.88,,,,,  319.09,  282.60,2132405292,  601.69,  121.36,   18.18,  124.52,   21.42,,,,,  245.88,   39.60,2132498650,  285.47,    564.97,    322.20,    887.16
   67.26,  222.91,  252.63,  328.81,,,,,  319.88,  551.72,2134690414,  871.60,  300.14,    3.52,  304.67,    6.85,,,,,  604.81,   10.37,2134629401,  615.18,    924.70,    562.09,   1486.79
   63.39,  222.54,  238.43,  323.76,,,,,  301.83,  546.29,2132373566,  848.12,  303.68,    3.23,  307.85,    6.56,,,,,  611.53,    9.79,2132358633,  621.32,    913.35,    556.08,   1469.44
   61.04,  218.31,  228.27,  314.00,,,,,  289.31,  532.31,2134476351,  821.63,  293.57,    1.97,  297.46,    5.24,,,,,  591.02,    7.21,2134447826,  598.23,    880.33,    539.52,   1419.85
   60.17,  215.59,  224.66,  310.03,,,,,  284.83,  525.62,2132327931,  810.45,  291.64,    2.17,  295.81,    5.47,,,,,  587.46,    7.64,2132374702,  595.09,    872.28,    533.26,   1405.54
   59.15,  214.00,  221.63,  307.10,,,,,  280.78,  521.10,2134505882,  801.88,  284.34,    1.27,  289.33,    4.56,,,,,  573.67,    5.83,2134447654,  579.50,    854.45,    526.93,   1381.38
   58.86,  213.58,  220.26,  305.88,,,,,  279.12,  519.45,2132303677,  798.58,  279.02,    1.58,  284.05,    4.90,,,,,  563.07,    6.48,2132351036,  569.55,    842.19,    525.93,   1368.13
   58.81,  212.78,  220.58,  305.47,,,,,  279.39,  518.24,2134496631,  797.64,  279.37,    2.19,  285.37,    5.54,,,,,  564.74,    7.73,2134516315,  572.47,    844.13,    525.98,   1370.10
   58.75,  213.24,  219.47,  304.89,,,,,  278.22,  518.12,2132377142,  796.34,  280.20,    1.86,  286.28,    5.15,,,,,  566.48,    7.01,2132360596,  573.49,    844.70,    525.13,   1369.83
   58.51,  211.59,  218.86,  303.31,,,,,  277.37,  514.90,2132393077,  792.27,  281.91,    1.94,  286.93,    5.28,,,,,  568.84,    7.22,2132400087,  576.06,    846.21,    522.11,   1368.32
   71.78,  239.81,  260.35,  346.21,,,,,  332.13,  586.02,2134510451,  918.15,  328.26,   19.43,  331.43,   22.45,,,,,  659.69,   41.88,2134588445,  701.57,    991.81,    627.90,   1619.72
   60.45,  218.43,  225.21,  312.42,,,,,  285.66,  530.85,2132608339,  816.51,  312.33,    3.05,  317.07,    6.38,,,,,  629.40,    9.43,2132579600,  638.83,    915.06,    540.27,   1455.33
   59.71,  214.44,  221.64,  307.04,,,,,  281.35,  521.48,2134605046,  802.83,  299.68,    2.65,  303.36,    5.95,,,,,  603.05,    8.60,2134577192,  611.64,    884.40,    530.08,   1414.48
   58.77,  213.22,  218.98,  304.62,,,,,  277.76,  517.84,2132365796,  795.60,  294.89,    2.43,  300.92,    5.75,,,,,  595.81,    8.18,2132324526,  603.98,    873.56,    526.02,   1399.58
   58.48,  212.87,  216.43,  302.75,,,,,  274.91,  515.62,2134567756,  790.53,  291.56,    2.07,  296.64,    5.39,,,,,  588.20,    7.46,2134577130,  595.67,    863.11,    523.08,   1386.20
   57.95,  211.62,  216.37,  302.07,,,,,  274.32,  513.69,2132362104,  788.01,  289.28,    1.70,  294.59,    5.01,,,,,  583.86,    6.71,2132329174,  590.57,    858.18,    520.40,   1378.58
   58.60,  212.11,  218.10,  303.06,,,,,  276.70,  515.17,2132386469,  791.87,  282.50,    1.40,  288.02,    4.70,,,,,  570.52,    6.10,2132394622,  576.63,    847.22,    521.27,   1368.49
   58.06,  211.98,  216.92,  302.50,,,,,  274.98,  514.48,2134486555,  789.46,  278.35,    1.39,  283.92,    4.72,,,,,  562.26,    6.11,2134499652,  568.37,    837.24,    520.59,   1357.83
   58.35,  212.05,  216.85,  302.21,,,,,  275.19,  514.26,2132541544,  789.46,  280.94,    2.60,  285.97,    5.90,,,,,  566.91,    8.50,2132557679,  575.40,    842.10,    522.76,   1364.86
   57.90,  211.40,  216.22,  301.93,,,,,  274.12,  513.33,2134613807,  787.45,  282.41,    1.82,  287.85,    5.13,,,,,  570.26,    6.96,2134629311,  577.21,    844.38,    520.29,   1364.66
   71.62,  229.33,  262.85,  335.09,,,,,  334.46,  564.43,2132727317,  898.89,  305.48,   11.74,  312.26,   15.24,,,,,  617.75,   26.98,2133365945,  644.73,    952.21,    591.41,   1543.62
   61.23,  102.28,  241.03,  198.18,,,,,  302.27,  300.45,2133245586,  602.72,  117.36,    4.24,  120.97,    7.54,,,,,  238.33,   11.77,2132613190,  250.11,    540.60,    312.23,    852.82
   50.42,   75.45,  203.39,  158.17,,,,,  253.81,  233.62,2132403646,  487.43,   91.97,    1.57,   95.76,    4.89,,,,,  187.73,    6.47,2132522108,  194.20,    441.55,    240.08,    681.63
   50.54,   75.59,  204.55,  158.68,,,,,  255.09,  234.27,2134622690,  489.36,   90.27,    1.24,   94.02,    4.55,,,,,  184.29,    5.79,2134478511,  190.08,    439.38,    240.06,    679.44
   50.44,   75.50,  204.27,  158.63,,,,,  254.71,  234.13,2132344125,  488.84,   90.07,    1.50,   94.02,    4.82,,,,,  184.09,    6.32,2132282241,  190.41,    438.80,    240.45,    679.25
   50.25,   75.23,  203.98,  158.39,,,,,  254.23,  233.62,2134471804,  487.85,   88.03,    1.02,   91.70,    4.32,,,,,  179.73,    5.34,2134507541,  185.07,    433.96,    238.96,    672.92
   50.94,   75.94,  206.14,  159.86,,,,,  257.08,  235.80,2132323051,  492.88,   87.36,    1.03,   90.86,    4.34,,,,,  178.22,    5.37,2132313448,  183.60,    435.30,    241.17,    676.48
   49.76,   75.59,  201.17,  157.54,,,,,  250.92,  233.13,2134426239,  484.06,   86.27,    0.92,   89.61,    4.23,,,,,  175.87,    5.15,2134412886,  181.02,    426.80,    238.28,    665.08
   49.70,   75.56,  200.98,  157.48,,,,,  250.69,  233.04,2132308283,  483.72,   85.72,    0.99,   89.14,    4.30,,,,,  174.86,    5.29,2132325718,  180.15,    425.54,    238.33,    663.87
   49.99,   76.00,  201.97,  158.37,,,,,  251.95,  234.37,2134472586,  486.32,   87.31,    1.61,   90.92,    4.92,,,,,  178.23,    6.52,2134447240,  184.75,    430.18,    240.89,    671.07
   49.74,   75.96,  201.24,  157.99,,,,,  250.98,  233.95,2132222754,  484.93,   87.25,    1.35,   90.86,    4.66,,,,,  178.11,    6.01,2132252852,  184.12,    429.09,    239.96,    669.05
   67.04,   92.85,  259.20,  195.63,,,,,  326.24,  288.48,2134519760,  614.72,  120.15,   15.82,  124.40,   19.30,,,,,  244.55,   35.12,2134557726,  279.67,    570.79,    323.60,    894.39
   50.83,   78.30,  204.71,  162.13,,,,,  255.54,  240.43,2132508611,  495.97,   95.25,    2.68,   98.82,    5.98,,,,,  194.08,    8.66,2132472769,  202.74,    449.61,    249.09,    698.70
   50.30,   77.91,  202.90,  160.90,,,,,  253.20,  238.81,2132360695,  492.02,   90.51,    1.23,   94.18,    4.53,,,,,  184.70,    5.76,2132373423,  190.45,    437.90,    244.57,    682.47
   50.63,   78.06,  204.37,  161.69,,,,,  255.00,  239.75,2134535860,  494.75,   90.07,    1.43,   93.80,    4.76,,,,,  183.87,    6.20,2134570854,  190.07,    438.87,    245.95,    684.82
   49.82,   77.32,  201.66,  160.00,,,,,  251.47,  237.32,2132353318,  488.80,   90.01,    1.74,   93.95,    5.04,,,,,  183.97,    6.78,2132321720,  190.75,    435.44,    244.10,    679.54
   50.44,   77.46,  204.03,  160.92,,,,,  254.46,  238.38,2134465888,  492.84,   88.86,    1.37,   92.73,    4.67,,,,,  181.59,    6.04,2134414656,  187.62,    436.05,    244.41,    680.46
   49.78,   77.01,  201.60,  159.46,,,,,  251.38,  236.48,2132325200,  487.85,   87.61,    1.20,   91.19,    4.52,,,,,  178.80,    5.73,2132366099,  184.52,    430.17,    242.20,    672.37
   50.57,   77.45,  203.46,  160.43,,,,,  254.03,  237.88,2134524806,  491.91,   87.70,    1.28,   91.16,    4.57,,,,,  178.86,    5.85,2134507595,  184.71,    432.89,    243.73,    676.61
   50.40,   77.01,  202.76,  159.86,,,,,  253.17,  236.87,2132352102,  490.04,   87.34,    1.47,   91.20,    4.77,,,,,  178.54,    6.24,2132386655,  184.79,    431.71,    243.11,    674.83
   50.21,   77.13,  203.25,  160.35,,,,,  253.46,  237.48,2134502892,  490.94,   87.64,    1.43,   90.98,    4.77,,,,,  178.63,    6.20,2134529941,  184.82,    432.08,    243.68,    675.76
   78.48,  131.54,  296.46,  248.36,,,,,  374.95,  379.90,2132468408,  754.84,  169.07,   17.80,  171.15,   20.83,,,,,  340.22,   38.63,2132512017,  378.85,    715.17,    418.53,   1133.70
   62.71,  116.34,  244.36,  215.43,,,,,  307.07,  331.77,2132660951,  638.85,  146.55,    2.55,  150.23,    5.86,,,,,  296.79,    8.41,2132588844,  305.19,    603.86,    340.18,    944.04
   61.83,  115.23,  241.72,  213.38,,,,,  303.55,  328.61,2134567102,  632.16,  139.52,    1.13,  143.40,    4.44,,,,,  282.93,    5.57,2134656182,  288.50,    586.48,    334.18,    920.66
   61.85,  114.52,  241.99,  212.63,,,,,  303.84,  327.14,2132393381,  630.98,  135.98,    1.11,  139.70,    4.41,,,,,  275.68,    5.52,2132353858,  281.20,    579.52,    332.66,    912.18
   61.38,  113.81,  239.82,  211.23,,,,,  301.19,  325.04,2134681942,  626.24,  134.79,    1.45,  138.68,    4.74,,,,,  273.47,    6.19,2134675156,  279.65,    574.66,    331.23,    905.89
