SKT0-Ch0Read,SKT0-Ch0Write,SKT0-Ch1Read,SKT0-Ch1Write,SKT0-Ch2Read,SKT0-Ch2Write,SKT0-Ch3Read,SKT0-Ch3Write,SKT0-Mem Read (MB/s),SKT0-Mem Write (MB/s),SKT0-P. Write (T/s),SKT0-Memory (MB/s),SKT1-Ch0Read,SKT1-Ch0Write,SKT1-Ch1Read,SKT1-Ch1Write,SKT1-Ch2Read,SKT1-Ch2Write,SKT1-Ch3Read,SKT1-Ch3Write,SKT1-Mem Read (MB/s),SKT1-Mem Write (MB/s),SKT1-P. Write (T/s),SKT1-Memory (MB/s),System-Read,System-Write,System-Memory
   61.63,  101.00,  225.02,  188.33,,,,,  286.65,  289.33,2134498368,  575.98,  114.69,    4.36,  111.88,    0.94,,,,,  226.57,    5.29,2134399761,  231.86,    513.22,    294.62,    807.84
   55.23,   84.96,  201.99,  163.13,,,,,  257.22,  248.09,2132242579,  505.31,   95.20,    4.35,   92.23,    0.95,,,,,  187.44,    5.30,2132255737,  192.74,    444.65,    253.39,    698.04
   50.06,   64.44,  182.05,  134.09,,,,,  232.11,  198.53,2134488363,  430.64,   77.50,   13.69,   73.75,   10.27,,,,,  151.25,   23.96,2134656902,  175.21,    383.36,    222.49,    605.85
   54.25,   69.09,  196.55,  144.41,,,,,  250.80,  213.50,2132690626,  464.30,   88.59,   12.93,   84.63,    9.44,,,,,  173.21,   22.38,2132498870,  195.59,    424.02,    235.88,    659.89
   45.42,   61.70,  167.32,  126.60,,,,,  212.74,  188.29,2132336193,  401.04,   70.79,    4.70,   67.75,    1.30,,,,,  138.54,    6.00,2132327017,  144.53,    351.28,    194.29,    545.57
   46.09,   62.32,  169.73,  128.11,,,,,  215.81,  190.43,2134336779,  406.24,   69.90,    4.75,   66.77,    1.35,,,,,  136.68,    6.10,2134323838,  142.77,    352.49,    196.52,    549.01
   44.41,   61.27,  163.35,  124.75,,,,,  207.75,  186.02,2132202674,  393.77,   68.10,    4.42,   64.82,    1.01,,,,,  132.93,    5.43,2132221791,  138.35,    340.68,    191.44,    532.12
   44.74,   61.06,  165.00,  125.12,,,,,  209.74,  186.18,2134310926,  395.92,   67.87,    4.73,   64.62,    1.32,,,,,  132.50,    6.05,2134349741,  138.55,    342.23,    192.23,    534.47
   44.79,   61.17,  164.68,  125.04,,,,,  209.47,  186.21,2132350482,  395.68,   68.55,    4.98,   65.14,    1.57,,,,,  133.69,    6.55,2132336365,  140.24,    343.16,    192.76,    535.92
   44.45,   60.83,  163.28,  124.22,,,,,  207.73,  185.05,2134405646,  392.78,   67.16,    4.55,   63.90,    1.15,,,,,  131.06,    5.70,2134583290,  136.76,    338.79,    190.75,    529.54
   44.36,   60.91,  163.38,  124.33,,,,,  207.75,  185.24,2132417523,  392.98,   66.27,    4.29,   62.87,    0.89,,,,,  129.14,    5.19,2132251089,  134.33,    336.89,    190.42,    527.31
   44.98,   61.05,  166.25,  125.58,,,,,  211.23,  186.63,2134479656,  397.86,   66.36,    4.44,   62.84,    1.03,,,,,  129.20,    5.46,2134501937,  134.67,    340.44,    192.09,    532.53
   43.91,   60.87,  161.47,  123.48,,,,,  205.38,  184.35,2132283190,  389.73,   66.37,    4.45,   62.78,    1.05,,,,,  129.15,    5.51,2132294524,  134.66,    334.53,    189.86,    524.38
   63.12,   77.96,  228.27,  164.95,,,,,  291.39,  242.91,2134476249,  534.30,  103.11,   21.61,   99.14,   18.06,,,,,  202.25,   39.67,2134458705,  241.92,    493.64,    282.58,    776.23
   45.25,   62.91,  166.20,  127.68,,,,,  211.45,  190.59,2132341748,  402.04,   72.85,    5.06,   69.64,    1.65,,,,,  142.49,    6.72,2132261428,  149.20,    353.94,    197.30,    551.24
   45.44,   62.52,  166.73,  127.43,,,,,  212.17,  189.95,2134332376,  402.12,   70.61,    4.91,   67.42,    1.52,,,,,  138.02,    6.43,2134368936,  144.45,    350.20,    196.38,    546.57
   45.23,   62.22,  166.41,  127.08,,,,,  211.63,  189.29,2132214334,  400.92,   68.58,    4.42,   65.69,    0.99,,,,,  134.27,    5.41,2132224621,  139.68,    345.90,    194.70,    540.61
   44.82,   62.04,  164.94,  126.35,,,,,  209.76,  188.38,2134366976,  398.15,   68.21,    4.52,   65.20,    1.12,,,,,  133.41,    5.64,2134411680,  139.05,    343.17,    194.03,    537.20
   44.42,   61.94,  163.21,  125.48,,,,,  207.63,  187.42,2132300825,  395.05,   67.41,    4.38,   64.20,    0.97,,,,,  131.62,    5.35,2132252900,  136.96,    339.25,    192.76,    532.01
   45.22,   61.97,  165.62,  126.44,,,,,  210.84,  188.41,2134404550,  399.25,   68.29,    5.05,   65.18,    1.66,,,,,  133.47,    6.71,2134375071,  140.19,    344.31,    195.12,    539.43
   44.14,   61.75,  161.92,  124.80,,,,,  206.06,  186.55,2132149581,  392.61,   66.88,    4.28,   63.98,    0.87,,,,,  130.86,    5.15,2132144621,  136.01,    336.91,    191.70,    528.61
   55.72,  106.42,  201.34,  185.36,,,,,  257.07,  291.78,2134411170,  548.85,  121.06,    4.43,  119.00,    1.03,,,,,  240.06,    5.46,2134485921,  245.52,    497.13,    297.24,    794.37
   72.44,  174.50,  257.17,  276.00,,,,,  329.61,  450.50,2132297147,  780.11,  208.16,    4.41,  207.54,    1.00,,,,,  415.70,    5.41,2132286654,  421.11,    745.32,    455.91,   1201.23
   96.11,  210.80,  337.65,  339.17,,,,,  433.76,  549.97,2134533076,  983.73,  242.23,   17.09,  238.39,   13.36,,,,,  480.62,   30.45,2134624965,  511.07,    914.38,    580.42,   1494.80
   70.70,  172.19,  249.71,  270.31,,,,,  320.40,  442.50,2132502968,  762.90,  225.61,    6.39,  223.67,    2.97,,,,,  449.28,    9.37,2132412407,  458.65,    769.68,    451.86,   1221.55
   69.80,  168.51,  246.60,  265.38,,,,,  316.40,  433.88,2134436028,  750.29,  219.62,    6.02,  216.98,    2.57,,,,,  436.60,    8.59,2134399444,  445.20,    753.00,    442.48,   1195.48
   68.77,  166.53,  242.72,  261.56,,,,,  311.49,  428.10,2132286428,  739.59,  213.40,    5.14,  211.05,    1.74,,,,,  424.45,    6.88,2132310231,  431.33,    735.94,    434.97,   1170.91
   68.61,  165.71,  241.81,  260.25,,,,,  310.42,  425.96,2134387429,  736.38,  211.19,    5.21,  208.68,    1.81,,,,,  419.87,    7.03,2134448233,  426.90,    730.30,    432.98,   1163.28
   67.32,  163.96,  237.79,  257.00,,,,,  305.11,  420.97,2132341568,  726.08,  204.13,    4.38,  201.51,    0.97,,,,,  405.64,    5.35,2132282597,  410.99,    710.75,    426.32,   1137.07
   67.38,  163.21,  237.71,  256.27,,,,,  305.09,  419.48,2134401785,  724.57,  201.34,    4.75,  199.43,    1.34,,,,,  400.77,    6.09,2134394909,  406.86,    705.86,    425.57,   1131.43
   67.75,  162.79,  238.86,  256.10,,,,,  306.61,  418.89,2132261033,  725.50,  206.16,    6.40,  203.58,    3.00,,,,,  409.74,    9.39,2132247123,  419.13,    716.35,    428.28,   1144.63
   67.38,  162.43,  237.04,  255.08,,,,,  304.42,  417.51,2134410744,  721.93,  209.00,    5.18,  205.92,    1.76,,,,,  414.92,    6.94,2134425879,  421.86,    719.34,    424.45,   1143.80
   67.06,  162.01,  236.10,  254.24,,,,,  303.16,  416.25,2132398459,  719.41,  204.09,    4.51,  201.42,    1.10,,,,,  405.52,    5.61,2132467642,  411.13,    708.67,    421.86,   1130.54
   70.60,  166.41,  246.08,  261.95,,,,,  316.68,  428.36,2132373642,  745.04,  223.95,   17.54,  219.28,   13.90,,,,,  443.22,   31.45,2132506910,  474.67,    759.91,    459.80,   1219.71
   75.66,  177.90,  264.25,  280.32,,,,,  339.91,  458.22,2134758484,  798.13,  244.65,   13.86,  241.03,   10.22,,,,,  485.68,   24.07,2134615895,  509.75,    825.59,    482.29,   1307.88
   67.34,  163.49,  237.89,  256.95,,,,,  305.23,  420.43,2132422746,  725.66,  218.04,    5.40,  215.69,    2.00,,,,,  433.74,    7.40,2132431682,  441.14,    738.96,    427.83,   1166.80
   66.87,  162.59,  236.45,  255.33,,,,,  303.32,  417.92,2134534574,  721.24,  212.49,    5.17,  210.57,    1.76,,,,,  423.06,    6.93,2134465816,  429.99,    726.38,    424.85,   1151.23
   66.21,  161.49,  234.05,  253.17,,,,,  300.27,  414.66,2132293331,  714.93,  207.08,    4.79,  205.37,    1.37,,,,,  412.45,    6.17,2132324792,  418.61,    712.72,    420.83,   1133.55
   66.58,  161.77,  235.31,  253.81,,,,,  301.89,  415.58,2134431856,  717.47,  204.98,    4.89,  203.57,    1.46,,,,,  408.55,    6.35,2134386551,  414.90,    710.44,    421.93,   1132.37
   66.66,  161.52,  235.29,  253.28,,,,,  301.96,  414.80,2132319232,  716.75,  201.43,    4.72,  200.09,    1.31,,,,,  401.52,    6.03,2132337458,  407.55,    703.48,    420.82,   1124.30
   66.81,  161.33,  236.06,  253.62,,,,,  302.87,  414.95,2134547234,  717.83,  202.54,    4.98,  200.47,    1.58,,,,,  403.01,    6.56,2134547946,  409.57,    705.88,    421.51,   1127.40
   66.44,  158.09,  234.69,  249.73,,,,,  301.12,  407.82,2132320623,  708.94,  202.45,    5.72,  200.42,    2.29,,,,,  402.87,    8.01,2132489281,  410.89,    704.00,    415.83,   1119.83
   66.26,  153.87,  234.78,  245.42,,,,,  301.04,  399.29,2132474679,  700.33,  193.99,    4.84,  192.08,    1.43,,,,,  386.07,    6.26,2132348694,  392.33,    687.11,    405.55,   1092.66
   66.20,  153.76,  234.68,  245.47,,,,,  300.88,  399.23,2134625681,  700.11,  191.57,    4.68,  189.15,    1.27,,,,,  380.72,    5.95,2134633097,  386.67,    681.60,    405.18,   1086.78
   81.97,  180.02,  286.41,  290.18,,,,,  368.38,  470.20,2132345244,  838.58,  242.20,   22.03,  238.18,   18.47,,,,,  480.38,   40.50,2132388611,  520.88,    848.76,    510.70,   1359.46
   67.88,  158.41,  239.37,  252.08,,,,,  307.25,  410.49,2134676772,  717.74,  210.98,    5.44,  208.63,    2.04,,,,,  419.61,    7.48,2134633765,  427.09,    726.86,    417.97,   1144.83
   67.84,  156.92,  240.61,  250.86,,,,,  308.45,  407.78,2132318929,  716.23,  203.28,    4.86,  201.22,    1.46,,,,,  404.51,    6.32,2132267988,  410.83,    712.96,    414.10,   1127.06
   67.22,  155.73,  238.27,  248.85,,,,,  305.50,  404.58,2134384035,  710.08,  204.07,    5.75,  201.80,    2.32,,,,,  405.86,    8.07,2134359883,  413.93,    711.36,    412.65,   1124.01
   67.05,  155.12,  236.48,  247.12,,,,,  303.53,  402.24,2132289706,  705.78,  200.61,    5.07,  199.54,    1.66,,,,,  400.15,    6.73,2132347153,  406.88,    703.69,    408.97,   1112.66
   67.13,  155.11,  236.40,  246.88,,,,,  303.52,  401.99,2134453633,  705.51,  196.39,    4.90,  196.08,    1.47,,,,,  392.48,    6.37,2134473208,  398.85,    696.00,    408.37,   1104.36
   66.65,  154.70,  234.80,  245.76,,,,,  301.45,  400.47,2132300327,  701.92,  192.26,    4.44,  191.64,    1.03,,,,,  383.89,    5.46,2132218454,  389.36,    685.34,    405.93,   1091.27
   66.79,  154.66,  235.78,  246.49,,,,,  302.57,  401.15,2134410440,  703.71,  190.31,    4.60,  189.29,    1.19,,,,,  379.60,    5.79,2134407728,  385.39,    682.17,    406.94,   1089.11
   66.28,  154.18,  234.41,  245.42,,,,,  300.69,  399.59,2132238839,  700.28,  190.74,    4.99,  188.91,    1.59,,,,,  379.65,    6.58,2132308469,  386.23,    680.33,    406.17,   1086.50
   66.46,  154.20,  235.87,  246.31,,,,,  302.34,  400.52,2134445732,  702.85,  193.59,    5.35,  191.34,    1.94,,,,,  384.93,    7.29,2134410283,  392.22,    687.27,    407.80,   1095.07
   81.13,  172.92,  282.32,  280.72,,,,,  363.45,  453.64,2132321786,  817.09,  232.62,   21.65,  231.13,   18.43,,,,,  463.75,   40.08,2132362797,  503.83,    827.20,    493.72,   1320.92
   67.88,  156.96,  239.54,  250.20,,,,,  307.42,  407.16,2132444609,  714.58,  214.36,    6.17,  212.06,    2.75,,,,,  426.42,    8.92,2132418369,  435.34,    733.83,    416.08,   1149.91
   67.49,  156.15,  239.04,  249.17,,,,,  306.53,  405.32,2134448121,  711.84,  203.85,    4.71,  201.41,    1.28,,,,,  405.26,    5.99,2134425440,  411.25,    711.78,    411.31,   1123.09
   66.34,  154.71,  235.29,  246.64,,,,,  301.63,  401.35,2132270622,  702.98,  197.91,    4.82,  196.09,    1.41,,,,,  394.00,    6.23,2132304371,  400.23,    695.63,    407.57,   1103.21
   66.40,  154.37,  235.43,  246.31,,,,,  301.83,  400.68,2134515224,  702.50,  196.19,    5.07,  194.43,    1.68,,,,,  390.62,    6.75,2134448973,  397.37,    692.44,    407.43,   1099.87
   66.74,  154.56,  235.40,  246.18,,,,,  302.14,  400.74,2132252012,  702.87,  194.38,    4.94,  192.43,    1.52,,,,,  386.80,    6.46,2132323979,  393.27,    688.94,    407.20,   1096.14
   66.78,  154.37,  235.90,  246.24,,,,,  302.68,  400.61,2134424055,  703.29,  193.85,    4.81,  191.56,    1.38,,,,,  385.41,    6.18,2134406519,  391.60,    688.09,    406.79,   1094.89
   63.90,  130.06,  228.48,  218.65,,,,,  292.37,  348.72,2132295771,  641.09,  157.70,    4.57,  155.61,    1.16,,,,,  313.31,    5.72,2132284243,  319.03,    605.68,    354.44,    960.12
   58.28,   89.86,  213.27,  172.20,,,,,  271.56,  262.06,2134396751,  533.62,  101.78,    4.42,   99.02,    1.00,,,,,  200.80,    5.42,2134400933,  206.22,    472.36,    267.47,    739.84
   58.08,   90.04,  212.92,  172.39,,,,,  271.00,  262.42,2132274803,  533.43,  103.67,    4.92,  100.47,    1.52,,,,,  204.14,    6.43,2132273275,  210.58,    475.14,    268.86,    744.00
   76.06,  107.37,  270.33,  209.90,,,,,  346.39,  317.27,2134539414,  663.66,  137.10,   22.18,  133.68,   18.75,,,,,  270.78,   40.94,2134647966,  311.72,    617.17,    358.21,    975.38
   60.70,   96.48,  221.03,  182.31,,,,,  281.74,  278.78,2132549762,  560.52,  119.64,    6.20,  116.47,    2.76,,,,,  236.11,    8.96,2132432905,  245.06,    517.85,    287.74,    805.59
   59.13,   94.69,  216.45,  178.93,,,,,  275.58,  273.62,2134571256,  549.20,  112.02,    4.42,  109.27,    1.02,,,,,  221.29,    5.44,2134603135,  226.73,    496.87,    279.06,    775.93
   58.85,   93.86,  215.45,  177.70,,,,,  274.30,  271.55,2132255660,  545.85,  109.09,    4.43,  106.42,    1.02,,,,,  215.50,    5.45,2132379882,  220.95,    489.80,    277.00,    766.81
   58.94,   93.87,  215.04,  177.30,,,,,  273.98,  271.17,2132478960,  545.15,  107.76,    4.53,  105.22,    1.13,,,,,  212.98,    5.67,2132341793,  218.65,    486.96,    276.84,    763.80
   58.88,   93.61,  215.39,  177.35,,,,,  274.27,  270.96,2134469046,  545.23,  108.98,    5.37,  106.13,    1.96,,,,,  215.11,    7.33,2134422514,  222.44,    489.38,    278.28,    767.66
   58.86,   93.46,  215.49,  177.31,,,,,  274.35,  270.77,2132231187,  545.12,  107.81,    4.39,  104.52,    0.98,,,,,  212.32,    5.37,2132246547,  217.70,    486.67,    276.14,    762.82
   59.11,   93.87,  216.05,  177.84,,,,,  275.16,  271.72,2134361025,  546.88,  107.20,    4.45,  104.42,    1.05,,,,,  211.62,    5.50,2134476240,  217.12,    486.78,    277.22,    764.00
   59.09,   93.43,  216.41,  177.49,,,,,  275.50,  270.92,2132510969,  546.41,  106.10,    4.48,  103.30,    1.07,,,,,  209.40,    5.54,2132392158,  214.94,    484.90,    276.46,    761.36
   58.59,   93.27,  213.73,  176.21,,,,,  272.32,  269.48,2134352805,  541.80,  105.63,    4.60,  102.86,    1.22,,,,,  208.49,    5.82,2134515592,  214.31,    480.81,    275.30,    756.11
   72.46,  105.19,  261.78,  204.30,,,,,  334.25,  309.49,2133493403,  643.74,  115.98,   10.52,  112.68,    7.15,,,,,  228.66,   17.67,2133665119,  246.33,    562.91,    327.16,    890.07
   81.94,  119.92,  295.73,  231.74,,,,,  377.67,  351.66,2133353360,  729.33,  133.15,   11.99,  129.10,    8.49,,,,,  262.26,   20.48,2133013694,  282.73,    639.93,    372.14,   1012.06
   60.62,   97.34,  221.45,  183.79,,,,,  282.07,  281.13,2132514235,  563.20,  113.96,    4.82,  111.08,    1.41,,,,,  225.04,    6.23,2132547079,  231.27,    507.11,    287.36,    794.47
   59.98,   96.31,  219.26,  181.96,,,,,  279.23,  278.27,2134536392,  557.50,  112.15,    5.07,  109.16,    1.65,,,,,  221.31,    6.73,2134490304,  228.04,    500.54,    285.00,    785.54
   58.59,   95.37,  214.32,  179.13,,,,,  272.91,  274.49,2132237613,  547.41,  110.24,    4.70,  107.31,    1.31,,,,,  217.56,    6.01,2132311543,  223.57,    490.47,    280.51,    770.97
   59.76,   95.41,  218.23,  180.61,,,,,  277.99,  276.02,2134504440,  554.01,  110.27,    5.17,  107.07,    1.74,,,,,  217.34,    6.91,2134506270,  224.25,    495.33,    282.93,    778.26
   59.35,   94.93,  217.43,  179.67,,,,,  276.78,  274.60,2132380514,  551.37,  110.61,    5.51,  107.35,    2.14,,,,,  217.95,    7.65,2132304732,  225.60,    494.73,    282.24,    776.97
   61.63,   92.92,  225.28,  180.13,,,,,  286.90,  273.05,2134408455,  559.95,  104.05,    4.56,  100.72,    1.16,,,,,  204.77,    5.72,2134444256,  210.48,    491.67,    278.76,    770.43
   55.40,   84.34,  203.43,  163.54,,,,,  258.83,  247.88,2132321968,  506.71,   94.24,    4.27,   90.85,    0.87,,,,,  185.09,    5.14,2132340351,  190.23,    443.92,    253.02,    696.94
   55.46,   84.46,  202.82,  163.36,,,,,  258.28,  247.81,2132325786,  506.09,   93.58,    4.30,   90.36,    0.90,,,,,  183.94,    5.21,2132313517,  189.15,    442.22,    253.02,    695.24
   54.90,   84.23,  201.08,  162.57,,,,,  255.98,  246.79,2134436081,  502.77,   92.87,    4.39,   89.90,    0.98,,,,,  182.77,    5.36,2134447009,  188.14,    438.75,    252.16,    690.91
   70.94,  102.14,  255.05,  199.89,,,,,  325.98,  302.04,2132424333,  628.02,  136.11,   24.67,  133.77,   21.52,,,,,  269.88,   46.19,2132437975,  316.07,    595.86,    348.23,    944.09
   58.55,   88.72,  214.52,  172.39,,,,,  273.07,  261.12,2134579927,  534.18,  105.18,    6.23,  101.85,    2.79,,,,,  207.04,    9.03,2134532341,  216.07,    480.10,    270.14,    750.25
   56.76,   86.34,  207.86,  167.57,,,,,  264.62,  253.91,2132280639,  518.53,  100.29,    4.96,   97.14,    1.56,,,,,  197.44,    6.51,2132330980,  203.95,    462.06,    260.43,    722.48
   55.91,   85.63,  204.60,  165.58,,,,,  260.51,  251.22,2134426187,  511.73,   97.57,    4.45,   94.35,    1.04,,,,,  191.92,    5.49,2134387171,  197.41,    452.43,    256.71,    709.14
   54.75,   85.09,  199.90,  163.26,,,,,  254.65,  248.35,2132283006,  503.00,   96.41,    4.62,   93.00,    1.21,,,,,  189.41,    5.83,2132285254,  195.24,    444.06,    254.18,    698.24
   55.86,   85.38,  203.85,  164.76,,,,,  259.71,  250.14,2134429487,  509.85,   97.31,    5.21,   93.67,    1.83,,,,,  190.98,    7.04,2134407696,  198.02,    450.69,    257.18,    707.87
   55.11,   85.27,  202.20,  163.93,,,,,  257.30,  249.20,2132322015,  506.50,   97.55,    4.74,   94.00,    1.35,,,,,  191.55,    6.10,2132333572,  197.65,    448.86,    255.29,    704.15
   55.20,   84.66,  202.25,  163.54,,,,,  257.45,  248.20,2134476850,  505.64,   96.99,    4.67,   93.61,    1.26,,,,,  190.61,    5.92,2134459563,  196.53,    448.06,    254.12,    702.17
   55.83,   84.77,  204.93,  164.60,,,,,  260.77,  249.37,2132279639,  510.13,   96.00,    4.59,   92.75,    1.19,,,,,  188.75,    5.79,2132300003,  194.53,    449.51,    255.15,    704.67
   55.03,   84.37,  201.88,  163.14,,,,,  256.90,  247.51,2134401845,  504.41,   95.61,    4.58,   92.21,    1.18,,,,,  187.82,    5.76,2134379087,  193.58,    444.72,    253.27,    697.99
   80.57,  110.06,  290.17,  219.95,,,,,  370.74,  330.02,2132300682,  700.76,  124.57,   17.41,  121.44,   14.12,,,,,  246.01,   31.53,2132332887,  277.53,    616.75,    361.54,    978.29
   56.36,   87.78,  206.13,  168.28,,,,,  262.48,  256.06,2134468889,  518.54,  104.85,    5.59,  101.41,    2.19,,,,,  206.26,    7.78,2134464639,  214.04,    468.74,    263.84,    732.58
   56.35,   86.63,  205.95,  167.12,,,,,  262.30,  253.75,2132373012,  516.05,  101.97,    5.56,   98.90,    2.16,,,,,  200.88,    7.72,2132346533,  208.59,    463.18,    261.47,    724.64
   55.17,   85.89,  201.76,  164.73,,,,,  256.93,  250.62,2134445298,  507.54,   98.11,    4.36,   94.96,    0.96,,,,,  193.07,    5.32,2134460197,  198.39,    449.99,    255.94,    705.93
   55.46,   85.62,  202.81,  164.87,,,,,  258.27,  250.49,2132309426,  508.76,   96.86,    4.60,   93.73,    1.21,,,,,  190.59,    5.81,2132308084,  196.39,    448.85,    256.30,    705.15
   55.61,   85.39,  203.88,  165.04,,,,,  259.49,  250.43,2134412020,  509.92,   95.53,    4.36,   92.31,    0.93,,,,,  187.84,    5.29,2134454676,  193.13,    447.33,    255.72,    703.05
   52.60,   78.29,  193.36,  153.59,,,,,  245.96,  231.88,2132376377,  477.84,   86.64,    4.44,   83.25,    1.04,,,,,  169.89,    5.47,2132355458,  175.36,    415.85,    237.36,    653.21
   47.53,   65.86,  174.85,  133.83,,,,,  222.38,  199.70,2132324884,  422.08,   71.90,    4.51,   68.58,    1.11,,,,,  140.48,    5.62,2132290034,  146.10,    362.86,    205.32,    568.18
   47.35,   66.21,  174.82,  134.07,,,,,  222.17,  200.28,2134405635,  422.45,   72.79,    4.68,   69.27,    1.27,,,,,  142.06,    5.95,2134403098,  148.00,    364.22,    206.23,    570.45
   47.15,   65.81,  173.35,  133.11,,,,,  220.50,  198.92,2132280731,  419.42,   71.89,    4.42,   68.39,    1.01,,,,,  140.27,    5.43,2132318241,  145.70,    360.77,    204.35,    565.12
   74.51,   90.60,  269.56,  192.10,,,,,  344.07,  282.69,2134437691,  626.76,   96.17,   14.89,   91.27,   11.37,,,,,  187.44,   26.27,2134459509,  213.71,    531.51,    308.96,    840.47
   52.90,   74.78,  194.12,  149.96,,,,,  247.02,  224.73,2132431249,  471.76,   84.71,    7.37,   81.06,    3.89,,,,,  165.77,   11.25,2132420216,  177.02,    412.79,    235.99,    648.78
   49.27,   69.79,  180.86,  140.31,,,,,  230.13,  210.10,2134483810,  440.23,   79.16,    5.32,   75.69,    1.91,,,,,  154.85,    7.23,2134506764,  162.08,    384.98,    217.33,    602.31
   47.99,   68.62,  176.46,  137.48,,,,,  224.45,  206.10,2132356847,  430.54,   77.19,    5.18,   73.71,    1.82,,,,,  150.90,    7.01,2132303080,  157.91,    375.35,    213.10,    588.45
   48.23,   68.58,  176.88,  137.59,,,,,  225.11,  206.17,2134439848,  431.28,   75.45,    4.71,   71.97,    1.30,,,,,  147.42,    6.01,2134524534,  153.43,    372.53,    212.18,    584.72
   47.86,   68.22,  175.91,  136.86,,,,,  223.77,  205.08,2132351778,  428.84,   74.28,    4.43,   70.45,    1.03,,,,,  144.73,    5.46,2132251180,  150.19,    368.50,    210.54,    579.04
   48.36,   68.44,  178.32,  137.97,,,,,  226.67,  206.42,2134510470,  433.09,   74.43,    4.55,   70.66,    1.14,,,,,  145.10,    5.68,2134493562,  150.78,    371.77,    212.10,    583.87
   47.08,   67.76,  172.76,  135.06,,,,,  219.85,  202.82,2132208367,  422.67,   73.61,    4.52,   69.93,    1.13,,,,,  143.54,    5.65,2132330609,  149.19,    363.39,    208.46,    571.85
   48.02,   68.25,  176.26,  136.75,,,,,  224.28,  205.00,2134555222,  429.28,   74.54,    4.95,   71.18,    1.55,,,,,  145.72,    6.50,2134440258,  152.21,    370.00,    211.49,    581.49
   47.96,   67.82,  176.31,  136.33,,,,,  224.27,  204.15,2132275537,  428.42,   74.18,    4.93,   71.18,    1.52,,,,,  145.37,    6.46,2132278666,  151.82,    369.64,    210.61,    580.25
   47.87,   67.88,  175.22,  136.02,,,,,  223.09,  203.90,2134374593,  426.99,   73.77,    4.63,   70.91,    1.25,,,,,  144.67,    5.88,2134375768,  150.56,    367.77,    209.78,    577.55
   62.57,   80.37,  224.89,  166.19,,,,,  287.46,  246.56,2132279430,  534.03,  104.73,   22.44,  102.13,   19.22,,,,,  206.87,   41.66,2132312827,  248.53,    494.33,    288.22,    782.55
   49.13,   69.08,  180.18,  139.38,,,,,  229.31,  208.46,2134546216,  437.77,   78.89,    4.99,   75.53,    1.58,,,,,  154.42,    6.57,2134523178,  160.99,    383.73,    215.03,    598.76
   47.79,   68.09,  175.53,  136.44,,,,,  223.32,  204.52,2132285063,  427.85,   75.69,    4.50,   72.36,    1.11,,,,,  148.05,    5.61,2132294499,  153.66,    371.37,    210.14,    581.51
   47.91,   68.31,  175.53,  136.65,,,,,  223.44,  204.96,2134443668,  428.40,   76.61,    5.27,   73.10,    1.86,,,,,  149.70,    7.13,2134423055,  156.84,    373.15,    212.09,    585.24
   47.85,   67.90,  176.19,  136.54,,,,,  224.03,  204.44,2132269726,  428.47,   73.89,    4.35,   70.57,    0.96,,,,,  144.47,    5.31,2132299253,  149.77,    368.50,    209.74,    578.24
   60.19,  137.16,  215.41,  222.06,,,,,  275.60,  359.21,2132382276,  634.81,  160.28,    4.53,  157.33,    1.14,,,,,  317.61,    5.67,2132393846,  323.28,    593.21,    364.88,    958.09
   72.34,  231.29,  249.78,  330.79,,,,,  322.12,  562.08,2134543759,  884.20,  291.96,    4.81,  288.62,    1.41,,,,,  580.58,    6.22,2134523171,  586.81,    902.70,    568.31,   1471.01
   67.85,  222.49,  233.07,  315.19,,,,,  300.93,  537.68,2132224391,  838.61,  286.14,    5.22,  281.74,    1.81,,,,,  567.88,    7.03,2132337217,  574.91,    868.81,    544.71,   1413.52
   65.97,  217.93,  226.65,  308.06,,,,,  292.62,  525.99,2134577919,  818.62,  282.81,    5.12,  279.83,    1.72,,,,,  562.64,    6.85,2134521424,  569.49,    855.26,    532.84,   1388.11
   65.07,  216.48,  223.14,  305.03,,,,,  288.21,  521.51,2132413465,  809.71,  288.05,    5.96,  285.97,    2.54,,,,,  574.03,    8.51,2132364287,  582.53,    862.23,    530.01,   1392.25
   77.50,  243.76,  262.47,  346.87,,,,,  339.97,  590.64,2134464139,  930.61,  336.61,   25.83,  332.93,   22.34,,,,,  669.54,   48.16,2134510970,  717.71,   1009.51,    638.80,   1648.31
   65.55,  219.20,  225.47,  309.27,,,,,  291.02,  528.47,2132515495,  819.50,  308.14,    6.17,  307.07,    2.81,,,,,  615.22,    8.97,2132503016,  624.19,    906.24,    537.45,   1443.69
   63.44,  214.75,  218.67,  302.56,,,,,  282.11,  517.32,2134489624,  799.43,  293.20,    5.01,  292.77,    1.58,,,,,  585.97,    6.59,2134459235,  592.56,    868.08,    523.91,   1391.99
   63.62,  213.18,  219.28,  300.61,,,,,  282.90,  513.79,2132348845,  796.69,  288.39,    5.59,  288.42,    2.19,,,,,  576.80,    7.78,2132361062,  584.59,    859.70,    521.58,   1381.28
   62.58,  211.73,  215.44,  298.05,,,,,  278.02,  509.78,2134455585,  787.80,  291.05,    6.01,  290.54,    2.59,,,,,  581.60,    8.60,2134451892,  590.20,    859.62,    518.38,   1378.00
   63.09,  212.75,  216.51,  298.57,,,,,  279.60,  511.32,2132329055,  790.92,  286.64,    5.02,  286.66,    1.63,,,,,  573.30,    6.64,2132333651,  579.94,    852.91,    517.96,   1370.86
