SKT0-Ch0Read,SKT0-Ch0Write,SKT0-Ch1Read,SKT0-Ch1Write,SKT0-Mem Read (MB/s),SKT0-Mem Write (MB/s),SKT0-P. Write (T/s),SKT0-Memory (MB/s),SKT1-Ch0Read,SKT1-Ch0Write,SKT1-Ch1Read,SKT1-Ch1Write,SKT1-Mem Read (MB/s),SKT1-Mem Write (MB/s),SKT1-P. Write (T/s),SKT1-Memory (MB/s),System-Read,System-Write,System-Memory
  104.54,  210.65,  391.61,  362.87,  496.15,  573.52,2134647808, 1069.67,  258.27,    2.14,  263.41,    5.47,  521.68,    7.60,2134552059,  529.28,   1017.82,    581.13,   1598.95
  104.95,  212.06,  394.71,  365.61,  499.65,  577.68,2132378936, 1077.33,  256.03,    2.41,  261.75,    5.74,  517.77,    8.15,2132434471,  525.93,   1017.43,    585.83,   1603.25
  112.65,  224.06,  415.67,  384.10,  528.32,  608.17,2134529788, 1136.49,  292.40,   19.48,  297.41,   23.01,  589.81,   42.49,2134572213,  632.29,   1118.13,    650.65,   1768.78
  105.08,  213.89,  394.49,  367.62,  499.57,  581.51,2132579320, 1081.08,  286.07,    4.13,  290.04,    7.47,  576.11,   11.60,2132520796,  587.71,   1075.68,    593.11,   1668.78
  103.57,  211.19,  389.23,  363.11,  492.80,  574.30,2132419387, 1067.10,  274.20,    3.51,  278.94,    6.85,  553.14,   10.36,2132444501,  563.50,   1045.94,    584.66,   1630.60
  103.82,  211.20,  390.05,  363.45,  493.87,  574.66,2134574441, 1068.53,  267.56,    2.12,  272.52,    5.45,  540.08,    7.57,2134500522,  547.64,   1033.95,    582.23,   1616.17
  102.21,  216.49,  384.48,  367.17,  486.69,  583.66,2132341568, 1070.35,  271.26,    1.68,  275.68,    5.03,  546.94,    6.70,2132354098,  553.64,   1033.63,    590.36,   1623.99
  103.53,  219.68,  388.53,  371.73,  492.06,  591.41,2134459467, 1083.46,  274.30,    2.89,  278.29,    6.25,  552.60,    9.15,2134442161,  561.74,   1044.65,    600.55,   1645.21
  102.46,  216.41,  384.50,  366.90,  486.96,  583.31,2132360467, 1070.27,  271.13,    2.13,  275.23,    5.49,  546.36,    7.62,2132454659,  553.98,   1033.32,    590.93,   1624.25
  102.58,  217.26,  384.80,  367.65,  487.38,  584.90,2134530824, 1072.28,  272.35,    2.39,  275.65,    5.73,  548.00,    8.11,2134507946,  556.12,   1035.38,    593.02,   1628.40
  102.39,  217.34,  384.63,  367.82,  487.02,  585.16,2132362296, 1072.17,  266.02,    1.56,  269.83,    4.88,  535.85,    6.44,2132349191,  542.29,   1022.87,    591.60,   1614.46
  103.50,  219.52,  389.22,  371.78,  492.72,  591.30,2134560784, 1084.02,  261.93,    1.73,  265.69,    5.08,  527.62,    6.81,2134547745,  534.43,   1020.34,    598.11,   1618.45
  103.55,  218.34,  387.92,  369.77,  491.47,  588.12,2132707904, 1079.59,  268.24,    6.19,  271.63,    9.53,  539.87,   15.72,2132920608,  555.59,   1031.34,    603.84,   1635.17
  118.80,  257.67,  435.16,  423.67,  553.97,  681.34,2132499291, 1235.31,  316.39,   11.12,  319.46,   14.36,  635.85,   25.48,2132268145,  661.33,   1189.82,    706.82,   1896.64
   96.48,  216.29,  362.71,  359.72,  459.20,  576.00,2134576380, 1035.20,  286.31,    2.49,  289.81,    5.83,  576.12,    8.32,2134716718,  584.43,   1035.31,    584.32,   1619.63
   95.80,  216.18,  360.65,  358.87,  456.45,  575.06,2132562782, 1031.51,  275.46,    1.46,  278.30,    4.81,  553.77,    6.28,2132400347,  560.04,   1010.22,    581.33,   1591.55
   96.74,  152.99,  371.72,  297.69,  468.46,  450.68,2132310813,  919.15,  179.81,    2.05,  183.14,    5.40,  362.94,    7.45,2132284933,  370.39,    831.41,    458.13,   1289.54
   97.02,  152.89,  373.35,  298.76,  470.37,  451.66,2134415472,  922.03,  181.68,    2.00,  185.01,    5.35,  366.69,    7.35,2134420618,  374.04,    837.06,    459.01,   1296.07
   97.32,  153.32,  373.92,  299.38,  471.24,  452.70,2132276447,  923.95,  184.61,    2.47,  187.29,    5.77,  371.90,    8.24,2132454647,  380.14,    843.15,    460.94,   1304.09
   97.54,  154.04,  375.36,  300.62,  472.90,  454.66,2134598177,  927.57,  183.93,    1.95,  187.31,    5.31,  371.24,    7.26,2134520120,  378.51,    844.15,    461.92,   1306.07
   96.31,  152.88,  371.09,  298.19,  467.40,  451.07,2132686251,  918.47,  181.66,    1.82,  184.80,    5.14,  366.46,    6.95,2132646558,  373.42,    833.87,    458.02,   1291.89
   97.45,  155.05,  375.12,  301.70,  472.58,  456.75,2134708481,  929.33,  180.16,    1.46,  183.01,    4.79,  363.17,    6.25,2134715922,  369.42,    835.75,    463.00,   1298.75
   96.72,  153.46,  372.20,  299.10,  468.92,  452.55,2132406921,  921.47,  176.52,    1.30,  179.95,    4.63,  356.47,    5.93,2132575670,  362.39,    825.38,    458.48,   1283.86
  109.90,  171.77,  412.29,  330.32,  522.18,  502.09,2132559109, 1024.28,  217.53,   18.77,  220.49,   21.97,  438.02,   40.74,2132280618,  478.76,    960.21,    542.83,   1503.04
   97.44,  155.77,  375.52,  302.93,  472.96,  458.70,2134683141,  931.65,  196.80,    2.98,  199.90,    6.32,  396.70,    9.30,2134747918,  406.00,    869.66,    468.00,   1337.65
   97.51,  155.88,  375.73,  303.21,  473.24,  459.09,2132516195,  932.33,  188.11,    1.68,  191.17,    5.00,  379.28,    6.69,2132516538,  385.97,    852.52,    465.77,   1318.29
   92.33,  123.17,  362.10,  265.36,  454.43,  388.53,2134463485,  842.95,  141.31,    1.85,  144.90,    5.17,  286.21,    7.02,2134439234,  293.24,    740.64,    395.55,   1136.19
   93.22,  124.91,  365.60,  268.19,  458.82,  393.10,2132275391,  851.91,  141.61,    1.82,  144.48,    5.14,  286.09,    6.96,2132365391,  293.05,    744.91,    400.05,   1144.96
   93.13,  125.09,  365.08,  268.31,  458.21,  393.40,2134455919,  851.62,  141.51,    2.12,  144.63,    5.46,  286.15,    7.57,2134441321,  293.72,    744.36,    400.98,   1145.34
   93.78,  125.94,  367.48,  269.90,  461.26,  395.83,2132357378,  857.09,  142.15,    2.31,  145.05,    5.62,  287.20,    7.93,2132307564,  295.13,    748.46,    403.77,   1152.22
   92.26,  125.13,  361.40,  266.75,  453.66,  391.88,2132261918,  845.54,  141.41,    2.12,  144.99,    5.45,  286.40,    7.57,2132287588,  293.98,    740.06,    399.46,   1139.52
   93.22,  125.69,  364.54,  268.55,  457.76,  394.24,2134449199,  852.01,  139.41,    1.41,  143.11,    4.75,  282.52,    6.16,2134499450,  288.68,    740.28,    400.40,   1140.69
   92.51,  125.77,  362.18,  267.94,  454.69,  393.71,2132377255,  848.40,  138.14,    1.46,  141.72,    4.76,  279.85,    6.22,2132379493,  286.07,    734.55,    399.92,   1134.47
  105.87,  140.31,  402.86,  295.53,  508.73,  435.83,2134546856,  944.56,  167.58,   16.52,  171.83,   19.95,  339.41,   36.46,2134490523,  375.87,    848.14,    472.30,   1320.44
   94.25,  128.72,  367.90,  272.92,  462.14,  401.64,2132474431,  863.79,  154.85,    3.75,  158.40,    7.07,  313.25,   10.81,2132505303,  324.07,    775.40,    412.46,   1187.85
   94.03,  128.02,  367.11,  272.04,  461.14,  400.06,2134475952,  861.20,  147.76,    2.34,  151.27,    5.68,  299.03,    8.02,2134413066,  307.05,    760.17,    408.08,   1168.25
   99.95,  217.08,  375.77,  365.23,  475.72,  582.31,2132328508, 1058.03,  268.00,    2.44,  272.34,    5.75,  540.34,    8.19,2132408359,  548.52,   1016.05,    590.50,   1606.55
   99.01,  214.62,  372.49,  361.76,  471.50,  576.38,2134506074, 1047.88,  260.62,    1.70,  266.32,    5.03,  526.94,    6.73,2134466442,  533.67,    998.44,    583.10,   1581.54
   98.08,  211.29,  368.30,  356.46,  466.38,  567.75,2132444744, 1034.13,  254.58,    1.81,  261.68,    5.14,  516.26,    6.95,2132422221,  523.21,    982.64,    574.70,   1557.33
   97.85,  211.05,  368.38,  356.19,  466.23,  567.24,2134473229, 1033.47,  254.56,    2.10,  259.72,    5.43,  514.28,    7.53,2134457405,  521.81,    980.51,    574.77,   1555.28
   96.87,  208.15,  364.66,  352.13,  461.54,  560.28,2132298886, 1021.81,  257.37,    2.50,  261.05,    5.82,  518.42,    8.32,2132332375,  526.74,    979.96,    568.60,   1548.56
   97.40,  209.71,  366.57,  353.99,  463.97,  563.70,2132395839, 1027.66,  259.39,    2.46,  263.07,    5.81,  522.46,    8.27,2132414408,  530.73,    986.43,    571.97,   1558.39
   96.89,  207.62,  364.70,  351.39,  461.59,  559.01,2134501529, 1020.60,  253.71,    1.47,  256.12,    4.80,  509.83,    6.26,2134470983,  516.10,    971.42,    565.27,   1536.69
   98.42,  210.00,  369.10,  354.72,  467.51,  564.72,2133264540, 1032.24,  254.93,    5.40,  259.67,    8.72,  514.60,   14.12,2133341952,  528.72,    982.12,    578.84,   1560.96
  105.21,  224.52,  388.97,  375.85,  494.18,  600.37,2133523040, 1094.55,  305.32,   14.82,  308.97,   18.00,  614.30,   32.83,2133468188,  647.12,   1108.47,    633.20,   1741.67
   96.21,  208.09,  362.29,  351.15,  458.50,  559.24,2132422269, 1017.73,  272.41,    2.86,  276.71,    6.17,  549.12,    9.03,2132444499,  558.15,   1007.62,    568.27,   1575.88
   95.76,  162.63,  366.91,  306.32,  462.67,  468.95,2134531239,  931.62,  206.76,    4.14,  211.19,    7.50,  417.95,   11.64,2134497670,  429.58,    880.61,    480.59,   1361.21
   96.33,  163.69,  368.27,  307.70,  464.60,  471.39,2132364701,  935.99,  201.50,    1.66,  205.68,    4.97,  407.18,    6.63,2132389015,  413.80,    871.78,    478.01,   1349.79
   96.61,  163.54,  368.85,  307.69,  465.46,  471.23,2134547447,  936.69,  196.75,    1.48,  200.82,    4.82,  397.57,    6.30,2134549311,  403.87,    863.03,    477.53,   1340.56
   97.15,  165.13,  371.36,  310.42,  468.52,  475.55,2132381106,  944.07,  193.06,    1.67,  198.21,    4.98,  391.27,    6.65,2132378973,  397.92,    859.79,    482.19,   1341.98
   95.32,  162.61,  365.28,  305.74,  460.60,  468.35,2132451772,  928.95,  192.21,    1.60,  196.49,    4.93,  388.70,    6.53,2132498759,  395.23,    849.30,    474.88,   1324.18
  103.29,  169.84,  391.36,  320.96,  494.65,  490.80,2134584158,  985.45,  195.75,    2.22,  198.11,    5.53,  393.87,    7.75,2134484547,  401.61,    888.52,    498.55,   1387.06
   96.22,  165.26,  367.04,  308.79,  463.26,  474.05,2132313635,  937.31,  197.22,    2.03,  198.91,    5.38,  396.13,    7.41,2132323249,  403.54,    859.39,    481.45,   1340.85
   96.64,  166.09,  369.29,  310.61,  465.93,  476.70,2134482646,  942.63,  197.68,    1.97,  200.29,    5.29,  397.97,    7.26,2134471465,  405.23,    863.90,    483.97,   1347.86
  107.86,  182.63,  402.27,  337.61,  510.13,  520.23,2132391266, 1030.37,  238.70,   18.13,  241.60,   21.34,  480.31,   39.47,2132320890,  519.78,    990.44,    559.71,   1550.15
   96.61,  167.28,  368.89,  311.26,  465.51,  478.53,2134394784,  944.04,  208.11,    2.33,  212.53,    5.66,  420.64,    7.98,2134548251,  428.62,    886.15,    486.52,   1372.66
   95.62,  192.78,  361.46,  334.99,  457.07,  527.77,2132430629,  984.85,  241.02,    2.10,  245.70,    5.39,  486.72,    7.49,2132408270,  494.21,    943.79,    535.27,   1479.06
   96.52,  193.60,  364.76,  336.92,  461.27,  530.52,2134538001,  991.79,  241.08,    2.56,  244.40,    5.88,  485.48,    8.44,2134571249,  493.91,    946.75,    538.95,   1485.70
   95.53,  191.68,  359.96,  332.95,  455.49,  524.63,2132418102,  980.12,  238.78,    2.22,  242.46,    5.55,  481.24,    7.77,2132383953,  489.01,    936.73,    532.41,   1469.14
   95.60,  191.06,  360.30,  332.17,  455.90,  523.23,2134486181,  979.13,  238.00,    1.96,  239.38,    5.27,  477.37,    7.23,2134463195,  484.60,    933.27,    530.47,   1463.73
   94.33,  188.56,  356.30,  328.36,  450.63,  516.92,2132354059,  967.54,  231.13,    1.49,  233.27,    4.82,  464.39,    6.31,2132316787,  470.70,    915.02,    523.23,   1438.25
   96.02,  191.92,  362.34,  333.96,  458.36,  525.88,2132287503,  984.23,  227.89,    1.78,  230.60,    5.11,  458.49,    6.89,2132344922,  465.39,    916.85,    532.77,   1449.62
   94.83,  188.87,  359.05,  330.00,  453.88,  518.86,2134512641,  972.74,  231.39,    2.69,  233.74,    6.03,  465.13,    8.73,2134452507,  473.86,    919.01,    527.59,   1446.60
   95.43,  190.85,  361.10,  332.75,  456.52,  523.60,2132300745,  980.12,  234.43,    1.94,  237.42,    5.26,  471.84,    7.20,2132283609,  479.05,    928.37,    530.80,   1459.17
  106.36,  209.09,  394.48,  362.02,  500.83,  571.11,2134470072, 1071.95,  274.78,   17.34,  275.70,   20.43,  550.48,   37.77,2134563989,  588.25,   1051.31,    608.88,   1660.20
   95.31,  192.36,  360.59,  334.49,  455.90,  526.86,2132458764,  982.75,  252.47,    3.60,  257.10,    6.94,  509.57,   10.54,2132379934,  520.12,    965.47,    537.40,   1502.87
   93.87,  168.07,  358.46,  308.84,  452.33,  476.91,2134441216,  929.24,  210.49,    1.85,  215.02,    5.15,  425.51,    7.00,2134472186,  432.51,    877.85,    483.90,   1361.75
   95.18,  171.15,  363.06,  313.40,  458.24,  484.55,2132257763,  942.78,  207.67,    1.88,  211.99,    5.19,  419.66,    7.07,2132255166,  426.72,    877.90,    491.61,   1369.51
   94.71,  168.81,  360.49,  310.15,  455.20,  478.95,2134533901,  934.15,  210.24,    2.64,  213.16,    5.95,  423.41,    8.59,2134522759,  432.00,    878.60,    487.55,   1366.15
   95.21,  170.29,  362.66,  312.08,  457.87,  482.37,2132285251,  940.24,  208.68,    1.89,  210.86,    5.20,  419.54,    7.09,2132277254,  426.63,    877.41,    489.46,   1366.87
   94.20,  168.46,  358.73,  308.85,  452.93,  477.30,2134427970,  930.23,  207.83,    1.98,  209.26,    5.32,  417.09,    7.30,2134403078,  424.39,    870.02,    484.61,   1354.63
   95.06,  170.23,  362.10,  312.00,  457.17,  482.23,2132290384,  939.40,  205.25,    1.43,  206.17,    4.75,  411.41,    6.18,2132312887,  417.59,    868.58,    488.41,   1356.99
   94.90,  170.58,  360.84,  311.52,  455.73,  482.10,2134511539,  937.83,  202.25,    1.41,  203.61,    4.73,  405.86,    6.14,2134502435,  412.00,    861.60,    488.24,   1349.84
   95.92,  171.53,  364.48,  314.03,  460.41,  485.56,2132241308,  945.97,  201.92,    2.08,  204.59,    5.40,  406.51,    7.48,2132531031,  413.99,    866.92,    493.04,   1359.96
  104.41,  183.63,  390.08,  334.22,  494.49,  517.85,2132592913, 1012.34,  237.96,   19.71,  240.66,   23.05,  478.62,   42.76,2132388921,  521.37,    973.10,    560.61,   1533.71
   96.64,  174.72,  367.46,  318.45,  464.10,  493.17,2134696722,  957.27,  226.24,    3.83,  230.76,    7.14,  457.00,   10.97,2134663164,  467.97,    921.10,    504.14,   1425.24
   80.36,   94.79,  323.19,  222.59,  403.55,  317.38,2132367234,  720.93,  104.93,    1.88,  108.94,    5.21,  213.87,    7.09,2132297109,  220.96,    617.42,    324.47,    941.89
   80.16,   94.72,  322.24,  222.41,  402.40,  317.12,2134429613,  719.53,  103.79,    1.93,  107.43,    5.27,  211.22,    7.20,2134530896,  218.43,    613.63,    324.33,    937.95
   79.89,   96.22,  320.89,  223.36,  400.78,  319.58,2132261035,  720.36,  103.30,    1.73,  106.67,    5.08,  209.97,    6.81,2132159200,  216.78,    610.76,    326.38,    937.14
   79.00,   94.85,  317.74,  221.12,  396.74,  315.97,2134423155,  712.71,  104.37,    2.39,  107.16,    5.71,  211.53,    8.10,2134397337,  219.62,    608.27,    324.06,    932.33
   79.94,   96.90,  319.83,  223.55,  399.77,  320.45,2132218094,  720.22,  102.58,    1.33,  105.86,    4.64,  208.45,    5.96,2132276818,  214.41,    608.22,    326.41,    934.63
   80.02,   96.56,  321.27,  224.10,  401.28,  320.67,2134419038,  721.95,  101.45,    1.36,  105.15,    4.69,  206.59,    6.06,2134375958,  212.65,    607.88,    326.72,    934.60
   79.32,   96.29,  318.40,  222.84,  397.72,  319.13,2132236367,  716.86,   99.79,    1.10,  103.76,    4.43,  203.54,    5.53,2132186095,  209.08,    601.27,    324.67,    925.93
   79.09,   95.77,  317.65,  222.11,  396.74,  317.88,2134298185,  714.63,   99.86,    1.43,  103.38,    4.75,  203.23,    6.18,2134411331,  209.42,    599.98,    324.06,    924.04
   82.58,  100.12,  327.91,  229.82,  410.49,  329.95,2132468688,  740.44,  106.42,    5.61,  109.54,    8.89,  215.95,   14.50,2132620900,  230.46,    626.44,    344.45,    970.89
   94.63,  110.06,  367.77,  252.99,  462.40,  363.05,2134654867,  825.44,  135.29,   14.85,  138.15,   18.12,  273.44,   32.97,2134466094,  306.41,    735.84,    396.01,   1131.85
   98.29,  231.45,  367.82,  377.27,  466.10,  608.72,2132330800, 1074.82,  291.68,    2.23,  296.16,    5.54,  587.84,    7.77,2132368017,  595.62,   1053.95,    616.49,   1670.44
   97.08,  226.66,  362.56,  370.24,  459.64,  596.90,2134428129, 1056.54,  284.36,    2.30,  287.91,    5.63,  572.28,    7.94,2134403594,  580.21,   1031.91,    604.84,   1636.75
   94.75,  221.18,  354.11,  361.43,  448.86,  582.61,2132297827, 1031.47,  276.07,    1.71,  280.68,    5.04,  556.75,    6.75,2132289448,  563.49,   1005.61,    589.36,   1594.97
   95.16,  221.27,  355.65,  362.11,  450.81,  583.38,2134399117, 1034.19,  272.95,    1.96,  278.18,    5.28,  551.13,    7.24,2134428460,  558.37,   1001.94,    590.62,   1592.56
   93.80,  218.70,  350.78,  357.52,  444.57,  576.22,2132354320, 1020.79,  275.08,    3.47,  280.08,    6.84,  555.16,   10.31,2132326796,  565.47,    999.73,    586.53,   1586.27
   94.22,  219.01,  352.09,  358.17,  446.30,  577.18,2132302910, 1023.48,  280.06,    2.20,  283.65,    5.53,  563.72,    7.73,2132325261,  571.45,   1010.02,    584.91,   1594.93
   92.41,  214.75,  346.23,  352.17,  438.64,  566.92,2134362121, 1005.56,  276.42,    1.97,  279.98,    5.34,  556.40,    7.31,2134347242,  563.70,    995.04,    574.23,   1569.27
   93.95,  217.25,  351.03,  355.90,  444.98,  573.15,2132269865, 1018.12,  270.62,    1.59,  274.99,    4.92,  545.61,    6.51,2132291820,  552.12,    990.59,    579.66,   1570.24
   92.17,  213.97,  345.21,  350.60,  437.38,  564.57,2134431406, 1001.95,  266.43,    1.59,  270.36,    4.93,  536.79,    6.53,2134426575,  543.32,    974.17,    571.09,   1545.26
  105.18,  240.04,  386.24,  390.64,  491.42,  630.68,2132337919, 1122.10,  325.18,   19.00,  327.97,   22.21,  653.15,   41.21,2132505445,  694.37,   1144.57,    671.90,   1816.47
   91.46,  211.89,  343.30,  348.42,  434.75,  560.31,2134667611,  995.06,  284.55,    3.76,  288.98,    7.10,  573.53,   10.86,2134452658,  584.39,   1008.28,    571.16,   1579.45
   91.50,  210.11,  344.64,  347.27,  436.14,  557.39,2132336929,  993.53,  273.15,    2.00,  277.73,    5.34,  550.89,    7.34,2132360787,  558.22,    987.03,    564.72,   1551.75
   91.13,  209.29,  341.88,  344.84,  433.02,  554.13,2134380337,  987.15,  265.47,    1.68,  271.64,    5.03,  537.10,    6.71,2134362124,  543.82,    970.12,    560.84,   1530.96
   91.85,  211.97,  345.17,  348.81,  437.01,  560.79,2132215955,  997.80,  262.59,    1.78,  268.78,    5.11,  531.38,    6.89,2132215486,  538.26,    968.39,    567.67,   1536.06
   90.94,  208.80,  342.17,  344.62,  433.11,  553.42,2134544398,  986.52,  258.67,    1.71,  263.77,    5.05,  522.45,    6.76,2134642013,  529.21,    955.55,    560.18,   1515.73
   92.10,  210.57,  345.22,  347.50,  437.32,  558.07,2132472754,  995.40,  267.60,    3.37,  271.95,    6.71,  539.54,   10.08,2132452257,  549.62,    976.87,    568.15,   1545.02
