SKT0-Ch0Read,SKT0-Ch0Write,SKT0-Ch1Read,SKT0-Ch1Write,SKT0-Mem Read (MB/s),SKT0-Mem Write (MB/s),SKT0-P. Write (T/s),SKT0-Memory (MB/s),SKT1-Ch0Read,SKT1-Ch0Write,SKT1-Ch1Read,SKT1-Ch1Write,SKT1-Mem Read (MB/s),SKT1-Mem Write (MB/s),SKT1-P. Write (T/s),SKT1-Memory (MB/s),System-Read,System-Write,System-Memory
   82.64,  277.43,  285.64,  390.48,  368.28,  667.91,2132403285, 1036.19,  382.09,    3.70,  386.98,    6.94,  769.07,   10.64,2132453184,  779.72,   1137.36,    678.55,   1815.91
   82.36,  279.05,  284.65,  392.00,  367.01,  671.05,2134654868, 1038.06,  384.36,    3.03,  389.13,    6.28,  773.49,    9.31,2134614501,  782.80,   1140.50,    680.36,   1820.86
   81.09,  278.03,  280.50,  390.21,  361.59,  668.25,2132368402, 1029.83,  386.72,    4.06,  392.01,    7.31,  778.73,   11.36,2132390128,  790.09,   1140.31,    679.61,   1819.92
   80.45,  278.23,  277.04,  388.43,  357.50,  666.67,2134572778, 1024.17,  382.30,    2.48,  388.19,    5.72,  770.48,    8.20,2135124313,  778.68,   1127.98,    674.87,   1802.85
   80.18,  277.65,  276.48,  388.01,  356.66,  665.66,2132952247, 1022.33,  373.11,    2.67,  379.49,    5.93,  752.60,    8.60,2132607703,  761.20,   1109.27,    674.26,   1783.53
   89.94,  302.06,  306.59,  423.12,  396.53,  725.19,2132640669, 1121.72,  425.57,   19.43,  431.39,   22.62,  856.96,   42.05,2132545234,  899.01,   1253.49,    767.24,   2020.72
   77.86,  279.73,  266.53,  386.51,  344.39,  666.24,2134838237, 1010.63,  402.50,    4.03,  408.25,    7.29,  810.75,   11.33,2134731642,  822.08,   1155.14,    677.57,   1832.71
   76.19,  274.77,  262.30,  379.95,  338.49,  654.72,2132440522,  993.20,  388.65,    2.98,  394.39,    6.24,  783.04,    9.22,2132391129,  792.25,   1121.53,    663.93,   1785.46
   76.48,  277.77,  262.24,  382.30,  338.72,  660.07,2132397908,  998.80,  385.95,    3.70,  391.76,    6.96,  777.71,   10.66,2132372795,  788.37,   1116.43,    670.73,   1787.17
   75.05,  274.03,  257.92,  377.23,  332.97,  651.26,2134494749,  984.23,  386.54,    3.52,  390.73,    6.79,  777.27,   10.31,2134506024,  787.58,   1110.24,    661.57,   1771.81
   75.32,  275.61,  258.51,  379.07,  333.83,  654.69,2132297526,  988.52,  377.67,    2.49,  382.02,    5.74,  759.69,    8.23,2132327034,  767.93,   1093.52,    662.92,   1756.44
   74.87,  276.34,  257.60,  379.76,  332.47,  656.10,2134416566,  988.57,  376.22,    2.72,  381.48,    5.96,  757.70,    8.68,2134410824,  766.38,   1090.18,    664.78,   1754.96
   73.85,  273.90,  254.32,  376.36,  328.17,  650.25,2132336927,  978.43,  379.16,    3.72,  385.49,    6.97,  764.65,   10.69,2132313885,  775.35,   1092.83,    660.95,   1753.78
   74.74,  277.64,  256.77,  380.55,  331.51,  658.19,2134411172,  989.69,  381.99,    3.27,  387.39,    6.51,  769.39,    9.78,2134420993,  779.16,   1100.89,    667.97,   1768.86
   73.98,  275.91,  252.53,  376.86,  326.51,  652.77,2132270182,  979.28,  378.20,    3.16,  383.33,    6.42,  761.53,    9.58,2132226006,  771.11,   1088.04,    662.36,   1750.39
   82.91,  294.76,  280.42,  406.34,  363.33,  701.09,2134339650, 1064.42,  422.27,   21.20,  425.08,   24.13,  847.35,   45.33,2134396598,  892.68,   1210.68,    746.42,   1957.11
   74.35,  282.37,  255.45,  385.81,  329.80,  668.18,2132410646,  997.98,  410.06,    4.94,  414.27,    8.16,  824.33,   13.11,2132462347,  837.44,   1154.13,    681.29,   1835.42
   72.55,  277.97,  249.26,  378.84,  321.81,  656.81,2134520171,  978.62,  388.55,    2.94,  392.40,    6.20,  780.94,    9.13,2134486633,  790.07,   1102.75,    665.94,   1768.70
   72.33,  275.47,  246.56,  375.32,  318.89,  650.79,2132325437,  969.68,  385.84,    3.80,  389.74,    7.02,  775.59,   10.83,2132311537,  786.42,   1094.48,    661.61,   1756.10
   70.64,  271.52,  242.16,  369.59,  312.79,  641.11,2134524243,  953.90,  395.11,    4.23,  398.71,    7.45,  793.82,   11.68,2134547895,  805.50,   1106.61,    652.79,   1759.40
   70.74,  272.60,  241.27,  369.75,  312.01,  642.35,2132360783,  954.36,  384.28,    3.13,  387.90,    6.36,  772.18,    9.50,2132324958,  781.68,   1084.19,    651.84,   1736.04
   71.05,  275.29,  242.67,  373.01,  313.72,  648.30,2134433147,  962.03,  377.29,    2.34,  381.34,    5.62,  758.64,    7.95,2134441989,  766.59,   1072.36,    656.26,   1728.62
   70.98,  274.56,  242.69,  372.96,  313.67,  647.52,2132319552,  961.18,  377.54,    3.09,  381.17,    6.35,  758.71,    9.44,2132298985,  768.16,   1072.38,    656.96,   1729.34
   70.03,  271.60,  238.73,  367.90,  308.76,  639.50,2132366624,  948.26,  377.59,    2.63,  381.66,    5.85,  759.25,    8.47,2132368874,  767.72,   1068.01,    647.97,   1715.98
   70.09,  272.93,  237.86,  368.69,  307.95,  641.62,2134388252,  949.58,  381.53,    4.21,  385.90,    7.46,  767.43,   11.68,2134388975,  779.10,   1075.38,    653.30,   1728.68
   75.95,  283.08,  257.33,  385.87,  333.27,  668.95,2132425852, 1002.22,  407.89,   16.53,  411.09,   19.68,  818.98,   36.21,2132526025,  855.19,   1152.25,    705.16,   1857.41
   79.08,  304.63,  266.04,  411.09,  345.12,  715.72,2134645789, 1060.84,  423.77,   10.91,  429.44,   14.10,  853.22,   25.01,2134560078,  878.23,   1198.34,    740.73,   1939.07
   71.20,  279.38,  240.91,  375.62,  312.11,  655.00,2132369343,  967.12,  390.18,    2.94,  394.77,    6.21,  784.95,    9.15,2132343936,  794.10,   1097.07,    664.16,   1761.22
   69.63,  274.03,  236.14,  369.16,  305.77,  643.20,2134397809,  948.97,  384.04,    3.35,  388.15,    6.60,  772.19,    9.95,2134405480,  782.14,   1077.96,    653.15,   1731.10
   69.48,  273.61,  235.50,  368.35,  304.98,  641.97,2132249784,  946.94,  386.77,    3.29,  390.62,    6.54,  777.39,    9.83,2132242496,  787.22,   1082.37,    651.79,   1734.16
   67.77,  270.98,  229.94,  363.83,  297.71,  634.81,2134395857,  932.52,  384.68,    3.43,  388.61,    6.67,  773.29,   10.09,2134335114,  783.38,   1071.00,    644.90,   1715.91
   71.86,  277.62,  244.71,  375.86,  316.57,  653.49,2132123076,  970.06,  383.60,    3.01,  388.00,    6.26,  771.61,    9.27,2132222884,  780.87,   1088.18,    662.75,   1750.93
   68.94,  274.23,  234.50,  369.19,  303.44,  643.42,2134446449,  946.86,  384.28,    3.82,  388.91,    7.08,  773.18,   10.90,2134447569,  784.08,   1076.62,    654.32,   1730.94
   68.21,  273.27,  231.34,  366.83,  299.55,  640.10,2132392190,  939.65,  378.52,    2.21,  383.62,    5.44,  762.14,    7.65,2132368861,  769.79,   1061.69,    647.75,   1709.44
   68.48,  275.08,  233.09,  369.17,  301.57,  644.25,2134404182,  945.83,  376.57,    2.70,  379.48,    5.95,  756.05,    8.65,2134951628,  764.70,   1057.62,    652.91,   1710.53
   67.82,  274.14,  231.61,  368.35,  299.43,  642.50,2132863480,  941.93,  379.40,    3.66,  384.66,    6.91,  764.06,   10.57,2132289039,  774.63,   1063.49,    653.06,   1716.55
   82.93,  310.06,  279.90,  422.47,  362.83,  732.53,2132420157, 1095.36,  440.07,   22.27,  444.18,   25.40,  884.25,   47.67,2132464629,  931.92,   1247.08,    780.20,   2027.28
   68.80,  276.88,  234.78,  372.86,  303.58,  649.74,2134875731,  953.32,  397.19,    3.36,  401.98,    6.62,  799.17,    9.98,2134831406,  809.15,   1102.75,    659.72,   1762.48
   68.50,  275.39,  232.39,  369.32,  300.89,  644.71,2132531175,  945.59,  385.87,    3.08,  392.69,    6.34,  778.55,    9.42,2132526405,  787.97,   1079.44,    654.12,   1733.57
   67.30,  272.04,  229.13,  364.95,  296.43,  636.99,2134386846,  933.43,  384.18,    2.91,  390.38,    6.16,  774.56,    9.06,2134442232,  783.62,   1070.99,    646.06,   1717.05
   68.11,  273.84,  231.27,  367.34,  299.38,  641.17,2132266013,  940.55,  381.69,    3.28,  385.67,    6.55,  767.36,    9.83,2132248626,  777.18,   1066.73,    651.00,   1717.73
   67.99,  274.19,  230.33,  366.80,  298.32,  640.99,2134391764,  939.31,  387.07,    3.62,  390.97,    6.90,  778.04,   10.52,2134388915,  788.56,   1076.37,    651.51,   1727.88
   71.19,  272.90,  242.39,  369.27,  313.58,  642.17,2132946400,  955.75,  384.34,    3.27,  388.31,    6.50,  772.65,    9.77,2133290760,  782.42,   1086.22,    651.94,   1738.17
   71.81,  286.57,  243.57,  384.15,  315.38,  670.72,2132875620,  986.10,  377.45,    2.62,  383.05,    5.91,  760.50,    8.53,2132511663,  769.03,   1075.88,    679.25,   1755.13
   67.92,  274.71,  230.10,  367.65,  298.01,  642.36,2132288001,  940.37,  372.58,    2.55,  381.12,    5.82,  753.70,    8.38,2132280997,  762.08,   1051.71,    650.73,   1702.44
   67.12,  273.86,  228.18,  365.85,  295.30,  639.71,2134371530,  935.01,  379.37,    2.76,  384.74,    6.01,  764.11,    8.77,2134355351,  772.88,   1059.41,    648.48,   1707.89
   96.64,  336.07,  328.48,  463.16,  425.12,  799.23,2132279116, 1224.35,  425.44,   16.62,  429.96,   20.11,  855.39,   36.73,2132341252,  892.12,   1280.51,    835.96,   2116.47
   70.73,  288.15,  240.66,  386.28,  311.39,  674.43,2134559128,  985.82,  406.09,    4.20,  409.28,    7.47,  815.37,   11.67,2134548479,  827.04,   1126.76,    686.11,   1812.86
   67.83,  276.13,  230.44,  369.78,  298.27,  645.90,2132315583,  944.17,  392.65,    3.95,  397.96,    7.21,  790.61,   11.17,2132320177,  801.78,   1088.88,    657.07,   1745.96
   66.89,  272.23,  226.66,  364.04,  293.55,  636.27,2134475227,  929.81,  385.41,    2.55,  389.88,    5.81,  775.30,    8.36,2134429232,  783.66,   1068.84,    644.63,   1713.47
   67.31,  275.06,  228.90,  367.99,  296.21,  643.05,2132258751,  939.27,  379.97,    2.81,  384.13,    6.05,  764.10,    8.86,2132279564,  772.96,   1060.32,    651.91,   1712.23
   66.94,  272.47,  227.87,  364.65,  294.81,  637.13,2134382640,  931.93,  385.78,    3.81,  390.70,    7.08,  776.48,   10.89,2134413785,  787.37,   1071.29,    648.02,   1719.30
   66.88,  274.66,  227.52,  367.23,  294.39,  641.89,2132240002,  936.29,  383.95,    3.58,  390.08,    6.85,  774.03,   10.43,2132203158,  784.46,   1068.43,    652.32,   1720.75
   66.58,  273.76,  226.30,  365.30,  292.89,  639.06,2134385814,  931.95,  381.22,    2.73,  386.11,    6.01,  767.33,    8.73,2134386521,  776.06,   1060.21,    647.80,   1708.01
   66.41,  272.70,  225.92,  364.27,  292.33,  636.97,2132209956,  929.30,  377.45,    2.68,  382.03,    5.94,  759.48,    8.62,2132212867,  768.09,   1051.81,    645.58,   1697.40
   65.50,  269.52,  223.00,  360.41,  288.50,  629.93,2134370512,  918.44,  380.46,    2.98,  385.35,    6.23,  765.81,    9.21,2134372336,  775.02,   1054.31,    639.14,   1693.46
   72.67,  284.32,  245.88,  382.98,  318.54,  667.29,2132338618,  985.84,  398.08,   15.66,  401.78,   18.71,  799.86,   34.37,2132404333,  834.23,   1118.40,    701.66,   1820.07
   76.25,  303.88,  256.41,  407.34,  332.66,  711.22,2134779323, 1043.89,  425.80,   11.20,  431.06,   14.41,  856.86,   25.61,2134852199,  882.47,   1189.52,    736.83,   1926.35
   68.30,  277.71,  232.10,  371.77,  300.40,  649.48,2132465098,  949.88,  399.09,    4.96,  403.87,    8.22,  802.96,   13.17,2132363709,  816.14,   1103.36,    662.66,   1766.02
   66.06,  271.39,  223.86,  361.70,  289.92,  633.08,2134442677,  923.00,  386.63,    2.71,  389.91,    5.97,  776.54,    8.68,2134406815,  785.22,   1066.46,    641.76,   1708.22
   65.71,  270.12,  221.78,  359.70,  287.49,  629.82,2132282098,  917.31,  379.11,    2.93,  384.54,    6.19,  763.65,    9.12,2132339480,  772.77,   1051.14,    638.94,   1690.08
   66.24,  274.22,  225.77,  366.47,  292.01,  640.69,2132410060,  932.70,  380.14,    2.81,  385.75,    6.10,  765.89,    8.91,2132347396,  774.81,   1057.90,    649.61,   1707.51
   66.31,  271.90,  224.60,  363.29,  290.91,  635.19,2134437996,  926.10,  375.25,    2.75,  381.27,    6.00,  756.51,    8.75,2134463474,  765.26,   1047.43,    643.94,   1691.36
   66.24,  272.98,  223.80,  363.24,  290.04,  636.22,2132263863,  926.27,  378.99,    3.60,  386.56,    6.86,  765.55,   10.46,2132277829,  776.02,   1055.60,    646.69,   1702.28
   66.56,  272.71,  224.68,  362.83,  291.24,  635.54,2134480756,  926.78,  381.01,    3.48,  389.14,    6.74,  770.15,   10.22,2134468079,  780.37,   1061.39,    645.76,   1707.14
   66.25,  273.29,  224.56,  364.39,  290.81,  637.67,2132297037,  928.49,  380.11,    2.51,  385.87,    5.75,  765.98,    8.26,2132302108,  774.24,   1056.79,    645.94,   1702.73
   66.66,  273.22,  225.63,  364.34,  292.29,  637.55,2134409864,  929.84,  374.61,    2.64,  379.68,    5.93,  754.29,    8.57,2134379989,  762.87,   1046.58,    646.13,   1692.71
   80.39,  308.97,  270.46,  417.45,  350.84,  726.43,2132276079, 1077.27,  442.42,   22.61,  446.82,   25.73,  889.24,   48.34,2132277979,  937.58,   1240.08,    774.77,   2014.85
   67.75,  277.16,  230.20,  371.17,  297.94,  648.32,2134489880,  946.27,  401.14,    5.20,  406.34,    8.43,  807.48,   13.63,2134486897,  821.11,   1105.42,    661.95,   1767.37
   66.03,  271.78,  224.32,  363.28,  290.34,  635.06,2132281875,  925.41,  392.26,    3.69,  395.21,    6.91,  787.47,   10.60,2132283210,  798.07,   1077.81,    645.66,   1723.48
   66.09,  271.96,  224.83,  363.43,  290.92,  635.39,2134413808,  926.30,  385.97,    3.20,  389.73,    6.48,  775.70,    9.68,2134422237,  785.38,   1066.61,    645.06,   1711.68
   65.68,  272.34,  222.75,  363.25,  288.43,  635.59,2132276863,  924.02,  386.62,    3.11,  389.24,    6.39,  775.86,    9.50,2132267173,  785.36,   1064.29,    645.09,   1709.38
   66.28,  273.89,  225.76,  365.80,  292.03,  639.70,2134378928,  931.73,  376.30,    2.31,  381.44,    5.59,  757.74,    7.90,2134398719,  765.64,   1049.77,    647.59,   1697.37
   66.28,  273.48,  225.33,  364.99,  291.62,  638.48,2132296123,  930.09,  374.27,    2.72,  378.15,    5.97,  752.42,    8.69,2132266834,  761.11,   1044.04,    647.16,   1691.20
   65.95,  274.54,  225.09,  366.40,  291.04,  640.94,2134375128,  931.98,  379.72,    4.17,  384.82,    7.45,  764.55,   11.62,2134402594,  776.17,   1055.59,    652.56,   1708.15
   65.18,  270.83,  222.98,  361.89,  288.16,  632.72,2132295009,  920.88,  378.40,    2.70,  386.09,    5.99,  764.49,    8.69,2132282125,  773.18,   1052.65,    641.41,   1694.06
   65.69,  271.31,  223.09,  362.16,  288.78,  633.46,2134395147,  922.24,  372.60,    2.81,  380.94,    6.09,  753.55,    8.90,2134383711,  762.44,   1042.32,    642.36,   1684.68
   80.19,  308.66,  270.47,  416.75,  350.66,  725.41,2132239889, 1076.07,  433.69,   22.33,  438.52,   25.61,  872.21,   47.94,2132275201,  920.15,   1222.87,    773.35,   1996.22
   67.60,  278.23,  229.35,  371.82,  296.96,  650.06,2134501707,  947.01,  404.68,    4.35,  409.46,    7.64,  814.14,   11.99,2134493708,  826.13,   1111.09,    662.05,   1773.14
   66.76,  275.04,  225.52,  365.89,  292.28,  640.93,2132422971,  933.21,  390.54,    3.08,  394.87,    6.33,  785.41,    9.41,2132374297,  794.82,   1077.68,    650.35,   1728.03
   67.06,  276.25,  226.26,  367.44,  293.32,  643.70,2134600224,  937.02,  390.71,    3.72,  396.01,    7.00,  786.72,   10.72,2134621712,  797.44,   1080.04,    654.42,   1734.46
   66.23,  274.54,  223.77,  364.34,  290.00,  638.88,2132264178,  928.88,  386.71,    2.99,  391.97,    6.24,  778.67,    9.23,2132372743,  787.91,   1068.67,    648.11,   1716.78
   66.48,  274.90,  224.08,  364.80,  290.56,  639.71,2134462725,  930.27,  374.68,    2.42,  379.55,    5.67,  754.23,    8.08,2134364474,  762.31,   1044.79,    647.79,   1692.58
   66.19,  274.22,  224.01,  364.59,  290.20,  638.81,2132384011,  929.01,  372.36,    2.40,  378.75,    5.65,  751.11,    8.05,2132391333,  759.16,   1041.31,    646.85,   1688.17
   65.90,  273.60,  222.53,  363.44,  288.43,  637.04,2134444119,  925.48,  375.12,    3.28,  382.34,    6.53,  757.46,    9.81,2134433346,  767.27,   1045.89,    646.85,   1692.75
   65.49,  272.80,  222.74,  363.94,  288.23,  636.74,2132270690,  924.97,  376.26,    3.15,  382.72,    6.39,  758.98,    9.54,2132276563,  768.52,   1047.21,    646.28,   1693.49
   66.41,  274.94,  224.45,  365.99,  290.87,  640.93,2134390512,  931.80,  377.43,    3.21,  382.78,    6.46,  760.22,    9.67,2134420125,  769.88,   1051.08,    650.60,   1701.68
   78.89,  300.47,  264.79,  405.67,  343.68,  706.13,2132331288, 1049.81,  423.51,   20.59,  427.06,   23.62,  850.57,   44.21,2132319222,  894.78,   1194.25,    750.34,   1944.59
   68.29,  281.22,  230.66,  375.17,  298.95,  656.39,2132398334,  955.33,  406.54,    4.86,  413.09,    8.14,  819.62,   13.00,2132399313,  832.62,   1118.57,    669.39,   1787.96
   66.43,  275.76,  225.30,  367.43,  291.73,  643.19,2134461618,  934.93,  390.74,    3.10,  394.94,    6.33,  785.69,    9.44,2134428674,  795.12,   1077.42,    652.63,   1730.05
   86.69,  314.25,  294.61,  429.62,  381.30,  743.86,2132628114, 1125.16,  425.30,   23.45,  430.67,   26.67,  855.97,   50.12,2132898226,  906.09,   1237.27,    793.99,   2031.25
   90.28,  354.66,  307.78,  477.43,  398.06,  832.08,2132812312, 1230.14,  431.25,   13.85,  435.44,   17.07,  866.68,   30.92,2132544366,  897.60,   1264.74,    863.01,   2127.75
   68.88,  281.82,  233.09,  377.05,  301.96,  658.87,2134497288,  960.83,  393.08,    4.00,  400.33,    7.26,  793.41,   11.26,2134477723,  804.67,   1095.38,    670.13,   1765.51
   66.28,  275.11,  225.62,  367.36,  291.90,  642.47,2132264144,  934.37,  387.53,    2.67,  394.04,    5.89,  781.57,    8.55,2132310870,  790.12,   1073.46,    651.02,   1724.49
   67.05,  276.95,  227.17,  368.93,  294.22,  645.88,2134392322,  940.10,  388.33,    3.94,  393.39,    7.22,  781.72,   11.16,2134387299,  792.87,   1075.93,    657.03,   1732.97
   66.83,  276.85,  227.74,  369.25,  294.57,  646.10,2132292879,  940.67,  384.65,    2.84,  390.39,    6.07,  775.04,    8.91,2132294375,  783.95,   1069.61,    655.01,   1724.62
   66.11,  274.18,  224.06,  365.06,  290.17,  639.24,2134406296,  929.40,  383.75,    3.50,  391.17,    6.79,  774.92,   10.29,2134384782,  785.21,   1065.09,    649.53,   1714.62
   70.96,  283.75,  241.74,  380.96,  312.70,  664.71,2132392095,  977.42,  399.99,   10.06,  404.75,   13.33,  804.74,   23.39,2132446611,  828.13,   1117.45,    688.10,   1805.55
   87.14,  325.97,  297.04,  444.07,  384.18,  770.04,2134619755, 1154.22,  428.29,    9.58,  431.98,   12.87,  860.27,   22.45,2134606652,  882.72,   1244.45,    792.49,   2036.94
   66.68,  276.44,  226.61,  368.84,  293.30,  645.28,2132405443,  938.58,  399.66,    3.92,  402.83,    7.17,  802.49,   11.10,2132401037,  813.58,   1095.78,    656.38,   1752.16
   66.51,  274.82,  225.53,  366.68,  292.03,  641.50,2134481048,  933.53,  391.48,    3.53,  395.75,    6.76,  787.23,   10.29,2134473189,  797.51,   1079.26,    651.79,   1731.05
   67.40,  278.10,  228.65,  370.87,  296.05,  648.96,2132373496,  945.02,  391.00,    3.65,  396.03,    6.90,  787.03,   10.55,2132364677,  797.58,   1083.08,    659.51,   1742.59
   66.66,  275.56,  225.19,  367.00,  291.85,  642.56,2134436551,  934.41,  388.52,    4.51,  392.37,    7.80,  780.89,   12.31,2134435843,  793.21,   1072.75,    654.87,   1727.62
   66.19,  273.86,  223.71,  364.50,  289.90,  638.36,2132284161,  928.26,  391.09,    3.32,  394.73,    6.60,  785.82,    9.92,2132261600,  795.74,   1075.72,    648.28,   1724.01
   66.34,  274.14,  223.27,  364.53,  289.62,  638.67,2134378624,  928.29,  386.86,    3.40,  390.99,    6.65,  777.85,   10.05,2134371172,  787.90,   1067.47,    648.72,   1716.18
   65.41,  272.16,  220.48,  361.99,  285.89,  634.15,2132230140,  920.03,  378.12,    2.84,  382.24,    6.10,  760.36,    8.94,2132228521,  769.30,   1046.24,    643.09,   1689.33
   65.74,  271.21,  222.52,  361.66,  288.27,  632.87,2134429618,  921.14,  378.75,    2.96,  386.63,    6.23,  765.39,    9.19,2134500619,  774.57,   1053.65,    642.05,   1695.71
   65.25,  273.49,  220.80,  363.61,  286.04,  637.10,2132341158,  923.15,  387.55,    3.80,  391.03,    7.05,  778.58,   10.85,2132347277,  789.43,   1064.62,    647.95,   1712.57
   79.33,  308.97,  266.81,  416.28,  346.14,  725.25,2134456366, 1071.39,  439.20,   23.17,  443.81,   26.65,  883.02,   49.81,2134453813,  932.83,   1229.15,    775.06,   2004.22
   68.09,  280.79,  231.36,  375.10,  299.45,  655.88,2132449446,  955.34,  406.62,    4.79,  411.00,    8.03,  817.62,   12.81,2132412516,  830.43,   1117.07,    668.70,   1785.77
   68.35,  280.07,  231.56,  374.14,  299.91,  654.22,2132320698,  954.13,  398.31,    5.15,  404.46,    8.44,  802.77,   13.59,2132320174,  816.36,   1102.68,    667.81,   1770.49
   66.07,  273.28,  223.21,  363.46,  289.29,  636.74,2134451028,  926.03,  391.52,    3.33,  398.49,    6.60,  790.01,    9.93,2134542422,  799.94,   1079.30,    646.67,   1725.97
   66.25,  274.20,  224.73,  365.21,  290.99,  639.41,2132333068,  930.39,  383.39,    3.42,  388.99,    6.67,  772.38,   10.09,2132206062,  782.47,   1063.37,    649.50,   1712.87
   65.91,  270.57,  221.10,  359.19,  287.01,  629.76,2134556000,  916.77,  393.87,    4.56,  398.35,    7.85,  792.22,   12.41,2134536504,  804.64,   1079.23,    642.17,   1721.40
   65.82,  273.20,  221.84,  363.11,  287.67,  636.30,2132186512,  923.97,  385.86,    3.21,  392.42,    6.46,  778.29,    9.67,2132445068,  787.95,   1065.95,    645.97,   1711.92
   65.75,  273.16,  222.17,  362.78,  287.92,  635.94,2134550890,  923.85,  379.59,    2.62,  385.53,    5.88,  765.12,    8.50,2134302785,  773.62,   1053.04,    644.43,   1697.47
   65.30,  271.74,  223.19,  362.75,  288.49,  634.50,2132312882,  922.99,  374.04,    2.64,  380.73,    5.90,  754.77,    8.54,2132308244,  763.31,   1043.26,    643.04,   1686.30
   65.68,  275.77,  222.21,  365.42,  287.89,  641.19,2134339919,  929.08,  375.90,    2.62,  381.89,    5.90,  757.79,    8.51,2134362103,  766.30,   1045.68,    649.70,   1695.38
   79.09,  302.42,  265.63,  407.31,  344.72,  709.73,2132235711, 1054.44,  421.77,   22.26,  425.49,   25.41,  847.26,   47.67,2132245632,  894.92,   1191.98,    757.39,   1949.37
   68.76,  284.73,  232.76,  379.47,  301.52,  664.20,2134455222,  965.72,  409.08,    4.97,  415.87,    8.23,  824.96,   13.20,2134503126,  838.16,   1126.47,    677.40,   1803.88
   65.61,  274.17,  221.97,  364.39,  287.58,  638.57,2132303905,  926.15,  391.43,    3.69,  398.17,    6.97,  789.60,   10.66,2132279098,  800.26,   1077.18,    649.23,   1726.41
   65.88,  272.19,  222.91,  362.40,  288.79,  634.59,2134459014,  923.38,  383.46,    2.50,  389.50,    5.76,  772.96,    8.25,2134449488,  781.21,   1061.75,    642.85,   1704.59
   66.31,  274.56,  224.25,  365.50,  290.56,  640.06,2132287959,  930.62,  373.87,    2.61,  379.80,    5.87,  753.67,    8.48,2132267510,  762.14,   1044.22,    648.54,   1692.76
   65.55,  272.46,  222.49,  363.50,  288.04,  635.96,2134348962,  924.00,  376.58,    2.74,  382.81,    6.02,  759.39,    8.76,2134344239,  768.15,   1047.42,    644.72,   1692.14
   65.94,  271.81,  222.89,  362.52,  288.83,  634.33,2132215738,  923.17,  380.02,    3.95,  386.03,    7.20,  766.05,   11.16,2132243692,  777.21,   1054.89,    645.49,   1700.38
