,firewall_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,bridge_instructions,firewall_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,bridge_branches,firewall_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,bridge_branch-misses,firewall_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,bridge_branch-load-misses,firewall_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,bridge_cache-misses,firewall_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,bridge_cache-references,firewall_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,bridge_cycles,firewall_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,bridge_L1-dcache-load-misses,firewall_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,bridge_L1-dcache-loads,firewall_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,bridge_LLC-load-misses,firewall_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,bridge_LLC-stores,firewall_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads,bridge_LLC-loads,input_rate,output_rate,latency
0,174968.0,3523720901.0,3225651879.0,4030934062.0,4297077908.0,34880.0,684177824.0,618631464.0,776405469.0,827590791.0,2451.0,2461423.0,2209425.0,2781667.0,2999986.0,2451.0,2429789.0,2161363.0,2730937.0,2942809.0,1670.0,2083.0,2007.0,1666.0,1952.0,N/A,4402.0,1451.0,963.0,5763.0,N/A,919944173.0,738692200.0,932308460.0,985380691.0,N/A,19453.0,14270.0,17298.0,19681.0,N/A,1278335744.0,982331548.0,1240139508.0,1439932931.0,N/A,48.0,24.0,129.0,133.0,N/A,407.0,366.0,57.0,36.0,N/A,8484.0,1086.0,1118.0,873.0,3340.9774345117,0.0,N/A
1,796446820.0,8500998489.0,8388143040.0,8695229586.0,8706783991.0,150212324.0,1686466369.0,1631021247.0,1735188743.0,1709742202.0,498713.0,6171867.0,5041107.0,5980279.0,6300816.0,519086.0,6202170.0,5039731.0,6005219.0,6243059.0,44634.0,6743.0,4958.0,4572.0,10010.0,11186840.0,14489203.0,17479635.0,22937665.0,12556638.0,404863755.0,2653621741.0,2771396989.0,2603387250.0,2832045776.0,12333581.0,15451879.0,20240428.0,26787691.0,12891614.0,263268441.0,2736941545.0,2577137971.0,2557386332.0,2651007963.0,2319.0,1501.0,8531.0,8515.0,2167.0,2551473.0,5364074.0,1008277.0,4910677.0,5933197.0,10309264.0,9993560.0,15263829.0,16112002.0,7057978.0,6771.775747618,0.0,N/A
2,4030104299.0,5395176533.0,6033147298.0,7148367953.0,6290938154.0,845454580.0,1085681512.0,1118777042.0,1431284023.0,1200423113.0,4343525.0,4016900.0,1715661.0,5052777.0,4759288.0,4025395.0,4076990.0,1699976.0,5312490.0,4827833.0,3390.0,700.0,2703.0,2613.0,1173.0,48995489.0,37951207.0,49125013.0,55570942.0,26516424.0,2281447449.0,2492387953.0,2891001546.0,2891547159.0,2891926003.0,50078549.0,42905993.0,55812001.0,63788707.0,28370951.0,1280874163.0,1592362496.0,1868534057.0,2130362391.0,1868651628.0,4403.0,1188.0,2475.0,1901.0,1163.0,11111077.0,14164566.0,6945178.0,13708665.0,13272174.0,36777930.0,25049564.0,44125560.0,42460212.0,12893000.0,6982.5778480746,4448.9575986088,N/A
3,4744160452.0,5410223454.0,6111078221.0,7050766174.0,6076621168.0,1025331830.0,1077138195.0,1141180081.0,1417041275.0,1178844121.0,4814893.0,4054407.0,1873235.0,5256459.0,4942878.0,4942606.0,4372147.0,1859355.0,5328283.0,4646520.0,3373.0,710.0,2618.0,1856.0,995.0,51163693.0,37956917.0,49269467.0,56615441.0,26234176.0,2739263308.0,2492071846.0,2891269559.0,2891831884.0,2891641666.0,52179926.0,44219586.0,54640461.0,63414637.0,28180029.0,1531579050.0,1570837124.0,1918746148.0,2121131618.0,1879662761.0,4145.0,1547.0,8756.0,1500.0,1124.0,14180310.0,14934123.0,5415680.0,13496686.0,11685762.0,44373581.0,23922823.0,47092822.0,38952314.0,12847851.0,7004.9479186282,6929.303081652,N/A
4,5197503172.0,5388674622.0,6073546617.0,6945993070.0,5834431222.0,1091946569.0,1069865863.0,1140858848.0,1404623002.0,1167184719.0,5038133.0,3969320.0,1849079.0,5374983.0,4780464.0,5373050.0,4245427.0,1862565.0,5151494.0,4652337.0,3251.0,839.0,3191.0,1778.0,1110.0,51361857.0,38698670.0,49287667.0,56165316.0,26850493.0,2891721948.0,2492174897.0,2890891297.0,2891927780.0,2891633903.0,52239951.0,44363231.0,55376463.0,64029538.0,28335488.0,1624809791.0,1569103756.0,1918084966.0,2110598149.0,1911562386.0,4211.0,852.0,2681.0,1588.0,1042.0,15065639.0,14835634.0,4190693.0,12625617.0,11363861.0,44562165.0,22606288.0,47556709.0,39267257.0,13507211.0,6998.2490699874,6908.6123255307,N/A
5,5417095152.0,5395858679.0,6071215699.0,6893821543.0,5734364444.0,1088821863.0,1070955494.0,1144669287.0,1400875929.0,1172623002.0,5065111.0,4075659.0,2065890.0,5433532.0,5132374.0,5803486.0,4236652.0,2082960.0,5055709.0,5041821.0,4289.0,962.0,2545.0,1725.0,2435.0,48853798.0,38521740.0,49894959.0,56877275.0,27141323.0,2891923775.0,2492251285.0,2890713900.0,2891957552.0,2891856426.0,51530675.0,44004801.0,56408272.0,64522726.0,27840842.0,1600894731.0,1572528090.0,1916880623.0,2136091211.0,1917999650.0,3901.0,738.0,2713.0,2286.0,1188.0,15904111.0,14537508.0,3161592.0,11685770.0,11255697.0,41817378.0,21998672.0,45937999.0,39715459.0,14002796.0,6999.0855031552,6935.7007435317,N/A
6,5665904449.0,5259603004.0,6122290369.0,6721585959.0,5961113867.0,1071445866.0,1066208038.0,1139165868.0,1407830809.0,1187190040.0,5748611.0,4224811.0,1862845.0,5024613.0,4564052.0,5589748.0,3990791.0,2195316.0,4988680.0,4631703.0,3471.0,11213.0,14179.0,12210.0,10248.0,48095734.0,38934269.0,49992884.0,57985687.0,25963508.0,2891891025.0,2492299329.0,2891166257.0,2891798428.0,2891997269.0,55162258.0,44217871.0,56813532.0,61866231.0,27593620.0,1599941371.0,1586892717.0,1926814281.0,2156714259.0,1851572534.0,3654.0,570.0,3342.0,2486.0,1334.0,15978070.0,13443813.0,3569574.0,11783422.0,12783324.0,34507930.0,23620550.0,42305080.0,45222931.0,14948740.0,7006.0976400688,6930.7420881288,N/A
7,5065259793.0,5288685713.0,6219805825.0,6996212387.0,6217532994.0,1048634803.0,1076441461.0,1142513657.0,1409108994.0,1193489519.0,5496970.0,3886203.0,1968767.0,5002891.0,4918623.0,5186735.0,3971502.0,1813868.0,5210333.0,4940524.0,12455.0,789.0,2579.0,2357.0,1314.0,51844530.0,38650707.0,50221774.0,56030083.0,26563075.0,2891994472.0,2492146419.0,2891477938.0,2891766816.0,2891890584.0,53542912.0,43529072.0,56383574.0,63739445.0,28586777.0,1648293930.0,1569315913.0,1901238517.0,2109276808.0,1848274803.0,3251.0,1025.0,3051.0,1713.0,938.0,12572614.0,14535042.0,7396004.0,13762037.0,12554392.0,35571158.0,26133507.0,44593745.0,43750062.0,12763116.0,7037.6720283067,6951.3750746688,N/A
8,5227165390.0,5468762694.0,6069350493.0,7110900293.0,6322153855.0,1071492455.0,1108368212.0,1131129606.0,1447976851.0,1239780348.0,6042347.0,4613507.0,2411325.0,5644490.0,5050751.0,6006848.0,4628990.0,2321597.0,5641496.0,5048347.0,3531.0,675.0,2597.0,1335.0,886.0,49987757.0,37109542.0,49602642.0,53987007.0,25348222.0,2891972804.0,2492259376.0,2891232075.0,2891953390.0,2891956993.0,51858815.0,42024773.0,55280054.0,59572127.0,26629295.0,1629698047.0,1622518063.0,1852913702.0,2178432056.0,1938599414.0,3714.0,800.0,1826.0,1209.0,625.0,14230546.0,13764273.0,7645431.0,12257849.0,12244747.0,37167323.0,23820928.0,42585470.0,41558947.0,13199344.0,6926.580140936,6845.0937385511,N/A
9,5311981028.0,5457071236.0,5981700598.0,7109457295.0,6319514699.0,1058041697.0,1106309085.0,1131141718.0,1447717435.0,1241215675.0,6180426.0,4587776.0,2504105.0,5813475.0,5036103.0,6180903.0,4638222.0,2542629.0,5829759.0,5055201.0,2612.0,530.0,2326.0,828.0,660.0,50001891.0,36955544.0,49472226.0,53947644.0,25635365.0,2891791373.0,2492137375.0,2890832653.0,2891864920.0,2891672952.0,52491762.0,41907108.0,55495820.0,59298581.0,26700508.0,1622153939.0,1637029408.0,1842393604.0,2182494124.0,1948738987.0,2265.0,347.0,1250.0,850.0,250.0,14107286.0,13672956.0,7500317.0,12462829.0,12223669.0,34715654.0,23241026.0,42112374.0,41272281.0,13277044.0,6482.3825596367,6498.211530236,N/A
