,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-26,14:04:21.119,  113.45,  308.00,  400.57,  460.98,,,,,  514.03,  768.98,1910632019, 1283.00,  365.94,    5.73,  371.78,    8.67,,,,,  737.73,   14.40,1910617682,  752.13,   1251.75,    783.38,   2035.13
2024-02-26,14:04:22.118,  115.73,  321.84,  407.94,  479.74,,,,,  523.66,  801.58,2132727041, 1325.25,  385.91,    3.35,  393.81,    6.66,,,,,  779.72,   10.01,2132751139,  789.73,   1303.39,    811.59,   2114.98
2024-02-26,14:04:23.119,  108.89,  305.92,  383.36,  455.95,,,,,  492.24,  761.86,2134509292, 1254.11,  384.95,    4.61,  389.55,    7.99,,,,,  774.51,   12.60,2134497941,  787.11,   1266.75,    774.47,   2041.21
2024-02-26,14:04:24.119,  102.94,  298.92,  363.10,  441.81,,,,,  466.03,  740.73,2132279344, 1206.76,  382.03,    3.05,  387.76,    6.41,,,,,  769.79,    9.46,2132214898,  779.25,   1235.82,    750.19,   1986.01
2024-02-26,14:04:25.119,   99.44,  294.75,  348.71,  431.96,,,,,  448.15,  726.71,2134383363, 1174.86,  386.18,    3.68,  390.23,    7.03,,,,,  776.41,   10.71,2134495117,  787.11,   1224.56,    737.42,   1961.97
2024-02-26,14:04:26.119,  106.20,  314.61,  365.15,  456.10,,,,,  471.35,  770.71,2132412363, 1242.06,  429.81,   22.99,  433.31,   26.08,,,,,  863.12,   49.07,2132395234,  912.19,   1334.47,    819.78,   2154.25
2024-02-26,14:04:27.119,   91.37,  291.87,  315.69,  416.67,,,,,  407.06,  708.54,2132445519, 1115.60,  410.77,    5.15,  415.15,    8.45,,,,,  825.93,   13.60,2132423786,  839.52,   1232.99,    722.14,   1955.13
2024-02-26,14:04:28.120,   88.54,  287.17,  306.69,  408.55,,,,,  395.22,  695.72,2134505384, 1090.94,  391.45,    3.07,  397.76,    6.42,,,,,  789.21,    9.49,2134534861,  798.71,   1184.43,    705.21,   1889.65
2024-02-26,14:04:29.119,   86.79,  284.50,  299.71,  402.82,,,,,  386.50,  687.32,2132317623, 1073.83,  380.33,    2.78,  388.15,    6.11,,,,,  768.48,    8.89,2132301086,  777.37,   1154.98,    696.21,   1851.20
