SKT0-Ch0Read,SKT0-Ch0Write,SKT0-Ch1Read,SKT0-Ch1Write,SKT0-Ch2Read,SKT0-Ch2Write,SKT0-Ch3Read,SKT0-Ch3Write,SKT0-Mem Read (MB/s),SKT0-Mem Write (MB/s),SKT0-P. Write (T/s),SKT0-Memory (MB/s),SKT1-Ch0Read,SKT1-Ch0Write,SKT1-Ch1Read,SKT1-Ch1Write,SKT1-Ch2Read,SKT1-Ch2Write,SKT1-Ch3Read,SKT1-Ch3Write,SKT1-Mem Read (MB/s),SKT1-Mem Write (MB/s),SKT1-P. Write (T/s),SKT1-Memory (MB/s),System-Read,System-Write,System-Memory
   72.79,  236.28,  262.52,  342.98,,,,,  335.31,  579.26,2132364035,  914.57,  346.12,   22.13,  348.18,   25.04,,,,,  694.31,   47.17,2132402041,  741.48,   1029.62,    626.43,   1656.05
   62.72,  217.14,  231.95,  313.03,,,,,  294.67,  530.17,2134597645,  824.83,  310.57,    3.75,  315.42,    7.03,,,,,  625.99,   10.78,2134603124,  636.76,    920.65,    540.94,   1461.60
   61.96,  215.50,  229.14,  310.17,,,,,  291.10,  525.67,2132406858,  816.77,  299.69,    3.19,  304.23,    6.50,,,,,  603.92,    9.68,2132368944,  613.60,    895.02,    535.35,   1430.37
   61.71,  215.24,  228.68,  309.31,,,,,  290.39,  524.55,2132777556,  814.94,  298.32,    3.08,  303.79,    6.42,,,,,  602.11,    9.49,2132719462,  611.61,    892.51,    534.04,   1426.55
   62.32,  215.86,  230.13,  310.71,,,,,  292.45,  526.56,2134368301,  819.01,  300.64,    3.60,  305.39,    6.88,,,,,  606.03,   10.48,2134422717,  616.50,    898.47,    537.04,   1435.51
   62.12,  215.22,  229.63,  309.63,,,,,  291.75,  524.84,2132359033,  816.59,  291.99,    2.09,  297.46,    5.39,,,,,  589.45,    7.48,2132392170,  596.93,    881.20,    532.32,   1413.52
   61.96,  215.70,  229.35,  310.08,,,,,  291.31,  525.78,2134490089,  817.09,  288.71,    2.33,  293.61,    5.65,,,,,  582.32,    7.98,2134464098,  590.29,    873.63,    533.76,   1407.39
   61.63,  214.66,  227.99,  308.79,,,,,  289.62,  523.45,2132386620,  813.07,  286.40,    2.15,  291.05,    5.45,,,,,  577.46,    7.60,2132377831,  585.06,    867.08,    531.04,   1398.12
   61.81,  215.15,  228.92,  309.48,,,,,  290.73,  524.63,2134489972,  815.36,  288.08,    2.87,  293.45,    6.22,,,,,  581.54,    9.09,2134524855,  590.63,    872.27,    533.72,   1405.99
   61.54,  214.42,  227.40,  307.97,,,,,  288.94,  522.39,2132339095,  811.33,  292.04,    2.89,  297.80,    6.21,,,,,  589.85,    9.10,2132578557,  598.95,    878.79,    531.49,   1410.28
   74.83,  239.51,  270.60,  349.02,,,,,  345.43,  588.53,2132550353,  933.96,  336.89,   21.68,  340.97,   24.94,,,,,  677.86,   46.61,2132328462,  724.47,   1023.29,    635.14,   1658.43
   62.90,  219.29,  233.07,  315.67,,,,,  295.98,  534.96,2134626733,  830.94,  313.01,    4.13,  318.07,    7.40,,,,,  631.08,   11.52,2134576698,  642.60,    927.06,    546.48,   1473.54
   63.67,  206.15,  236.62,  303.38,,,,,  300.29,  509.53,2132354783,  809.82,  283.45,    3.18,  289.30,    6.47,,,,,  572.75,    9.65,2132386385,  582.40,    873.04,    519.18,   1392.22
   62.93,  203.70,  234.89,  300.13,,,,,  297.82,  503.83,2134515294,  801.65,  277.91,    2.66,  282.28,    5.97,,,,,  560.19,    8.63,2134816463,  568.82,    858.00,    512.46,   1370.46
   63.33,  203.42,  236.02,  300.23,,,,,  299.35,  503.65,2132660800,  803.00,  280.95,    3.43,  285.19,    6.78,,,,,  566.14,   10.21,2132312717,  576.35,    865.49,    513.86,   1379.35
   62.71,  202.60,  233.18,  298.57,,,,,  295.88,  501.17,2132513325,  797.05,  276.81,    2.83,  281.51,    6.14,,,,,  558.32,    8.97,2132537551,  567.29,    854.20,    510.13,   1364.34
   63.24,  203.50,  234.97,  299.69,,,,,  298.21,  503.19,2134835778,  801.39,  275.59,    2.33,  280.70,    5.63,,,,,  556.30,    7.96,2134977033,  564.26,    854.50,    511.15,   1365.65
   62.58,  202.85,  233.10,  298.27,,,,,  295.67,  501.12,2132810734,  796.79,  271.31,    2.19,  277.34,    5.50,,,,,  548.65,    7.69,2132657873,  556.33,    844.32,    508.80,   1353.12
   62.64,  203.08,  232.23,  298.09,,,,,  294.88,  501.17,2132363037,  796.05,  268.10,    2.09,  274.15,    5.41,,,,,  542.25,    7.50,2132755416,  549.75,    837.13,    508.67,   1345.80
   63.15,  202.93,  234.48,  299.08,,,,,  297.62,  502.01,2134944442,  799.63,  274.13,    2.74,  278.31,    6.08,,,,,  552.45,    8.81,2134566282,  561.26,    850.07,    510.82,   1360.90
   74.74,  222.77,  271.02,  331.23,,,,,  345.76,  554.00,2132371614,  899.76,  299.01,   18.33,  305.48,   21.78,,,,,  604.49,   40.11,2132405856,  644.60,    950.25,    594.11,   1544.36
   65.41,  209.99,  241.46,  308.77,,,,,  306.87,  518.76,2132499676,  825.63,  299.48,    5.03,  304.07,    8.35,,,,,  603.55,   13.38,2132485871,  616.93,    910.42,    532.14,   1442.56
   64.53,  205.86,  238.60,  303.36,,,,,  303.13,  509.22,2134517212,  812.35,  285.09,    3.49,  290.87,    6.76,,,,,  575.96,   10.25,2134494856,  586.20,    879.09,    519.47,   1398.56
   62.99,  203.25,  234.20,  299.29,,,,,  297.19,  502.54,2132385050,  799.73,  275.74,    2.14,  282.25,    5.45,,,,,  557.99,    7.59,2132381740,  565.58,    855.18,    510.13,   1365.31
   63.49,  204.28,  235.77,  300.56,,,,,  299.26,  504.85,2134440523,  804.10,  268.34,    3.24,  275.04,    6.56,,,,,  543.39,    9.81,2134446123,  553.20,    842.64,    514.65,   1357.30
   62.76,  202.64,  232.71,  298.42,,,,,  295.47,  501.06,2132419825,  796.53,  269.68,    2.85,  275.31,    6.17,,,,,  544.99,    9.02,2132397398,  554.01,    840.46,    510.07,   1350.54
   62.94,  203.45,  233.69,  299.22,,,,,  296.63,  502.68,2134558151,  799.30,  270.02,    2.75,  275.44,    6.06,,,,,  545.45,    8.81,2134840421,  554.26,    842.08,    511.49,   1353.57
   63.08,  202.86,  234.48,  298.91,,,,,  297.57,  501.77,2132562442,  799.33,  268.33,    2.15,  273.60,    5.43,,,,,  541.93,    7.58,2132355871,  549.51,    839.49,    509.35,   1348.84
   63.20,  203.77,  235.00,  299.93,,,,,  298.19,  503.70,2132400933,  801.90,  267.00,    2.18,  272.17,    5.49,,,,,  539.17,    7.67,2132352297,  546.84,    837.36,    511.38,   1348.74
   62.51,  203.16,  232.04,  298.12,,,,,  294.56,  501.28,2134548683,  795.84,  267.76,    2.22,  273.83,    5.52,,,,,  541.59,    7.74,2134511886,  549.33,    836.15,    509.02,   1345.17
   63.25,  202.98,  235.09,  299.21,,,,,  298.34,  502.19,2132449735,  800.53,  278.10,    4.39,  282.83,    7.69,,,,,  560.93,   12.08,2132598609,  573.01,    859.27,    514.27,   1373.54
   80.07,  236.07,  288.70,  351.26,,,,,  368.77,  587.33,2134739360,  956.10,  332.32,   20.91,  335.83,   24.13,,,,,  668.15,   45.04,2134623823,  713.18,   1036.91,    632.37,   1669.28
   65.34,  195.23,  241.70,  293.30,,,,,  307.04,  488.54,2132461106,  795.58,  272.56,    4.46,  277.59,    7.76,,,,,  550.15,   12.22,2132469727,  562.37,    857.19,    500.76,   1357.95
   64.36,  191.99,  239.82,  289.69,,,,,  304.17,  481.68,2134485241,  785.86,  260.11,    2.37,  264.52,    5.69,,,,,  524.64,    8.06,2134450526,  532.70,    828.81,    489.74,   1318.55
   67.38,  195.68,  250.38,  297.07,,,,,  317.76,  492.75,2132331033,  810.51,  258.37,    2.58,  262.31,    5.87,,,,,  520.68,    8.45,2132349118,  529.14,    838.45,    501.20,   1339.65
   64.39,  191.30,  239.84,  289.03,,,,,  304.23,  480.33,2132313803,  784.56,  258.99,    2.70,  263.14,    6.00,,,,,  522.13,    8.70,2132298028,  530.83,    826.36,    489.03,   1315.39
   64.72,  192.28,  241.93,  291.03,,,,,  306.65,  483.31,2134515112,  789.97,  259.77,    3.15,  263.56,    6.44,,,,,  523.33,    9.59,2134505548,  532.92,    829.98,    492.90,   1322.88
   64.42,  191.19,  240.47,  289.36,,,,,  304.89,  480.55,2132369516,  785.44,  256.68,    2.24,  260.59,    5.55,,,,,  517.27,    7.79,2132357904,  525.06,    822.16,    488.34,   1310.50
   64.49,  191.28,  240.66,  289.35,,,,,  305.15,  480.63,2134361682,  785.78,  255.57,    2.60,  259.24,    5.91,,,,,  514.81,    8.51,2134437316,  523.32,    819.96,    489.14,   1309.10
   64.55,  191.31,  240.49,  289.07,,,,,  305.04,  480.39,2132342346,  785.43,  252.53,    2.10,  256.59,    5.39,,,,,  509.12,    7.50,2132315856,  516.61,    814.16,    487.88,   1302.04
   64.47,  190.90,  240.87,  289.22,,,,,  305.35,  480.13,2134404809,  785.47,  254.44,    2.65,  258.75,    5.99,,,,,  513.19,    8.64,2134425998,  521.83,    818.54,    488.77,   1307.31
   76.08,  212.74,  277.84,  324.28,,,,,  353.92,  537.02,2132407661,  890.94,  305.73,   22.03,  309.43,   25.34,,,,,  615.16,   47.38,2132410504,  662.54,    969.08,    584.40,   1553.47
   65.60,  193.98,  243.88,  293.31,,,,,  309.48,  487.29,2134690476,  796.77,  274.27,    5.11,  279.19,    8.37,,,,,  553.46,   13.48,2134625679,  566.94,    862.94,    500.77,   1363.71
   64.33,  192.02,  239.94,  289.58,,,,,  304.27,  481.59,2132339016,  785.86,  262.31,    2.80,  267.33,    6.12,,,,,  529.65,    8.92,2132396259,  538.56,    833.92,    490.51,   1324.42
   64.62,  192.65,  240.58,  290.18,,,,,  305.20,  482.83,2134528174,  788.03,  257.50,    2.63,  262.76,    5.96,,,,,  520.26,    8.59,2134536151,  528.85,    825.46,    491.42,   1316.88
   63.86,  190.74,  238.05,  287.58,,,,,  301.91,  478.32,2132419598,  780.23,  254.38,    2.18,  259.26,    5.47,,,,,  513.63,    7.66,2132403765,  521.29,    815.54,    485.98,   1301.52
   64.27,  191.49,  239.05,  288.59,,,,,  303.32,  480.09,2132447966,  783.41,  258.93,    3.02,  261.83,    6.35,,,,,  520.76,    9.37,2132435271,  530.13,    824.08,    489.45,   1313.54
   64.22,  191.40,  240.07,  289.25,,,,,  304.29,  480.65,2134499470,  784.94,  256.46,    2.79,  260.43,    6.11,,,,,  516.89,    8.90,2134457711,  525.79,    821.18,    489.54,   1310.72
   64.36,  191.13,  239.93,  288.47,,,,,  304.28,  479.60,2132329620,  783.88,  255.03,    2.24,  258.90,    5.55,,,,,  513.93,    7.79,2132377877,  521.73,    818.21,    487.39,   1305.60
   64.23,  191.49,  239.42,  288.57,,,,,  303.65,  480.05,2134495822,  783.71,  253.39,    2.43,  258.78,    5.75,,,,,  512.17,    8.17,2134477267,  520.34,    815.82,    488.23,   1304.05
   64.28,  191.11,  239.38,  288.06,,,,,  303.66,  479.17,2132380193,  782.83,  251.61,    2.21,  255.43,    5.51,,,,,  507.04,    7.72,2132386008,  514.76,    810.70,    486.89,   1297.59
   76.63,  214.06,  279.28,  325.70,,,,,  355.90,  539.76,2134536497,  895.66,  300.00,   23.34,  303.21,   26.65,,,,,  603.21,   50.00,2134795516,  653.21,    959.12,    589.75,   1548.87
   68.42,  140.70,  260.87,  245.30,,,,,  329.29,  386.00,2132648564,  715.29,  192.11,    4.53,  195.35,    7.84,,,,,  387.46,   12.37,2132476606,  399.83,    716.75,    398.36,   1115.12
   67.25,  132.02,  258.61,  235.57,,,,,  325.87,  367.58,2132712647,  693.45,  172.17,    2.57,  175.34,    5.87,,,,,  347.51,    8.43,2132634062,  355.94,    673.38,    376.02,   1049.39
   68.09,  133.08,  261.09,  237.27,,,,,  329.17,  370.36,2134629346,  699.53,  169.47,    2.38,  172.18,    5.70,,,,,  341.66,    8.08,2134662591,  349.74,    670.83,    378.43,   1049.27
   67.11,  132.11,  257.42,  235.17,,,,,  324.53,  367.27,2132415230,  691.80,  166.00,    1.84,  168.07,    5.14,,,,,  334.07,    6.98,2132662125,  341.05,    658.60,    374.25,   1032.85
   67.81,  132.81,  259.52,  236.45,,,,,  327.33,  369.27,2132681853,  696.60,  164.47,    1.95,  166.77,    5.28,,,,,  331.25,    7.22,2132721962,  338.47,    658.58,    376.49,   1035.07
   67.31,  132.78,  258.63,  236.21,,,,,  325.94,  369.00,2134882734,  694.93,  163.29,    1.93,  166.34,    5.25,,,,,  329.62,    7.18,2134548178,  336.81,    655.56,    376.18,   1031.74
   68.34,  132.77,  261.31,  237.17,,,,,  329.65,  369.94,2132795992,  699.59,  164.50,    2.50,  167.92,    5.84,,,,,  332.41,    8.34,2132757832,  340.75,    662.06,    378.28,   1040.34
   67.25,  132.72,  257.78,  236.03,,,,,  325.03,  368.75,2132208708,  693.78,  165.80,    2.20,  168.39,    5.52,,,,,  334.19,    7.72,2132279759,  341.91,    659.22,    376.47,   1035.69
   67.43,  132.67,  259.32,  236.71,,,,,  326.75,  369.38,2134522123,  696.13,  166.57,    2.76,  169.10,    6.07,,,,,  335.68,    8.83,2134526700,  344.51,    662.43,    378.21,   1040.64
   76.91,  143.60,  288.91,  257.77,,,,,  365.82,  401.38,2132498194,  767.20,  195.91,   20.67,  197.78,   23.74,,,,,  393.69,   44.41,2132529111,  438.11,    759.52,    445.79,   1205.31
   68.72,  136.03,  262.18,  240.97,,,,,  330.90,  377.00,2134647758,  707.90,  183.12,    4.44,  186.45,    7.76,,,,,  369.57,   12.19,2134652420,  381.76,    700.47,    389.20,   1089.66
   67.06,  133.94,  257.34,  237.26,,,,,  324.40,  371.21,2132440301,  695.61,  171.66,    2.07,  175.06,    5.37,,,,,  346.72,    7.45,2132399458,  354.17,    671.12,    378.65,   1049.77
   68.19,  134.02,  261.77,  239.08,,,,,  329.96,  373.10,2134553535,  703.06,  169.66,    2.44,  173.31,    5.77,,,,,  342.96,    8.20,2134532551,  351.17,    672.93,    381.30,   1054.23
   67.50,  133.37,  259.42,  237.40,,,,,  326.92,  370.77,2132428213,  697.69,  168.10,    2.60,  171.54,    5.92,,,,,  339.64,    8.52,2132462320,  348.16,    666.56,    379.29,   1045.85
   67.64,  133.26,  259.06,  236.97,,,,,  326.70,  370.22,2132400496,  696.92,  167.96,    2.29,  170.94,    5.59,,,,,  338.90,    7.88,2132405505,  346.78,    665.60,    378.11,   1043.71
   68.38,  133.85,  261.79,  238.44,,,,,  330.17,  372.28,2134686130,  702.46,  166.77,    1.97,  168.46,    5.28,,,,,  335.23,    7.25,2134970835,  342.48,    665.40,    379.53,   1044.94
   67.89,  133.26,  260.43,  237.62,,,,,  328.32,  370.88,2132685310,  699.20,  164.87,    1.89,  166.28,    5.20,,,,,  331.15,    7.09,2132373135,  338.24,    659.47,    377.97,   1037.44
   67.64,  132.98,  259.94,  237.16,,,,,  327.58,  370.14,2132389237,  697.73,  166.68,    2.48,  168.40,    5.82,,,,,  335.08,    8.30,2132375120,  343.38,    662.66,    378.44,   1041.11
   67.85,  133.25,  260.47,  237.69,,,,,  328.33,  370.94,2134529244,  699.27,  169.36,    3.11,  172.41,    6.45,,,,,  341.77,    9.55,2134548358,  351.32,    670.10,    380.50,   1050.59
   67.82,  134.27,  260.47,  238.74,,,,,  328.29,  373.01,2132455461,  701.29,  170.04,    3.19,  173.23,    6.48,,,,,  343.27,    9.67,2132560761,  352.94,    671.56,    382.68,   1054.24
   98.73,  237.61,  356.15,  374.94,,,,,  454.88,  612.55,2134721581, 1067.43,  283.19,   13.71,  286.60,   16.94,,,,,  569.79,   30.65,2134659064,  600.44,   1024.67,    643.20,   1667.87
   67.15,  198.66,  250.17,  300.72,,,,,  317.32,  499.39,2132542789,  816.70,  267.33,    2.80,  271.10,    6.11,,,,,  538.43,    8.91,2132530592,  547.34,    855.75,    508.30,   1364.04
   66.49,  195.43,  248.01,  296.64,,,,,  314.50,  492.07,2132445864,  806.57,  260.95,    2.81,  264.24,    6.12,,,,,  525.19,    8.93,2132411056,  534.13,    839.70,    501.00,   1340.70
   65.56,  194.07,  244.55,  293.56,,,,,  310.11,  487.63,2134565216,  797.74,  259.95,    2.87,  263.64,    6.19,,,,,  523.60,    9.07,2134543483,  532.66,    833.71,    496.70,   1330.41
   65.59,  192.80,  244.03,  292.22,,,,,  309.61,  485.02,2132349349,  794.63,  262.43,    4.05,  266.93,    7.35,,,,,  529.36,   11.40,2132365905,  540.77,    838.97,    496.42,   1335.39
   64.93,  192.67,  242.70,  291.73,,,,,  307.63,  484.40,2134524423,  792.03,  257.55,    1.96,  262.95,    5.27,,,,,  520.50,    7.24,2134542730,  527.74,    828.13,    491.63,   1319.76
   64.53,  191.76,  241.85,  290.72,,,,,  306.39,  482.48,2132393088,  788.87,  251.90,    1.94,  257.14,    5.26,,,,,  509.04,    7.21,2132405650,  516.25,    815.43,    489.69,   1305.12
   72.48,  200.90,  269.46,  308.62,,,,,  341.94,  509.52,2134545159,  851.46,  246.94,    1.82,  251.99,    5.14,,,,,  498.92,    6.96,2134498193,  505.88,    840.86,    516.48,   1357.34
   64.95,  192.33,  241.36,  289.87,,,,,  306.30,  482.19,2132391875,  788.50,  249.10,    2.60,  254.05,    5.92,,,,,  503.15,    8.52,2132389547,  511.67,    809.45,    490.72,   1300.17
   64.45,  191.80,  240.45,  289.46,,,,,  304.90,  481.26,2134410669,  786.16,  253.04,    2.73,  258.05,    6.04,,,,,  511.09,    8.78,2134400471,  519.87,    815.99,    490.04,   1306.03
   86.81,  228.79,  316.68,  353.14,,,,,  403.49,  581.92,2132658296,  985.41,  296.17,   17.55,  298.41,   20.57,,,,,  594.58,   38.12,2132684954,  632.70,    998.07,    620.04,   1618.11
   66.43,  196.86,  247.03,  297.49,,,,,  313.46,  494.35,2132458432,  807.81,  273.81,    3.41,  277.59,    6.71,,,,,  551.39,   10.13,2132462659,  561.52,    864.85,    504.47,   1369.33
   65.81,  193.39,  245.05,  293.20,,,,,  310.86,  486.58,2134451388,  797.44,  261.58,    2.54,  265.68,    5.86,,,,,  527.26,    8.40,2134755474,  535.67,    838.12,    494.99,   1333.11
   64.99,  192.31,  242.80,  291.29,,,,,  307.79,  483.60,2132641987,  791.39,  257.94,    2.57,  261.91,    5.84,,,,,  519.86,    8.41,2132353777,  528.26,    827.65,    492.01,   1319.66
   64.71,  191.46,  241.90,  290.13,,,,,  306.60,  481.59,2134636418,  788.19,  260.24,    3.15,  264.13,    6.48,,,,,  524.37,    9.62,2134565445,  534.00,    830.98,    491.21,   1322.19
   64.41,  191.42,  240.19,  289.40,,,,,  304.60,  480.82,2132529302,  785.43,  260.02,    3.05,  264.42,    6.34,,,,,  524.43,    9.39,2132609863,  533.82,    829.04,    490.21,   1319.25
   64.96,  191.32,  241.96,  289.58,,,,,  306.91,  480.89,2132393577,  787.81,  259.04,    2.86,  261.86,    6.16,,,,,  520.90,    9.02,2132776996,  529.92,    827.81,    489.92,   1317.73
   64.60,  191.44,  241.13,  289.38,,,,,  305.73,  480.82,2134941029,  786.55,  251.91,    1.78,  255.70,    5.10,,,,,  507.62,    6.88,2134523182,  514.49,    813.35,    487.69,   1301.04
   64.34,  190.52,  239.89,  288.33,,,,,  304.23,  478.84,2132348648,  783.08,  253.48,    2.75,  257.64,    6.04,,,,,  511.12,    8.78,2132326434,  519.90,    815.35,    487.63,   1302.98
   65.00,  192.37,  242.17,  290.69,,,,,  307.16,  483.06,2134467715,  790.22,  252.92,    2.34,  257.20,    5.65,,,,,  510.12,    7.99,2134551767,  518.11,    817.28,    491.05,   1308.33
   73.37,  230.62,  265.35,  337.90,,,,,  338.72,  568.52,2132471002,  907.24,  324.61,   21.14,  326.39,   24.06,,,,,  651.00,   45.20,2132419531,  696.20,    989.71,    613.72,   1603.44
   64.06,  220.89,  237.13,  318.77,,,,,  301.19,  539.66,2132417822,  840.85,  317.75,    5.82,  321.43,    9.11,,,,,  639.18,   14.93,2132405338,  654.10,    940.36,    554.59,   1494.95
   63.18,  215.32,  233.71,  311.92,,,,,  296.88,  527.25,2134472444,  824.13,  300.02,    2.80,  302.67,    6.11,,,,,  602.69,    8.91,2134462070,  611.60,    899.57,    536.15,   1435.73
   61.91,  213.44,  229.45,  308.10,,,,,  291.36,  521.54,2132322528,  812.90,  289.49,    2.12,  293.87,    5.43,,,,,  583.36,    7.56,2132339987,  590.91,    874.72,    529.10,   1403.82
   62.26,  213.36,  230.78,  308.29,,,,,  293.04,  521.65,2134505637,  814.69,  287.68,    2.62,  292.57,    5.95,,,,,  580.25,    8.57,2134509946,  588.81,    873.28,    530.22,   1403.50
   61.89,  213.14,  229.23,  307.72,,,,,  291.12,  520.86,2132323355,  811.98,  288.66,    2.72,  291.39,    6.03,,,,,  580.05,    8.74,2132288900,  588.80,    871.17,    529.60,   1400.77
   62.16,  212.62,  229.40,  306.92,,,,,  291.57,  519.54,2134406577,  811.11,  293.36,    3.29,  295.54,    6.59,,,,,  588.90,    9.89,2134410035,  598.79,    880.47,    529.42,   1409.90
   62.16,  213.33,  230.94,  308.48,,,,,  293.09,  521.81,2132279946,  814.91,  290.05,    2.34,  291.77,    5.62,,,,,  581.82,    7.96,2132298379,  589.78,    874.92,    529.77,   1404.69
   62.07,  212.46,  230.56,  307.63,,,,,  292.63,  520.09,2134473730,  812.72,  284.86,    2.13,  287.94,    5.43,,,,,  572.79,    7.56,2134494769,  580.35,    865.43,    527.64,   1393.07
   61.89,  212.92,  229.42,  307.17,,,,,  291.30,  520.09,2132373176,  811.39,  283.66,    2.11,  286.34,    5.39,,,,,  570.00,    7.50,2132326943,  577.50,    861.30,    527.59,   1388.89
   62.68,  213.77,  231.53,  308.95,,,,,  294.21,  522.72,2132725009,  816.92,  289.81,    7.03,  292.46,   10.32,,,,,  582.26,   17.35,2136234071,  599.61,    876.47,    540.06,   1416.53
   92.02,  271.07,  333.55,  401.92,,,,,  425.57,  672.99,2134255400, 1098.56,  331.63,   10.75,  334.82,   14.18,,,,,  666.45,   24.93,2130773625,  691.38,   1092.02,    697.92,   1789.94
   64.01,  218.36,  237.02,  316.14,,,,,  301.03,  534.50,2132402976,  835.53,  304.16,    3.22,  307.87,    6.51,,,,,  612.03,    9.72,2132442491,  621.76,    913.07,    544.22,   1457.29
   62.80,  215.65,  233.18,  312.05,,,,,  295.97,  527.71,2134501359,  823.68,  292.99,    2.05,  298.62,    5.36,,,,,  591.61,    7.41,2134453501,  599.02,    887.58,    535.12,   1422.70
   62.52,  214.17,  231.08,  309.09,,,,,  293.60,  523.27,2132353641,  816.87,  291.05,    2.54,  295.36,    5.86,,,,,  586.41,    8.40,2132387486,  594.80,    880.01,    531.66,   1411.67
   62.66,  214.09,  231.21,  308.78,,,,,  293.87,  522.87,2134487344,  816.74,  289.13,    2.09,  293.72,    5.37,,,,,  582.85,    7.46,2134440654,  590.31,    876.72,    530.33,   1407.05
   62.52,  213.12,  231.34,  308.27,,,,,  293.86,  521.39,2132356716,  815.25,  291.78,    3.32,  297.04,    6.66,,,,,  588.82,    9.99,2132368406,  598.81,    882.68,    531.37,   1414.05
   62.03,  213.65,  229.60,  308.22,,,,,  291.63,  521.87,2134452515,  813.50,  289.81,    2.36,  295.81,    5.67,,,,,  585.62,    8.02,2134823731,  593.64,    877.25,    529.90,   1407.15
   62.09,  212.95,  229.49,  307.51,,,,,  291.58,  520.46,2132711838,  812.03,  286.75,    2.60,  291.92,    5.91,,,,,  578.67,    8.50,2132346045,  587.18,    870.25,    528.96,   1399.21
   62.32,  213.18,  229.57,  307.17,,,,,  291.89,  520.35,2132383086,  812.23,  284.59,    2.04,  289.53,    5.36,,,,,  574.13,    7.40,2132392350,  581.52,    866.01,    527.74,   1393.76
   61.80,  216.45,  228.19,  310.70,,,,,  289.99,  527.15,2134796645,  817.14,  289.07,    2.33,  294.30,    5.64,,,,,  583.37,    7.97,2134831490,  591.34,    873.36,    535.11,   1408.47
   75.67,  245.48,  273.21,  355.97,,,,,  348.88,  601.45,2132462551,  950.33,  341.36,   20.98,  343.33,   23.95,,,,,  684.70,   44.93,2132590185,  729.62,   1033.57,    646.38,   1679.95
   63.49,  221.30,  234.88,  318.59,,,,,  298.37,  539.89,2134733668,  838.27,  319.53,    4.40,  322.07,    7.70,,,,,  641.60,   12.10,2134559995,  653.71,    939.98,    552.00,   1491.97
   62.37,  217.89,  231.85,  314.08,,,,,  294.23,  531.97,2132408393,  826.20,  305.03,    3.02,  309.97,    6.33,,,,,  615.00,    9.36,2132436098,  624.35,    909.22,    541.33,   1450.55
   62.26,  216.83,  230.86,  312.55,,,,,  293.11,  529.38,2132389409,  822.49,  299.85,    2.72,  303.18,    6.03,,,,,  603.02,    8.75,2132381466,  611.77,    896.14,    538.13,   1434.26
   61.86,  217.13,  229.53,  312.31,,,,,  291.39,  529.43,2134457925,  820.82,  296.98,    2.34,  299.87,    5.65,,,,,  596.84,    7.99,2134457910,  604.84,    888.23,    537.43,   1425.66
   61.77,  216.70,  228.74,  311.42,,,,,  290.52,  528.12,2132413420,  818.64,  295.19,    2.59,  298.92,    5.90,,,,,  594.11,    8.49,2132361152,  602.59,    884.62,    536.61,   1421.23
   61.88,  217.30,  229.39,  312.31,,,,,  291.27,  529.61,2134411015,  820.88,  292.04,    2.03,  297.01,    5.31,,,,,  589.05,    7.34,2134411810,  596.39,    880.32,    536.95,   1417.27
   61.97,  216.52,  229.09,  310.77,,,,,  291.06,  527.29,2132321478,  818.35,  293.99,    2.97,  299.85,    6.28,,,,,  593.85,    9.24,2132323710,  603.09,    884.91,    536.53,   1421.44
   61.64,  216.67,  227.68,  310.49,,,,,  289.32,  527.15,2134442066,  816.47,  293.30,    2.57,  298.65,    5.88,,,,,  591.96,    8.45,2134485812,  600.41,    881.28,    535.61,   1416.88
   61.88,  216.13,  228.18,  310.26,,,,,  290.06,  526.39,2132334500,  816.45,  292.63,    2.75,  296.33,    6.07,,,,,  588.96,    8.82,2132325416,  597.78,    879.02,    535.21,   1414.23
   73.51,  238.09,  266.17,  345.75,,,,,  339.68,  583.84,2134544794,  923.52,  332.78,   22.30,  334.48,   25.31,,,,,  667.27,   47.61,2134535983,  714.88,   1006.94,    631.45,   1638.40
   64.80,  226.19,  237.49,  323.73,,,,,  302.30,  549.91,2132433046,  852.21,  320.56,    5.08,  326.06,    8.38,,,,,  646.62,   13.46,2132401672,  660.08,    948.92,    563.37,   1512.29
   62.78,  218.98,  231.48,  314.01,,,,,  294.26,  532.99,2134460385,  827.26,  307.80,    3.57,  312.74,    6.90,,,,,  620.54,   10.47,2134462893,  631.01,    914.80,    543.46,   1458.27
   62.24,  217.35,  229.67,  312.06,,,,,  291.91,  529.40,2132327694,  821.32,  303.50,    3.32,  308.44,    6.64,,,,,  611.94,    9.97,2132375402,  621.91,    903.85,    539.37,   1443.22
   61.78,  216.88,  228.42,  311.20,,,,,  290.20,  528.08,2132377606,  818.28,  303.36,    2.83,  307.11,    6.17,,,,,  610.47,    9.00,2132380113,  619.47,    900.67,    537.08,   1437.75
   62.27,  217.40,  228.98,  311.27,,,,,  291.25,  528.67,2134479239,  819.92,  296.33,    2.27,  299.53,    5.57,,,,,  595.87,    7.84,2134488138,  603.71,    887.12,    536.52,   1423.63
   62.14,  217.28,  229.61,  311.68,,,,,  291.74,  528.96,2132349770,  820.70,  290.16,    1.68,  293.75,    4.99,,,,,  583.92,    6.67,2132361503,  590.59,    875.66,    535.63,   1411.29
   61.83,  216.75,  228.29,  310.73,,,,,  290.12,  527.49,2134521647,  817.61,  290.91,    2.83,  295.07,    6.17,,,,,  585.98,    9.00,2134511060,  594.98,    876.10,    536.49,   1412.59
