Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1707768244,Device: id=0,TX,0.27014014900924,765.32888941071,808.55131325219,278591,98660358
1707768245,Device: id=0,TX,0.2150883636133,608.52276237458,642.9369005527,493681,174726282
1707768246,Device: id=0,TX,0.26148455690263,739.99630581479,781.83383491922,759346,268704642
1707768247,Device: id=0,TX,0.91979211434627,2599.4404878691,2746.6072261645,1679166,593644554
1707768248,Device: id=0,TX,1.7520179189054,4955.9858509546,5236.3087179795,3431189,1213144582
1707768249,Device: id=0,TX,1.7504049096355,4954.2392330178,5234.3040185595,5181633,1832438316
1707768250,Device: id=0,TX,1.6890740995117,4776.6385088492,5046.890364771,6870799,2429550616
1707768251,Device: id=0,TX,1.0640863448295,3003.0383741508,3173.2921893235,7934925,2804944402
1707768252,Device: id=0,TX,1.0620925769407,3002.7931965753,3172.7280088858,8997040,3180301476
1707768253,Device: id=0,TX,1.0640068700001,3001.7786863051,3172.0197855051,10061106,3555544664
1707768254,Device: id=0,TX,1.0621519521096,3002.1628487835,3172.107161121,11123274,3930820690
1707768255,Device: id=0,TX,1.0616610446571,3003.6559501735,3173.5217173187,12184975,4306291814
1707768256,Device: id=0,TX,1.0617166323825,3001.7454365443,3171.6200977255,13246708,4681515778
1707768257,Device: id=0,TX,1.0640156356635,3004.0809095262,3174.3234112323,14310776,5057044372
1707768258,Device: id=0,TX,1.0609572801742,3004.1314479181,3173.884612746,15371764,5432571676
1707768259,Device: id=0,TX,1.0617549620156,3003.9704825229,3173.8512764454,16433559,5808082146
1707768260,Device: id=0,TX,1.1992794033852,3388.4795168631,3580.3642214047,17632854,6231647594
1707768261,Device: id=0,TX,2.5708357322651,7264.0459522882,7675.3796694506,20203728,7139666854
1707768262,Device: id=0,TX,2.5728865962253,7272.3701072751,7684.0319626712,22776662,8048729866
1707768263,Device: id=0,TX,2.5717294944044,7270.185056605,7681.6617757097,25348444,8957521552
1707768264,Device: id=0,TX,2.5692253335179,7269.7909962241,7680.8670495869,27917730,9866266884
1707768265,Device: id=0,TX,2.5688739732407,7266.5177655247,7677.5376012432,30486614,10774585150
