,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-09-22,09:34:14.451,  120.10,  334.62,  430.83,  490.06,,,,,  550.93,  824.68,    106605, 1375.61,  373.17,   77.34,  369.41,   73.98,,,,,  742.58,  151.32,     54197,  893.89,   1293.51,    976.00,   2269.51
2023-09-22,09:34:15.451,   67.95,  324.40,  231.24,  409.26,,,,,  299.19,  733.65,    105522, 1032.84,  444.73,  145.53,  441.40,  142.14,,,,,  886.13,  287.68,     54525, 1173.81,   1185.32,   1021.33,   2206.65
2023-09-22,09:34:16.451,   10.03,  303.01,   40.34,  319.98,,,,,   50.37,  623.00,    104869,  673.36,  308.78,   29.23,  305.05,   25.87,,,,,  613.83,   55.10,     53778,  668.93,    664.20,    678.09,   1342.29
2023-09-22,09:34:17.450,    5.72,  300.39,   25.77,  311.28,,,,,   31.49,  611.68,    104847,  643.17,  278.14,   11.84,  274.12,    8.48,,,,,  552.26,   20.32,     53673,  572.58,    583.75,    631.99,   1215.74
2023-09-22,09:34:18.451,    9.02,  300.42,   38.97,  316.82,,,,,   47.99,  617.24,    104946,  665.23,  280.35,   11.08,  275.55,    7.74,,,,,  555.90,   18.82,     53753,  574.73,    603.89,    636.06,   1239.96
2023-09-22,09:34:19.451,   11.88,  321.84,   46.39,  341.33,,,,,   58.26,  663.17,    104867,  721.44,  324.37,   26.75,  320.47,   23.35,,,,,  644.84,   50.09,     53862,  694.93,    703.10,    713.27,   1416.37
2023-09-22,09:34:20.451,   14.61,  545.94,   59.95,  569.99,,,,,   74.56, 1115.93,    104905, 1190.50,  516.13,   26.04,  512.86,   22.58,,,,, 1028.99,   48.62,     54888, 1077.61,   1103.55,   1164.55,   2268.11
2023-09-22,09:34:21.452,   20.80,  540.52,   80.61,  572.31,,,,,  101.41, 1112.83,    105023, 1214.24,  525.66,   33.08,  521.84,   29.69,,,,, 1047.50,   62.76,     54963, 1110.26,   1148.91,   1175.59,   2324.50
2023-09-22,09:34:22.451,   35.51,  535.03,  143.29,  590.19,,,,,  178.80, 1125.22,    105065, 1304.02,  516.80,   25.60,  512.88,   22.28,,,,, 1029.69,   47.88,     54895, 1077.57,   1208.49,   1173.11,   2381.59
