,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-15,07:37:10.896,  133.70,  432.12,  476.98,  612.44,,,,,  610.68, 1044.56,     52605, 1655.24,  407.90,    4.81,  412.26,    8.13,,,,,  820.16,   12.94,     54042,  833.10,   1430.84,   1057.50,   2488.34
2024-02-15,07:37:11.896,  121.55,  426.09,  433.89,  594.54,,,,,  555.44, 1020.63,     52523, 1576.07,  376.65,    2.44,  382.11,    5.75,,,,,  758.76,    8.19,     53828,  766.94,   1314.20,   1028.82,   2343.01
2024-02-15,07:37:12.896,  139.64,  392.33,  486.37,  572.73,,,,,  626.01,  965.06,     52739, 1591.07,  407.98,   12.09,  412.72,   15.43,,,,,  820.71,   27.52,     54141,  848.23,   1446.72,    992.58,   2439.30
2024-02-15,07:37:13.896,  106.61,  447.39,  378.36,  597.63,,,,,  484.96, 1045.01,     52533, 1529.98,  396.06,    2.14,  402.72,    5.44,,,,,  798.78,    7.58,     54007,  806.36,   1283.75,   1052.59,   2336.34
2024-02-15,07:37:14.896,  104.53,  439.28,  370.26,  586.76,,,,,  474.79, 1026.04,     52529, 1500.83,  380.44,    1.34,  389.15,    4.67,,,,,  769.59,    6.01,     54070,  775.60,   1244.37,   1032.06,   2276.43
2024-02-15,07:37:15.896,  101.84,  434.33,  361.74,  579.48,,,,,  463.58, 1013.81,     52503, 1477.39,  367.85,    1.11,  376.22,    4.41,,,,,  744.07,    5.52,     53867,  749.59,   1207.65,   1019.33,   2226.98
2024-02-15,07:37:16.897,   99.03,  430.00,  351.25,  572.08,,,,,  450.28, 1002.08,     52545, 1452.36,  362.11,    1.14,  369.18,    4.47,,,,,  731.29,    5.62,     53850,  736.91,   1181.57,   1007.70,   2189.27
2024-02-15,07:37:17.896,   97.74,  421.83,  346.38,  561.31,,,,,  444.12,  983.14,     52495, 1427.26,  357.27,    1.54,  363.69,    4.88,,,,,  720.97,    6.42,     53863,  727.39,   1165.09,    989.56,   2154.65
2024-02-15,07:37:18.897,  102.81,  423.44,  368.47,  570.52,,,,,  471.28,  993.96,     52559, 1465.24,  361.23,    0.87,  366.74,    4.18,,,,,  727.97,    5.05,     53929,  733.02,   1199.25,    999.01,   2198.26
2024-02-15,07:37:19.897,  101.38,  423.65,  363.72,  570.23,,,,,  465.09,  993.88,     52522, 1458.97,  357.98,    1.10,  363.03,    4.43,,,,,  721.01,    5.53,     53857,  726.54,   1186.10,    999.41,   2185.51
2024-02-15,07:37:20.897,  104.25,  429.06,  375.22,  579.15,,,,,  479.47, 1008.21,     52563, 1487.68,  360.40,    1.49,  366.23,    4.83,,,,,  726.63,    6.32,     53891,  732.95,   1206.10,   1014.53,   2220.63
2024-02-15,07:37:21.897,  102.95,  428.44,  368.82,  575.78,,,,,  471.77, 1004.22,     52501, 1476.00,  357.12,    1.04,  364.07,    4.36,,,,,  721.19,    5.41,     53850,  726.60,   1192.97,   1009.63,   2202.59
2024-02-15,07:37:22.897,  108.48,  423.08,  386.27,  575.56,,,,,  494.75,  998.64,     52531, 1493.39,  366.43,    8.00,  374.32,   11.30,,,,,  740.76,   19.30,     53920,  760.06,   1235.51,   1017.94,   2253.45
2024-02-15,07:37:23.897,  121.01,  447.65,  430.68,  614.16,,,,,  551.69, 1061.81,     52583, 1613.51,  422.18,    9.80,  427.23,   13.13,,,,,  849.41,   22.93,     54167,  872.34,   1401.11,   1084.74,   2485.84
2024-02-15,07:37:24.898,  111.30,  447.39,  397.39,  604.10,,,,,  508.69, 1051.48,     52584, 1560.18,  385.48,    1.49,  391.86,    4.81,,,,,  777.34,    6.30,     54034,  783.65,   1286.04,   1057.79,   2343.83
2024-02-15,07:37:25.897,  108.27,  439.95,  389.69,  594.79,,,,,  497.97, 1034.75,     52531, 1532.71,  368.33,    0.88,  374.39,    4.18,,,,,  742.72,    5.05,     53854,  747.78,   1240.69,   1039.80,   2280.49
2024-02-15,07:37:26.898,  110.43,  434.77,  398.17,  592.18,,,,,  508.60, 1026.95,     52562, 1535.54,  360.57,    1.72,  369.41,    5.04,,,,,  729.98,    6.76,     53885,  736.74,   1238.58,   1033.71,   2272.29
2024-02-15,07:37:27.898,  109.63,  441.64,  394.15,  597.71,,,,,  503.78, 1039.35,     52525, 1543.13,  363.46,    1.11,  370.60,    4.43,,,,,  734.06,    5.54,     53943,  739.60,   1237.84,   1044.89,   2282.73
2024-02-15,07:37:28.899,  115.58,  450.45,  413.79,  611.96,,,,,  529.37, 1062.41,     52609, 1591.79,  357.36,    1.08,  364.59,    4.38,,,,,  721.94,    5.46,     53777,  727.41,   1251.31,   1067.88,   2319.19
2024-02-15,07:37:29.899,  128.62,  448.67,  465.56,  624.88,,,,,  594.18, 1073.55,     52576, 1667.73,  349.60,    0.87,  356.59,    4.20,,,,,  706.19,    5.07,     53863,  711.26,   1300.37,   1078.63,   2378.99
2024-02-15,07:37:30.898,  130.46,  450.28,  474.51,  629.66,,,,,  604.98, 1079.94,     52565, 1684.92,  346.16,    1.05,  355.33,    4.36,,,,,  701.49,    5.40,     53808,  706.90,   1306.47,   1085.34,   2391.82
