,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-10-29,23:15:06.592,  172.34,  169.26,  594.40,  380.95,,,,,  766.74,  550.21,    105712, 1316.95,    8.22,    8.16,    4.78,    4.82,,,,,   13.00,   12.99,     52462,   25.99,    779.74,    563.19,   1342.93
2023-10-29,23:15:07.590,  169.59,  167.10,  590.79,  379.28,,,,,  760.38,  546.37,    105583, 1306.75,    5.23,    4.92,    1.82,    1.58,,,,,    7.05,    6.50,     52421,   13.54,    767.43,    552.87,   1320.30
2023-10-29,23:15:08.591,  172.24,  163.16,  600.62,  378.68,,,,,  772.86,  541.84,    105716, 1314.70,   19.21,   11.78,   15.36,    8.38,,,,,   34.57,   20.16,     52469,   54.73,    807.43,    562.00,   1369.43
2023-10-29,23:15:09.592,  168.47,  161.45,  591.94,  375.91,,,,,  760.42,  537.36,    105668, 1297.78,   12.31,    7.17,    8.92,    3.81,,,,,   21.23,   10.97,     52449,   32.20,    781.64,    548.33,   1329.98
2023-10-29,23:15:10.591,  163.40,  161.06,  582.62,  374.52,,,,,  746.02,  535.58,    105471, 1281.60,    5.43,    4.22,    1.99,    0.87,,,,,    7.42,    5.09,     52420,   12.52,    753.44,    540.68,   1294.12
2023-10-29,23:15:11.591,  160.79,  158.21,  579.92,  372.57,,,,,  740.72,  530.77,    105582, 1271.49,    6.00,    4.47,    2.57,    1.12,,,,,    8.57,    5.60,     52419,   14.16,    749.28,    536.37,   1285.66
2023-10-29,23:15:12.591,  158.47,  156.09,  576.34,  370.87,,,,,  734.81,  526.97,    105575, 1261.78,    5.01,    4.22,    1.59,    0.87,,,,,    6.60,    5.09,     52414,   11.69,    741.41,    532.06,   1273.47
2023-10-29,23:15:13.591,  155.81,  153.43,  572.70,  368.61,,,,,  728.51,  522.04,    105482, 1250.55,    4.95,    3.97,    1.51,    0.61,,,,,    6.46,    4.58,     52414,   11.05,    734.97,    526.62,   1261.59
2023-10-29,23:15:14.592,  152.95,  150.55,  569.43,  366.79,,,,,  722.38,  517.35,    105659, 1239.73,    4.68,    3.87,    1.25,    0.51,,,,,    5.93,    4.38,     52464,   10.31,    728.32,    521.72,   1250.04
2023-10-29,23:15:15.592,  150.73,  148.17,  564.81,  364.00,,,,,  715.54,  512.17,    105413, 1227.70,    4.68,    4.16,    1.26,    0.81,,,,,    5.94,    4.97,     52413,   10.91,    721.48,    517.13,   1238.61
2023-10-29,23:15:16.592,  147.73,  145.15,  560.54,  361.44,,,,,  708.26,  506.59,    105472, 1214.85,    4.92,    4.04,    1.49,    0.68,,,,,    6.41,    4.72,     52412,   11.14,    714.67,    511.31,   1225.99
2023-10-29,23:15:17.593,  143.77,  141.33,  554.90,  358.18,,,,,  698.67,  499.52,    105540, 1198.18,    5.41,    4.18,    1.99,    0.83,,,,,    7.40,    5.01,     52463,   12.41,    706.07,    504.52,   1210.59
2023-10-29,23:15:18.592,  140.33,  136.75,  547.19,  352.36,,,,,  687.52,  489.11,    105395, 1176.63,    5.84,    4.50,    2.40,    1.13,,,,,    8.24,    5.63,     52414,   13.87,    695.76,    494.74,   1190.50
2023-10-29,23:15:19.592,  140.24,  129.40,  544.47,  343.24,,,,,  684.70,  472.64,    105440, 1157.35,   30.03,   20.28,   26.34,   16.89,,,,,   56.37,   37.18,     52440,   93.55,    741.07,    509.82,   1250.89
2023-10-29,23:15:20.593,  128.40,  125.54,  514.32,  333.18,,,,,  642.73,  458.72,    105417, 1101.45,    5.99,    4.75,    2.55,    1.39,,,,,    8.54,    6.14,     52463,   14.67,    651.26,    464.86,   1116.12
2023-10-29,23:15:21.593,  121.19,  118.40,  496.00,  322.25,,,,,  617.19,  440.64,    105182, 1057.83,    4.97,    4.20,    1.54,    0.83,,,,,    6.50,    5.04,     52405,   11.54,    623.70,    445.68,   1069.38
2023-10-29,23:15:22.593,  114.75,  112.07,  477.82,  311.48,,,,,  592.57,  423.55,    105148, 1016.11,    5.69,    4.34,    2.27,    0.99,,,,,    7.96,    5.33,     52411,   13.29,    600.53,    428.87,   1029.40
2023-10-29,23:15:23.593,  110.34,  107.65,  466.05,  304.62,,,,,  576.39,  412.28,    105203,  988.67,    5.08,    4.17,    1.64,    0.81,,,,,    6.72,    4.97,     52460,   11.69,    583.11,    417.25,   1000.36
2023-10-29,23:15:24.593,  104.30,  101.55,  446.77,  293.06,,,,,  551.07,  394.61,    105094,  945.67,    4.83,    3.93,    1.40,    0.57,,,,,    6.23,    4.51,     52405,   10.74,    557.30,    399.12,    956.42
2023-10-29,23:15:25.594,   99.31,   96.79,  429.43,  282.91,,,,,  528.74,  379.70,    105118,  908.44,    4.81,    3.98,    1.38,    0.63,,,,,    6.19,    4.60,     52454,   10.79,    534.93,    384.30,    919.23
2023-10-29,23:15:26.593,   95.07,   92.57,  412.47,  272.80,,,,,  507.53,  365.36,    105014,  872.90,    4.85,    3.97,    1.43,    0.60,,,,,    6.27,    4.56,     52403,   10.84,    513.81,    369.93,    883.74
2023-10-29,23:15:27.594,   90.21,   87.51,  396.45,  263.05,,,,,  486.66,  350.56,    105077,  837.22,    4.79,    4.03,    1.32,    0.68,,,,,    6.11,    4.71,     52458,   10.82,    492.77,    355.27,    848.04
2023-10-29,23:15:28.594,   84.80,   82.07,  377.00,  251.11,,,,,  461.80,  333.18,    104969,  794.98,    5.45,    4.27,    2.00,    0.90,,,,,    7.45,    5.17,     52407,   12.62,    469.25,    338.35,    807.60
2023-10-29,23:15:29.595,   91.19,   79.88,  392.94,  251.99,,,,,  484.13,  331.88,    105122,  816.01,   25.83,   19.26,   23.58,   15.98,,,,,   49.41,   35.24,     52479,   84.65,    533.54,    367.12,    900.66
2023-10-29,23:15:30.594,   74.95,   72.22,  341.23,  229.14,,,,,  416.18,  301.36,    104936,  717.54,    6.56,    4.96,    3.13,    1.62,,,,,    9.69,    6.58,     52412,   16.27,    425.87,    307.94,    733.81
2023-10-29,23:15:31.594,   69.00,   66.44,  320.36,  216.39,,,,,  389.37,  282.83,    104908,  672.20,    4.97,    4.08,    1.55,    0.73,,,,,    6.52,    4.81,     52405,   11.34,    395.89,    287.64,    683.53
2023-10-29,23:15:32.595,   64.23,   61.57,  300.58,  203.71,,,,,  364.81,  265.28,    104989,  630.09,    4.84,    4.00,    1.41,    0.65,,,,,    6.25,    4.66,     52455,   10.91,    371.06,    269.93,    641.00
2023-10-29,23:15:33.594,   59.64,   57.13,  281.28,  191.55,,,,,  340.92,  248.68,    104873,  589.59,    5.59,    4.31,    2.15,    0.97,,,,,    7.73,    5.29,     52410,   13.02,    348.65,    253.96,    602.62
2023-10-29,23:15:34.595,   55.68,   53.09,  265.58,  181.43,,,,,  321.25,  234.51,    104979,  555.77,    4.61,    3.86,    1.18,    0.50,,,,,    5.79,    4.35,     52459,   10.15,    327.05,    238.87,    565.91
2023-10-29,23:15:35.595,   52.24,   49.77,  248.51,  170.77,,,,,  300.75,  220.54,    104878,  521.29,    4.75,    3.98,    1.31,    0.62,,,,,    6.06,    4.60,     52401,   10.66,    306.81,    225.14,    531.95
2023-10-29,23:15:36.595,   49.85,   46.76,  235.10,  161.59,,,,,  284.95,  208.35,    104975,  493.30,    5.82,    4.62,    2.37,    1.26,,,,,    8.19,    5.88,     52458,   14.07,    293.14,    214.22,    507.36
2023-10-29,23:15:37.595,   46.56,   43.96,  219.36,  151.72,,,,,  265.91,  195.68,    104853,  461.59,    4.78,    3.97,    1.34,    0.61,,,,,    6.12,    4.58,     52404,   10.70,    272.03,    200.26,    472.30
2023-10-29,23:15:38.596,   44.05,   41.47,  205.55,  142.67,,,,,  249.60,  184.15,    104951,  433.75,    5.00,    4.04,    1.54,    0.68,,,,,    6.54,    4.72,     52454,   11.26,    256.14,    188.87,    445.00
2023-10-29,23:15:39.596,   64.25,   51.77,  273.39,  173.17,,,,,  337.64,  224.94,    105014,  562.58,   20.26,   11.02,   15.34,    7.39,,,,,   35.60,   18.40,     52414,   54.01,    373.25,    243.34,    616.59
2023-10-29,23:15:40.596,   41.75,   39.35,  191.21,  132.96,,,,,  232.96,  172.31,    104957,  405.27,    7.39,    4.62,    3.98,    1.28,,,,,   11.37,    5.90,     52459,   17.27,    244.33,    178.21,    422.54
2023-10-29,23:15:41.596,   37.70,   35.49,  174.34,  121.83,,,,,  212.04,  157.32,    104851,  369.36,    4.88,    3.93,    1.45,    0.58,,,,,    6.33,    4.52,     52403,   10.84,    218.36,    161.84,    380.20
2023-10-29,23:15:42.597,   35.76,   33.63,  163.75,  114.76,,,,,  199.50,  148.39,    104942,  347.90,    4.80,    3.86,    1.37,    0.49,,,,,    6.17,    4.35,     52454,   10.53,    205.67,    152.75,    358.42
2023-10-29,23:15:43.596,   33.95,   31.76,  153.78,  107.89,,,,,  187.73,  139.65,    104848,  327.38,    4.84,    4.02,    1.41,    0.66,,,,,    6.26,    4.69,     52406,   10.94,    193.99,    144.33,    338.32
2023-10-29,23:15:44.597,   32.15,   30.06,  146.15,  102.59,,,,,  178.30,  132.65,    104945,  310.95,    5.53,    4.17,    2.09,    0.81,,,,,    7.62,    4.98,     52457,   12.60,    185.91,    137.63,    323.54
