,input_rate,output_rate,latency,flow_tracker_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,bridge_instructions,flow_tracker_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,bridge_branches,flow_tracker_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,bridge_branch-misses,flow_tracker_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,bridge_branch-load-misses,flow_tracker_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,bridge_cache-misses,flow_tracker_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,bridge_cache-references,flow_tracker_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,bridge_cycles,flow_tracker_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,bridge_L1-dcache-load-misses,flow_tracker_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,bridge_L1-dcache-loads,flow_tracker_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,bridge_LLC-load-misses,flow_tracker_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,bridge_LLC-stores,flow_tracker_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads,bridge_LLC-loads
0,433.45750263313,399.75000841056,9.766,9118090610.0,9548402569.0,10189604857.0,10462695085.0,9787510562.0,1792748679.0,1892096643.0,2023130741.0,2080686492.0,1935868889.0,6678908.0,7661840.0,7684186.0,7959740.0,7644515.0,6686660.0,7737691.0,7728347.0,7884052.0,7593283.0,4513.0,4144.0,4617.0,4476.0,3904.0,4897777.0,10371917.0,5852397.0,5022962.0,8066929.0,2646066180.0,2892840128.0,2892958322.0,2893034052.0,2893073875.0,5098448.0,10995263.0,5965024.0,5266613.0,8617743.0,2687423497.0,2968517673.0,3186715312.0,3284508965.0,3043001757.0,1263.0,1376.0,1938.0,1413.0,1438.0,1743517.0,4565682.0,1600547.0,1604858.0,3139446.0,3217842.0,5816380.0,4202024.0,3365630.0,4912929.0
1,1891.1580010571,2067.374258308,9.478,9886946522.0,9586435630.0,10269260423.0,10578356106.0,9851877483.0,1929402897.0,1898297883.0,2026877725.0,2091270091.0,1946380560.0,6960319.0,7675793.0,7719730.0,7848216.0,7573835.0,6963823.0,7676384.0,7721602.0,7849516.0,7685193.0,2136.0,1385.0,2221.0,2186.0,1465.0,5092139.0,10442573.0,5873068.0,5048564.0,8089003.0,2892381483.0,2891737289.0,2891746005.0,2891877024.0,2891838343.0,5127234.0,10958612.0,5924771.0,5236654.0,8543070.0,3044781577.0,2947939422.0,3161920546.0,3259031560.0,3029941290.0,1876.0,1699.0,2543.0,1737.0,1394.0,1749298.0,4533972.0,1580209.0,1590714.0,3111149.0,3203552.0,5887215.0,4191238.0,3388113.0,4956462.0
2,2113.1398372303,2110.6065412428,16.416,9761154694.0,9463454267.0,10116476004.0,10438437811.0,9716825801.0,1910193516.0,1880021656.0,2004122381.0,2071333271.0,1926435559.0,7161054.0,7758979.0,7919224.0,7949756.0,7874782.0,7162127.0,7789517.0,7921008.0,7951585.0,7566006.0,2345.0,1850.0,2908.0,2208.0,1906.0,5058810.0,10367606.0,5812842.0,5002479.0,8026313.0,2891652977.0,2891853772.0,2891925135.0,2891909293.0,2891942802.0,5101003.0,10982058.0,5945268.0,5286647.0,8574346.0,3063056489.0,2951547246.0,3157760939.0,3260406799.0,3030726465.0,1301.0,1138.0,1750.0,1513.0,1313.0,1786175.0,4526669.0,1607502.0,1615181.0,3112778.0,3247407.0,5903190.0,4175164.0,3370424.0,4967843.0
3,2113.2993564414,2109.7518321982,10.672,9982118764.0,9481468644.0,9977405360.0,10440686367.0,9719392847.0,1910049622.0,1884472205.0,1976566798.0,2070777045.0,1928628139.0,6901497.0,7601905.0,7606328.0,8012868.0,7502999.0,6902850.0,7599035.0,7608394.0,8012395.0,7505826.0,2941.0,7457.0,3546.0,3856.0,2131.0,4957724.0,10004897.0,5686527.0,4926679.0,7707131.0,2891764863.0,2891721630.0,2851549498.0,2891661115.0,2891698060.0,4906184.0,10248521.0,5615344.0,5008849.0,7954394.0,3043523625.0,2978424634.0,3133183801.0,3270447238.0,3052299508.0,2952.0,6626.0,3380.0,4147.0,3934.0,1754416.0,4444387.0,1561382.0,1558864.0,3037713.0,3145334.0,5811572.0,4089688.0,3333347.0,4872450.0
4,2112.6789464231,2110.7127233011,6.311,9971961188.0,9621189815.0,10250402071.0,10553450337.0,9866647484.0,1926005731.0,1903833483.0,2023309390.0,2085788346.0,1948104153.0,7157971.0,7824094.0,7757125.0,8043901.0,7572376.0,7157816.0,7827057.0,7756173.0,8045960.0,7573772.0,3176.0,7398.0,3956.0,4164.0,3300.0,4845552.0,9803252.0,5515673.0,4791461.0,7494982.0,2891959586.0,2891682152.0,2891825301.0,2891564816.0,2891854565.0,4928660.0,10648627.0,5716914.0,5108076.0,8188814.0,3034284812.0,2951886978.0,3176504559.0,3270757718.0,3030753746.0,3472.0,5402.0,2538.0,3537.0,1781.0,1723093.0,4283651.0,1572242.0,1556377.0,2894753.0,3141255.0,5447756.0,3935101.0,3243203.0,4552953.0
5,2113.3927736468,2110.9569558706,14.253,9992977630.0,9457475988.0,10252473082.0,10560221776.0,9719788984.0,1929855142.0,1879034165.0,2006502683.0,2069843123.0,1927260864.0,6907994.0,7749053.0,7877000.0,7827642.0,7517729.0,6909204.0,7749162.0,7874555.0,7829038.0,7522347.0,2902.0,2354.0,3272.0,3056.0,3342.0,5074516.0,10315434.0,5855053.0,5042528.0,7973068.0,2891865018.0,2891734811.0,2891829224.0,2891894649.0,2891558819.0,5080501.0,10965794.0,5897608.0,5254269.0,8541670.0,3043364831.0,2968684066.0,3159464916.0,3254829361.0,3049856540.0,1951.0,1275.0,1875.0,2313.0,1375.0,1764945.0,4501291.0,1612584.0,1622372.0,3091133.0,3244530.0,5807386.0,4151899.0,3346557.0,4881557.0
6,2113.2829203184,2109.9042475245,16.745,9993165686.0,9580287571.0,10367972583.0,10691267994.0,9846242627.0,1944679136.0,1896439439.0,2024827636.0,2091079768.0,1944930748.0,6957540.0,7674413.0,7717303.0,7925120.0,7576292.0,6958018.0,7676055.0,7718045.0,7926973.0,7577375.0,1846.0,1530.0,2221.0,1881.0,1595.0,5085311.0,10449477.0,5911292.0,5078566.0,8100479.0,2891940609.0,2891916559.0,2891975458.0,2891896770.0,2891939610.0,5099481.0,10998923.0,5937761.0,5279720.0,8609041.0,3062515119.0,2950477763.0,3182559316.0,3281461582.0,3032924847.0,2292.0,1278.0,2437.0,1821.0,1598.0,1774297.0,4466665.0,1624277.0,1634448.0,3065428.0,3260239.0,5678245.0,4117406.0,3299159.0,4786821.0
7,2112.9016295649,2109.3773652852,8.662,9995428646.0,9478073124.0,10378917598.0,10699758406.0,9748441247.0,1944759379.0,1880485646.0,2010219222.0,2076420406.0,1930181645.0,7098505.0,7817620.0,7660779.0,7795122.0,7519169.0,7098890.0,7819808.0,7660805.0,7792436.0,7515567.0,2384.0,3218.0,2634.0,2773.0,2139.0,5064246.0,10434376.0,5905952.0,5089309.0,8079302.0,2891814753.0,2891828307.0,2891867132.0,2891917125.0,2891751191.0,5097268.0,10895458.0,5856142.0,5210318.0,8499131.0,3042252730.0,2972706454.0,3163123379.0,3260309995.0,3054801204.0,2188.0,1050.0,2326.0,1925.0,1213.0,1778626.0,4591698.0,1620518.0,1632160.0,3145120.0,3258518.0,5767234.0,4212557.0,3381919.0,4858490.0
8,2112.8131933207,2110.0047892864,9.149,9883472023.0,9690094726.0,10379583611.0,10690016176.0,9955385270.0,1929159901.0,1880542177.0,2043356994.0,2107966195.0,1929852928.0,6959461.0,8063463.0,7660485.0,7800066.0,8028838.0,6915276.0,8058074.0,7663895.0,7802059.0,8024104.0,2611.0,2000.0,2496.0,2631.0,1710.0,5041045.0,10500541.0,5842313.0,5028502.0,8123903.0,2891852392.0,2891875513.0,2891863184.0,2891810239.0,2891980370.0,5146292.0,11051503.0,5962807.0,5296212.0,8633132.0,3065181573.0,2970721174.0,3186985612.0,3283446630.0,3054923475.0,1538.0,1263.0,1850.0,1838.0,1175.0,1784291.0,4574350.0,1630856.0,1639795.0,3131936.0,3276222.0,5698976.0,4218811.0,3397700.0,4791086.0
9,2112.8535832535,2109.9525574391,14.244,9890197777.0,9695132053.0,10372277616.0,10688830621.0,9959747160.0,1929774661.0,1898854529.0,2043084786.0,2108275107.0,1947254478.0,6962085.0,7812108.0,7718930.0,7851776.0,7711409.0,7140208.0,7810303.0,7722112.0,7852881.0,7710407.0,1745.0,1650.0,2186.0,2205.0,1820.0,5042748.0,10496887.0,5849543.0,5036768.0,8119085.0,2891380848.0,2891530394.0,2891453152.0,2891531677.0,2891479494.0,5123797.0,11021699.0,5944852.0,5276380.0,8603756.0,3043132652.0,2947283864.0,3162024621.0,3261019472.0,3029876780.0,1722.0,1498.0,2223.0,2722.0,1722.0,1759340.0,4566672.0,1621371.0,1633623.0,3127611.0,3266137.0,5869857.0,4206653.0,3376694.0,4934532.0
