,input_rate,output_rate,latency,flow_tracker_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,bridge_instructions,flow_tracker_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,bridge_branches,flow_tracker_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,bridge_branch-misses,flow_tracker_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,bridge_branch-load-misses,flow_tracker_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,bridge_cache-misses,flow_tracker_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,bridge_cache-references,flow_tracker_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,bridge_cycles,flow_tracker_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,bridge_L1-dcache-load-misses,flow_tracker_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,bridge_L1-dcache-loads,flow_tracker_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,bridge_LLC-load-misses,flow_tracker_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,bridge_LLC-stores,flow_tracker_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads,bridge_LLC-loads
0,425.42920056704,395.15667923847,18.256,9810536499.0,9617482239.0,10572502942.0,10694672977.0,9909606711.0,1919565740.0,1882928295.0,2063901938.0,2111339841.0,1958615637.0,6988354.0,7668483.0,7853781.0,7904290.0,7557395.0,6988763.0,7670918.0,7857656.0,7905073.0,7558965.0,4426.0,4498.0,4411.0,4445.0,3946.0,4656765.0,10781589.0,6496159.0,5129830.0,9543825.0,2892986746.0,2892876827.0,2893032103.0,2893007221.0,2893017478.0,5042788.0,11168573.0,6762733.0,6842356.0,9815236.0,3043376348.0,2950198410.0,3243420644.0,3285127584.0,3023072631.0,2413.0,3640.0,1964.0,2651.0,3177.0,1764918.0,4733770.0,1742818.0,1623446.0,3819713.0,3014912.0,5842231.0,4575756.0,3516798.0,5840593.0
1,1915.7405180552,2084.3652294933,7.242,9824030861.0,9608000867.0,10557401728.0,10701384899.0,9858975965.0,1917275486.0,1867095737.0,2045699176.0,2109423697.0,1941383211.0,7009273.0,7609872.0,7762712.0,7989082.0,7474036.0,7180763.0,7611328.0,7762953.0,7990837.0,7472208.0,2756.0,2596.0,3871.0,2856.0,2181.0,4797352.0,10746866.0,6510668.0,5126912.0,9580856.0,2892158680.0,2891912745.0,2891953184.0,2891948958.0,2891900855.0,5008459.0,11111366.0,6733668.0,7107048.0,9756484.0,3020537518.0,2925921030.0,3218822466.0,3260181290.0,2998640612.0,2105.0,2092.0,3173.0,2570.0,2154.0,1724501.0,4728609.0,1736917.0,1616000.0,3839892.0,2999914.0,5950591.0,4678563.0,3511040.0,5843761.0
2,2113.0129258559,2111.3430069809,13.76,9708192816.0,9520404792.0,10564961084.0,10700347755.0,9852477988.0,1901492704.0,1863488592.0,2063399944.0,2109365211.0,1940577149.0,6921022.0,7579680.0,7928836.0,7929343.0,7512665.0,6968959.0,7634548.0,7928647.0,7874935.0,7457813.0,2795.0,3968.0,2690.0,2756.0,3362.0,4759878.0,10649885.0,6467245.0,5094176.0,9547751.0,2891841042.0,2891775795.0,2891986419.0,2891798916.0,2891841483.0,5010280.0,11179059.0,6800777.0,6495333.0,9844754.0,3045382748.0,2934441138.0,3243494094.0,3286915064.0,3022667340.0,1513.0,1875.0,2201.0,2000.0,1600.0,1755600.0,4695371.0,1728337.0,1606976.0,3812091.0,2994252.0,6011287.0,4720387.0,3473686.0,5810488.0
3,2113.0502468861,2110.7922267582,10.304,9827718645.0,9597079389.0,9936031271.0,10590047819.0,9731013979.0,1917973358.0,1895264935.0,1955407558.0,2094254020.0,1923202408.0,7044098.0,7682720.0,7362078.0,7920772.0,7716210.0,7044542.0,7665523.0,7363317.0,7920607.0,7504571.0,2370.0,2220.0,2901.0,2911.0,2151.0,4748713.0,10640223.0,6417385.0,5121894.0,9606864.0,2891620869.0,2891687922.0,2721949244.0,2891803872.0,2891656508.0,5010909.0,11148860.0,6726427.0,6531754.0,9821579.0,3025371584.0,2930173414.0,3028290741.0,3267076537.0,2998494646.0,2633.0,3017.0,4833.0,3002.0,2602.0,1701935.0,4722804.0,1735643.0,1624421.0,3854281.0,3047531.0,5952304.0,4687703.0,3497048.0,5841937.0
4,2113.1246663097,2111.1073674733,8.141,9720071044.0,9616260491.0,10571913055.0,10481184449.0,9649379392.0,1902319950.0,1898451336.0,2081104324.0,2077740547.0,1911567424.0,6996478.0,7894148.0,7776127.0,7857502.0,7980668.0,6993628.0,7896065.0,7771110.0,7969447.0,7844538.0,3224.0,2730.0,3474.0,2669.0,2434.0,4791579.0,10702524.0,6492057.0,5127515.0,9609582.0,2891553352.0,2891666382.0,2891874591.0,2891579995.0,2891466252.0,5052396.0,11147074.0,6753314.0,6902140.0,9805843.0,3021214570.0,2928085099.0,3222850023.0,3261410108.0,3001170418.0,1841.0,1918.0,2537.0,1959.0,1489.0,1740532.0,4739631.0,1737626.0,1592324.0,3787780.0,2987390.0,5981015.0,4677482.0,3511402.0,5880111.0
5,2113.0870910742,2109.4607242428,15.184,9692854456.0,9487576981.0,10433325832.0,10449609821.0,9626291150.0,1898710317.0,1879926051.0,2061260004.0,2073800448.0,1908455794.0,6984334.0,7635764.0,7970690.0,7824752.0,7626475.0,6986243.0,7648211.0,7942897.0,7880223.0,7675857.0,3290.0,3013.0,2936.0,2627.0,2241.0,4774923.0,10688155.0,6479935.0,5125516.0,9625297.0,2891903729.0,2891728424.0,2891602462.0,2891866846.0,2891787073.0,5030537.0,11210865.0,6800883.0,6817855.0,9864370.0,3046625172.0,2949039687.0,3244088608.0,3287956803.0,3022299064.0,1375.0,2150.0,2412.0,1713.0,1163.0,1722895.0,4695303.0,1721107.0,1569256.0,3722614.0,2951392.0,5893934.0,4682378.0,3483263.0,5805473.0
6,2113.0441341381,2110.7450201083,8.355,9824897498.0,9505876516.0,10455289865.0,10583257693.0,9757984377.0,1917088350.0,1882092910.0,2064339872.0,2092141232.0,1927321882.0,7211151.0,7849294.0,7960713.0,7914481.0,7527611.0,7209332.0,7593439.0,7777006.0,7915508.0,7528076.0,2781.0,2831.0,3301.0,2971.0,2150.0,4783205.0,10652973.0,6445710.0,5122660.0,9584701.0,2891863001.0,2891708648.0,2891835513.0,2891775236.0,2891772247.0,5022529.0,11144510.0,6761074.0,6964231.0,9793973.0,3025115197.0,2927065622.0,3221922410.0,3261408160.0,3002111950.0,1654.0,1593.0,2266.0,1598.0,1625.0,1726379.0,4671537.0,1714560.0,1561894.0,3708444.0,2939161.0,5983801.0,4756478.0,3482270.0,5771009.0
7,2113.2707224944,2110.7979191089,9.351,9717825740.0,9385789262.0,10326986670.0,9782660580.0,9600270564.0,1899546327.0,1864139720.0,2045620193.0,1939713521.0,1902717664.0,6886645.0,7584390.0,7935257.0,7334139.0,7446561.0,6886573.0,7640241.0,7831249.0,7317607.0,7440288.0,2945.0,2567.0,2990.0,3524.0,1951.0,4772614.0,10579993.0,6436216.0,5073577.0,9618047.0,2891849077.0,2891687377.0,2891776999.0,2702864864.0,2891731883.0,4973444.0,11098275.0,6769207.0,6793273.0,9849286.0,3046751577.0,2951613263.0,3247979117.0,3078943235.0,3018047486.0,1676.0,1338.0,1450.0,1763.0,1188.0,1768517.0,4601724.0,1691334.0,1570704.0,3783115.0,2958080.0,5935517.0,4737277.0,3410325.0,5740462.0
8,2112.7549252806,2110.0874412253,13.677,9398164830.0,9457774563.0,10377104730.0,10523184237.0,9739935119.0,1815341524.0,1870042414.0,2049391009.0,2080690013.0,1922847751.0,6594146.0,7756252.0,8036930.0,8049592.0,7501899.0,6600066.0,7709882.0,8034099.0,8047547.0,7502576.0,3241.0,9762.0,4361.0,4756.0,2806.0,4583302.0,9940006.0,6136489.0,4915969.0,8911364.0,2761671933.0,2891119989.0,2891423198.0,2891529835.0,2891409660.0,4763127.0,10278983.0,6357818.0,6577382.0,9056791.0,2889233630.0,2943261461.0,3203465932.0,3242549187.0,2994080839.0,3182.0,8602.0,3376.0,4177.0,3626.0,1623185.0,4246474.0,1556625.0,1487529.0,3340126.0,2801403.0,5322850.0,4369404.0,3227189.0,5125862.0
9,2113.1595528859,2111.5944801812,8.928,9918052695.0,9415064760.0,10311913531.0,10455059848.0,9060298267.0,1900458231.0,1870698121.0,2042247298.0,2072903755.0,1795428550.0,7036307.0,7618598.0,7771842.0,7832715.0,7207545.0,7036941.0,7622425.0,7774685.0,7836302.0,7209034.0,3256.0,5254.0,2617.0,3576.0,3348.0,4725191.0,10343953.0,6319005.0,4993603.0,9213079.0,2891862149.0,2891712598.0,2891678262.0,2891627808.0,2806411453.0,4919346.0,10992902.0,6704941.0,6887436.0,9543756.0,3015735621.0,2925850689.0,3209690433.0,3273817502.0,3015296569.0,2435.0,2390.0,1973.0,2112.0,1223.0,1721838.0,4603559.0,1691763.0,1590071.0,3730812.0,2971079.0,5786012.0,4632464.0,3437371.0,5592763.0
