,input_rate,output_rate,latency,flow_tracker_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,bridge_instructions,flow_tracker_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,bridge_branches,flow_tracker_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,bridge_branch-misses,flow_tracker_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,bridge_branch-load-misses,flow_tracker_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,bridge_cache-misses,flow_tracker_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,bridge_cache-references,flow_tracker_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,bridge_cycles,flow_tracker_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,bridge_L1-dcache-load-misses,flow_tracker_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,bridge_L1-dcache-loads,flow_tracker_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,bridge_LLC-load-misses,flow_tracker_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,bridge_LLC-stores,flow_tracker_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads,bridge_LLC-loads
0,434.1110724124,396.6110347821,9.671,9669179780.0,9362687548.0,10387809255.0,10547377363.0,9832123548.0,1894723327.0,1867998568.0,2040546094.0,2071211586.0,1929654940.0,6914504.0,7755817.0,7980804.0,7815893.0,7466032.0,6920694.0,7755944.0,7985281.0,7824587.0,7474393.0,6916.0,8974.0,7777.0,7518.0,6668.0,4345958.0,9587584.0,5919627.0,4707526.0,8554796.0,2892566111.0,2892675829.0,2892710338.0,2892634224.0,2892588151.0,4602553.0,10175007.0,6146002.0,6736790.0,8780241.0,3044395553.0,2962979426.0,3228211258.0,3270806030.0,3028118185.0,1926.0,9130.0,3214.0,4214.0,1950.0,1688659.0,4555223.0,1684361.0,1579086.0,3674846.0,2973041.0,5785055.0,4582663.0,3387734.0,5628736.0
1,1826.3315112523,2009.2488284057,6.09,9823691343.0,9501401288.0,10558327456.0,10697247259.0,9828231871.0,1916747937.0,1881975237.0,2063426282.0,2092880128.0,1937271563.0,6978904.0,7677668.0,7964185.0,7886975.0,7507860.0,6982297.0,7681120.0,7966495.0,7887619.0,7511898.0,2426.0,3446.0,2676.0,2731.0,2116.0,4736923.0,10637426.0,6507755.0,5141837.0,9556429.0,2891672910.0,2891803609.0,2891964438.0,2891859694.0,2892073972.0,5003475.0,11201312.0,6805104.0,6867378.0,9849481.0,3024786034.0,2926826147.0,3244035929.0,3285604040.0,3018837276.0,1473.0,1556.0,2791.0,1884.0,2042.0,1732645.0,4640489.0,1743103.0,1608907.0,3838815.0,2931139.0,5830675.0,4647700.0,3442826.0,5865390.0
2,2113.2229152609,2110.6092623587,17.322,9713334963.0,8456231798.0,9333200157.0,10697396006.0,9842028229.0,1898611173.0,1701426845.0,1806604691.0,2076084179.0,1937384185.0,7061529.0,7070088.0,6949750.0,7758432.0,7447223.0,7062202.0,7193131.0,7040525.0,7761763.0,7446383.0,2795.0,2506.0,30035.0,25879.0,2573.0,4736523.0,10623520.0,6470877.0,5177138.0,9523696.0,2891902349.0,2769790645.0,2726939772.0,2891998434.0,2891730272.0,4968823.0,11085218.0,6687195.0,6953576.0,9721669.0,3041123912.0,2826604435.0,3045995289.0,3262752050.0,2998825119.0,2001.0,1576.0,2713.0,2038.0,2188.0,1752457.0,4726842.0,1742303.0,1620593.0,3807545.0,2957683.0,5886785.0,4674825.0,3509127.0,5874104.0
3,2113.0665463634,2110.1620247715,12.474,9758431445.0,9605035361.0,10567613763.0,10696796447.0,9645740865.0,1869369330.0,1867647758.0,2079933853.0,2108823953.0,1909780485.0,6764635.0,7627078.0,7769413.0,7834128.0,7462693.0,6764079.0,7624674.0,7771404.0,7839067.0,7633663.0,2260.0,2271.0,2676.0,2541.0,1785.0,4822980.0,10830028.0,6479537.0,5124368.0,9606568.0,2841766442.0,2891891429.0,2891845103.0,2891627493.0,2891914997.0,5035066.0,11254913.0,6832267.0,6856270.0,9894662.0,2968015088.0,2946642505.0,3244050348.0,3285025447.0,3018267269.0,2772.0,2391.0,2995.0,2920.0,2590.0,1765620.0,4749712.0,1736466.0,1611773.0,3843334.0,2962741.0,5937876.0,4730810.0,3520914.0,5848748.0
4,2113.2062033324,2110.5262927035,7.654,9925608212.0,9589397959.0,10555182169.0,10685248558.0,9740666243.0,1919237335.0,1881689511.0,2077693576.0,2107053074.0,1924023469.0,6923460.0,7672742.0,7819522.0,8066906.0,7509093.0,6924436.0,7677758.0,7817856.0,8066659.0,7631048.0,2115.0,2353.0,2903.0,2505.0,2173.0,4807544.0,10793006.0,6465465.0,5122863.0,9657095.0,2891865331.0,2891826580.0,2891808124.0,2891829197.0,2891596085.0,5006799.0,11185622.0,6772451.0,6453297.0,9786012.0,3022195517.0,2921610959.0,3217428898.0,3259927215.0,2996676806.0,2724.0,2580.0,2739.0,3013.0,1460.0,1743909.0,4679076.0,1722631.0,1596636.0,3709698.0,2976310.0,5986876.0,4718083.0,3467567.0,5780985.0
5,2113.2127568447,2111.2632455253,11.305,9928103682.0,9596291218.0,10429990588.0,10563224159.0,9618710294.0,1932461097.0,1895096552.0,2060368630.0,2089489251.0,1906091759.0,6864039.0,7619562.0,7810673.0,8100115.0,7455045.0,6866521.0,7622491.0,7763880.0,7980385.0,7505973.0,3220.0,2975.0,3733.0,3268.0,3233.0,4785639.0,10715191.0,6460459.0,5122378.0,9622424.0,2891509122.0,2891767878.0,2891706934.0,2891717836.0,2891424578.0,4987656.0,11159499.0,6779049.0,7137243.0,9835568.0,3028890853.0,2930978772.0,3224396540.0,3266288490.0,3000950790.0,2013.0,1788.0,2438.0,2451.0,1413.0,1754052.0,4710364.0,1733871.0,1605415.0,3760219.0,2976899.0,6001272.0,4727575.0,3492389.0,5838133.0
6,2113.0145758983,2110.3902477191,8.509,9933132601.0,9613591137.0,10348970448.0,10481789073.0,9642929733.0,1933074718.0,1897501090.0,2048945028.0,2078620780.0,1911266928.0,6936713.0,7683913.0,8000761.0,7986665.0,7613135.0,6936128.0,7685630.0,7824511.0,8034250.0,7615833.0,2526.0,2141.0,2571.0,2096.0,1891.0,4755166.0,10682216.0,6477482.0,5124023.0,9649296.0,2891893981.0,2891618479.0,2891789191.0,2891785814.0,2891745604.0,5004347.0,11202429.0,6776495.0,6842413.0,9816235.0,3045311863.0,2947855534.0,3241672415.0,3285984212.0,3021104584.0,2778.0,2417.0,1939.0,1703.0,2654.0,1769026.0,4734946.0,1720187.0,1592779.0,3725865.0,2993835.0,6025820.0,4766382.0,3515529.0,5788265.0
7,2113.0812789535,2110.8363600844,9.61,9919996807.0,9579248311.0,10448243425.0,10584018269.0,9743206894.0,1931054272.0,1892835106.0,2063466856.0,2093428076.0,1923796879.0,7012758.0,7676834.0,7816063.0,7888290.0,7509256.0,7192350.0,7627868.0,7815579.0,7888558.0,7511653.0,2573.0,2117.0,2623.0,2395.0,3006.0,4768712.0,10687108.0,6463282.0,5112104.0,9572694.0,2891679465.0,2891763594.0,2891892739.0,2891841931.0,2891859805.0,4986965.0,11176752.0,6778445.0,7447238.0,9877632.0,3022523440.0,2925164324.0,3220528866.0,3262042951.0,3000762988.0,2588.0,4000.0,2000.0,1625.0,1425.0,1762050.0,4720746.0,1680902.0,1559137.0,3723026.0,2990495.0,6025704.0,4735438.0,3488374.0,5669340.0
8,2112.9926812688,2110.1569309963,11.452,9714453174.0,9371573817.0,10328744037.0,10465160226.0,9633342821.0,1901776305.0,1861660874.0,2046524248.0,2076244076.0,1907742692.0,6950040.0,7603067.0,7768966.0,8033953.0,7855861.0,6949940.0,7600555.0,7771556.0,8034860.0,7849037.0,3271.0,2551.0,3081.0,2756.0,2281.0,4788882.0,10722806.0,6471800.0,5129899.0,9582617.0,2891810259.0,2891812605.0,2891817208.0,2891470204.0,2891750535.0,5037114.0,11270474.0,6838615.0,7068130.0,9854218.0,3045726302.0,2935586631.0,3244412740.0,3285778622.0,3019362618.0,1196.0,1770.0,1863.0,1700.0,1788.0,1758161.0,4723298.0,1706416.0,1580038.0,3770366.0,2977398.0,5967543.0,4747910.0,3505172.0,5758643.0
9,2113.1048657515,2111.0899314093,15.817,9818372394.0,9498850475.0,10447582388.0,10581496625.0,9744827157.0,1916019253.0,1880365805.0,2063015918.0,2092440375.0,1924294570.0,7043342.0,7686493.0,7812213.0,7882194.0,7513163.0,7048640.0,7691433.0,7814529.0,7884067.0,7512107.0,2681.0,3066.0,2377.0,2177.0,1851.0,4781791.0,10749302.0,6506699.0,5149125.0,9671603.0,2891568204.0,2891758543.0,2891649566.0,2891677994.0,2891807321.0,5009559.0,11208353.0,6843391.0,7167835.0,9908768.0,3020039698.0,2923005381.0,3216244093.0,3261436379.0,3017722444.0,1445.0,1487.0,1959.0,1820.0,1334.0,1714041.0,4606215.0,1682779.0,1561802.0,3816282.0,3000897.0,6062306.0,4639608.0,3441263.0,5700443.0
