ndpi_stat-thread_info.core,ndpi_stat-rx_pps,ndpi_stat-tx_pps,ndpi_stat-rx,ndpi_stat-tx,ndpi_stat-act_out,ndpi_stat-act_tonf,ndpi_stat-act_drop,ndpi_stat-thread_info.parent,ndpi_stat-state,ndpi_stat-rte_atomic16_read,ndpi_stat-rx_drop_rate,ndpi_stat-tx_drop_rate,ndpi_stat-rx_drop,ndpi_stat-tx_drop,ndpi_stat-act_next,ndpi_stat-act_buffer,ndpi_stat-act_returned,router-thread_info.core,router-rx_pps,router-tx_pps,router-rx,router-tx,router-act_out,router-act_tonf,router-act_drop,router-thread_info.parent,router-state,router-rte_atomic16_read,router-rx_drop_rate,router-tx_drop_rate,router-rx_drop,router-tx_drop,router-act_next,router-act_buffer,router-act_returned,payload_scan-thread_info.core,payload_scan-rx_pps,payload_scan-tx_pps,payload_scan-rx,payload_scan-tx,payload_scan-act_out,payload_scan-act_tonf,payload_scan-act_drop,payload_scan-thread_info.parent,payload_scan-state,payload_scan-rte_atomic16_read,payload_scan-rx_drop_rate,payload_scan-tx_drop_rate,payload_scan-rx_drop,payload_scan-tx_drop,payload_scan-act_next,payload_scan-act_buffer,payload_scan-act_returned,bridge-thread_info.core,bridge-rx_pps,bridge-tx_pps,bridge-rx,bridge-tx,bridge-act_out,bridge-act_tonf,bridge-act_drop,bridge-thread_info.parent,bridge-state,bridge-rte_atomic16_read,bridge-rx_drop_rate,bridge-tx_drop_rate,bridge-rx_drop,bridge-tx_drop,bridge-act_next,bridge-act_buffer,bridge-act_returned,firewall-thread_info.core,firewall-rx_pps,firewall-tx_pps,firewall-rx,firewall-tx,firewall-act_out,firewall-act_tonf,firewall-act_drop,firewall-thread_info.parent,firewall-state,firewall-rte_atomic16_read,firewall-rx_drop_rate,firewall-tx_drop_rate,firewall-rx_drop,firewall-tx_drop,firewall-act_next,firewall-act_buffer,firewall-act_returned
5,0,0,0,0,0,0,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,0,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,0,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,0,0,0,0,0,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,0,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,0,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28022.0,28022.0,28022.0,28022.0,0.0,28022.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,28022,28022,28022,28022,0,28022,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28022,28022,28022,28022,0,28022,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,28022,28022,28022,28022,0,28022,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,28022,28022,28022,28022,28022,0,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,150118.0,150118.0,178140.0,178140.0,0.0,178140.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,150118,150118,178140,178140,0,178140,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,150118,150118,178140,178140,0,178140,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,150118,150118,178140,178140,0,178140,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,150118,150118,178140,178140,178140,0,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,206746.0,206746.0,384886.0,384886.0,0.0,384886.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,206746,206746,384886,384886,0,384886,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,206746,206746,384886,384886,0,384886,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,206746,206746,384886,384886,0,384886,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,206746,206746,384886,384886,384886,0,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,269776.0,269776.0,654662.0,654662.0,0.0,654662.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,269776,269776,654662,654662,0,654662,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,269776,269776,654662,654662,0,654662,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,269776,269776,654662,654662,0,654662,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,269776,269776,654662,654662,654662,0,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,387578.0,387578.0,1042240.0,1042240.0,0.0,1042240.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,387578,387578,1042240,1042240,0,1042240,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,387578,387578,1042240,1042240,0,1042240,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,387578,387578,1042240,1042240,0,1042240,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,387578,387578,1042240,1042240,1042240,0,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2111708.0,2111708.0,3153948.0,3153948.0,0.0,3153948.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2111844,2111844,3154084,3154084,0,3154084,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2111792,2111792,3154032,3154032,0,3154032,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2111872,2111872,3154112,3154112,0,3154112,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2111908,2111908,3154148,3154148,3154148,0,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3313404.0,3313404.0,6467444.0,6467444.0,0.0,6467444.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3313440,3313440,6467560,6467552,0,6467552,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3313424,3313424,6467508,6467508,0,6467508,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3313520,3313520,6467668,6467668,0,6467668,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3313496,3313488,6467696,6467688,6467688,0,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3319168.0,3319168.0,9786684.0,9786684.0,0.0,9786684.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3319216,3319208,9786884,9786876,0,9786876,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3319292,3319292,9786844,9786844,0,9786844,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3319196,3319208,9786896,9786896,0,9786896,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3319200,3319200,9786924,9786924,9786924,0,0,0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3316936.0,3316936.0,13103784.0,13103784.0,0.0,13103784.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
