Unnamed: 0,input_rate,output_rate,latency,firewall_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,bridge_instructions,firewall_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,bridge_branches,firewall_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,bridge_branch-misses,firewall_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,bridge_branch-load-misses,firewall_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,bridge_cache-misses,firewall_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,bridge_cache-references,firewall_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,bridge_cycles,firewall_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,bridge_L1-dcache-load-misses,firewall_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,bridge_L1-dcache-loads,firewall_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,bridge_LLC-load-misses,firewall_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,bridge_LLC-stores,firewall_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads,bridge_LLC-loads
9,2113.2667847696,2110.4773832233,9.12,9977454587.0,9604011697.0,10171701286.0,9756706772.0,9474364006.0,1972724225.0,1901496452.0,2001476924.0,1930232134.0,1866376332.0,7699948.0,7777600.0,7675255.0,7579269.0,7322682.0,7750903.0,7688470.0,7633492.0,7576722.0,7379760.0,2628.0,3116.0,3012.0,2217.0,1680.0,8691264.0,11061818.0,7490927.0,9296271.0,10660245.0,2891729642.0,2891677134.0,2891845076.0,2891709977.0,2891743917.0,9454552.0,11837043.0,7763993.0,10207034.0,10951001.0,3074831560.0,2958254047.0,3104279522.0,3006301964.0,2890920615.0,1959.0,3237.0,2862.0,1709.0,2709.0,3098320.0,4484020.0,2590293.0,2442107.0,3234393.0,5545960.0,6555479.0,4929338.0,6662807.0,7542071.0
10,2113.392025229,2109.7339739606,8.038,9852330383.0,9496734839.0,9769336663.0,9629821214.0,9278200273.0,1955841840.0,1887140831.0,1943575750.0,1911857010.0,1838693135.0,7802066.0,7578222.0,7488052.0,7380630.0,7223084.0,7802483.0,7577838.0,7642342.0,7384323.0,7470845.0,3984.0,5080.0,36206.0,3212.0,1978.0,8614856.0,10972703.0,7408219.0,9191456.0,10535080.0,2891798990.0,2891652531.0,2891722138.0,2891845068.0,2891610418.0,9407868.0,11810594.0,7772508.0,10149947.0,10963889.0,3076998095.0,2961422720.0,3102395460.0,3009173260.0,2889251529.0,2276.0,2650.0,1965.0,1950.0,1356.0,3117133.0,4513028.0,2561549.0,2464879.0,3203818.0,5519949.0,6526187.0,4902230.0,6734080.0,7498271.0
11,2113.3181217081,2110.6321343776,10.125,9876967644.0,9515877929.0,9972940371.0,9675418544.0,9300782305.0,1959321075.0,1890156755.0,1973471858.0,1916244117.0,1840703285.0,7688319.0,7588789.0,7586608.0,7398902.0,7234537.0,7690572.0,7591441.0,7635615.0,7394280.0,7282966.0,2225.0,2721.0,2686.0,3226.0,2826.0,8636066.0,11024336.0,7437103.0,9267982.0,10632094.0,2891726997.0,2891798779.0,2891803847.0,2891659921.0,2891673606.0,9527463.0,11940728.0,7808867.0,10208488.0,11067045.0,3097801702.0,2982301549.0,3124291741.0,3045603370.0,2909399824.0,1931.0,2695.0,2459.0,2181.0,1195.0,3092030.0,4453844.0,2477861.0,2516971.0,3116971.0,5408564.0,6354615.0,4917662.0,6659089.0,7532902.0
12,2113.100185654,2109.49475074,14.432,9984360429.0,9617284451.0,10069817393.0,9871787421.0,9376599912.0,1973181516.0,1903491356.0,1986569106.0,1930933952.0,1852151061.0,7706383.0,7635342.0,7625734.0,7588619.0,7271560.0,7704555.0,7635285.0,7623071.0,7588165.0,7267903.0,2753.0,3026.0,3990.0,2841.0,2257.0,8643721.0,11004697.0,7419574.0,9383657.0,10578715.0,2891862476.0,2891869531.0,2891880284.0,2891848339.0,2891848487.0,9465341.0,11855638.0,7773215.0,10163417.0,10987123.0,3070511202.0,2955707363.0,3097737346.0,3003237364.0,2882191034.0,2051.0,2301.0,1938.0,1763.0,1063.0,3060035.0,4423505.0,2483895.0,2518536.0,3121233.0,5405117.0,6360586.0,4926648.0,6609707.0,7495496.0
13,2113.3019813163,2109.9012934711,10.441,9858604065.0,9497957368.0,9957054497.0,9846899192.0,9258493925.0,1956726278.0,1886211059.0,1971266062.0,1911700703.0,1834423505.0,7649849.0,7581422.0,7689136.0,7384166.0,7219207.0,7654187.0,7585302.0,7689715.0,7387174.0,7223636.0,3142.0,3266.0,3486.0,3298.0,2420.0,8637513.0,11000423.0,7434362.0,9380681.0,10598656.0,2891764610.0,2891887180.0,2891862150.0,2891822571.0,2891775412.0,9461844.0,11842275.0,7790621.0,10203222.0,11064230.0,3095017779.0,2976669437.0,3107020191.0,3010437767.0,2887849388.0,2013.0,2050.0,1788.0,2355.0,1063.0,3149955.0,4553715.0,2516824.0,2528533.0,3151568.0,5437228.0,6416382.0,4865927.0,6786025.0,7450105.0
14,2113.1709447134,2109.9649007855,7.984,10001569740.0,9626778259.0,10077608051.0,9853083550.0,9401778040.0,1976297351.0,1904414739.0,1988115032.0,1931390745.0,1856611739.0,8191591.0,7640906.0,7627341.0,7441853.0,7287998.0,8191787.0,7642513.0,7628301.0,7445385.0,7287882.0,2751.0,2841.0,3215.0,2606.0,1720.0,8735027.0,11150630.0,7498766.0,9366576.0,10683447.0,2891748308.0,2891745472.0,2891729977.0,2891736359.0,2891690625.0,9442978.0,11834595.0,7755644.0,10188279.0,10986733.0,3097193924.0,2981009975.0,3104352754.0,3027924060.0,2893595590.0,2724.0,2251.0,2654.0,2834.0,1167.0,3181983.0,4609177.0,2515886.0,2522302.0,3149706.0,5446386.0,6394411.0,4854270.0,6848184.0,7385850.0
15,2113.3066324863,2110.5783067425,9.267,10184795921.0,9765119814.0,9875525979.0,9847989960.0,9293621241.0,1974720657.0,1895837385.0,1955837661.0,1941550957.0,1841816725.0,7978782.0,7566929.0,7556291.0,7376232.0,7218847.0,7977875.0,7567398.0,7552802.0,7380897.0,7210859.0,12354.0,6279.0,5917.0,6835.0,3311.0,7959211.0,10038074.0,6823403.0,8377244.0,9365754.0,2891412282.0,2891364065.0,2891528454.0,2891384918.0,2891536547.0,8455933.0,10474560.0,7086196.0,9098469.0,9668868.0,3109164121.0,2979236462.0,3082957165.0,3007695709.0,2904679844.0,10895.0,5144.0,4627.0,7076.0,2726.0,2695222.0,3940093.0,2250424.0,2126260.0,2820462.0,4936417.0,5673380.0,4374485.0,5850672.0,6295694.0
16,2113.3209157684,2111.8661874396,15000.0,10143398163.0,9780969897.0,7269407617.0,9969347747.0,9480445934.0,1970558423.0,1903363688.0,1389128409.0,1963953789.0,1880692487.0,7869624.0,7807219.0,5331105.0,7446801.0,7491933.0,7871553.0,7814176.0,5188685.0,7448772.0,7494569.0,3901.0,4651.0,41403.0,3526.0,1740.0,8483298.0,10327729.0,5561263.0,8702212.0,9570205.0,2891962465.0,2891957754.0,2102966829.0,2891779583.0,2891721327.0,9177857.0,10959775.0,6066674.0,9657749.0,9801765.0,3111466602.0,3002384359.0,2187553649.0,3068317940.0,2992288732.0,3426.0,3910.0,16575.0,3403.0,1025.0,3140414.0,4296042.0,1841621.0,2456528.0,3016163.0,5373204.0,6215856.0,3911982.0,6438431.0,6571278.0
17,2113.4191140544,2000.4966527728,15000.0,10145818922.0,9835129803.0,2288890534.0,10116157017.0,9476157631.0,2002923017.0,1944381022.0,428144639.0,1993551853.0,1858743466.0,7763588.0,7747782.0,1739501.0,7601752.0,7114704.0,7770337.0,7754038.0,1637681.0,7555393.0,7148630.0,3592.0,2519.0,11432.0,3581.0,2685.0,8287678.0,9390215.0,2897742.0,8133323.0,8074517.0,2891782226.0,2891898181.0,716784809.0,2891840736.0,2738740262.0,8889137.0,9847189.0,3311847.0,8968684.0,8437305.0,3102122047.0,3005408301.0,714872279.0,3090176379.0,2756577420.0,4704.0,2913.0,12364.0,4061.0,611.0,3200880.0,3768083.0,641996.0,2375893.0,2429219.0,5195327.0,5727655.0,2277689.0,5774562.0,5780663.0
18,2112.952980614,1624.196867023,12361.66,10125169543.0,9837104842.0,2269333321.0,9867984689.0,9998931614.0,1997317442.0,1943243481.0,455666527.0,1959822507.0,1933225010.0,7858274.0,7687476.0,1788066.0,7489312.0,7401065.0,7859273.0,7689752.0,1821497.0,7495532.0,7371067.0,3482.0,2861.0,7572.0,3801.0,3435.0,8358845.0,9481760.0,3002686.0,8144208.0,8604206.0,2891826039.0,2891802305.0,712098276.0,2891687129.0,2891793800.0,9109343.0,10183460.0,3078737.0,9205350.0,8778683.0,3096367979.0,3005128565.0,710494669.0,3085146459.0,3043274853.0,3201.0,1625.0,7178.0,2678.0,820.0,3235819.0,3855457.0,655023.0,2437468.0,2670436.0,5229723.0,5814536.0,2757353.0,5900555.0,5894803.0
19,2113.0708294264,1543.180954304,15000.0,9527400392.0,9813495286.0,2311961500.0,9930401119.0,9947420458.0,1877397190.0,1935157616.0,466063175.0,1969680140.0,1937800047.0,7315450.0,7717635.0,2030536.0,7505314.0,7564950.0,7310715.0,7716212.0,2060926.0,7553846.0,7537625.0,2831.0,1595.0,5458.0,2676.0,1310.0,8403427.0,9561968.0,3077515.0,8299679.0,8363005.0,2721358886.0,2891907598.0,733489753.0,2891790667.0,2891853536.0,9162503.0,10169373.0,3017562.0,9197013.0,8903951.0,2916355064.0,3007108704.0,741661707.0,3107981581.0,3042813540.0,2848.0,1667.0,4232.0,2584.0,1181.0,3219861.0,3793952.0,689180.0,2358343.0,2463208.0,5126784.0,5753529.0,2257598.0,5829702.0,5806557.0
20,2113.1407851137,1525.725190119,15000.0,10035207626.0,9747592647.0,2233479906.0,9986687455.0,10020096536.0,1984632024.0,1911335006.0,451363957.0,1976848503.0,1966781494.0,7747094.0,7831971.0,1794692.0,7547086.0,7563071.0,7697973.0,7631689.0,1815966.0,7551383.0,7540547.0,3418.0,30617.0,5340.0,3898.0,1740.0,8457263.0,9556185.0,3005720.0,8147693.0,8482258.0,2891881491.0,2891922921.0,715138008.0,2891906663.0,2891907032.0,9187332.0,10224324.0,2965815.0,9191938.0,8844581.0,3093456560.0,2999088201.0,724275250.0,3055917501.0,3015923964.0,3161.0,1698.0,3631.0,2676.0,1213.0,3212551.0,3874048.0,667762.0,2354714.0,2666746.0,5198636.0,5788307.0,2292500.0,5903589.0,6130543.0
21,2112.9539395592,1532.8385073503,15000.0,9924652871.0,9648178032.0,2350555490.0,9899672598.0,10006935461.0,1968284330.0,1915807993.0,468904866.0,1965998381.0,1956679914.0,7973491.0,7695789.0,1847464.0,7698358.0,7506034.0,8037899.0,7697712.0,1865559.0,7697588.0,7448897.0,3246.0,2277.0,4264.0,3141.0,1916.0,8448958.0,9669033.0,3026248.0,8289016.0,8576113.0,2891886821.0,2891872310.0,666235930.0,2891764873.0,2891917352.0,9225485.0,10218449.0,2927736.0,9271886.0,8747128.0,3114031645.0,3021614762.0,504512805.0,3105932343.0,3054733399.0,2488.0,1213.0,3307.0,2238.0,1050.0,3151352.0,3701678.0,677435.0,2361671.0,2365574.0,5220424.0,5746164.0,2325729.0,5691620.0,5490502.0
22,2113.0351329466,1531.5008188843,15000.0,10028762424.0,9522073597.0,2368277672.0,9996726660.0,9907326005.0,1983367915.0,1885558542.0,461080004.0,1976482105.0,1951661976.0,7749854.0,7589917.0,1827769.0,7538453.0,7473322.0,7794648.0,7636527.0,1849346.0,7539429.0,7412331.0,2891.0,1790.0,4776.0,2679.0,1015.0,8396456.0,9494531.0,3073716.0,8217433.0,8403811.0,2891739505.0,2830605072.0,726399766.0,2891756563.0,2891556292.0,9193906.0,10258907.0,3051274.0,9255228.0,9131375.0,3085373524.0,2900474653.0,714275288.0,3075351930.0,3021607312.0,2195.0,1417.0,4980.0,2098.0,1236.0,3152032.0,3733102.0,685381.0,2367747.0,2691547.0,5213855.0,5758990.0,2339865.0,5735951.0,6212072.0
23,2113.2246928259,1520.2381921882,15000.0,9910698502.0,9626555251.0,2400071498.0,9885914556.0,9767293592.0,1965840197.0,1911975217.0,460402279.0,1962011562.0,1929919720.0,7852354.0,7689066.0,2007734.0,7523004.0,7590958.0,7850597.0,7689545.0,2023085.0,7528152.0,7349928.0,3290.0,1889.0,4824.0,3284.0,1523.0,8463722.0,9658022.0,3056703.0,8242985.0,8659362.0,2891724144.0,2891996377.0,730714909.0,2892043973.0,2891877779.0,9225632.0,10224520.0,2965868.0,9138095.0,8230898.0,3092634355.0,3003670551.0,728792978.0,2962971115.0,3079084203.0,2638.0,1050.0,3516.0,1888.0,1425.0,3180222.0,3821515.0,684904.0,2291579.0,2499002.0,5259420.0,5820808.0,2327684.0,6294072.0,5823332.0
24,2113.1111723437,1496.6789509956,12.535,9860504108.0,9568093299.0,2346967462.0,9933831768.0,9669601077.0,1958983446.0,1903624994.0,467159910.0,1955196849.0,1897582220.0,8112388.0,8174065.0,1841535.0,7755712.0,8024822.0,8108829.0,8169202.0,1857063.0,7716959.0,7741435.0,3553.0,2124.0,4127.0,3621.0,1525.0,8400576.0,9555400.0,3015216.0,8233705.0,8268303.0,2891906643.0,2891787314.0,715284807.0,2891774509.0,2891665385.0,9313027.0,10358181.0,2952499.0,9209575.0,8986635.0,3110859389.0,3018914261.0,700852808.0,3118209084.0,3040648307.0,2334.0,2200.0,3417.0,3251.0,1632.0,3161508.0,3739016.0,686514.0,2422613.0,2443639.0,5160019.0,5682998.0,2264036.0,5739825.0,5898278.0
25,2113.0584887222,1532.0982217927,15000.0,10078071796.0,9762705719.0,2263195884.0,10065088914.0,9858357592.0,1991265339.0,1931311547.0,455273983.0,1972705976.0,1949863426.0,7760477.0,7737132.0,1664325.0,7524565.0,7635566.0,7756962.0,7741998.0,1668358.0,7369413.0,7641064.0,7835.0,4352.0,21445.0,4708.0,2033.0,8292006.0,9207005.0,2736914.0,7542162.0,7603901.0,2891777824.0,2891861272.0,719345305.0,2891996330.0,2891640103.0,8957150.0,9822358.0,2720346.0,8446187.0,8473300.0,3094629725.0,2998966101.0,538773256.0,2871814011.0,3038309226.0,4088.0,1851.0,3169.0,3811.0,938.0,2973859.0,3545447.0,679758.0,2260594.0,2508361.0,4974227.0,5424786.0,2317476.0,5443753.0,5856907.0
26,2112.7369187171,1523.5201018972,15000.0,9948920713.0,9673906044.0,1107659860.0,10148017710.0,9834503926.0,1973123597.0,1921353444.0,225149590.0,1966055822.0,1948011786.0,7839816.0,7696795.0,893716.0,7494282.0,7439981.0,7842601.0,7699806.0,922287.0,7497916.0,7410855.0,10407.0,6492.0,195980.0,7387.0,3013.0,7993466.0,8901257.0,1727715.0,7876074.0,7456439.0,2891622193.0,2891585149.0,719029701.0,2891492376.0,2891446115.0,8632904.0,9243310.0,1813433.0,8073371.0,7091055.0,3129381557.0,3045639068.0,359533443.0,2861328801.0,3133511692.0,11564.0,6238.0,108329.0,6812.0,1200.0,2967373.0,3440420.0,273284.0,2310282.0,2202952.0,4896748.0,5255510.0,1567574.0,5299019.0,5146322.0
27,2113.2303448756,1508.2615185637,15000.0,10070227344.0,9780697632.0,2354586958.0,10135000655.0,9846296330.0,1986951740.0,1931500135.0,459597479.0,1985886909.0,1933065147.0,8037019.0,7851308.0,1817248.0,7565885.0,7414064.0,8031541.0,7844519.0,1845362.0,7563454.0,7392920.0,2931.0,3031.0,5953.0,2971.0,888.0,8463437.0,9656878.0,3049930.0,8404061.0,8282081.0,2891984038.0,2891909307.0,730075866.0,2891914405.0,2891600913.0,9181355.0,10150589.0,3032285.0,9180348.0,8953648.0,3111383173.0,3018796866.0,712831336.0,3107030395.0,3020736412.0,2209.0,1237.0,5572.0,3112.0,639.0,3209687.0,3810053.0,681912.0,2425906.0,2421898.0,5111623.0,5605898.0,2355597.0,5820716.0,5734733.0
28,2113.1233848127,1529.0850830755,15000.0,10133533812.0,9834743237.0,2366165375.0,10082336760.0,9759361640.0,1965947277.0,1910855822.0,454665484.0,1990807449.0,1928242169.0,7715279.0,7825757.0,1802478.0,7485861.0,7393717.0,7716822.0,7827487.0,1824952.0,7489145.0,7366290.0,3373.0,2234.0,5303.0,3456.0,1678.0,8466415.0,9600765.0,3083010.0,8202877.0,8523586.0,2891982607.0,2891946644.0,727173293.0,2891917616.0,2891871422.0,9162209.0,10255883.0,2957010.0,9200933.0,8886630.0,3090627971.0,2996796763.0,726399550.0,3080155082.0,3043385180.0,3003.0,1426.0,4170.0,3464.0,863.0,3223855.0,3772148.0,689826.0,2306892.0,2445175.0,5152743.0,5682809.0,2313381.0,5372012.0,5731308.0
29,2113.2160847072,1501.970662117,11.219,10123319857.0,9846260529.0,2354270056.0,10100036278.0,9823103843.0,1968860208.0,1916647422.0,468699637.0,1993595027.0,1939165060.0,7689562.0,7696675.0,1847101.0,7505295.0,7421071.0,7689134.0,7698500.0,1862514.0,7512940.0,7354854.0,3031.0,1800.0,4204.0,3061.0,2706.0,8575760.0,9831636.0,3024743.0,8257509.0,8730936.0,2891851337.0,2891920865.0,717098026.0,2891799144.0,2891775732.0,9225743.0,10112953.0,2937657.0,8749694.0,8000871.0,3107902209.0,3028207095.0,708740083.0,2867629677.0,3125486046.0,2838.0,1438.0,3503.0,3301.0,888.0,3235935.0,3821862.0,684611.0,2442605.0,2479571.0,5215046.0,5786635.0,2270138.0,5888193.0,5700790.0
30,2113.2955886965,1504.1075280919,8.016,10135402976.0,9834702475.0,2223206890.0,10095173825.0,9990496529.0,1997586463.0,1941258517.0,449396442.0,1993002904.0,1942072269.0,7751578.0,7863702.0,1786925.0,7591451.0,7584874.0,7748987.0,7863434.0,1811590.0,7550971.0,7563311.0,2985.0,1874.0,4989.0,2567.0,1137.0,8444780.0,9620605.0,2991999.0,8269963.0,8370511.0,2891780716.0,2891828943.0,714750273.0,2891925080.0,2891688976.0,9148830.0,10125114.0,2976415.0,9151951.0,8796400.0,3090131356.0,2995299614.0,729991217.0,3084440477.0,3025393851.0,3195.0,1792.0,4155.0,3056.0,945.0,3195610.0,3773621.0,665811.0,2393321.0,2450330.0,5174944.0,5712718.0,2299149.0,5794789.0,5618921.0
31,2112.9876534077,1531.9288795382,15000.0,10137591410.0,9847440542.0,2281101432.0,9891993485.0,10005605006.0,1999065014.0,1944316858.0,461574171.0,1963207347.0,1932000829.0,7685701.0,7685270.0,1834955.0,7494010.0,7604356.0,7687107.0,7684891.0,1906115.0,7496118.0,7548377.0,3854.0,2848.0,3838.0,3987.0,2291.0,8436589.0,9624424.0,3082329.0,8226316.0,8965455.0,2891920647.0,2891774643.0,732722368.0,2891720345.0,2891912362.0,9241109.0,10297790.0,3032465.0,9302867.0,8800127.0,3092270592.0,3000949063.0,748338547.0,3081301433.0,3050421146.0,2738.0,2150.0,3477.0,2430.0,1248.0,3217424.0,3884890.0,698776.0,2434542.0,2477234.0,5181808.0,5738453.0,2378699.0,5916487.0,5747938.0
32,2112.9995506912,1521.6855367065,12222.028,10130089705.0,9831889460.0,2306217471.0,9923008275.0,9934774982.0,1997134469.0,1940438432.0,463452555.0,1966565420.0,1933968539.0,7880047.0,7738831.0,1838226.0,7500273.0,7413267.0,7878610.0,7736620.0,1890760.0,7542637.0,7391457.0,3251.0,1975.0,4091.0,2871.0,1285.0,8437737.0,9594006.0,3058820.0,8310667.0,8313821.0,2891861173.0,2891722341.0,724375273.0,2891890352.0,2891960783.0,9177373.0,10189144.0,2932724.0,9166386.0,8899650.0,3113375720.0,3021194604.0,717764373.0,3105359018.0,3044807638.0,3015.0,1820.0,5573.0,2237.0,1403.0,3203621.0,3787265.0,666074.0,2341135.0,2468162.0,5164172.0,5724188.0,2312166.0,5819834.0,5857453.0
33,2112.7910439845,1521.4247185775,15000.0,10031444822.0,9743350299.0,2352772426.0,9990111928.0,10005743561.0,1981981345.0,1927208377.0,468920957.0,1977014253.0,1963838385.0,7741815.0,7740355.0,1850481.0,7675756.0,7574230.0,7868694.0,7833927.0,1868316.0,7682680.0,7530762.0,3647.0,2344.0,3935.0,3791.0,2879.0,8375100.0,9556849.0,3000055.0,8211751.0,8575077.0,2891958985.0,2891822090.0,716784406.0,2891932521.0,2891803581.0,9157017.0,10194878.0,3031873.0,9205085.0,8623827.0,3094176754.0,3003774628.0,729416002.0,3084218950.0,3047029570.0,2722.0,1658.0,3462.0,1988.0,1288.0,3252384.0,3823867.0,680711.0,2368306.0,2623677.0,5205499.0,5785039.0,2335498.0,5877776.0,6147600.0
34,2113.0105966203,1524.4005824605,9.616,9933122456.0,9643694337.0,2354937597.0,9886449852.0,10003555968.0,1970613489.0,1916030661.0,468658154.0,1964889025.0,1964765243.0,7986201.0,7816979.0,1845662.0,7502339.0,7463172.0,7860859.0,7828980.0,1860490.0,7509866.0,7413763.0,3766.0,2652.0,3629.0,3755.0,2097.0,8372867.0,9510319.0,3008294.0,8166738.0,8622087.0,2891737144.0,2891708891.0,714583695.0,2891637658.0,2891397224.0,9197971.0,10260496.0,2916801.0,9289343.0,8932349.0,3111868449.0,3018406850.0,704406290.0,3099266876.0,3051517318.0,2513.0,1163.0,2844.0,2426.0,1050.0,3157143.0,3826891.0,688498.0,2404436.0,2474316.0,5181359.0,5735299.0,2289912.0,5840158.0,5859194.0
35,2113.2278663384,1528.2980431023,11.962,10039448430.0,9753671511.0,2374899073.0,10020274342.0,9930272974.0,1983668771.0,1929298717.0,472275288.0,1981107459.0,1943696320.0,8057723.0,7738749.0,1858149.0,7662225.0,7447756.0,7783584.0,7777969.0,1872560.0,7661253.0,7381429.0,2771.0,1565.0,3922.0,2632.0,1295.0,8508314.0,9699652.0,3097844.0,8408059.0,8394696.0,2891884816.0,2891927554.0,719310607.0,2891924582.0,2891897096.0,9175219.0,10124223.0,2895583.0,9227077.0,8888506.0,3088753634.0,2997706532.0,708053952.0,3083921619.0,3018792472.0,2653.0,931.0,2425.0,2278.0,1306.0,3152946.0,3723624.0,650707.0,2356811.0,2454988.0,5140166.0,5715040.0,2336319.0,5745879.0,5840861.0
36,2113.0682482898,1519.8633377556,7.437,9964484645.0,9600248642.0,4041769248.0,9731939546.0,9577522979.0,1977102605.0,1904841590.0,807781547.0,1929797489.0,1898196698.0,7700991.0,7735964.0,3313228.0,7392607.0,7320011.0,7700835.0,7733508.0,3497737.0,7397017.0,7511764.0,17643.0,8447.0,22012.0,9041.0,4140.0,7644624.0,8818321.0,4271893.0,7596932.0,7854638.0,2891530568.0,2891632503.0,1515225341.0,2891489173.0,2891277544.0,8233524.0,9403618.0,4045850.0,8326478.0,8203419.0,3112903015.0,3003527315.0,1456869993.0,3037699207.0,2998275285.0,15926.0,5925.0,19600.0,7014.0,2160.0,2802368.0,3678510.0,1103041.0,2186257.0,2706149.0,4996212.0,5524962.0,3032632.0,5547365.0,6077846.0
37,2113.0223160415,1795.0150894666,6.695,9592326715.0,9500508844.0,10075201349.0,9659525305.0,9284084616.0,1902428353.0,1887190729.0,1987418431.0,1915660782.0,1840317700.0,7611917.0,7587292.0,7628439.0,7520295.0,7666786.0,7613648.0,7589098.0,7628286.0,7523650.0,7275610.0,3665.0,2500.0,3341.0,2961.0,1620.0,8731473.0,11121977.0,7430158.0,9280045.0,10731720.0,2811955557.0,2891852328.0,2891681737.0,2891884791.0,2891852404.0,9564117.0,11998030.0,7739193.0,10260087.0,11037028.0,3007823706.0,2974519126.0,3101056444.0,3043737526.0,2908217073.0,3177.0,2845.0,2799.0,3166.0,2205.0,3085200.0,4442544.0,2508604.0,2488009.0,3121035.0,5380240.0,6340683.0,4818247.0,6605464.0,7512390.0
38,2112.8760616734,2110.1991295451,6.743,9985160403.0,9617517969.0,9935075143.0,9856577175.0,9389082931.0,1973410131.0,1903357456.0,1967198364.0,1929563776.0,1855749531.0,7704051.0,7767727.0,7778283.0,7436088.0,7279208.0,7701001.0,7768265.0,7779349.0,7438581.0,7278165.0,3072.0,3852.0,4340.0,3084.0,2814.0,8640182.0,10993336.0,7457914.0,9374419.0,10652381.0,2891816768.0,2891727690.0,2891556780.0,2891702223.0,2891459890.0,9471138.0,11876817.0,7767787.0,10209403.0,10959907.0,3068644683.0,2954650949.0,3118977925.0,2998598390.0,2887033589.0,2674.0,2480.0,2688.0,2673.0,1828.0,3080382.0,4451531.0,2553292.0,2516207.0,3142718.0,5427439.0,6383790.0,4846554.0,6605771.0,7528131.0
39,2112.9674443886,2109.8004180419,8.576,9850277658.0,9486877989.0,10071282151.0,9864441274.0,9252350149.0,1954154681.0,1883734423.0,1985947162.0,1913105646.0,1833552988.0,7870715.0,7715235.0,7617793.0,7386476.0,7353547.0,7866541.0,7714088.0,7616997.0,7386356.0,7349398.0,3591.0,3470.0,3116.0,3578.0,2448.0,8663489.0,11058403.0,7579083.0,9438717.0,10689413.0,2891389358.0,2891461608.0,2891809471.0,2891845492.0,2891427041.0,9488229.0,11865791.0,7821944.0,10214092.0,11059062.0,3091078664.0,2975311784.0,3122452645.0,3008183197.0,2902895582.0,2176.0,1788.0,2626.0,2533.0,1350.0,3197272.0,4616257.0,2555208.0,2525713.0,3184422.0,5482472.0,6472582.0,4790094.0,6859867.0,7457173.0
40,2113.222625677,2110.4651353066,9.61,9999050281.0,9622301873.0,10178249608.0,9847964586.0,9388956739.0,1975033051.0,1903361603.0,1969819021.0,1930342047.0,1854451469.0,7891180.0,7641414.0,7718513.0,7621755.0,7496159.0,7890696.0,7642150.0,7715195.0,7624957.0,7492886.0,2651.0,2356.0,3718.0,2986.0,1578.0,8753848.0,11178352.0,7537904.0,9408125.0,10709587.0,2891782642.0,2891800574.0,2891902886.0,2891710012.0,2891745177.0,9481960.0,11895963.0,7783715.0,10253230.0,11026268.0,3091881193.0,2974871332.0,3099468675.0,3024588210.0,2888449046.0,2376.0,1751.0,2838.0,2918.0,1264.0,3180608.0,4583611.0,2558721.0,2510363.0,3108360.0,5363900.0,6332366.0,4826993.0,6797205.0,7280903.0
41,2112.9356019595,2109.9951653784,11.923,10077254228.0,9702700272.0,10165592367.0,9837058235.0,9255919527.0,1952968824.0,1883855091.0,1972051846.0,1940721012.0,1832709056.0,7755433.0,7577145.0,7577126.0,7550155.0,7332438.0,7755138.0,7575576.0,7577447.0,7550909.0,7334181.0,3751.0,2662.0,3611.0,3201.0,2373.0,8807958.0,11233947.0,7526509.0,9318933.0,10598165.0,2891729883.0,2891995562.0,2891912920.0,2891898861.0,2891804575.0,9423546.0,11799987.0,7807741.0,10139722.0,10946743.0,3072691957.0,2956817756.0,3119311768.0,3004379897.0,2886608576.0,2025.0,2076.0,2739.0,3301.0,1263.0,3153635.0,4547059.0,2567453.0,2502536.0,3151021.0,5406170.0,6416051.0,4939500.0,6742905.0,7435258.0
42,2112.878919547,2109.5124665433,7.932,10075764034.0,9695272179.0,10174150923.0,9838940812.0,9260163690.0,1957315453.0,1885613084.0,2001766175.0,1940206964.0,1833049947.0,7644002.0,7583046.0,7620022.0,7375894.0,7258947.0,7646227.0,7585744.0,7618709.0,7372540.0,7265911.0,2831.0,2731.0,3081.0,3411.0,2251.0,8809244.0,11220923.0,7559307.0,9282971.0,10715145.0,2891880445.0,2891751692.0,2891552623.0,2891569431.0,2891497540.0,9555487.0,11980569.0,7783242.0,10288904.0,11050711.0,3092329925.0,2975443167.0,3095977660.0,3020113879.0,2925301002.0,2551.0,2051.0,3250.0,2050.0,1488.0,3189956.0,4611604.0,2570084.0,2536627.0,3227774.0,5557868.0,6572327.0,4955947.0,6833522.0,7334248.0
