Unnamed: 0,input_rate,output_rate,latency,firewall_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,bridge_instructions,firewall_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,bridge_branches,firewall_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,bridge_branch-misses,firewall_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,bridge_branch-load-misses,firewall_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,bridge_cache-misses,firewall_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,bridge_cache-references,firewall_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,bridge_cycles,firewall_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,bridge_L1-dcache-load-misses,firewall_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,bridge_L1-dcache-loads,firewall_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,bridge_LLC-load-misses,firewall_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,bridge_LLC-stores,firewall_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads,bridge_LLC-loads
10,2113.3818406823,2109.9273362376,9.475,9853840083.0,9503740450.0,9951033788.0,9636180640.0,9272670475.0,1956627222.0,1888213025.0,1971234077.0,1912499836.0,1840345963.0,7654665.0,7580888.0,7579571.0,7594362.0,7232755.0,7655318.0,7737540.0,7793413.0,7596871.0,7234626.0,3090.0,3406.0,3334.0,3151.0,2901.0,8643279.0,10973095.0,7421939.0,9174681.0,10583575.0,2891782981.0,2891630038.0,2891712240.0,2891615584.0,2891762210.0,9469635.0,11835570.0,7750408.0,10133986.0,10962664.0,3099232447.0,2982428156.0,3125345641.0,3027935891.0,2915380438.0,2413.0,2538.0,2263.0,1901.0,1338.0,3108798.0,4491120.0,2517637.0,2501961.0,3140858.0,5422719.0,6475271.0,4891881.0,6677455.0,7385543.0
11,2112.8995166898,2109.6042816834,9.956,9990150981.0,9629320002.0,10079884625.0,9765335912.0,9394002102.0,1975023600.0,1905976586.0,1989166586.0,1930615874.0,1855815970.0,7718975.0,7647437.0,7632423.0,7462689.0,7277961.0,7718519.0,7693439.0,7676651.0,7465677.0,7276977.0,2524.0,3031.0,2886.0,2666.0,1815.0,8667185.0,11069055.0,7491383.0,9346090.0,10669024.0,2891938737.0,2891872666.0,2891824957.0,2891811229.0,2891949475.0,9462368.0,11824291.0,7751755.0,10193493.0,10996458.0,3077307842.0,2964318720.0,3106071956.0,3027157936.0,2892596890.0,2334.0,2625.0,2528.0,2043.0,1167.0,3044094.0,4425940.0,2475275.0,2486203.0,3086861.0,5361286.0,6419833.0,4861350.0,6537793.0,7221457.0
12,2113.0997149227,2110.0792114185,15.335,9875875682.0,9519568133.0,9966153374.0,9858369270.0,9288136549.0,1958363956.0,1890398271.0,1972321264.0,1915661385.0,1839506754.0,7666783.0,7591997.0,7584204.0,7431965.0,7233306.0,7665579.0,7591306.0,7586410.0,7431617.0,7234255.0,3757.0,3981.0,3874.0,3478.0,2560.0,8538944.0,10937329.0,7387178.0,9301675.0,10493706.0,2891908685.0,2891597893.0,2891763035.0,2891653833.0,2891867213.0,9372531.0,11760878.0,7714746.0,10078180.0,10838832.0,3076570880.0,2957379369.0,3099226091.0,3007120250.0,2892344773.0,1888.0,2501.0,2726.0,2563.0,950.0,3118903.0,4533943.0,2533572.0,2506587.0,3157666.0,5454983.0,6517926.0,4933220.0,6671368.0,7398608.0
13,2113.0823604895,2110.1945404685,16.512,9885544250.0,9150354947.0,9949157316.0,9843999847.0,9295826281.0,1956991279.0,1819845145.0,1969393598.0,1911993266.0,1838847738.0,7794767.0,7499803.0,7798106.0,7415343.0,7402368.0,7793140.0,7505875.0,7794313.0,7423434.0,7399611.0,3491.0,3655.0,3911.0,3260.0,2808.0,8690222.0,11080201.0,7491154.0,9399489.0,10688264.0,2891856238.0,2760561944.0,2891720674.0,2891851889.0,2891846980.0,9419443.0,11860902.0,7781899.0,10197247.0,10964205.0,3115810168.0,2804057119.0,3121016464.0,3023837298.0,2927488031.0,2401.0,2401.0,2538.0,2639.0,1288.0,3166372.0,4465748.0,2486531.0,2516254.0,3213039.0,5398635.0,6370171.0,4831550.0,6814967.0,7292002.0
14,2113.1760539904,2109.5534714638,10.144,10093844327.0,9628570043.0,10074311715.0,9875338047.0,9499148907.0,1974935784.0,1906097203.0,1988042881.0,1947148367.0,1856632042.0,7709211.0,7646238.0,7621255.0,7456259.0,7287903.0,7707798.0,7647770.0,7622601.0,7459283.0,7285923.0,2876.0,2871.0,3281.0,2926.0,2016.0,8678798.0,10920556.0,7386405.0,9248997.0,10690735.0,2891951363.0,2891797397.0,2891854349.0,2891707944.0,2891943101.0,9397850.0,11807324.0,7740276.0,10045883.0,10901279.0,3075007167.0,2959666228.0,3102032065.0,3009459028.0,2889186008.0,2059.0,2181.0,2209.0,2820.0,1544.0,3171395.0,4454825.0,2492105.0,2499519.0,3212372.0,5359973.0,6337178.0,4795539.0,6813923.0,7297610.0
15,2112.9085202782,2109.2380169779,8.237,10188266496.0,9559128057.0,9930069716.0,9922863290.0,9563636307.0,1973932598.0,1897694020.0,1965613991.0,1956831390.0,1849533379.0,7842119.0,7789483.0,7575459.0,7440861.0,7233852.0,7844431.0,7789480.0,7573711.0,7428106.0,7225434.0,10085.0,5346.0,5668.0,5852.0,3189.0,8053981.0,9944866.0,6849551.0,8490761.0,9718475.0,2891576248.0,2891458284.0,2891406446.0,2891414180.0,2891612132.0,8672374.0,10872968.0,7241175.0,9257522.0,9965058.0,3100162303.0,2996823977.0,3113700829.0,3013262219.0,2903945595.0,9101.0,4038.0,3538.0,4713.0,2446.0,2851859.0,4164371.0,2336125.0,2307049.0,2911642.0,5101467.0,5823111.0,4528667.0,6153261.0,6708849.0
16,2112.6399883548,2111.2406366745,15000.0,10147795640.0,9682018974.0,8182219447.0,9922136320.0,9630845996.0,1985884403.0,1913970352.0,1618966003.0,1957996637.0,1877951362.0,7739906.0,7661447.0,6189677.0,7644165.0,7314814.0,7740440.0,7655993.0,6233532.0,7644434.0,7300025.0,5612.0,5276.0,8089.0,3796.0,3011.0,8410279.0,10435621.0,6183572.0,8852686.0,9864347.0,2891612639.0,2891716211.0,2387523814.0,2891550352.0,2891923973.0,9082067.0,11096236.0,6467352.0,9615341.0,9972497.0,3109507527.0,3000013665.0,2515632338.0,3051907836.0,2949423354.0,5344.0,3901.0,21219.0,5102.0,3238.0,3029944.0,4160966.0,2011784.0,2384300.0,2863970.0,5201852.0,5802290.0,4134112.0,6307594.0,6571480.0
17,2112.8829222143,2056.9187998068,15000.0,10089424135.0,9836713426.0,4671486485.0,9926974432.0,9864437004.0,1990255560.0,1912755094.0,937020916.0,1966147467.0,1942141764.0,7847694.0,7676443.0,3623177.0,7525233.0,7371601.0,7843488.0,7672341.0,3687078.0,7717808.0,7351841.0,3145.0,3400.0,16169.0,3316.0,1611.0,8508553.0,10231793.0,4431844.0,8541680.0,9525458.0,2891933059.0,2891830732.0,1440333853.0,2891619354.0,2891733657.0,9150819.0,10425577.0,4419886.0,9483084.0,9189674.0,3068864771.0,2995256186.0,1453236924.0,3059009192.0,3008814208.0,3723.0,2653.0,10799.0,2566.0,1867.0,3166688.0,3978598.0,1251303.0,2435094.0,2693195.0,5247678.0,5787950.0,3042916.0,6135466.0,6225075.0
18,2113.070180644,1846.1818684345,8.253,10000446074.0,9786564166.0,4805469359.0,9679834365.0,9637633394.0,1978121015.0,1903164022.0,937058770.0,1926356765.0,1911617282.0,8343798.0,7645955.0,3604033.0,7397812.0,7260073.0,7902652.0,7657968.0,3627948.0,7405825.0,7324588.0,3858.0,3310.0,7920.0,3750.0,1923.0,8436109.0,9952511.0,4487785.0,8413419.0,8855809.0,2891818095.0,2891905870.0,1437268695.0,2891364495.0,2891954292.0,9332943.0,10938516.0,4708604.0,9563496.0,9759123.0,3106458980.0,3006600463.0,1496118928.0,3075081016.0,2987982361.0,2426.0,2013.0,6938.0,2063.0,1038.0,3225823.0,4338574.0,1290158.0,2426420.0,3037910.0,5464301.0,6190317.0,2999359.0,6322690.0,7055713.0
19,2113.2311919163,1802.0661345609,15000.0,10114067857.0,9808900554.0,4943689264.0,9907052168.0,9803187650.0,1994361223.0,1936181568.0,965133815.0,1962439704.0,1930612690.0,7777875.0,7711113.0,3740809.0,7640711.0,7416433.0,7930559.0,7709940.0,3762562.0,7556913.0,7387181.0,2866.0,2030.0,7547.0,2801.0,1330.0,8549948.0,10186863.0,4568669.0,8664449.0,9322496.0,2891925498.0,2891830127.0,1455831329.0,2891789192.0,2891931358.0,9240265.0,10704453.0,4564191.0,9504894.0,9258222.0,3088522068.0,2992141848.0,1504797333.0,3060152970.0,2986898511.0,2702.0,2514.0,6002.0,2181.0,1483.0,3199190.0,4071009.0,1327517.0,2374764.0,2812223.0,5287752.0,5954324.0,3032171.0,6222236.0,6390159.0
20,2113.1465676972,1783.3534049888,540.96,9915886012.0,9805564359.0,4847513359.0,9815174566.0,9559797477.0,1965193381.0,1936679880.0,957983583.0,1945399014.0,1893127553.0,7805074.0,7659027.0,3820484.0,7454099.0,7320961.0,7825203.0,7658172.0,3869722.0,7289895.0,7475721.0,3592.0,2512.0,5768.0,3541.0,1662.0,8466027.0,9853387.0,4485988.0,7870768.0,8316305.0,2891809319.0,2891739175.0,1438349576.0,2891808835.0,2891742620.0,9308037.0,10805753.0,4752493.0,9325045.0,9475712.0,3082897700.0,2986514204.0,1508710463.0,2919980623.0,2982629212.0,2638.0,1688.0,5273.0,2177.0,1183.0,3234187.0,4162907.0,1300856.0,2449792.0,2760665.0,5349169.0,6103748.0,3048218.0,6241322.0,6674615.0
21,2113.0162318374,1739.5344757727,10.215,9896923395.0,9781188998.0,4866177207.0,9833654658.0,9633490696.0,1963727167.0,1930857869.0,968506610.0,1950729688.0,1883379552.0,8087492.0,7703085.0,3761388.0,7465654.0,7606522.0,7860023.0,7707986.0,3782413.0,7463340.0,7422795.0,3539.0,2095.0,6139.0,3068.0,22298.0,8534528.0,10049809.0,4560473.0,8656804.0,9318529.0,2891909438.0,2891698886.0,1457371888.0,2891738906.0,2891933084.0,9331436.0,10850268.0,4584527.0,9624475.0,9446885.0,3101633437.0,3001444222.0,1527654036.0,3077055879.0,2999168149.0,2775.0,2200.0,5311.0,2300.0,700.0,3148945.0,4088410.0,1321049.0,2382040.0,2615286.0,5327068.0,6058486.0,3367017.0,5970858.0,6470064.0
22,2113.1701195542,1773.1654646475,15000.0,10004939895.0,9515290155.0,4953849818.0,9884941403.0,9661868720.0,1978757439.0,1884369012.0,974489266.0,1956028495.0,1913788299.0,8170580.0,7576093.0,3767627.0,7495560.0,7378679.0,8172602.0,7532794.0,3774346.0,7500395.0,7377042.0,3261.0,2596.0,5092.0,3106.0,1850.0,8531468.0,10135837.0,4521228.0,8566536.0,9230204.0,2891682866.0,2840408892.0,1441856548.0,2891665348.0,2891647197.0,9307983.0,10784483.0,4744387.0,9587494.0,9656556.0,3065035273.0,2910529576.0,1509362777.0,3048573795.0,2967570448.0,2765.0,1303.0,3316.0,2292.0,7001.0,3149608.0,4115644.0,1323816.0,2439216.0,2797069.0,5333178.0,6103399.0,3056805.0,6162109.0,6548494.0
23,2113.10957357,1767.8862225143,15000.0,9871464934.0,9550909796.0,4929015407.0,9091041701.0,9509477189.0,1959619822.0,1900109930.0,941179969.0,1847119165.0,1890458209.0,7659498.0,7647458.0,3662941.0,7095592.0,7310608.0,7663016.0,7710961.0,3678793.0,7266433.0,7296395.0,3241.0,3868.0,5787.0,3695.0,1923.0,8420374.0,9981288.0,4562911.0,8438237.0,8921768.0,2892058670.0,2891699024.0,1438894086.0,2891837563.0,2891850350.0,9369982.0,10886321.0,4707289.0,9556088.0,9636695.0,3102478431.0,3004454607.0,1512827527.0,3071105178.0,3003725459.0,2613.0,1300.0,4487.0,2226.0,1000.0,3178473.0,4102087.0,1303331.0,2443364.0,2708486.0,5296139.0,6039414.0,3176553.0,6100086.0,6543300.0
24,2112.8859523622,1740.4915110151,8499.663,9482620809.0,9691694394.0,4995307200.0,10019316039.0,9710487235.0,1885956950.0,1918549037.0,983519391.0,1964166084.0,1908057286.0,7418949.0,7701429.0,3806535.0,7522007.0,7533828.0,7464931.0,7702932.0,3798048.0,7518783.0,7525156.0,2911.0,1930.0,3409.0,2876.0,1735.0,8560524.0,10188121.0,4608969.0,8711338.0,9169104.0,2801961786.0,2891678913.0,1451291075.0,2891739919.0,2891662474.0,9324259.0,10753746.0,4708900.0,9578566.0,9513077.0,2985263263.0,2986138911.0,1525701213.0,3075454821.0,2985823024.0,3725.0,2082.0,3664.0,3013.0,889.0,3139278.0,3960525.0,1323771.0,2355243.0,2855448.0,5232488.0,6099205.0,3084844.0,6369947.0,6191639.0
25,2112.9534664412,1751.7613072167,15000.0,9894572144.0,9582048932.0,4976956655.0,10006950874.0,9540348550.0,1962704475.0,1902812343.0,958989511.0,1943303360.0,1889967642.0,7726513.0,7659076.0,3719801.0,7494518.0,7311588.0,7726801.0,7662319.0,3705242.0,7490972.0,7294101.0,3500.0,2494.0,3553.0,3481.0,1736.0,8467335.0,9945397.0,4514663.0,8653644.0,9013633.0,2891975749.0,2891726009.0,1433215427.0,2891775410.0,2891737252.0,9259558.0,10874648.0,4937242.0,9490724.0,9571781.0,3102523199.0,2980914040.0,1531531273.0,3052598756.0,2993959047.0,3571.0,1564.0,3656.0,3125.0,850.0,3200181.0,4033899.0,1315996.0,2432254.0,2740305.0,5253429.0,6024255.0,3339082.0,6084630.0,6428802.0
26,2112.9024496705,1757.7310745893,4495.779,10069388702.0,9639115046.0,4489653693.0,10024855063.0,9790810287.0,1975483542.0,1910907771.0,846549370.0,1962693128.0,1908623933.0,7690461.0,7631674.0,3316509.0,7727448.0,7813450.0,7710477.0,7624427.0,3169596.0,7714609.0,7800675.0,14999.0,8580.0,25900.0,8887.0,3555.0,7817984.0,8972452.0,4098851.0,7792590.0,8270414.0,2891447939.0,2891387944.0,1451906163.0,2891342198.0,2891497329.0,8353812.0,9600546.0,4528223.0,8545561.0,8293498.0,3130920572.0,3020781741.0,1403686379.0,3082983222.0,3026081043.0,12668.0,4614.0,37641.0,7352.0,1551.0,2882634.0,3496576.0,1090946.0,2232049.0,2400452.0,4820634.0,5256690.0,3043527.0,5570478.0,5298552.0
27,2112.9748982707,1864.7758163701,15000.0,10123001540.0,9696929008.0,4879935225.0,10018597902.0,9754055792.0,1981254125.0,1919155694.0,968748400.0,1974455667.0,1907079657.0,7872936.0,7710913.0,3736847.0,7516010.0,7370147.0,7876111.0,7716629.0,3733429.0,7512691.0,7369815.0,3111.0,2491.0,10015.0,2901.0,1485.0,8565175.0,9821703.0,4493420.0,8201390.0,8715264.0,2892009592.0,2891909166.0,1449294175.0,2891767238.0,2891917113.0,9266456.0,10821679.0,4600099.0,9273045.0,9584102.0,3086021367.0,2985150432.0,1490844619.0,2941647258.0,2975051149.0,2971.0,1973.0,6793.0,3321.0,1102.0,3203927.0,4088006.0,1322661.0,2439429.0,2832472.0,5275008.0,6003214.0,3076089.0,6174726.0,6626352.0
28,2113.2370707974,1784.4771281026,15000.0,10108035390.0,9572210156.0,4802591781.0,10031528301.0,9767598124.0,1962168984.0,1901916698.0,950796469.0,1978157889.0,1887057321.0,7670959.0,7645962.0,3702090.0,7500665.0,7309401.0,7668186.0,7643517.0,3702071.0,7496441.0,7302061.0,3290.0,2295.0,6218.0,3234.0,1945.0,8666844.0,10288539.0,4489101.0,8734729.0,9322384.0,2891859756.0,2891652284.0,1434594728.0,2891651891.0,2891770365.0,9243936.0,10612269.0,4871799.0,9536170.0,9234964.0,3087519063.0,3008208804.0,1512688918.0,3061910461.0,2994223796.0,2789.0,1676.0,7610.0,2375.0,1864.0,3234815.0,4027686.0,1264090.0,2439263.0,2755994.0,5306688.0,5937136.0,3565228.0,6235206.0,6190950.0
29,2113.1106680877,1780.6463163701,15000.0,10107000697.0,9781684275.0,4956991334.0,9917482414.0,9733416402.0,1992266380.0,1917978731.0,981706512.0,1959537386.0,1913150360.0,7731552.0,7703923.0,3917190.0,7516975.0,7353160.0,7733703.0,7707472.0,3942646.0,7902276.0,7348945.0,3091.0,2271.0,6102.0,3111.0,1180.0,8491411.0,10028027.0,4538098.0,8580646.0,8907623.0,2891843898.0,2891775227.0,1454667920.0,2891617189.0,2891859902.0,9314750.0,10903589.0,4661294.0,9498076.0,9664172.0,3104651200.0,3003465494.0,1515300679.0,3076959624.0,2993865151.0,3538.0,1475.0,6693.0,2913.0,2000.0,3243279.0,4125979.0,1320422.0,2456803.0,2804986.0,5325379.0,5900951.0,3367483.0,6203493.0,6564440.0
30,2113.0573108624,1775.4783482721,15000.0,10117372159.0,9793178338.0,4982948279.0,9909259866.0,9772374125.0,1994342365.0,1905893747.0,980694902.0,1960547554.0,1925688343.0,7738201.0,7658940.0,3793673.0,7550804.0,7322178.0,7736793.0,7662424.0,3793692.0,7512066.0,7310298.0,3111.0,3392.0,3954.0,3525.0,2207.0,8576479.0,10202030.0,4472608.0,8664174.0,9401010.0,2891977705.0,2891796216.0,1447923443.0,2891645108.0,2891844946.0,9250727.0,10488535.0,4733186.0,8966529.0,8749136.0,3085288375.0,2993426104.0,1538868221.0,2793061668.0,3014428639.0,3667.0,1662.0,3606.0,2239.0,1278.0,3214080.0,4094895.0,1327498.0,2430527.0,2727263.0,5319026.0,6041691.0,3085476.0,6184561.0,6469452.0
