,input_rate,output_rate,latency,flow_tracker_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,flow_tracker_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,flow_tracker_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,flow_tracker_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,flow_tracker_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,flow_tracker_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,flow_tracker_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,flow_tracker_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,flow_tracker_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,flow_tracker_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,flow_tracker_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,flow_tracker_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads
0,563.61019495299,551.74583355947,33.578,9650257952.0,9438709964.0,10237402878.0,10549827583.0,1892333314.0,1877945709.0,2031420759.0,2093838166.0,6886841.0,7560900.0,7754800.0,8092608.0,6889224.0,7524874.0,7718360.0,7977680.0,4581.0,4133.0,4200.0,4609.0,5056844.0,10711052.0,5105201.0,4956659.0,2892679620.0,2892800255.0,2892548975.0,2892892272.0,4911443.0,10414059.0,4954628.0,4871411.0,3035220137.0,2962122177.0,3209890273.0,3295995549.0,1551.0,1476.0,1751.0,1801.0,1614588.0,4509477.0,1591829.0,1720833.0,3490119.0,6205276.0,3478507.0,3315732.0
1,2067.3425676239,2109.8530449037,11.146,9857189476.0,9415482047.0,10245251764.0,10545960250.0,1888025159.0,1869129494.0,2028593007.0,2091758828.0,6872101.0,7566880.0,7750182.0,7925717.0,6873306.0,7565093.0,7749284.0,7924669.0,3041.0,2736.0,2686.0,2451.0,5203203.0,10923272.0,5204373.0,5176153.0,2892320760.0,2891874374.0,2891899783.0,2891970257.0,5290957.0,11388696.0,5417038.0,5441623.0,3018559329.0,2947202209.0,3209788900.0,3306386390.0,1918.0,1653.0,2056.0,1306.0,1608637.0,4432429.0,1559912.0,1711567.0,3441841.0,6210084.0,3489770.0,3417796.0
2,2113.190873941,2110.1311491348,15.171,9856927810.0,9520893705.0,10356184030.0,10668141901.0,1903820480.0,1884564295.0,2044604379.0,2108905001.0,6921344.0,7614849.0,7800512.0,7932174.0,6921568.0,7615520.0,7801394.0,7933448.0,2668.0,2395.0,2745.0,2389.0,5188665.0,10891200.0,5168255.0,5157374.0,2892176945.0,2891951062.0,2891911880.0,2891943409.0,5273880.0,11382023.0,5407571.0,5451210.0,3002106730.0,2945253480.0,3209435124.0,3288352876.0,2616.0,1751.0,2001.0,1376.0,1608044.0,4575376.0,1609178.0,1740636.0,3547256.0,6252094.0,3520169.0,3314703.0
3,2113.3946553905,2110.1528203788,14.394,9859249853.0,9526632283.0,10369546453.0,10565437498.0,1904744814.0,1870331368.0,2030678476.0,2094526907.0,6876337.0,7572850.0,7750766.0,7885296.0,6879418.0,7572449.0,7747990.0,7886063.0,2761.0,2361.0,2786.0,2552.0,5173995.0,10966030.0,5217554.0,5140241.0,2892521755.0,2892293395.0,2892617011.0,2892453203.0,5253562.0,11283737.0,5380723.0,5382356.0,3003185758.0,2932694864.0,3192390748.0,3311509630.0,3082.0,2706.0,2902.0,2820.0,1602303.0,4566678.0,1606317.0,1742942.0,3524330.0,6276354.0,3500622.0,3322196.0
4,2112.9330971144,2110.3429138541,9.731,9855063355.0,9618401886.0,10468292676.0,10678119280.0,1917452114.0,1885396128.0,2046346630.0,2110979438.0,6920440.0,7624484.0,7803203.0,8064629.0,6917860.0,7622627.0,7801081.0,8069815.0,3802.0,2127.0,2368.0,2686.0,5161466.0,11013502.0,5222075.0,5162495.0,2891686245.0,2891690048.0,2891825915.0,2891978933.0,5271311.0,11407659.0,5417385.0,5444824.0,3021962820.0,2946755843.0,3210158183.0,3287808940.0,3025.0,2209.0,2328.0,1719.0,1608689.0,4561520.0,1605165.0,1753206.0,3517481.0,6288934.0,3505515.0,3304548.0
5,2112.9668710018,2109.7652044314,13.104,9851551276.0,9611996860.0,10459131552.0,10544387078.0,1916844595.0,1868478096.0,2027835881.0,2088826034.0,6866932.0,7747284.0,7766491.0,8196281.0,6866101.0,7746495.0,7767818.0,8192148.0,3116.0,3179.0,3569.0,3655.0,5130250.0,11005359.0,5223338.0,5168448.0,2891756791.0,2891773716.0,2892021036.0,2891667329.0,5238453.0,11308740.0,5368714.0,5409121.0,3002351536.0,2931692574.0,3192174799.0,3307652525.0,2588.0,3201.0,2688.0,1563.0,1612003.0,4579302.0,1605413.0,1777576.0,3522642.0,6360123.0,3545035.0,3331014.0
6,2113.2827634853,2110.2965397599,15.146,9731557864.0,9413946235.0,10460647271.0,10779364469.0,1899656043.0,1857990901.0,2059627411.0,2093658522.0,7061774.0,7422240.0,7751431.0,8018706.0,6874174.0,7423624.0,7752366.0,8019442.0,2751.0,3461.0,2661.0,2691.0,5114637.0,10840567.0,5142843.0,5171686.0,2891388521.0,2831640810.0,2891757677.0,2891692259.0,5250467.0,11377180.0,5382957.0,5418855.0,3021648629.0,2880378055.0,3209770091.0,3308994876.0,2403.0,2001.0,2404.0,1278.0,1614696.0,4581451.0,1611233.0,1775412.0,3543043.0,6385443.0,3563475.0,3279216.0
7,2112.8853639951,2110.2422474021,13.626,9739557257.0,9622310047.0,10467480579.0,10782178512.0,1900945388.0,1898877174.0,2060757210.0,2107473400.0,6910460.0,7610199.0,7895818.0,7925351.0,6911994.0,7605385.0,7893183.0,7922516.0,2317.0,2362.0,3012.0,2234.0,5143916.0,10892732.0,5182841.0,5175228.0,2891713052.0,2891844754.0,2891877401.0,2892032020.0,5219515.0,11331842.0,5376075.0,5420463.0,3000174787.0,2924641733.0,3188347328.0,3286167187.0,2521.0,2512.0,2375.0,2682.0,1584299.0,4631743.0,1629945.0,1791088.0,3581636.0,6435050.0,3596836.0,3350291.0
8,2113.2720885784,2110.7686081818,16.618,9614075134.0,9683107496.0,10447901879.0,10759624932.0,1883192733.0,1910165230.0,2057062121.0,2105873687.0,6877011.0,7603702.0,7802721.0,7863398.0,6928011.0,7558017.0,7751799.0,7865857.0,4251.0,11526.0,5366.0,6657.0,4814542.0,9982431.0,4830909.0,4822924.0,2891273292.0,2891220178.0,2891242919.0,2891376987.0,4897934.0,10433505.0,5039738.0,5096567.0,2997611504.0,2947334210.0,3191581547.0,3285185901.0,2925.0,9502.0,3250.0,5614.0,1506082.0,4146858.0,1478454.0,1538451.0,3220659.0,5424327.0,3097470.0,3001936.0
9,2112.9009689472,2111.5317873542,13.082,9649777306.0,9409263874.0,10248686334.0,10781755525.0,1888152400.0,1869006393.0,2029366381.0,2125513637.0,6872645.0,7557195.0,7748865.0,7926967.0,6874203.0,7608374.0,7799238.0,7927145.0,2421.0,2391.0,2301.0,2241.0,5154833.0,10921808.0,5183365.0,5163625.0,2891795706.0,2891421437.0,2891780430.0,2891755053.0,5272752.0,11397735.0,5411009.0,5451824.0,3021166820.0,2941910543.0,3209084846.0,3307968020.0,1834.0,2265.0,2169.0,2515.0,1557969.0,4554075.0,1606960.0,1761560.0,3515088.0,6325552.0,3518846.0,3348833.0
