,input_rate,output_rate,latency,flow_tracker_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,flow_tracker_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,flow_tracker_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,flow_tracker_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,flow_tracker_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,flow_tracker_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,flow_tracker_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,flow_tracker_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,flow_tracker_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,flow_tracker_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,flow_tracker_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,flow_tracker_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads
0,563.26470667003,550.48840502318,42.989,9855686051.0,9669823336.0,10469264822.0,10582756686.0,1896178581.0,1890116879.0,2066996616.0,2100501315.0,6832114.0,7597188.0,7777262.0,7898889.0,6842837.0,7606101.0,7783423.0,7907444.0,4633.0,4344.0,4633.0,4372.0,4664213.0,9853926.0,4623500.0,4573635.0,2893262975.0,2892492420.0,2893095797.0,2892948048.0,5034925.0,10855475.0,5024410.0,5276654.0,3006394581.0,2931998251.0,3194505109.0,3308443296.0,4926.0,1295.0,2289.0,2251.0,1615496.0,4562120.0,1614433.0,1766733.0,3517550.0,6332823.0,3537561.0,3311887.0
1,2065.5472734749,2109.6505434949,10.016,9864993301.0,9622692070.0,10443642558.0,10676496627.0,1906023657.0,1885302664.0,2057677469.0,2109438338.0,6853905.0,7610533.0,7779783.0,7931774.0,6854702.0,7613317.0,7785082.0,7930742.0,2191.0,2066.0,2531.0,2026.0,5214264.0,11021134.0,5203311.0,5204750.0,2892105649.0,2891658359.0,2892322240.0,2892076813.0,5266137.0,11365332.0,5419733.0,5423541.0,3020412396.0,2943833426.0,3208526569.0,3305536085.0,2697.0,2307.0,3014.0,1626.0,1610527.0,4567650.0,1612328.0,1767832.0,3516975.0,6353010.0,3539429.0,3254847.0
2,2113.5596941729,2109.7974408019,13.206,9862581065.0,9629884514.0,10341809663.0,10780614428.0,1919350134.0,1900733239.0,2042325062.0,2090829397.0,6802980.0,7772136.0,7775101.0,7870355.0,6801884.0,7768184.0,7728531.0,7870868.0,2790.0,2951.0,3706.0,2845.0,5162793.0,10883590.0,5161571.0,5217171.0,2891869464.0,2891396566.0,2891896004.0,2891755532.0,5236102.0,11286670.0,5363283.0,5384073.0,3002350445.0,2929352340.0,3192744756.0,3287228385.0,2438.0,2413.0,2225.0,2302.0,1621249.0,4596393.0,1606718.0,1777258.0,3551516.0,6384878.0,3578256.0,3338043.0
3,2112.6160091196,2110.6877046895,29.046,9848043962.0,9596695899.0,10248073016.0,10785649206.0,1917225256.0,1896099236.0,2028690204.0,2112379361.0,6855097.0,7615956.0,7958652.0,7887724.0,6812893.0,7567815.0,7792018.0,7887973.0,2481.0,2631.0,2656.0,2521.0,5174303.0,10924451.0,5171723.0,5167960.0,2891926282.0,2891337490.0,2891948714.0,2891814550.0,5270610.0,11365601.0,5401678.0,5417410.0,3022096938.0,2947367703.0,3210213247.0,3308001983.0,3323.0,2938.0,2647.0,2878.0,1611317.0,4550033.0,1584563.0,1771507.0,3540006.0,6404745.0,3563705.0,3389440.0
4,2113.3113141619,2110.1747342299,10.416,9761688488.0,9527417378.0,10355407950.0,10777568620.0,1904606672.0,1885156964.0,2044228770.0,2124690529.0,6853976.0,7614862.0,7783547.0,7923376.0,6855551.0,7718269.0,7785749.0,7923097.0,2482.0,2853.0,2930.0,3143.0,5160071.0,10923808.0,5190445.0,5172368.0,2891772979.0,2891121930.0,2891754518.0,2891544955.0,5238356.0,11280079.0,5364121.0,5380198.0,3000796686.0,2927055819.0,3187710276.0,3284512756.0,2641.0,1975.0,2065.0,2615.0,1611564.0,4565050.0,1563208.0,1764990.0,3513235.0,6342064.0,3557696.0,3325371.0
5,2112.9638279844,2110.650308388,14.88,9647332983.0,9401492927.0,10230662573.0,10772075397.0,1888545967.0,1865862774.0,2026232615.0,2123975009.0,6993390.0,7553815.0,7939812.0,7868166.0,6806214.0,7905658.0,7938784.0,7867633.0,3288.0,4152.0,3436.0,3042.0,5115361.0,10813581.0,5146887.0,5100266.0,2891889414.0,2890986339.0,2891819847.0,2891508893.0,5222887.0,11272001.0,5363706.0,5400280.0,3005751953.0,2929477731.0,3192278961.0,3289484517.0,2204.0,1391.0,2301.0,2125.0,1604097.0,4542157.0,1572458.0,1783260.0,3556005.0,6395406.0,3539348.0,3408542.0
6,2113.0489939639,2109.4820119427,19.709,9646931697.0,9449067427.0,9870954830.0,10646307766.0,1887866104.0,1876549368.0,1955122114.0,2105104389.0,6813940.0,7556017.0,7487493.0,7925318.0,6857171.0,7603677.0,7490312.0,7928084.0,3156.0,7117.0,4071.0,4546.0,4929451.0,10302504.0,4940724.0,4928259.0,2891644532.0,2890679350.0,2791921340.0,2891657482.0,4934434.0,10507727.0,5100557.0,5091714.0,3024202498.0,2975721596.0,3100966542.0,3310882628.0,2694.0,5779.0,2584.0,5445.0,1508600.0,4235697.0,1488270.0,1711506.0,3421838.0,6069441.0,3316062.0,3234851.0
7,2112.9831015596,2111.5866372792,11.177,9741229417.0,9534143681.0,10336304429.0,10655996040.0,1901139924.0,1886439473.0,2041472847.0,2106692190.0,6848914.0,7594646.0,7787095.0,7927886.0,6849695.0,7598033.0,7786888.0,7864437.0,3629.0,5934.0,3245.0,4446.0,4994609.0,10483137.0,5003800.0,5037148.0,2891763536.0,2890629344.0,2891735842.0,2891747554.0,5131785.0,10978603.0,5259691.0,5305514.0,2995888705.0,2932345223.0,3185162482.0,3282734080.0,1951.0,4251.0,1951.0,3305.0,1536590.0,4340166.0,1546035.0,1716499.0,3442739.0,6136104.0,3402035.0,3300316.0
8,2113.0376797848,2110.623757657,14.138,9639141313.0,9116287103.0,10242284603.0,10551892048.0,1887187914.0,1804760049.0,2026397153.0,2092793492.0,6802005.0,7315480.0,7745458.0,7875389.0,6802790.0,7290914.0,7748597.0,7925716.0,2325.0,2010.0,3291.0,2696.0,5150906.0,10884628.0,5189080.0,5153922.0,2891831912.0,2801271015.0,2891846609.0,2891618288.0,5279069.0,11396186.0,5378858.0,5418269.0,3023333490.0,2884589524.0,3211767561.0,3310912940.0,1500.0,1538.0,1713.0,2550.0,1594460.0,4510629.0,1617176.0,1742533.0,3484480.0,6243561.0,3526267.0,3351635.0
9,2113.0776962798,2110.9072976033,21.129,9759383391.0,9518336091.0,10467480113.0,10666607191.0,1904521038.0,1883896287.0,2045144637.0,2109022913.0,6853600.0,7611370.0,7780102.0,7927462.0,6853830.0,7611486.0,7780562.0,7930147.0,2281.0,2253.0,2726.0,2171.0,5142270.0,10869250.0,5194549.0,5125050.0,2891630873.0,2891228852.0,2891732106.0,2891710867.0,5237953.0,11318404.0,5356279.0,5352354.0,3001466052.0,2929503525.0,3209987379.0,3283015557.0,1709.0,1667.0,1932.0,1667.0,1563625.0,4433658.0,1617787.0,1719609.0,3477441.0,6249877.0,3463196.0,3411736.0
