Unnamed: 0,input_rate,output_rate,latency,flow_tracker_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,flow_tracker_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,flow_tracker_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,flow_tracker_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,flow_tracker_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,flow_tracker_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,flow_tracker_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,flow_tracker_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,flow_tracker_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,flow_tracker_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,flow_tracker_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,flow_tracker_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads
10,1056.5567472044,1056.5658357894,9.626,10038285442.0,10312856469.0,10835518293.0,11173358257.0,1968664704.0,2044868428.0,2146738383.0,2202053652.0,7012312.0,7860011.0,8378258.0,8386713.0,7020902.0,7859781.0,8150016.0,8387682.0,1861.0,2623.0,1545.0,2684.0,2291294.0,5622089.0,2318163.0,2268475.0,2891927020.0,2891617746.0,2892035559.0,2892013047.0,3671088.0,6153112.0,2491898.0,2434588.0,3155142694.0,3237369295.0,3402247616.0,3436109633.0,1257.0,1288.0,1170.0,1788.0,868446.0,2376628.0,785945.0,841786.0,1393151.0,3227422.0,1485816.0,1425412.0
11,1056.4534329081,1056.4533946556,8.704,10159288484.0,10425675818.0,10961168205.0,11172555600.0,1985759338.0,2061432120.0,2164435601.0,2201745726.0,7063476.0,7914545.0,8030627.0,8181723.0,7067398.0,7915059.0,8168981.0,8182456.0,1055.0,1233.0,1150.0,1820.0,2304626.0,5647837.0,2322232.0,2284581.0,2891793182.0,2891991915.0,2892003956.0,2891977786.0,3814612.0,6167009.0,2499548.0,2422727.0,3141829517.0,3221526606.0,3387056961.0,3419439760.0,959.0,736.0,681.0,1917.0,852115.0,2311027.0,770831.0,860306.0,1416076.0,3189620.0,1523250.0,1407195.0
12,1056.4247671877,1056.4113522267,6.617,10083221908.0,10358016314.0,10879016093.0,10959748229.0,1974198274.0,2050996489.0,2152226172.0,2170362558.0,7027078.0,8004225.0,7990120.0,8323412.0,7066014.0,8005959.0,8035166.0,8087318.0,1608.0,2673.0,1632.0,2499.0,2285269.0,5608517.0,2311953.0,2270066.0,2891987278.0,2891780265.0,2892069359.0,2891949904.0,3857356.0,6101682.0,2504441.0,2396938.0,3132849157.0,3213774545.0,3351672096.0,3411716507.0,738.0,1163.0,613.0,1463.0,855759.0,2358887.0,774613.0,825752.0,1369168.0,3202608.0,1470579.0,1375919.0
13,1056.505077832,1056.5161074613,6.15,9862426028.0,10315889211.0,10828049517.0,10930830323.0,1944300186.0,2046384416.0,2144908239.0,2167235212.0,6947364.0,7859991.0,7973086.0,8126570.0,6952417.0,7861895.0,7976925.0,8182834.0,2495.0,3260.0,1746.0,2605.0,2302918.0,5620789.0,2323810.0,2283431.0,2891676641.0,2891730519.0,2892009835.0,2891944663.0,3710324.0,6161866.0,2510288.0,2436483.0,3162358763.0,3236843064.0,3401939475.0,3433555269.0,988.0,1425.0,938.0,1467.0,842202.0,2338851.0,761607.0,842796.0,1398248.0,3156701.0,1505069.0,1410669.0
14,1056.5042116377,1056.4552066721,5.712,10190284958.0,10452060511.0,10966140318.0,11069599528.0,1991311455.0,2064468993.0,2164708112.0,2187318874.0,7082875.0,7916462.0,8031735.0,8186137.0,7081338.0,7917318.0,8030593.0,8189354.0,971.0,1040.0,1221.0,1765.0,2281422.0,5671396.0,2322747.0,2293998.0,2891867076.0,2891768520.0,2891937353.0,2891716280.0,3532101.0,6186537.0,2531683.0,2453065.0,3142055700.0,3230202933.0,3380220664.0,3412129536.0,764.0,723.0,848.0,1153.0,843963.0,2382561.0,761202.0,828232.0,1383912.0,3174214.0,1482863.0,1400963.0
15,1056.5582315787,1056.5855357168,5.616,10053973264.0,10521011126.0,10847719876.0,10952213381.0,1970669597.0,2045681071.0,2147803610.0,2170171226.0,7018720.0,7860413.0,7979538.0,8130568.0,7017392.0,7860894.0,7976839.0,8131340.0,1456.0,2868.0,1423.0,2245.0,2286585.0,5652579.0,2323437.0,2285398.0,2891984481.0,2891859088.0,2892068765.0,2891856431.0,3482582.0,6177062.0,2503033.0,2428362.0,3154214874.0,3216607099.0,3400387468.0,3432208425.0,950.0,1363.0,725.0,1676.0,851732.0,2365164.0,769734.0,835593.0,1398437.0,3172968.0,1489341.0,1408957.0
16,1056.590541598,1056.6143695478,6.176,10155592363.0,10511958610.0,10495578880.0,11069461754.0,1985139257.0,2057147101.0,2072888100.0,2187302461.0,7062468.0,7906681.0,7693994.0,8159068.0,7063391.0,7908194.0,7694960.0,8159796.0,1195.0,1440.0,1115.0,1571.0,2282735.0,5636954.0,2304994.0,2286557.0,2892042589.0,2891960863.0,2771811352.0,2892011738.0,3737651.0,6163389.0,2499056.0,2439384.0,3156197402.0,3228423053.0,3259757718.0,3417852182.0,1748.0,2592.0,1688.0,1932.0,879183.0,2398219.0,794969.0,831922.0,1401321.0,3275283.0,1489755.0,1376252.0
17,1056.4513560984,1056.4386418633,8.944,10160577662.0,10500995723.0,10965480829.0,10970601762.0,1972272199.0,2057802770.0,2150338183.0,2172975226.0,7023580.0,7969348.0,7987257.0,8108010.0,7023235.0,7974481.0,7987320.0,8109014.0,1485.0,1952.0,1550.0,2008.0,2299700.0,5645056.0,2323953.0,2283664.0,2891767251.0,2891787650.0,2892044372.0,2891963207.0,3601960.0,6146660.0,2484871.0,2405983.0,3136458581.0,3215896152.0,3381725625.0,3414681095.0,850.0,1615.0,1112.0,2006.0,875688.0,2372361.0,791465.0,834806.0,1386605.0,3253549.0,1486664.0,1396908.0
18,1056.3900307521,1056.3871749836,7.187,10241923302.0,10533428834.0,11063002129.0,10945191266.0,1967827075.0,2075786066.0,2146970048.0,2169249208.0,7010318.0,7853707.0,7975207.0,8085547.0,7012346.0,7853495.0,7976988.0,8085895.0,1791.0,3805.0,2166.0,2363.0,2313156.0,5600496.0,2341709.0,2287380.0,2891972974.0,2891774192.0,2891842116.0,2891975823.0,3624347.0,6153566.0,2506533.0,2420753.0,3156528942.0,3236767356.0,3404016849.0,3435075104.0,1146.0,2213.0,1411.0,1876.0,868770.0,2365566.0,785041.0,828757.0,1388121.0,3206361.0,1479351.0,1382156.0
19,1088.9190936528,1116.4058884952,6.15,9966949331.0,9828707327.0,10713859737.0,10722905983.0,1927378565.0,1938567459.0,2094905004.0,2119291893.0,6914627.0,7649308.0,7823789.0,7996453.0,6916234.0,7648912.0,7823542.0,8001876.0,3821.0,11814.0,3991.0,6847.0,3811818.0,8948575.0,3890912.0,3801479.0,2890355401.0,2890342435.0,2891210974.0,2891273960.0,4614197.0,9833020.0,4137513.0,4043836.0,3038079748.0,2983608952.0,3264309634.0,3320846446.0,4737.0,9805.0,4850.0,6310.0,1460366.0,3976250.0,1329845.0,1392836.0,2407683.0,5197234.0,2599797.0,2404932.0
20,2112.8657895332,2112.2294898177,19.085,9961953341.0,9492977579.0,10699349947.0,10822689312.0,1938648223.0,1878918093.0,2106735945.0,2097318793.0,6896944.0,7597535.0,7737852.0,7928637.0,6893164.0,7541999.0,7735463.0,7925707.0,2590.0,4448.0,3349.0,3958.0,4477102.0,10746581.0,4535946.0,4446308.0,2891394755.0,2891617299.0,2891769797.0,2891878601.0,5389572.0,11758293.0,4854052.0,4708120.0,3031880362.0,2920664541.0,3260205825.0,3297855940.0,2064.0,2649.0,2313.0,2739.0,1732678.0,4690225.0,1563626.0,1665190.0,2798287.0,6255558.0,3001120.0,2724029.0
21,2113.0564829323,2110.9661206934,10.995,9942411372.0,9367159532.0,10691529797.0,10811979376.0,1934585619.0,1862005886.0,2105499463.0,2113545638.0,6871896.0,7542985.0,7791103.0,7983627.0,6874613.0,7593585.0,7793014.0,7985415.0,2726.0,3857.0,2890.0,3814.0,4494846.0,10786764.0,4545450.0,4442497.0,2891164775.0,2891279509.0,2891746165.0,2891750991.0,5474476.0,11809255.0,4856493.0,4690486.0,3047611913.0,2942091288.0,3282748731.0,3320599948.0,2475.0,2665.0,2962.0,3318.0,1723684.0,4606553.0,1549705.0,1651576.0,2762309.0,6207874.0,2965732.0,2757082.0
22,2113.1689571891,2111.5762447242,8.41,9502829623.0,9493251025.0,10678248820.0,10809186926.0,1849743407.0,1877721428.0,2103331802.0,2116107429.0,6576558.0,7603815.0,7790677.0,7928957.0,6501003.0,7598775.0,7736325.0,7931975.0,3911.0,2780.0,3401.0,3361.0,4487504.0,10813404.0,4557266.0,4448690.0,2654983464.0,2891228024.0,2891536350.0,2891672993.0,5352169.0,11830319.0,4874464.0,4714620.0,2813147253.0,2915127165.0,3258703060.0,3296332260.0,2694.0,1514.0,2888.0,3668.0,1723197.0,4601863.0,1560113.0,1662235.0,2769403.0,6258015.0,2982516.0,2775010.0
23,2112.9028115347,2110.5253864724,8.291,9689765928.0,9365223502.0,10422747539.0,10804067421.0,1897993145.0,1860104928.0,2065916050.0,2129870398.0,6804543.0,7527320.0,7722362.0,7882671.0,6814618.0,7526569.0,7734591.0,7883701.0,3218.0,3779.0,3245.0,5324.0,4470181.0,10733883.0,4519502.0,4385694.0,2891470727.0,2891735840.0,2891801947.0,2891936036.0,5430710.0,11745333.0,4836714.0,4697083.0,3046739047.0,2944933772.0,3283218562.0,3319380471.0,1387.0,2801.0,1635.0,3076.0,1701563.0,4601160.0,1541531.0,1645675.0,2761812.0,6169510.0,2956925.0,2785848.0
24,2113.0821540686,2110.0317816149,10.218,9839990367.0,9498033598.0,10582295262.0,10813700558.0,1919643878.0,1879306310.0,2088867320.0,2132561423.0,6869499.0,7721825.0,7795225.0,7924965.0,6872381.0,7720527.0,7797831.0,7921961.0,2556.0,3912.0,2811.0,3581.0,4544374.0,10919879.0,4582237.0,4450684.0,2891382427.0,2891169512.0,2891591777.0,2891756148.0,5421513.0,11788679.0,4824421.0,4681983.0,3031823700.0,2928291584.0,3264762187.0,3302317769.0,1709.0,3813.0,2604.0,5483.0,1659990.0,4530514.0,1499543.0,1659131.0,2779304.0,6039871.0,2989005.0,2771798.0
25,2113.2947250293,2111.5074239112,8.88,9746324803.0,9374240426.0,10452648199.0,10687261911.0,1908207759.0,1862661386.0,2070547488.0,2113955847.0,6835295.0,7545827.0,7736143.0,7912943.0,6876074.0,7543984.0,7711666.0,7862298.0,3369.0,3274.0,16073.0,4107.0,4467398.0,10749844.0,4510428.0,4392895.0,2891087488.0,2891349200.0,2891573517.0,2891614866.0,5537181.0,11703242.0,4784934.0,4688180.0,3028015654.0,2887583808.0,3255143864.0,3294379060.0,1663.0,2044.0,1311.0,3088.0,1685647.0,4573329.0,1531428.0,1668540.0,2807167.0,6133588.0,3003519.0,2761703.0
26,2113.2236136344,2110.2660903341,7.683,9730188293.0,9312852456.0,10438811757.0,10567555466.0,1905819786.0,1851023943.0,2069138967.0,2096683395.0,6832188.0,7665875.0,7732874.0,7861652.0,6837935.0,7668062.0,7738326.0,7916142.0,2832.0,3885.0,3671.0,3618.0,4516743.0,10838542.0,4571053.0,4425840.0,2891285367.0,2891118532.0,2891464470.0,2891620117.0,5380551.0,11821655.0,4840356.0,4688489.0,3057286538.0,2936629490.0,3284692604.0,3320051761.0,1688.0,2338.0,1713.0,2997.0,1676442.0,4601061.0,1512976.0,1629169.0,2769180.0,6088036.0,2966125.0,2748738.0
27,2113.0468189233,2111.6900065541,10.998,9832634707.0,9500422725.0,10563079990.0,10699618632.0,1918853223.0,1879248520.0,2086040073.0,2115419951.0,6871335.0,7587553.0,7785908.0,7919662.0,6871231.0,7587103.0,7788916.0,7918900.0,2785.0,3781.0,3175.0,4686.0,4445724.0,10672979.0,4494076.0,4377290.0,2891029533.0,2890916438.0,2891702237.0,2891705153.0,5482808.0,11569526.0,4801348.0,4627542.0,3023469764.0,2943008432.0,3254668538.0,3294170929.0,2001.0,3030.0,1820.0,3321.0,1642313.0,4610973.0,1481262.0,1571606.0,2700312.0,5884743.0,2878356.0,2738356.0
28,2113.059297258,2110.4605400865,7.565,9718409928.0,9571255708.0,10451229882.0,10574011317.0,1902966698.0,1859076967.0,2070429347.0,2097703387.0,6818007.0,7534837.0,7735283.0,7859135.0,6819092.0,7533343.0,7735598.0,7807796.0,2848.0,2679.0,3635.0,3963.0,4489639.0,10887763.0,4534488.0,4431600.0,2891518450.0,2891317913.0,2891609576.0,2891731345.0,5560062.0,11782095.0,4873602.0,4736468.0,3048438573.0,2921629685.0,3284311932.0,3322111810.0,1450.0,1776.0,1488.0,2600.0,1681587.0,4653180.0,1515157.0,1633361.0,2748923.0,6072199.0,2946384.0,2794019.0
29,2145.9877755904,2172.0144093285,8.906,9573064328.0,9013492531.0,10222107917.0,10376218600.0,1864354096.0,1764876363.0,2018559531.0,2052443467.0,6761525.0,7367852.0,7605782.0,7763429.0,6758577.0,7376598.0,7608740.0,7767419.0,4017.0,8322.0,4461.0,5895.0,5619069.0,13172208.0,5724881.0,5608227.0,2889312477.0,2890600899.0,2891281182.0,2890755799.0,6538425.0,14138043.0,6056729.0,5903820.0,2962324505.0,2766962597.0,3181410058.0,3205460625.0,2864.0,7535.0,3064.0,5616.0,2073485.0,5574960.0,1886583.0,1911249.0,3414026.0,7218510.0,3688173.0,3606784.0
30,3163.5651460835,3159.7723047663,11.971,9561960541.0,8854374127.0,10230525004.0,10221745905.0,1843160731.0,1736723929.0,1999128411.0,2028298331.0,6688654.0,7392963.0,7533174.0,7679779.0,6684423.0,7395741.0,7531881.0,7678963.0,4581.0,6649.0,5134.0,6493.0,6336304.0,14697853.0,6430469.0,6204635.0,2890525615.0,2890470733.0,2891088950.0,2891452332.0,7217406.0,15871286.0,6783027.0,6583664.0,2920953520.0,2678690817.0,3139428613.0,3186557116.0,2780.0,4974.0,2433.0,5445.0,2371219.0,6426185.0,2153597.0,2229197.0,3847401.0,8249977.0,4153779.0,3936200.0
31,3163.6489642228,3159.6690002811,10.214,9667249869.0,8811369536.0,10344964519.0,10213776117.0,1844737575.0,1739686934.0,2001147695.0,2027214045.0,6923858.0,7261809.0,7525958.0,7661385.0,6923942.0,7259391.0,7527281.0,7660605.0,5324.0,5774.0,4782.0,5676.0,6556309.0,15151898.0,6656368.0,6375185.0,2891034058.0,2890929234.0,2891579511.0,2891649312.0,7252932.0,16603556.0,7022092.0,6809591.0,2951708274.0,2692794927.0,3173038506.0,3211365460.0,2973.0,3926.0,2644.0,3337.0,2478833.0,6709413.0,2243778.0,2299573.0,3961121.0,8669812.0,4270475.0,3957688.0
32,3163.6554411163,3159.7068733321,11.645,9674325390.0,8786218089.0,10334828671.0,9743539448.0,1865398701.0,1735335176.0,2019237487.0,1924841265.0,6733889.0,7317831.0,7576836.0,7275181.0,6734326.0,7314019.0,7577076.0,7277192.0,3851.0,3821.0,3946.0,3446.0,6579587.0,15408957.0,6683372.0,6408835.0,2891146076.0,2890766647.0,2891541020.0,2721962500.0,7323763.0,16708278.0,7055971.0,6805454.0,2935054932.0,2671675389.0,3149986884.0,3014473036.0,3626.0,4262.0,3320.0,2920.0,2490571.0,6687992.0,2258150.0,2380376.0,4025768.0,8730682.0,4355700.0,3893105.0
33,3164.7846506675,3160.8597140565,5.927,9594314475.0,7637290093.0,10264843895.0,10402262095.0,1863225130.0,1508414908.0,2020522858.0,2018733689.0,6646102.0,6501229.0,7479106.0,7632946.0,6649970.0,6486272.0,7487076.0,7636324.0,4859.0,5589.0,4918.0,4821.0,6426461.0,14962244.0,6519153.0,6425650.0,2890456393.0,2680707395.0,2891532365.0,2891424676.0,7375250.0,16437823.0,6988633.0,6815160.0,2914937253.0,2483235646.0,3134225927.0,3170770886.0,3389.0,3563.0,3263.0,3052.0,2488803.0,6794335.0,2254921.0,2346220.0,4051803.0,8646510.0,4354631.0,3994116.0
34,3163.4777339974,3159.2936390123,7.52,9640039559.0,8566730668.0,10327245509.0,10469714254.0,1872420160.0,1704909839.0,2033179548.0,2047744636.0,6714387.0,7250134.0,7574518.0,7719764.0,6716408.0,7305192.0,7578164.0,7720161.0,3817.0,4428.0,3914.0,4136.0,6496721.0,15303491.0,6597819.0,6451816.0,2890586878.0,2890391135.0,2891490455.0,2891596817.0,7338172.0,16583622.0,7010042.0,6775372.0,2949222712.0,2694331586.0,3175088516.0,3212918569.0,3538.0,2954.0,3425.0,4073.0,2472468.0,6642822.0,2234405.0,2326453.0,3979180.0,8652914.0,4288371.0,4011962.0
35,3163.4421928255,3158.7915008095,13.046,9639655944.0,8682246109.0,10336075707.0,10482270430.0,1871998534.0,1721181389.0,2034385337.0,2052297566.0,6714114.0,7313843.0,7583025.0,7676432.0,6670029.0,7316268.0,7529365.0,7676107.0,4131.0,4080.0,4796.0,4266.0,6492630.0,15234839.0,6577575.0,6427134.0,2890906476.0,2890800527.0,2891314431.0,2891481169.0,7351023.0,16537904.0,6987405.0,6787912.0,2925074520.0,2673237067.0,3148486744.0,3186054400.0,4055.0,3098.0,3457.0,3570.0,2497155.0,6457317.0,2253776.0,2357091.0,4028278.0,8765065.0,4340237.0,4047434.0
36,3163.4881186079,3159.2753642952,10.316,9391262616.0,8570404367.0,10065501699.0,10484714338.0,1836858475.0,1704973457.0,1995212778.0,2067936811.0,6659932.0,7251805.0,7508450.0,7672079.0,6670149.0,7253314.0,7519499.0,7669901.0,3990.0,4846.0,4313.0,4185.0,6457831.0,15112274.0,6539043.0,6328520.0,2891062249.0,2891154100.0,2891444781.0,2891698565.0,7433684.0,16593114.0,7022307.0,6814744.0,2945415553.0,2687707764.0,3168489915.0,3209769545.0,2987.0,3226.0,3246.0,3613.0,2488931.0,6627143.0,2256454.0,2355985.0,4028975.0,8729961.0,4337800.0,4039474.0
37,3163.2688050232,3158.9709795163,11.821,9545183788.0,8666140165.0,10216831043.0,10461725974.0,1859181847.0,1719348652.0,2017281255.0,2063643564.0,6756764.0,7434754.0,7577828.0,7722235.0,6754386.0,7434479.0,7576373.0,7721693.0,6351.0,4559.0,3736.0,3776.0,6515288.0,15292773.0,6611645.0,6404709.0,2890984536.0,2890706152.0,2891425683.0,2891375014.0,7265455.0,16603031.0,6982638.0,6743430.0,2931170501.0,2673387827.0,3147010667.0,3188676282.0,3496.0,4630.0,3996.0,5054.0,2394347.0,6447151.0,2162620.0,2338956.0,3997113.0,8399721.0,4319657.0,4004267.0
38,3161.3459181303,3158.2448771394,8.515,9440733010.0,8570341277.0,10096469627.0,10337388427.0,1845239670.0,1704546910.0,2000355620.0,2046035805.0,6715836.0,7252779.0,7523752.0,7720668.0,6760088.0,7252793.0,7574254.0,7674368.0,4643.0,5788.0,4346.0,4174.0,6474430.0,15212637.0,6576609.0,6362497.0,2890871889.0,2891169368.0,2891469650.0,2891546750.0,7339288.0,16667569.0,7038148.0,6818410.0,2930222361.0,2666587554.0,3147765864.0,3187325228.0,2669.0,3257.0,2663.0,3026.0,2447344.0,6639836.0,2216736.0,2365808.0,4055312.0,8608612.0,4361109.0,4062242.0
39,3196.2164824749,3219.5887478482,10.63,9192104424.0,8040674159.0,9814615221.0,9948297176.0,1794323223.0,1599273556.0,1944763989.0,1976666498.0,6597599.0,7091340.0,7380681.0,7554187.0,6605503.0,7094867.0,7387080.0,7618163.0,5043.0,6783.0,5062.0,5326.0,7848773.0,18052629.0,7982669.0,7777548.0,2890459932.0,2890841348.0,2891314464.0,2891430786.0,8774358.0,19551198.0,8425034.0,8174087.0,2881858179.0,2540819270.0,3098125337.0,3140789639.0,2987.0,4252.0,3363.0,3541.0,2878939.0,7831041.0,2609092.0,2746260.0,4848127.0,9946551.0,5232143.0,4951419.0
