ndpi_stat,2,2,5,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
payload_scan,3,4,6,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
router,4,3,7,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,8,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
firewall,1,1,4,196,0,196,0,0,0,0,0,W,0,0,0,0,0,0,0,0
ndpi_stat,2,2,5,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
payload_scan,3,4,6,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
router,4,3,7,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,8,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
firewall,1,1,4,51677,51875,51875,51875,0,51875,0,0,W,0,18078,0,18078,0,0,0,0
ndpi_stat,2,2,5,51885,50253,51885,50253,0,51885,0,0,W,0,0,1632,0,1632,0,0,0
payload_scan,3,4,6,49887,49887,49887,49887,0,49887,0,0,W,0,0,0,0,0,0,0,0
router,4,3,7,50259,49887,50259,49887,0,49887,0,0,W,0,1632,0,1632,0,0,0,0
bridge,5,5,8,49887,49887,49887,49887,49887,0,0,0,W,0,0,0,0,0,0,0,0
firewall,1,1,4,70777,70777,122662,122662,0,122662,0,0,W,0,0,0,18078,0,0,0,0
ndpi_stat,2,2,5,70775,70775,122664,121032,0,122664,0,0,W,0,0,0,0,1632,0,0,0
payload_scan,3,4,6,70691,70691,120578,120578,0,120578,0,0,W,0,0,0,0,0,0,0,0
router,4,3,7,70809,70691,121072,120578,0,120578,0,0,W,0,0,0,1632,0,0,0,0
bridge,5,5,8,70691,70691,120578,120578,120578,0,0,0,W,0,0,0,0,0,0,0,0
firewall,1,1,4,71318,71318,193982,193982,0,193982,0,0,W,0,0,0,18078,0,0,0,0
ndpi_stat,2,2,5,71342,71342,194014,192382,0,194014,0,0,W,0,0,0,0,1632,0,0,0
payload_scan,3,4,6,71804,71804,192382,192382,0,192382,0,0,W,0,0,0,0,0,0,0,0
router,4,3,7,71324,71844,192422,192422,0,192422,0,0,W,0,0,0,1632,0,0,0,0
bridge,5,5,8,71848,70602,192426,191180,191180,0,0,0,W,0,0,0,0,0,0,0,0
firewall,1,1,4,69666,69666,263680,263680,0,263680,0,0,W,0,0,0,18078,0,0,0,0
ndpi_stat,2,2,5,69680,69680,263694,262062,0,263694,0,0,W,0,0,0,0,1632,0,0,0
payload_scan,3,4,6,57112,57112,249534,249534,0,249534,0,0,W,0,0,0,0,0,0,0,0
