,input_rate,output_rate,latency,bridge_instructions,bridge_branches,bridge_branch-misses,bridge_branch-load-misses,bridge_cache-misses,bridge_cache-references,bridge_cycles,bridge_L1-dcache-load-misses,bridge_L1-dcache-loads,bridge_LLC-load-misses,bridge_LLC-stores,bridge_LLC-loads,bridge_mem-stores,bridge_iTLB-loads,bridge_mem-loads,bridge_bus-cycles
0,1786.0205842201,0.0,8.64,1386241749.0,228674547.0,822833.0,724233.0,19009.0,773012.0,433463353.0,849888.0,485871435.0,241.0,437062.0,619875.0,0.0,42.0,0.0,16681954.0
1,2066.7172655059,1695.194036048,9.36,9046554591.0,1789547329.0,7480333.0,7479735.0,2191.0,7040098.0,2592455886.0,7098215.0,2807714521.0,2043.0,2762197.0,4302809.0,0.0,67.0,0.0,99707161.0
2,2112.8761051535,2112.9168199716,5.021,9023000992.0,1786294405.0,7107366.0,7107913.0,1590.0,7051903.0,2591895622.0,7164045.0,2824467854.0,5376.0,2703855.0,4169841.0,0.0,117.0,0.0,99686775.0
3,2113.2950813022,2113.3099812175,7.731,9094834204.0,1795479071.0,7138375.0,7139322.0,3761.0,7032691.0,2592219677.0,7095987.0,2806144721.0,2513.0,2700855.0,4232466.0,0.0,9.0,0.0,99698175.0
4,2113.2449105215,2113.2430096744,9.072,9022998295.0,1786178835.0,7105309.0,7105472.0,2592.0,6966843.0,2592321494.0,7137194.0,2822703353.0,1720.0,2778913.0,4248067.0,0.0,8.0,0.0,99703893.0
5,2112.9694883261,2112.9416729504,22.044,9002389110.0,1781528847.0,7535174.0,7554183.0,3178.0,7016975.0,2592063944.0,7046896.0,2819796894.0,1688.0,2662354.0,4038270.0,0.0,107.0,0.0,99699223.0
6,2113.0112658667,2113.0003041179,7.77,9199067360.0,1780502259.0,7435795.0,7437180.0,26182.0,7048860.0,2592759607.0,7071983.0,2807614270.0,2157.0,2755154.0,4210426.0,0.0,181.0,0.0,99716631.0
7,2113.108302128,2113.1390064392,8.854,9188548105.0,1784563169.0,7476952.0,7484421.0,2556.0,6981876.0,2592401591.0,7030024.0,2817700472.0,2038.0,2775296.0,4206705.0,0.0,8.0,0.0,99688982.0
8,2217.2323531505,2240.2510690486,15000.0,8975302113.0,1766406647.0,7113906.0,7115691.0,2486.0,8357679.0,2592336246.0,8465746.0,2741330026.0,2713.0,3242902.0,4977774.0,0.0,112.0,0.0,99705450.0
9,3107.6183843832,3107.5301537311,15000.0,5670762470.0,1114596384.0,4561916.0,4550019.0,8402.0,6720953.0,1839097460.0,7325265.0,1725847717.0,4543.0,2368775.0,3605512.0,0.0,490.0,0.0,70730465.0
