,input_rate,output_rate,latency,bridge_instructions,bridge_branches,bridge_branch-misses,bridge_branch-load-misses,bridge_cache-misses,bridge_cache-references,bridge_cycles,bridge_L1-dcache-load-misses,bridge_L1-dcache-loads,bridge_LLC-load-misses,bridge_LLC-stores,bridge_LLC-loads,bridge_mem-stores,bridge_iTLB-loads,bridge_mem-loads,bridge_bus-cycles
0,1834.5695930989,0.0,15000.0,1036036703.0,165481759.0,535282.0,385827.0,20987.0,262882.0,317641548.0,228155.0,338360509.0,1545.0,263660.0,402262.0,0.0,555.0,0.0,10622967.0
1,2075.4480437513,1688.0742257031,15000.0,10385709234.0,2056370239.0,8056269.0,8094665.0,3457.0,6939718.0,2958741936.0,6993414.0,3212381062.0,2001.0,2676537.0,4118148.0,0.0,4954.0,0.0,99183005.0
2,2113.1028563599,1030.4222507034,15000.0,857049917.0,175832118.0,699682.0,680134.0,208620.0,873255.0,823295609.0,490629.0,5680301.0,189656.0,179263.0,231865.0,0.0,1552.0,0.0,27489376.0
3,2113.0098768323,470.98896792615,15000.0,19903515.0,3680047.0,12340.0,12632.0,225108.0,435071.0,736259043.0,462744.0,6355862.0,142547.0,196793.0,226958.0,0.0,1152.0,0.0,24640319.0
4,2111.5172505152,640.11996699107,15000.0,1571644924.0,309057827.0,1169690.0,1189015.0,77099.0,1672438.0,746422135.0,1592049.0,336655138.0,45208.0,721119.0,837261.0,0.0,1191.0,0.0,24975941.0
5,2108.1850079429,919.1533754066,15000.0,2570093982.0,491843875.0,1925419.0,1858884.0,3619.0,2523659.0,737747220.0,2800083.0,786641219.0,2525.0,1121438.0,1359480.0,0.0,1135.0,0.0,24672156.0
6,2112.766857828,926.36257197053,15000.0,2640556000.0,511635286.0,1987325.0,1950835.0,2747.0,2318778.0,752973162.0,2686785.0,798075534.0,1785.0,1181483.0,1399742.0,0.0,1145.0,0.0,25201165.0
7,2110.5913202058,913.69321702071,15000.0,2454780422.0,493830519.0,1863748.0,1909854.0,4152.0,2495823.0,730897513.0,2316378.0,748806743.0,3885.0,1071169.0,1443493.0,0.0,1021.0,0.0,24566011.0
8,2455.3862793061,942.16490753546,15000.0,2398762782.0,482239634.0,1828703.0,1878623.0,3107.0,2724293.0,735024265.0,2585698.0,745420483.0,1872.0,1118744.0,1319088.0,0.0,1091.0,0.0,24566218.0
9,6110.5048968492,1200.5278422607,15000.0,2316047285.0,467573567.0,1761326.0,1823921.0,3378.0,2918695.0,730937999.0,2770174.0,736119191.0,4703.0,1309292.0,1545844.0,0.0,998.0,0.0,24503801.0
10,6102.4007653001,1231.5477324322,13.171,2245629191.0,458261753.0,1735716.0,1812724.0,5549.0,2866033.0,738701153.0,2887021.0,710866056.0,2827.0,1476565.0,1402616.0,0.0,1138.0,0.0,24763963.0
11,6113.8422222209,1255.4057669901,13.837,2199063275.0,448717387.0,1674285.0,1776685.0,4878.0,2906660.0,723674291.0,2712295.0,678706748.0,2545.0,1206174.0,1582472.0,0.0,1048.0,0.0,24236700.0
12,6130.4166164952,3965.900476049,8.723,8509402342.0,1654302592.0,7118352.0,7147971.0,2835.0,12629753.0,2720051940.0,12685926.0,2614832055.0,944.0,5211677.0,6929017.0,0.0,5502.0,0.0,90947824.0
13,6141.5923203776,6141.2738831389,8.397,9205310910.0,1801049284.0,8103396.0,8102266.0,1170.0,13973174.0,2965023987.0,14063097.0,2809281685.0,907.0,5926124.0,7988305.0,0.0,5817.0,0.0,99147598.0
14,6141.8317878533,6142.2255896048,10.426,9198766646.0,1796286322.0,7828941.0,7827922.0,25835.0,13924103.0,2967514455.0,14075396.0,2807256950.0,625.0,5931584.0,7996648.0,0.0,6235.0,0.0,99135260.0
15,6143.787037154,6143.9623925182,9.491,9199990288.0,1808960999.0,7881796.0,7881581.0,945.0,13918474.0,2966807014.0,14147516.0,2820234230.0,575.0,5949459.0,8016648.0,0.0,5952.0,0.0,99133682.0
16,6144.6003218879,6144.3406103198,8.727,9191837533.0,1808389225.0,8232807.0,8231699.0,775.0,13878274.0,2967633050.0,14119043.0,2806103708.0,722.0,5928370.0,7980090.0,0.0,5876.0,0.0,99164184.0
17,6139.0596199484,5872.3149694563,11.373,9238490689.0,1824692958.0,8038359.0,7710703.0,1439.0,12729840.0,2954065469.0,13384650.0,2849973957.0,1113.0,5674670.0,7623791.0,0.0,4941.0,0.0,99159472.0
18,6091.729708142,6081.0447510127,8.058,9188955810.0,1811780839.0,8045501.0,7885852.0,926.0,13654085.0,2966216574.0,13847342.0,2813036969.0,1579.0,5768478.0,7841207.0,0.0,5937.0,0.0,99149340.0
19,5552.3416409019,5553.0053832697,8.771,9182733046.0,1815252229.0,7856412.0,7894194.0,1033.0,13208323.0,2964810563.0,13420194.0,2843967597.0,806.0,5598696.0,7644212.0,0.0,5768.0,0.0,99144715.0
20,5555.8028147489,5555.1307719925,15000.0,9177655431.0,1813712681.0,7849351.0,7848617.0,1053.0,13294542.0,2965810558.0,13491766.0,2861148816.0,563.0,5532722.0,7678885.0,0.0,5678.0,0.0,99155436.0
21,5550.8922176783,5551.1486197325,15000.0,9234467781.0,1821541083.0,7885428.0,7883866.0,554.0,13266930.0,2965659793.0,13504443.0,2845977578.0,319.0,5577568.0,7533712.0,0.0,6280.0,0.0,99137084.0
22,5549.7220365641,3573.3629444154,15000.0,2574984160.0,497341814.0,2024807.0,1972822.0,113387.0,4003172.0,1358974601.0,3666820.0,540773564.0,91887.0,1529275.0,1993181.0,0.0,2102.0,0.0,45910471.0
23,5537.4408046602,364.17487756038,15000.0,17464546.0,3468800.0,10479.0,9966.0,232498.0,346305.0,733529932.0,350466.0,4585275.0,123024.0,163383.0,175857.0,0.0,1009.0,0.0,24498450.0
24,5542.5867598528,374.99624340215,15000.0,18806579.0,3802060.0,10878.0,10330.0,230691.0,357067.0,746889319.0,355947.0,5153690.0,128010.0,161260.0,170893.0,0.0,1058.0,0.0,25008918.0
25,5541.9358549353,384.72093303251,15000.0,18110285.0,3580896.0,10638.0,10156.0,234719.0,355341.0,740017124.0,355567.0,4636232.0,128543.0,163668.0,179999.0,0.0,789.0,0.0,24979316.0
26,5543.2643160616,387.4761393999,15000.0,16349525.0,3079496.0,11959.0,11629.0,227538.0,360106.0,747993715.0,366645.0,4701565.0,125060.0,155971.0,178550.0,0.0,1081.0,0.0,24990472.0
27,5540.1414904668,376.86739131189,15000.0,14206460.0,2677645.0,9342.0,9826.0,214451.0,321557.0,731816215.0,340845.0,4314038.0,127947.0,160401.0,173387.0,0.0,987.0,0.0,24643558.0
28,5708.6551862279,351.93511180451,15000.0,16042050.0,3087032.0,10594.0,10959.0,216125.0,349050.0,736075944.0,335945.0,4950008.0,126068.0,150752.0,178341.0,0.0,1217.0,0.0,24701178.0
29,7521.5665568919,447.26638522129,15000.0,20011545.0,3850817.0,13007.0,482330.0,170747.0,444777.0,734355721.0,461972.0,5955944.0,110673.0,204008.0,231802.0,0.0,1170.0,0.0,24617988.0
30,7512.5365761809,880.42372017459,13.814,1875859067.0,374734647.0,1492680.0,1539426.0,9627.0,2625532.0,725689736.0,3052318.0,712404391.0,4014.0,1371209.0,1636065.0,0.0,1110.0,0.0,24397250.0
31,7479.0385599825,1264.4577762533,15000.0,1739340234.0,386825663.0,2346007.0,2475501.0,6450.0,2983374.0,740414727.0,3010406.0,707791988.0,2890.0,1379753.0,1628492.0,0.0,1215.0,0.0,24783782.0
32,7182.1985392055,2348.1318027893,4164.211,3524112148.0,656205416.0,2507110.0,2329970.0,87472.0,3484195.0,1283443220.0,3590376.0,740331493.0,37462.0,1809997.0,2257225.0,0.0,1832.0,0.0,43286811.0
33,7517.9217436806,402.15820810569,15000.0,16065189.0,3069329.0,10720.0,11327.0,214962.0,382045.0,756320956.0,479588.0,4785413.0,113394.0,181581.0,185650.0,0.0,1184.0,0.0,25314704.0
34,7503.5304194205,635.00304572904,15000.0,1164718279.0,177181252.0,720492.0,680197.0,70438.0,1627994.0,721606868.0,1860983.0,347199870.0,41371.0,1031885.0,904029.0,0.0,940.0,0.0,24217577.0
35,7500.0591828467,1202.7719924282,15000.0,2211212699.0,449285834.0,1661692.0,1776458.0,9815.0,2900925.0,737547207.0,2883922.0,696133614.0,2632.0,1198997.0,1615348.0,0.0,1078.0,0.0,24666286.0
36,7496.4858647458,1260.4869739619,15000.0,2470765028.0,473932455.0,1763504.0,1795379.0,5678.0,3109854.0,756948824.0,3035271.0,716652242.0,3061.0,1403000.0,1581302.0,0.0,1243.0,0.0,25286878.0
37,7499.8170660466,1323.6831919645,15000.0,2098626148.0,433281733.0,1626828.0,1794529.0,3991.0,3028711.0,732525148.0,2728249.0,627827971.0,3485.0,1371644.0,1485527.0,0.0,1115.0,0.0,24603711.0
38,7236.7013856583,1083.7336301217,15000.0,1586797281.0,297687334.0,1134131.0,1120641.0,73210.0,1915510.0,746629226.0,2660951.0,597228760.0,3351.0,1325449.0,1577224.0,0.0,1126.0,0.0,24961529.0
39,4556.1697801287,1193.3213202913,15000.0,2453754204.0,466190318.0,1808836.0,1719519.0,5887.0,2729102.0,734822233.0,2980992.0,747674060.0,3432.0,1155416.0,1476205.0,0.0,1220.0,0.0,24572911.0
40,4551.336569314,1243.5039678755,15000.0,2254697965.0,448823238.0,1700481.0,1713750.0,4028.0,2776634.0,733058446.0,2912361.0,749669736.0,6892.0,1201155.0,1427202.0,0.0,751.0,0.0,24524850.0
41,4556.6854598497,1200.1815452537,8.871,2389833148.0,479540293.0,1716571.0,1709148.0,5858.0,2742631.0,729426647.0,2682584.0,736759787.0,2261.0,1256789.0,1506525.0,0.0,1079.0,0.0,24403130.0
42,4546.9872018484,1212.8192935553,9.395,4446540715.0,871240037.0,3517141.0,3535998.0,2263.0,5274375.0,1358495422.0,5577271.0,1325731311.0,2568.0,2258711.0,2911756.0,0.0,2381.0,0.0,45464790.0
43,4571.6598737369,4388.1588455905,8.585,9448495784.0,1868861311.0,8207104.0,8207649.0,830.0,11806088.0,2966105862.0,12003961.0,2948630507.0,417.0,5031094.0,6756977.0,0.0,5694.0,0.0,99147022.0
44,4574.3496435314,4574.190551068,9.834,9537836946.0,1868933360.0,8088445.0,8088079.0,695.0,11953944.0,2965587052.0,12048872.0,2948205126.0,713.0,5044927.0,6732961.0,0.0,5492.0,0.0,99135790.0
45,4573.6514496642,4574.0075187605,8.908,9601507844.0,1880005059.0,7931381.0,7930871.0,680.0,12000685.0,2965968692.0,12091990.0,2930347676.0,811.0,5042732.0,6765582.0,0.0,5502.0,0.0,99138156.0
46,4574.7796729324,4574.5317069924,7.702,9592812737.0,1869238446.0,8197610.0,8199817.0,657.0,11968221.0,2966694868.0,12066086.0,2931349751.0,899.0,5052124.0,6847554.0,0.0,5711.0,0.0,99147183.0
