,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-12,16:18:44.168,  157.79,  211.53,  581.20,  422.07,,,,,  738.99,  633.61,    106043, 1372.59,  234.75,   10.81,  232.64,    7.42,,,,,  467.39,   18.23,     53245,  485.62,   1206.38,    651.84,   1858.21
2024-02-12,16:18:45.168,  155.20,  208.48,  573.48,  416.92,,,,,  728.68,  625.40,    106200, 1354.08,  217.55,    5.82,  214.43,    2.38,,,,,  431.97,    8.20,     53232,  440.17,   1160.65,    633.60,   1794.25
2024-02-12,16:18:46.168,  154.00,  206.30,  568.96,  413.54,,,,,  722.96,  619.84,    106028, 1342.79,  215.24,    6.74,  212.48,    3.30,,,,,  427.72,   10.04,     53145,  437.76,   1150.68,    629.88,   1780.56
2024-02-12,16:18:47.169,  146.12,  168.78,  552.64,  371.28,,,,,  698.76,  540.06,    106055, 1238.83,  167.10,    5.36,  164.48,    1.96,,,,,  331.58,    7.32,     53019,  338.90,   1030.34,    547.38,   1577.73
2024-02-12,16:18:48.170,  147.37,  161.04,  556.21,  364.59,,,,,  703.58,  525.63,    106008, 1229.21,  162.26,   12.28,  158.92,    8.87,,,,,  321.18,   21.15,     52996,  342.33,   1024.76,    546.78,   1571.55
2024-02-12,16:18:49.170,  150.38,  161.59,  562.48,  366.63,,,,,  712.86,  528.23,    106046, 1241.09,  183.99,   17.41,  180.38,   13.98,,,,,  364.37,   31.40,     53191,  395.76,   1077.23,    559.62,   1636.85
2024-02-12,16:18:50.170,  143.33,  154.32,  546.33,  355.40,,,,,  689.66,  509.72,    105998, 1199.38,  159.37,    6.06,  156.43,    2.65,,,,,  315.80,    8.71,     53009,  324.51,   1005.45,    518.43,   1523.89
2024-02-12,16:18:51.170,  143.47,  154.69,  546.60,  355.61,,,,,  690.07,  510.30,    105983, 1200.37,  154.78,    5.34,  151.83,    1.93,,,,,  306.62,    7.27,     52946,  313.89,    996.69,    517.57,   1514.26
2024-02-12,16:18:52.170,  143.21,  154.63,  545.85,  355.32,,,,,  689.06,  509.95,    105964, 1199.01,  156.34,    6.55,  153.26,    3.11,,,,,  309.60,    9.66,     52892,  319.26,    998.66,    519.60,   1518.27
2024-02-12,16:18:53.171,  143.34,  154.30,  546.69,  355.27,,,,,  690.03,  509.57,    106064, 1199.60,  157.93,    6.42,  154.57,    3.00,,,,,  312.50,    9.42,     52993,  321.91,   1002.53,    518.98,   1521.51
2024-02-12,16:18:54.173,  144.14,  156.17,  548.37,  357.38,,,,,  692.51,  513.55,    106080, 1206.07,  159.04,    6.15,  155.51,    2.72,,,,,  314.55,    8.87,     52949,  323.42,   1007.07,    522.42,   1529.49
2024-02-12,16:18:55.171,  143.32,  154.79,  546.17,  355.48,,,,,  689.49,  510.27,    105852, 1199.76,  155.19,    5.92,  152.62,    2.54,,,,,  307.82,    8.46,     52869,  316.28,    997.31,    518.73,   1516.04
2024-02-12,16:18:56.171,  143.37,  155.13,  546.51,  356.07,,,,,  689.88,  511.20,    106056, 1201.08,  154.73,    5.15,  151.75,    1.71,,,,,  306.48,    6.86,     52963,  313.34,    996.36,    518.06,   1514.43
2024-02-12,16:18:57.171,  151.10,  206.77,  560.80,  411.40,,,,,  711.90,  618.17,    106006, 1330.07,  212.57,    4.91,  209.89,    1.50,,,,,  422.46,    6.41,     53188,  428.87,   1134.36,    624.58,   1758.94
2024-02-12,16:18:58.171,  152.30,  225.92,  562.23,  431.36,,,,,  714.53,  657.28,    105938, 1371.81,  235.23,    5.34,  232.84,    1.93,,,,,  468.08,    7.27,     53419,  475.35,   1182.60,    664.55,   1847.16
2024-02-12,16:18:59.171,  145.84,  232.49,  536.88,  430.34,,,,,  682.72,  662.83,    105799, 1345.55,  275.25,   22.98,  271.70,   19.50,,,,,  546.95,   42.48,     53344,  589.43,   1229.66,    705.31,   1934.98
2024-02-12,16:19:00.172,  125.04,  210.61,  468.90,  388.48,,,,,  593.94,  599.10,    105675, 1193.04,  254.79,    7.43,  252.57,    4.00,,,,,  507.37,   11.44,     53630,  518.80,   1101.30,    610.53,   1711.84
2024-02-12,16:19:01.172,  123.54,  206.76,  464.60,  383.09,,,,,  588.14,  589.85,    105520, 1178.00,  238.94,    4.69,  236.71,    1.24,,,,,  475.64,    5.93,     53360,  481.57,   1063.79,    595.78,   1659.57
2024-02-12,16:19:02.172,  123.32,  206.00,  464.30,  382.37,,,,,  587.62,  588.36,    105499, 1175.98,  232.24,    4.66,  229.89,    1.23,,,,,  462.13,    5.89,     53217,  468.02,   1049.75,    594.26,   1644.00
2024-02-12,16:19:03.172,  122.66,  204.45,  463.12,  380.60,,,,,  585.78,  585.05,    105669, 1170.83,  227.71,    5.11,  225.10,    1.67,,,,,  452.81,    6.78,     53321,  459.59,   1038.59,    591.83,   1630.42
2024-02-12,16:19:04.172,  122.07,  203.54,  460.57,  379.06,,,,,  582.63,  582.61,    105522, 1165.24,  224.47,    5.05,  222.64,    1.66,,,,,  447.11,    6.72,     53254,  453.83,   1029.74,    589.32,   1619.07
2024-02-12,16:19:05.173,  121.67,  202.29,  458.80,  377.13,,,,,  580.46,  579.42,    105563, 1159.88,  229.38,    6.19,  226.77,    2.77,,,,,  456.16,    8.96,     53359,  465.11,   1036.62,    588.38,   1624.99
2024-02-12,16:19:06.172,  121.51,  202.65,  458.38,  377.28,,,,,  579.89,  579.92,    105595, 1159.82,  233.57,    5.37,  230.66,    1.93,,,,,  464.23,    7.30,     53145,  471.54,   1044.12,    587.23,   1631.35
2024-02-12,16:19:07.173,   81.44,  102.00,  325.87,  229.74,,,,,  407.31,  331.74,    105408,  739.05,  108.23,    4.44,  104.88,    1.02,,,,,  213.11,    5.46,     52764,  218.56,    620.42,    337.19,    957.61
2024-02-12,16:19:08.173,   65.37,   63.03,  272.53,  172.36,,,,,  337.91,  235.39,    105115,  573.30,   61.02,    4.38,   57.44,    0.96,,,,,  118.45,    5.33,     52613,  123.79,    456.36,    240.73,    697.09
2024-02-12,16:19:09.173,   77.47,   72.37,  312.46,  195.37,,,,,  389.93,  267.74,    105313,  657.67,   90.26,   22.79,   86.50,   19.44,,,,,  176.76,   42.23,     52681,  218.99,    566.69,    309.97,    876.66
2024-02-12,16:19:10.173,   66.11,   65.32,  274.77,  175.91,,,,,  340.89,  241.23,    105146,  582.12,   73.32,    6.81,   69.79,    3.39,,,,,  143.10,   10.20,     52607,  153.30,    483.99,    251.43,    735.42
2024-02-12,16:19:11.174,   65.21,   64.56,  272.34,  174.32,,,,,  337.54,  238.87,    105214,  576.42,   68.78,    5.35,   65.05,    1.92,,,,,  133.84,    7.28,     52717,  141.11,    471.38,    246.15,    717.53
2024-02-12,16:19:12.173,   64.97,   64.89,  270.18,  173.83,,,,,  335.15,  238.72,    105141,  573.87,   67.06,    4.57,   63.17,    1.15,,,,,  130.23,    5.71,     52629,  135.94,    465.38,    244.43,    709.81
2024-02-12,16:19:13.174,   64.96,   64.58,  270.48,  173.56,,,,,  335.44,  238.15,    105179,  573.59,   66.21,    4.83,   62.23,    1.39,,,,,  128.44,    6.22,     52629,  134.66,    463.88,    244.37,    708.25
2024-02-12,16:19:14.174,   64.99,   65.05,  270.45,  174.07,,,,,  335.43,  239.12,    105091,  574.55,   65.68,    4.58,   61.79,    1.15,,,,,  127.47,    5.72,     52717,  133.20,    462.91,    244.84,    707.75
2024-02-12,16:19:15.174,   64.91,   64.57,  270.46,  173.64,,,,,  335.37,  238.21,    105211,  573.58,   64.62,    4.66,   60.84,    1.24,,,,,  125.45,    5.90,     52607,  131.35,    460.82,    244.11,    704.93
2024-02-12,16:19:16.174,   65.66,   65.48,  273.37,  175.62,,,,,  339.03,  241.10,    105127,  580.13,   66.11,    4.80,   62.59,    1.38,,,,,  128.70,    6.18,     52637,  134.88,    467.73,    247.28,    715.01
2024-02-12,16:19:17.175,  111.36,  214.89,  418.56,  375.75,,,,,  529.92,  590.64,    105443, 1120.56,  242.76,    5.18,  240.76,    1.77,,,,,  483.52,    6.95,     53467,  490.46,   1013.44,    597.58,   1611.02
2024-02-12,16:19:18.174,  115.09,  262.17,  428.80,  429.43,,,,,  543.88,  691.60,    105333, 1235.48,  306.94,    5.52,  304.82,    2.10,,,,,  611.76,    7.62,     53517,  619.38,   1155.64,    699.22,   1854.86
2024-02-12,16:19:19.175,  117.19,  262.54,  432.79,  431.06,,,,,  549.98,  693.60,    105362, 1243.58,  327.45,   21.18,  325.19,   17.70,,,,,  652.64,   38.89,     53500,  691.53,   1202.62,    732.49,   1935.11
2024-02-12,16:19:20.175,  108.45,  255.08,  404.93,  414.62,,,,,  513.38,  669.70,    105462, 1183.08,  338.02,    9.90,  333.60,    6.47,,,,,  671.62,   16.37,     53741,  687.99,   1185.00,    686.07,   1871.06
2024-02-12,16:19:21.175,  104.25,  244.22,  391.07,  398.69,,,,,  495.33,  642.91,    105355, 1138.24,  315.64,    5.84,  313.11,    2.39,,,,,  628.76,    8.23,     53589,  636.98,   1124.09,    651.14,   1775.23
2024-02-12,16:19:22.175,  103.78,  241.76,  388.93,  395.24,,,,,  492.71,  637.01,    105351, 1129.72,  312.87,    6.72,  309.67,    3.25,,,,,  622.54,    9.97,     53672,  632.51,   1115.26,    646.98,   1762.23
2024-02-12,16:19:23.175,  103.19,  239.68,  386.25,  391.92,,,,,  489.43,  631.61,    105320, 1121.04,  304.18,    5.00,  301.38,    1.57,,,,,  605.56,    6.57,     53620,  612.13,   1094.99,    638.18,   1733.17
2024-02-12,16:19:24.176,  103.13,  239.44,  386.07,  391.73,,,,,  489.19,  631.16,    105415, 1120.36,  297.09,    4.74,  294.34,    1.29,,,,,  591.42,    6.03,     53680,  597.46,   1080.62,    637.20,   1717.81
2024-02-12,16:19:25.175,  103.01,  238.23,  384.04,  388.92,,,,,  487.05,  627.15,    105285, 1114.20,  291.30,    4.77,  288.31,    1.34,,,,,  579.60,    6.11,     53314,  585.71,   1066.66,    633.25,   1699.91
2024-02-12,16:19:26.176,  102.51,  238.08,  383.53,  388.99,,,,,  486.04,  627.07,    105454, 1113.11,  288.14,    4.91,  285.95,    1.46,,,,,  574.09,    6.38,     53424,  580.46,   1060.13,    633.44,   1693.57
2024-02-12,16:19:27.176,   95.98,  149.81,  374.00,  296.62,,,,,  469.98,  446.42,    105270,  916.40,  170.28,    5.13,  167.79,    1.71,,,,,  338.07,    6.84,     52975,  344.91,    808.05,    453.26,   1261.31
2024-02-12,16:19:28.176,   93.62,  117.82,  370.82,  263.18,,,,,  464.44,  381.00,    105370,  845.44,  126.26,    5.02,  123.36,    1.59,,,,,  249.62,    6.61,     52837,  256.22,    714.06,    387.60,   1101.66
2024-02-12,16:19:29.176,   93.23,  118.04,  369.15,  263.15,,,,,  462.39,  381.19,    105363,  843.58,  123.51,    4.45,  120.88,    1.04,,,,,  244.40,    5.49,     52810,  249.88,    706.78,    386.68,   1093.46
2024-02-12,16:19:30.177,  119.63,  152.61,  455.11,  324.36,,,,,  574.74,  476.97,    105613, 1051.71,  161.99,   16.85,  158.56,   13.43,,,,,  320.55,   30.27,     52956,  350.82,    895.29,    507.24,   1402.53
2024-02-12,16:19:31.176,   93.83,  122.10,  369.59,  267.29,,,,,  463.42,  389.39,    105213,  852.81,  140.12,    5.33,  137.36,    1.90,,,,,  277.48,    7.23,     52919,  284.71,    740.90,    396.62,   1137.52
2024-02-12,16:19:32.176,   94.01,  122.70,  370.69,  268.44,,,,,  464.69,  391.13,    105297,  855.83,  137.58,    5.22,  135.52,    1.78,,,,,  273.10,    7.00,     52943,  280.11,    737.80,    398.14,   1135.93
2024-02-12,16:19:33.177,   93.07,  121.51,  367.46,  266.25,,,,,  460.53,  387.76,    105371,  848.29,  136.50,    5.73,  133.95,    2.32,,,,,  270.45,    8.05,     52985,  278.50,    730.99,    395.81,   1126.80
2024-02-12,16:19:34.176,   93.61,  121.44,  369.86,  267.23,,,,,  463.46,  388.67,    105276,  852.14,  134.55,    4.76,  131.92,    1.34,,,,,  266.47,    6.09,     53018,  272.56,    729.93,    394.77,   1124.70
2024-02-12,16:19:35.177,   92.95,  121.22,  367.99,  266.42,,,,,  460.94,  387.64,    105329,  848.58,  132.53,    4.74,  130.14,    1.33,,,,,  262.67,    6.07,     52914,  268.74,    723.61,    393.72,   1117.33
2024-02-12,16:19:36.177,   93.28,  121.42,  368.26,  266.54,,,,,  461.54,  387.96,    105230,  849.50,  132.04,    4.80,  129.74,    1.40,,,,,  261.78,    6.19,     52804,  267.97,    723.32,    394.15,   1117.47
2024-02-12,16:19:37.177,   94.12,  122.15,  370.99,  267.91,,,,,  465.11,  390.06,    105394,  855.17,  131.92,    4.87,  129.10,    1.45,,,,,  261.02,    6.32,     52924,  267.34,    726.12,    396.38,   1122.50
2024-02-12,16:19:38.177,   93.84,  122.40,  369.75,  267.69,,,,,  463.58,  390.09,    105253,  853.68,  132.14,    4.67,  128.41,    1.27,,,,,  260.55,    5.94,     52847,  266.49,    724.13,    396.03,   1120.16
2024-02-12,16:19:39.178,   93.75,  122.08,  370.11,  267.46,,,,,  463.86,  389.54,    105354,  853.40,  132.71,    5.02,  128.83,    1.61,,,,,  261.54,    6.63,     52878,  268.17,    725.40,    396.17,   1121.57
2024-02-12,16:19:40.177,  106.15,  134.80,  408.51,  292.37,,,,,  514.66,  427.17,    105404,  941.84,  170.83,   25.48,  166.85,   22.09,,,,,  337.68,   47.57,     52958,  385.25,    852.34,    474.75,   1327.09
2024-02-12,16:19:41.178,   93.94,  123.54,  369.99,  269.01,,,,,  463.93,  392.55,    105423,  856.48,  144.24,    5.55,  141.20,    2.14,,,,,  285.43,    7.69,     53058,  293.12,    749.36,    400.24,   1149.60
2024-02-12,16:19:42.178,   93.77,  122.97,  369.06,  267.90,,,,,  462.83,  390.87,    105240,  853.70,  138.62,    4.85,  135.77,    1.43,,,,,  274.39,    6.28,     52927,  280.67,    737.22,    397.15,   1134.37
2024-02-12,16:19:43.179,   93.85,  122.88,  370.09,  268.28,,,,,  463.94,  391.16,    105412,  855.10,  135.73,    5.21,  132.99,    1.80,,,,,  268.72,    7.01,     52982,  275.73,    732.66,    398.17,   1130.83
2024-02-12,16:19:44.178,   94.24,  123.10,  371.50,  269.22,,,,,  465.74,  392.32,    105252,  858.06,  136.95,    5.35,  133.55,    1.95,,,,,  270.50,    7.30,     52936,  277.80,    736.24,    399.62,   1135.87
2024-02-12,16:19:45.179,   94.13,  122.76,  370.87,  268.43,,,,,  465.00,  391.19,    105391,  856.19,  135.78,    5.15,  132.41,    1.73,,,,,  268.19,    6.88,     52942,  275.08,    733.20,    398.07,   1131.26
2024-02-12,16:19:46.179,   94.19,  122.72,  370.94,  268.54,,,,,  465.12,  391.26,    105261,  856.38,  134.88,    4.87,  131.69,    1.48,,,,,  266.57,    6.35,     52838,  272.92,    731.69,    397.61,   1129.30
2024-02-12,16:19:47.178,   93.22,  120.79,  368.33,  265.82,,,,,  461.54,  386.61,    105232,  848.15,  131.11,    4.61,  127.46,    1.20,,,,,  258.57,    5.81,     52880,  264.38,    720.11,    392.42,   1112.53
2024-02-12,16:19:48.179,   92.77,  120.34,  366.82,  264.97,,,,,  459.60,  385.31,    105365,  844.91,  128.56,    4.51,  125.10,    1.10,,,,,  253.66,    5.61,     52971,  259.27,    713.26,    390.92,   1104.18
2024-02-12,16:19:49.179,   92.76,  119.82,  366.80,  264.40,,,,,  459.56,  384.22,    105267,  843.79,  126.81,    4.60,  123.31,    1.22,,,,,  250.12,    5.82,     52879,  255.94,    709.68,    390.04,   1099.73
2024-02-12,16:19:50.179,   99.77,  127.05,  387.23,  277.88,,,,,  487.00,  404.93,    105427,  891.93,  154.49,   21.29,  149.21,   17.54,,,,,  303.70,   38.83,     52937,  342.52,    790.70,    443.76,   1234.46
2024-02-12,16:19:51.178,   96.84,  125.86,  380.01,  274.47,,,,,  476.85,  400.33,    105309,  877.18,  144.15,    9.28,  140.65,    5.85,,,,,  284.80,   15.13,     52979,  299.94,    761.65,    415.47,   1177.12
2024-02-12,16:19:52.179,   92.94,  121.18,  367.28,  265.95,,,,,  460.22,  387.13,    105381,  847.35,  132.21,    4.86,  129.69,    1.47,,,,,  261.90,    6.33,     52989,  268.23,    722.12,    393.46,   1115.59
2024-02-12,16:19:53.179,   92.90,  120.44,  366.66,  264.83,,,,,  459.56,  385.27,    105321,  844.83,  129.59,    4.82,  126.46,    1.42,,,,,  256.05,    6.24,     52874,  262.29,    715.60,    391.51,   1107.12
2024-02-12,16:19:54.179,   92.95,  120.60,  367.28,  265.59,,,,,  460.23,  386.19,    105406,  846.42,  129.47,    4.84,  126.54,    1.42,,,,,  256.02,    6.26,     52887,  262.27,    716.25,    392.44,   1108.69
2024-02-12,16:19:55.179,   92.78,  120.12,  367.25,  264.82,,,,,  460.03,  384.94,    105259,  844.97,  130.31,    5.15,  126.96,    1.75,,,,,  257.27,    6.90,     52901,  264.17,    717.30,    391.84,   1109.14
2024-02-12,16:19:56.180,   93.40,  120.81,  368.48,  265.82,,,,,  461.89,  386.63,    105360,  848.52,  132.81,    5.33,  129.00,    1.93,,,,,  261.81,    7.26,     52834,  269.07,    723.70,    393.89,   1117.59
2024-02-12,16:19:57.180,  100.40,  153.80,  388.25,  305.55,,,,,  488.66,  459.35,    105298,  948.01,  171.54,    4.79,  167.96,    1.36,,,,,  339.51,    6.15,     53062,  345.66,    828.16,    465.50,   1293.67
2024-02-12,16:19:58.180,  103.30,  165.46,  397.18,  320.26,,,,,  500.47,  485.72,    105424,  986.19,  182.76,    4.39,  179.26,    0.99,,,,,  362.02,    5.38,     53076,  367.39,    862.49,    491.10,   1353.59
2024-02-12,16:19:59.180,  103.13,  164.15,  396.10,  318.48,,,,,  499.23,  482.63,    105349,  981.86,  178.45,    4.41,  175.96,    1.01,,,,,  354.40,    5.43,     52996,  359.83,    853.64,    488.05,   1341.69
2024-02-12,16:20:00.179,  102.58,  163.18,  394.86,  317.23,,,,,  497.43,  480.41,    105226,  977.84,  178.62,    5.01,  176.42,    1.58,,,,,  355.04,    6.59,     52960,  361.63,    852.48,    487.00,   1339.47
2024-02-12,16:20:01.180,  120.68,  194.02,  451.95,  365.75,,,,,  572.64,  559.77,    105578, 1132.40,  229.16,   19.71,  225.15,   16.20,,,,,  454.31,   35.91,     53299,  490.22,   1026.95,    595.68,   1622.63
2024-02-12,16:20:02.180,  101.72,  163.97,  390.46,  316.11,,,,,  492.18,  480.08,    105312,  972.26,  200.18,    5.28,  197.40,    1.87,,,,,  397.58,    7.15,     53200,  404.73,    889.76,    487.23,   1376.99
2024-02-12,16:20:03.181,  101.21,  162.23,  389.10,  314.13,,,,,  490.30,  476.36,    105430,  966.66,  193.42,    5.30,  190.98,    1.86,,,,,  384.40,    7.17,     53204,  391.57,    874.70,    483.53,   1358.23
2024-02-12,16:20:04.180,  100.89,  161.74,  387.87,  313.04,,,,,  488.76,  474.78,    105298,  963.54,  189.63,    4.93,  187.62,    1.53,,,,,  377.24,    6.47,     53066,  383.71,    866.00,    481.25,   1347.25
2024-02-12,16:20:05.181,  101.04,  161.18,  388.32,  312.71,,,,,  489.35,  473.89,    105378,  963.24,  184.71,    4.66,  181.50,    1.26,,,,,  366.21,    5.93,     53211,  372.14,    855.57,    479.82,   1335.39
2024-02-12,16:20:06.181,  101.64,  161.42,  390.91,  313.78,,,,,  492.56,  475.20,    105358,  967.76,  184.56,    5.07,  181.37,    1.68,,,,,  365.93,    6.75,     53010,  372.69,    858.49,    481.96,   1340.45
2024-02-12,16:20:07.181,  102.86,  205.93,  389.02,  358.43,,,,,  491.89,  564.37,    105347, 1056.25,  245.95,    5.37,  241.99,    1.96,,,,,  487.94,    7.33,     53259,  495.27,    979.83,    571.69,   1551.53
