ndpi_stat,2,2,4,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
router,3,3,5,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
firewall,1,1,3,222,0,222,0,0,0,0,0,W,0,0,0,0,0,0,0,0
ndpi_stat,2,2,4,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
router,3,3,5,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
firewall,1,1,3,9439664,9113182,9439918,9113182,0,9439918,0,0,W,0,0,326736,0,326736,0,0,0
ndpi_stat,2,2,4,9113546,9019816,9113546,9019816,0,9097376,0,0,W,0,326736,77536,326736,77536,0,0,0
router,3,3,5,9020040,9020040,9020040,9020040,0,9020040,0,0,W,0,77536,0,77536,0,0,0,0
payload_scan,4,4,6,9020136,9020136,9020136,9020136,0,9020136,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,9020264,9020264,9020264,9020264,9020264,0,0,0,W,0,0,0,0,0,0,0,0
firewall,1,1,3,9730144,9579731,19170450,18693277,0,19170418,0,0,W,0,0,150405,0,477141,0,0,0
ndpi_stat,2,2,4,9579719,9593493,18693533,18613533,0,18691095,0,0,W,0,150405,0,477141,77536,0,0,0
router,3,3,5,9593525,9593525,18613693,18613661,0,18613693,0,0,W,0,0,0,77536,0,0,0,0
payload_scan,4,4,6,9593621,9593621,18613917,18613885,0,18613892,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,9593589,9593621,18614013,18614013,18614013,0,0,0,W,0,0,0,0,0,0,0,0
firewall,1,1,3,10061436,9884160,29232142,28577693,0,29232138,0,0,W,0,0,177304,0,654445,0,0,0
ndpi_stat,2,2,4,9884147,9873484,28577872,28487177,0,28564713,0,0,W,0,177304,0,654445,77536,0,0,0
router,3,3,5,9873292,9873324,28487241,28487241,0,28487241,0,0,W,0,0,0,77536,0,0,0,0
payload_scan,4,4,6,9873260,9873292,28487305,28487305,0,28487305,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,9873228,9873228,28487369,28487369,28487369,0,0,0,W,0,0,0,0,0,0,0,0
firewall,1,1,3,10088053,9901628,39320370,38479500,0,39320370,0,0,W,0,0,186425,0,840870,0,0,0
ndpi_stat,2,2,4,9901883,9899239,38479852,38386480,0,38464016,0,0,W,0,186425,0,840870,77536,0,0,0
router,3,3,5,9899239,9899239,38386576,38386544,0,38386576,0,0,W,0,0,0,77536,0,0,0,0
payload_scan,4,4,6,9899271,9899271,38386640,38386640,0,38386640,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,9899303,9899303,38386768,38386736,38386736,0,0,0,W,0,0,0,0,0,0,0,0
firewall,1,1,3,9832015,9661337,49152769,48141189,0,49152769,0,0,W,0,0,170710,0,1011580,0,0,0
ndpi_stat,2,2,4,9661381,9677270,48141393,48063846,0,48141382,0,0,W,0,170710,0,1011580,77536,0,0,0
router,3,3,5,9677318,9677350,48063990,48063990,0,48063990,0,0,W,0,0,0,77536,0,0,0,0
payload_scan,4,4,6,9677350,9677350,48064118,48064118,0,48064118,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,9677386,9677374,48064250,48064238,48064238,0,0,0,W,0,0,0,0,0,0,0,0
firewall,1,1,3,10148210,9955691,59301188,58097084,0,59301188,0,0,W,0,0,192524,0,1204104,0,0,0
ndpi_stat,2,2,4,9955683,9955688,58097221,58019678,0,58097214,0,0,W,0,192524,0,1204104,77536,0,0,0
router,3,3,5,9955652,9955664,58019782,58019782,0,58019782,0,0,W,0,0,0,77536,0,0,0,0
payload_scan,4,4,6,9955627,9955627,58019877,58019877,0,58019877,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,9955596,9955612,58019946,58019946,58019946,0,0,0,W,0,0,0,0,0,0,0,0
firewall,1,1,3,8926737,8819405,68228067,66916626,0,68228066,0,0,W,0,0,107333,0,1311437,0,0,0
ndpi_stat,2,2,4,8819433,8819431,66916769,66839213,0,66916749,0,0,W,0,107333,0,1311437,77536,0,0,0
router,3,3,5,8819474,8819452,66839360,66839329,0,66839329,0,0,W,0,0,0,77536,0,0,0,0
payload_scan,4,4,6,8819516,8819516,66839462,66839462,0,66839462,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,8819544,8819556,66839558,66839558,66839558,0,0,0,W,0,0,0,0,0,0,0,0
firewall,1,1,3,7317756,7317774,75545986,74234543,0,75545983,0,0,W,0,0,0,0,1311437,0,0,0
ndpi_stat,2,2,4,7317765,7317775,74234686,74157135,0,74234679,0,0,W,0,0,0,1311437,77536,0,0,0
router,3,3,5,7317757,7317760,74157232,74157222,0,74157222,0,0,W,0,0,0,77536,0,0,0,0
payload_scan,4,4,6,7317747,7317745,74157314,74157303,0,74157303,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,7317788,7317778,74157424,74157414,74157414,0,0,0,W,0,0,0,0,0,0,0,0
firewall,1,1,3,7284230,7284234,82830357,81518920,0,82830357,0,0,W,0,0,0,0,1311437,0,0,0
ndpi_stat,2,2,4,7284327,7284320,81519107,81441552,0,81519088,0,0,W,0,0,0,1311437,77536,0,0,0
