,input_rate,output_rate,latency,bridge_instructions,bridge_branches,bridge_branch-misses,bridge_branch-load-misses,bridge_cache-misses,bridge_cache-references,bridge_cycles,bridge_L1-dcache-load-misses,bridge_L1-dcache-loads,bridge_LLC-load-misses,bridge_LLC-stores,bridge_LLC-loads,bridge_mem-stores,bridge_iTLB-loads,bridge_mem-loads,bridge_bus-cycles
0,1832.616243158,0.0,15000.0,1298033538.0,212608332.0,757246.0,667107.0,17085.0,571015.0,399499843.0,662398.0,459677161.0,51.0,350316.0,450111.0,0.0,811.0,0.0,13380464.0
1,2070.7156634018,1472.6010886732,15000.0,4582004023.0,914108773.0,3636753.0,3642054.0,127402.0,3634090.0,1855037164.0,3746046.0,1422733273.0,82921.0,1449400.0,2111190.0,0.0,2754.0,0.0,62707483.0
2,2112.9477655005,392.94343509794,15000.0,17672933.0,3348756.0,11663.0,11344.0,281603.0,431418.0,747457458.0,422541.0,5818164.0,153147.0,193225.0,210380.0,0.0,1109.0,0.0,25090840.0
3,2113.1509220009,460.24104238206,15000.0,21886698.0,4742344.0,347213.0,347444.0,243316.0,441627.0,733149227.0,457671.0,5869812.0,139286.0,212385.0,220102.0,0.0,927.0,0.0,24514268.0
4,2113.335135541,486.83170167934,15000.0,23345466.0,4696440.0,12982.0,12394.0,234914.0,456459.0,731603735.0,454276.0,6763373.0,137832.0,213120.0,222387.0,0.0,1029.0,0.0,24518293.0
5,2113.1354806789,511.06584446978,15000.0,22258649.0,4176461.0,14492.0,14509.0,206502.0,511452.0,732671092.0,540198.0,6913902.0,122071.0,225687.0,236610.0,0.0,995.0,0.0,24524410.0
6,2108.5459692856,785.10889610589,15000.0,2109184891.0,395485929.0,1450873.0,1405518.0,32762.0,2411290.0,740376286.0,2383692.0,714445740.0,3620.0,1122451.0,1366557.0,0.0,1176.0,0.0,24755048.0
7,2111.8261343119,942.97916379618,15000.0,2082819506.0,437563605.0,3554684.0,3614240.0,4480.0,2576436.0,745135599.0,2440450.0,775511683.0,1888.0,1148476.0,1388341.0,0.0,1198.0,0.0,24934751.0
8,2419.8163636158,953.7449612422,15000.0,2328295772.0,470988086.0,2405026.0,2448260.0,3541.0,2815275.0,747366037.0,2582785.0,753983491.0,2573.0,1262268.0,1479488.0,0.0,1022.0,0.0,24974064.0
9,5696.0364933929,1223.9051676491,15000.0,2331666665.0,470583809.0,1742186.0,1695971.0,5645.0,2678649.0,732967163.0,2771543.0,685352165.0,2821.0,1321534.0,1496726.0,0.0,1034.0,0.0,24628959.0
10,5701.452077522,1249.8454415523,8.112,2368947139.0,472792601.0,1762374.0,1828131.0,5223.0,2881049.0,734834366.0,2724068.0,700867879.0,7703.0,1245380.0,1583724.0,0.0,1033.0,0.0,24563310.0
11,5697.7296359888,1481.8960168847,9.389,5110346427.0,1022644939.0,4271702.0,4294930.0,7602.0,7215469.0,1669912960.0,7390901.0,1619199300.0,3098.0,2801108.0,3777256.0,0.0,3237.0,0.0,55863134.0
12,5731.7824286098,5731.6995182732,8.771,9108411380.0,1800292144.0,8145232.0,8147588.0,1130.0,13324785.0,2963113114.0,13572237.0,2823930684.0,902.0,5641938.0,7645317.0,0.0,6193.0,0.0,99138636.0
13,5717.7001726834,5717.4735682995,10.089,9058192389.0,1790349936.0,8550649.0,8533167.0,2580.0,12829674.0,2931068663.0,12998650.0,2846911554.0,1488.0,5445813.0,7156312.0,0.0,4304.0,0.0,99219799.0
14,5730.1242951697,5730.3937118292,11.923,9240061502.0,1808039543.0,8245779.0,8250510.0,10821.0,13441516.0,2965054267.0,13587871.0,2819411150.0,695.0,5736955.0,7582572.0,0.0,5960.0,0.0,99130315.0
15,5733.8451873082,5733.871690834,9.159,9238739164.0,1796368108.0,8184186.0,8190100.0,900.0,13519046.0,2965941363.0,13654737.0,2822706148.0,391.0,5732087.0,7750156.0,0.0,5685.0,0.0,99160560.0
16,5732.810930373,5732.8445622002,8.617,9245609406.0,1809685212.0,7907150.0,7907439.0,445.0,13542768.0,2966267089.0,13692242.0,2835074953.0,750.0,5730708.0,7767788.0,0.0,5502.0,0.0,99132114.0
17,5733.4022260221,5733.3273046525,10.489,9223125853.0,1815916307.0,8028384.0,8026742.0,550.0,13326578.0,2963971577.0,13542039.0,2816767870.0,625.0,5762774.0,7774155.0,0.0,6260.0,0.0,99100276.0
18,5789.1228826326,5804.4766871494,9.206,9149710565.0,1801590535.0,8167361.0,8167292.0,945.0,13637729.0,2962092358.0,13988730.0,2814391032.0,688.0,5738778.0,7736035.0,0.0,6712.0,0.0,99140700.0
19,6445.8567938281,6445.8198909789,12.326,9045052701.0,1778941362.0,7867930.0,8161446.0,2411.0,14189072.0,2959968267.0,14303470.0,2772107474.0,2285.0,5967689.0,8104983.0,0.0,5651.0,0.0,99184870.0
20,6452.2876881292,6452.2630306661,10.109,9010347973.0,1778989055.0,8057500.0,8527835.0,5237.0,14295511.0,2964414919.0,14472805.0,2761799097.0,957.0,6150590.0,8186442.0,0.0,6069.0,0.0,99183366.0
21,6440.9011978289,6081.2266024132,11.043,8981735893.0,1777063995.0,8012476.0,8159869.0,12472.0,13116017.0,2954862811.0,13535283.0,2836181198.0,976.0,5773378.0,7845728.0,0.0,5510.0,0.0,99174183.0
22,6450.7829616597,6450.8646534942,11.996,8996578330.0,1773227956.0,8123688.0,8124000.0,670.0,14297312.0,2964496429.0,14574162.0,2760167026.0,597.0,6042783.0,8283701.0,0.0,5723.0,0.0,99143047.0
23,6441.4207454869,6441.3764290107,10.992,8938226910.0,1764984754.0,8320291.0,8321485.0,785.0,14308151.0,2965244267.0,14647357.0,2771461219.0,663.0,6085381.0,8217121.0,0.0,6544.0,0.0,99157313.0
24,6451.6319383184,6451.6465834034,9.401,8979456739.0,1770961795.0,8216494.0,8212039.0,407.0,14388613.0,2964173239.0,14652260.0,2758188388.0,300.0,6044085.0,8127851.0,0.0,5914.0,0.0,99126689.0
25,6451.5348541668,6451.5691579096,11.485,8903358459.0,1757632636.0,8506293.0,8502735.0,674.0,14422623.0,2963575891.0,14671441.0,2758384111.0,361.0,6106199.0,8236506.0,0.0,5768.0,0.0,99130593.0
26,6453.50688113,6453.1384047059,11.472,8881942618.0,1756225399.0,7802331.0,7804413.0,1540.0,14423024.0,2964899336.0,14681742.0,2780394097.0,463.0,6166677.0,8172853.0,0.0,6349.0,0.0,99125252.0
