,input_rate,output_rate,latency,bridge_instructions,bridge_branches,bridge_branch-misses,bridge_branch-load-misses,bridge_cache-misses,bridge_cache-references,bridge_cycles,bridge_L1-dcache-load-misses,bridge_L1-dcache-loads,bridge_LLC-load-misses,bridge_LLC-stores,bridge_LLC-loads,bridge_mem-stores,bridge_iTLB-loads,bridge_mem-loads,bridge_bus-cycles
0,4766.3642487277,0.0,50.009,1016393071.0,168212323.0,771881.0,818425.0,13928.0,1939468.0,413142463.0,2495556.0,361029612.0,2076.0,1267214.0,1661373.0,0.0,0.0,0.0,15898358.0
1,5589.6601313206,4367.8842896884,25.636,7026491759.0,1364152901.0,6808785.0,6822938.0,3708.0,18531335.0,2592342809.0,18962805.0,2087852462.0,1667.0,8199306.0,10030647.0,0.0,250.0,0.0,99700076.0
2,5749.1934956357,5724.0484325633,45.411,6995124341.0,1365630985.0,6948720.0,6952109.0,2332.0,18487207.0,2592448431.0,18853925.0,2137020545.0,1412.0,8256154.0,10186190.0,0.0,25.0,0.0,99707251.0
3,5750.1440182883,5736.4134516307,66.992,6982100695.0,1365897893.0,6898783.0,6901603.0,970.0,18498176.0,2592539751.0,18858360.0,2134970504.0,1167.0,8275367.0,10203891.0,0.0,349.0,0.0,99712023.0
4,5751.1571420196,5744.7644619667,44.493,6999108999.0,1374245672.0,6904284.0,6907756.0,1279.0,18436082.0,2592548946.0,18940555.0,2141435631.0,900.0,8299630.0,10207268.0,0.0,92.0,0.0,99713437.0
5,5656.2785695234,4746.546392302,169.913,7029552206.0,1382336505.0,6683312.0,6663266.0,9576.0,17294532.0,2591503169.0,16912569.0,2006637953.0,2789.0,8211481.0,9682398.0,0.0,890.0,0.0,99654769.0
6,5747.5629664298,5741.4763142598,7.168,6885995511.0,1352762507.0,6589084.0,6566647.0,19004.0,18573050.0,2592731374.0,19027341.0,2124338524.0,986.0,8374951.0,10284796.0,0.0,92.0,0.0,99714177.0
7,5749.652058696,5746.962964552,6.915,6695325533.0,1327153990.0,6777362.0,6602169.0,678.0,18644756.0,2592457023.0,18916788.0,2116918013.0,968.0,8337597.0,10274017.0,0.0,58.0,0.0,99713083.0
8,5399.385046326,5304.0489462928,6.64,7306994747.0,1442134660.0,6605614.0,6639420.0,620.0,16609669.0,2592573030.0,16947769.0,2261025960.0,890.0,7347403.0,9550681.0,0.0,83.0,0.0,99712516.0
9,2209.5151805422,2209.4829041099,7.6,7769829784.0,1534653207.0,6976280.0,6977800.0,578.0,14558735.0,2592209024.0,14874022.0,2417921817.0,349.0,6052641.0,8598017.0,0.0,83.0,0.0,99699938.0
10,2209.8552543426,2210.0314005358,8.003,7820563289.0,1553454134.0,6695176.0,6695963.0,873.0,14726179.0,2592316990.0,14964691.0,2405633391.0,213.0,6068283.0,8470897.0,0.0,61.0,0.0,99701181.0
11,2202.5605793761,2202.2959665796,7.021,7764394670.0,1534100068.0,7331618.0,7331281.0,361.0,14720512.0,2592643795.0,14964936.0,2392687319.0,417.0,6143990.0,8548668.0,0.0,314.0,0.0,99715978.0
12,2210.311375001,2210.4020429983,7.283,7811690456.0,1539842862.0,6673858.0,6670994.0,372.0,14796671.0,2592637367.0,15047529.0,2401790665.0,175.0,6146635.0,8506009.0,0.0,0.0,0.0,99715461.0
13,2210.0912754716,2210.0748813488,8.38,7746558281.0,1529833981.0,6985567.0,6979608.0,3386.0,14800793.0,2592501670.0,14953016.0,2413555534.0,288.0,6201153.0,8489853.0,0.0,269.0,0.0,99710037.0
