,input_rate,output_rate,latency,bridge_instructions,bridge_branches,bridge_branch-misses,bridge_branch-load-misses,bridge_cache-misses,bridge_cache-references,bridge_cycles,bridge_L1-dcache-load-misses,bridge_L1-dcache-loads,bridge_LLC-load-misses,bridge_LLC-stores,bridge_LLC-loads,bridge_mem-stores,bridge_iTLB-loads,bridge_mem-loads,bridge_bus-cycles
0,1776.7811159461,0.0,8.137,1475257837.0,247341876.0,891229.0,784175.0,23586.0,858272.0,485332967.0,895186.0,543847479.0,269.0,486023.0,703067.0,0.0,0.0,0.0,18679833.0
1,2067.4050295219,1693.3880169142,5.693,9183931565.0,1812876441.0,7464468.0,7465948.0,2021.0,7002338.0,2592580663.0,7127975.0,2831012097.0,1917.0,2712122.0,4194073.0,0.0,0.0,0.0,99712734.0
2,2113.3169106586,2113.3063770794,4.803,9099862638.0,1799570583.0,7436915.0,7442383.0,2464.0,7042304.0,2591741941.0,7099975.0,2837773606.0,1425.0,2762585.0,4223448.0,0.0,0.0,0.0,99676623.0
3,2113.0721648894,2113.0769112277,6.746,9229712322.0,1805357602.0,7529254.0,7523879.0,3711.0,7079835.0,2592424622.0,7160856.0,2842229494.0,1576.0,2732828.0,4130486.0,0.0,19.0,0.0,99708045.0
4,2113.3980666909,2113.3553596091,5.065,9253277416.0,1801911958.0,7466263.0,7467104.0,2066.0,7090676.0,2592403397.0,7156560.0,2826429586.0,2314.0,2762580.0,4258168.0,0.0,17.0,0.0,99705125.0
5,2112.928570765,2112.9274324742,5.43,9235501647.0,1806662922.0,7319598.0,7299478.0,3351.0,6866169.0,2592080915.0,6932333.0,2840109664.0,4263.0,2598608.0,4127452.0,0.0,975.0,0.0,99699610.0
6,2113.0550538948,2113.045018999,8.963,9255247242.0,1818904076.0,7537653.0,7539736.0,25048.0,7033884.0,2592277616.0,7115595.0,2828650138.0,1763.0,2790935.0,4274914.0,0.0,232.0,0.0,99700395.0
7,2113.179104695,2113.1906150767,15000.0,9255921089.0,1822328012.0,7755241.0,7751610.0,2028.0,7067458.0,2592256467.0,7080516.0,2824787474.0,1806.0,2762261.0,4279620.0,0.0,83.0,0.0,99704643.0
8,2372.9220991184,2431.967391379,15000.0,8657530437.0,1709510180.0,7241447.0,7503046.0,10931.0,9949227.0,2592392334.0,9914610.0,2705650604.0,3276.0,3831194.0,5917984.0,0.0,180.0,0.0,99706844.0
9,4687.3432139192,4302.4338348803,15000.0,4283143978.0,843140844.0,3486187.0,3421152.0,7792.0,6084570.0,1457568715.0,5899990.0,1264800536.0,5684.0,2361677.0,3395456.0,0.0,187.0,0.0,56041293.0
10,4695.2831411538,771.49320202142,15000.0,682631123.0,150145546.0,607230.0,736850.0,3506.0,1834254.0,324247502.0,2151893.0,310919223.0,642.0,907440.0,1040543.0,0.0,156.0,0.0,12477914.0
11,4676.9834343366,775.42515144918,15000.0,1073828957.0,211116870.0,795893.0,795651.0,587.0,1932205.0,323850450.0,1900166.0,297993089.0,12738.0,885183.0,991592.0,0.0,83.0,0.0,12455707.0
