skt-0_PCIRdCur-total,skt-0_RFO-total,skt-0_CRd-total,skt-0_DRd-total,skt-0_ItoM-total,skt-0_PRd-total,skt-0_WiL-total,skt-1_PCIRdCur-total,skt-1_RFO-total,skt-1_CRd-total,skt-1_DRd-total,skt-1_ItoM-total,skt-1_PRd-total,skt-1_WiL-total
11336808,2497978,2445576,81932480,7748370,140,145768,10216500,120316,5412372,10427508,0,26208,157248
11650282,3312624,2299626,110808264,7643902,140,748090,10208212,120470,5320938,10506804,0,26516,157234
1505168,3742396,2022062,123089554,7628082,0,755398,10198160,120456,5152644,9966726,0,26278,157934
9430988,3184118,2329012,85366162,7635698,0,604996,10216500,119462,5241292,9901318,0,26306,156422
11701452,3146920,2325246,89141766,10237892,0,70658,10206686,119518,5321988,11783520,0,35126,208628
15280972,4568704,2305226,141269534,10226916,0,69356,13626312,158228,5271630,12106290,0,35336,208838
3791494,4554102,2401504,127645056,10245732,0,837858,13512072,158130,5352536,11764074,0,34972,209524
2429224,3811626,2445030,122378158,10261902,0,820470,13520696,158018,5122110,11646082,0,35014,209160
9067296,3138492,2376878,141395982,10147242,0,68880,13532176,158186,5302402,11895758,0,35210,206920
15211168,3886036,2147796,144335492,10175690,0,815220,13510126,157710,5088020,11982642,0,35280,206612
8258460,3527846,6094816,91309050,10145576,0,808892,13528480,156212,8936536,12031082,0,34804,207760
6210302,4396140,2543772,55639528,10183488,140,69426,13513290,158298,5106976,11984294,0,35574,208250
15215788,3869320,1832880,120276814,10119214,140,701204,13515908,156898,4673340,11717468,0,34986,207466
9368548,4532164,1786386,144394222,8750518,140,816914,13511106,157402,4730908,12025146,0,34678,207326
4266276,4454702,1674470,139766368,10153752,140,809186,13507242,157024,4735864,12207286,0,34972,208096
15233106,3946558,1772862,65449328,10067078,140,809690,13517672,159698,4683308,12123132,0,35252,206542
15229116,4503366,1660624,114275336,9935450,140,68670,13536908,159488,21271166,15476496,0,34916,206150
14505218,3733338,1841126,81976734,9893268,140,69076,13546736,158634,4900546,11845092,0,35364,207298
15362830,3948588,1825222,65534616,10062360,140,16912,13625654,159572,4850636,12334812,0,35112,207494
15401498,3939446,1816752,66213742,10070186,140,45458,13626326,160076,4862242,12884186,0,34958,207200
11472734,4239956,4421200,88183634,9453262,140,84,13607846,159236,7130130,14321790,0,35126,208740
545874,4519284,1653512,141669164,10102722,140,296716,13604248,159124,5010460,12125008,0,35126,212114
1910720,3605042,1446116,139554926,10133074,140,800674,13606446,160398,4759510,11836272,0,35098,209524
1914374,3431988,1631350,130447100,10126550,280,837214,13617758,159586,4827578,11792746,0,35056,210126
1904126,3482416,1440488,79057846,9395736,0,815654,13621776,158914,4798248,11363646,0,32690,195188
3665424,3673390,1940022,37290554,9441726,14,813834,12638808,148064,4749206,11527432,0,32928,195412
11368350,3629052,1585920,52335122,9583574,14,814394,12643722,146524,4600190,11705232,0,32816,194852
14363622,3614618,1568378,82963062,4156964,84,338758,12645514,147546,4671114,11194778,0,32816,194810
14358624,3626686,1410010,114979816,9108848,14,64862,12653942,146496,4602234,11354700,0,32816,195468
14216832,4006590,1455356,135963086,9468774,0,64582,12528320,145516,4694130,11477354,0,32998,194600
14285376,4222638,1487598,91236488,9509178,0,64750,12553212,147210,4638228,11590334,0,32914,194964
9928114,4199076,1516256,63299026,9422476,0,675654,12563348,145614,4813788,11570552,0,32844,192402
2239692,4269776,1731898,63876974,9476250,0,64316,12561486,147868,4760182,11690826,0,32844,193102
1223292,4126626,1860572,64127560,9401882,0,618982,12560324,147924,4671660,11467862,0,32956,193578
1938734,2949142,1877988,63379652,9415938,14,161182,12542978,147014,4628064,11422936,0,32886,193074
10568838,3131618,1545432,82086578,9440368,154,63784,12539534,147238,4934986,11878342,0,33040,191534
14275268,3630760,3033744,130728976,9425556,154,797412,12551336,146944,4846226,11856474,0,33096,193704
13980890,3773882,5464228,27006196,3471594,154,64512,12530238,143332,6414772,8512098,0,33166,193676
14210994,4202912,1791468,120892534,9479218,140,28798,12550580,148120,4762800,12268200,0,33054,192402
14249816,4395706,1323756,134587362,9419116,140,795802,12561220,149282,4885720,11718378,0,32592,192556
2204902,4392556,2015244,80309166,9449398,140,608146,12554416,148904,4908428,12025412,0,32494,190862
5788244,3832220,1968764,9387196,9453766,140,791042,12642070,148540,5108180,12197136,0,32606,193340
14366520,3693312,2239090,100787246,9494254,140,415968,12645332,148862,4945318,12325782,0,32508,192724
14379526,3889578,1738170,134331974,9402638,364,64344,12640152,149128,4830910,12274052,0,32718,193242
14349748,2230424,1774752,60568186,2747696,392,327572,12653158,68166,4938584,7005502,0,9506,56742
2909746,1587894,2196250,27566308,2743650,112,395822,3603838,43456,4806900,6856066,0,9604,56994
595700,1577436,3296020,10563756,2751588,224,253148,3602592,43246,6292258,6965560,0,9618,56686
3681524,1387302,3691814,20483722,2751406,140,18746,3602242,43834,6135598,6972756,0,9548,56434
4374328,1174236,1900766,63334754,2744238,0,267596,3602774,43722,7602938,7017556,0,9548,56728
3519712,1487556,3195374,62981814,2746100,0,51184,3604818,43344,6360004,6538490,0,9562,56616
626248,1596028,2077740,62134562,2747962,0,315336,3602578,44170,7108444,6762644,0,9548,56350
2905742,1356740,3794112,40106514,2744994,0,392322,3604468,42770,5847632,6936076,0,9492,56294
987238,1171254,2742684,4792060,2746926,0,58842,3599792,43414,7015792,7122766,0,9562,57330
4378766,1193304,3527034,48127982,2748620,0,88200,3607002,43484,6150060,6836718,0,9520,56518
4362792,1515850,3116680,61725552,2749110,0,339626,3602802,43694,6076994,6575002,0,9562,56336
3220588,1572172,2389912,64207360,2747346,140,388066,3602312,43274,6858306,7279888,0,9548,56462
600600,1577912,2518754,7402304,2743146,224,388542,3605000,44016,7007518,7415940,0,9534,56364
3744216,1380792,2521372,48528494,2749278,140,261856,3603250,43666,6702962,6812358,0,9646,56364
4302802,1243704,10150742,52419864,2747430,140,382690,3599960,43666,3563952,8576008,0,9576,56182
601454,1491028,2678816,49231154,2750384,196,113512,3606274,43414,5935636,6575646,0,9478,56448
596400,1600382,1954036,62090322,2750482,392,191576,3603698,44030,5393864,6801018,0,9492,56182
2762550,1495116,2816842,25495414,2750832,140,383250,3604132,43400,5771374,6821682,0,9520,56014
594622,1579788,2504754,46479342,2750902,140,137088,3602970,43470,5579196,6549032,0,9534,55678
4371724,1257844,2160970,49984214,2745274,378,18662,3603880,43792,5251036,6278790,0,9548,56126
6047202,2508604,3103338,89716186,5274192,308,621446,5076988,83664,5955250,8385412,0,18368,108416
1132880,2855090,2326548,97420806,5279008,140,310366,7004438,84434,5895582,8040368,0,18312,108178
7090958,1370754,3192798,24976028,5295066,140,43862,7008792,83230,6169156,8110900,0,18340,109060
8278816,2301768,2833782,56817642,5294450,140,36302,7014210,83328,5932150,7974204,0,18242,109522
1136926,2813846,2881186,61841192,612906,224,35966,7007546,82978,5980184,8372784,0,18186,108472
2666804,2419326,3000774,81423188,5289718,0,631666,7001176,84532,6051668,8459024,0,18228,109844
1123374,2167452,2928884,80151512,5277454,0,467712,6998530,83356,6043380,8367478,0,18298,108962
3547754,2206918,9751252,79506518,5291510,0,5390,7006580,82628,14917938,10145268,0,18172,108850
8241058,2219700,3021564,61437964,5290320,0,36008,6984740,82614,6182428,9348472,0,18410,108332
2743174,2692578,2347408,53850146,5303326,0,422758,6965812,82306,5401984,9595432,0,18340,111230
919996,2599856,2460262,86395022,5291216,0,135506,7007448,82950,5360068,9634968,0,18396,108584
1178800,755762,2435496,85035104,5315394,0,205716,6988478,82880,5345928,9006494,0,18424,108472
8505406,2231138,2238348,91312746,5291720,0,603120,6995730,82628,5418546,8414994,0,18256,107842
1121106,2607528,2885568,82471956,5289228,0,606942,6988660,82656,5444166,8767822,0,18368,107240
6887650,2359112,2722006,85846572,5299966,112,488488,6987806,82600,5421486,9133614,0,18424,105980
1134406,1952468,7833728,93830352,992194,140,36008,6999440,81158,13810412,9656878,0,18312,107576
8274742,2227204,2761066,100524606,5291328,140,35938,6993154,82964,5909498,8861370,0,18214,107366
8251516,1130948,2709224,99853026,5241824,140,37352,6990718,82740,5614280,8765134,0,18116,107422
6946030,2714670,2298254,101757348,5276082,140,74130,7010934,83524,5991958,8094926,0,18186,107870
1403052,2834524,2576868,47094110,5278056,140,66360,7002436,84000,5721100,7940128,0,18214,107674
1532650,2993760,2670724,34657518,7592466,140,51072,10063438,119112,5582444,9713634,0,25970,152796
8384096,3015852,2786700,113090838,4553388,140,298928,10088218,119252,5846414,9769690,0,26222,153258
1524614,3117156,2621626,122598728,7543550,140,714546,10086846,118650,5672366,10026730,0,26068,152432
1511832,2835924,2270996,78933456,7542066,140,716100,10083024,118412,5638570,10255434,0,25956,153230
11623976,3032540,2673706,60697308,7657804,140,34104,10088848,117782,5984860,10116960,0,25942,154952
11625768,3314570,2109912,26526472,7500164,140,165606,10092138,118174,5311488,10340204,0,26152,155022
4823266,3679872,2231012,79202424,7550592,140,737898,10083318,119028,5373172,10286822,0,26166,156170
905926,3642982,2335116,82251610,7656222,0,65982,10085628,118650,5155472,10017700,0,26516,155078
9902158,1534330,1921976,96543944,7542584,0,53270,10086622,114716,4708074,10524766,0,26726,155694
11636268,3098648,1505112,123089680,7539560,0,51758,10084844,117754,4663456,10485244,0,26656,156296
1990786,3603782,1642088,122776164,7553336,0,419972,10041584,116592,4724328,9931768,0,26684,156744
1667120,3126970,1920226,7463540,7604324,0,51870,10017210,116508,4833080,9998618,0,26264,156548
3619154,2893352,1781444,87065076,7682234,0,51408,10019338,117054,4530596,10062010,0,26418,155204
2787190,2988860,1708560,123134424,4981620,0,743582,10053638,117026,4714794,9854418,0,26292,156422
1499190,3016944,1803760,99875244,7614698,0,729806,10017924,117334,4731188,9836918,0,26194,153678
11542006,3627456,5130510,87736922,7627452,0,54530,10012030,116914,5468848,19868310,0,26264,154546
11115258,2978388,16101834,47722570,7717612,0,51226,10025428,116648,3027220,11602360,0,26222,153860
1730568,3004064,1824746,21099428,7604100,168,390026,10034178,117572,4612020,9818144,0,26278,154546
2412088,3046288,1816626,72560138,7652610,168,531748,9991702,117880,4513236,9756530,0,26124,154840
1505014,3010028,1800218,123689552,7584276,140,46536,10024602,117012,4567864,9922150,0,26236,167860
8507576,3232572,1857310,116251254,8277486,140,39592,10875200,126168,4632320,10479126,0,28168,169512
9278514,3274824,1669164,56025130,8211546,140,55958,10919762,127610,4673634,10546998,0,28238,168056
2100322,3697288,2018926,55522824,8247722,112,55790,10899266,127484,4649834,10595578,0,28154,167580
1407518,3342290,1687994,78947204,8212652,140,55608,10904278,126154,4675356,10635492,0,28448,167076
1602146,2285486,1952818,113817354,8202880,140,658434,10889228,128240,4740022,10776962,0,28154,166474
1124970,3012170,1696408,110931506,8203916,140,673946,10943702,126882,4741912,10531990,0,28378,167300
1780156,126896,1816262,118693064,8335936,224,55930,10956596,127456,4863390,11113550,0,28266,168112
12541214,3260754,1399314,58438646,8198078,140,55888,10950940,127064,4762744,11294696,0,28210,167678
5557020,3192644,4071032,53597530,8122156,140,56042,10950870,123858,6992958,10667734,0,27972,168812
1620500,3613876,1818166,10597216,8216404,140,688982,10946152,126574,4786824,10318784,0,28490,170464
1609790,3262644,1837444,107401420,4668104,140,416696,10952648,126868,4830980,10428180,0,28168,170436
1760290,3277848,1779848,57194872,6804056,168,56294,10899042,126350,4702418,10403736,0,28812,169554
12447022,3265878,1857814,92581832,8187018,0,149702,10901086,128954,4807866,10414782,0,29064,168756
7734244,3395014,1599934,84127890,8205834,0,7616,10885448,124334,4594982,10316320,0,29232,169330
1579424,3847620,1694518,88962650,8297674,0,331310,10890026,125440,4607386,10110996,0,29260,169092
2089402,3195416,1756860,59015362,8214724,0,56336,10899504,126770,4648756,10085936,0,29330,169834
12378912,3258626,1916922,111877430,8324638,0,616112,10890544,125804,4508448,10351614,0,29106,169218
3668042,2934190,9332890,49351792,8376256,0,359590,10666250,126308,709198,10444406,0,29414,168154
1631434,3803240,10209192,31086468,8246210,0,639128,10810380,128226,16495724,12364968,0,29162,167580
2765994,3176558,1919764,25203850,8255758,14,43092,10755150,126532,4720142,10659096,0,23324,129416
9402400,581728,1886724,75102132,6371050,14,72058,8357272,99918,4720296,9057608,0,22792,128856
8601642,1930782,1350678,74400130,6367942,14,51982,8347472,99708,4689930,8957270,0,22764,130200
1335936,2660840,1309070,7030772,6368334,154,43330,8377656,99554,4707808,9007124,0,22694,130004
7082040,2725254,1812762,8604638,6369440,154,43344,8391180,100128,4690714,9103500,0,22624,130130
9759918,2601634,1684872,20916868,952784,140,56,8362942,99008,4708564,9061724,0,22568,129976
7479906,3119046,1509256,112302372,2382548,168,26068,8363782,98238,4637962,9620814,0,22078,130760
2593976,3259578,1597806,113549996,6338290,168,43274,8417612,100562,4717384,9498146,0,22134,130074
0,3247146,1798678,52589768,6332200,140,43414,8419362,99246,4727072,9145794,0,21966,130368
962934,2985360,1790348,11844028,6459642,140,59976,8420230,100044,4683252,10944360,0,21882,129654
1366624,1880452,1771308,72664550,6362412,140,50792,8421728,99302,4639166,8828232,0,21924,129192
1361346,2582664,1617896,75731978,6380234,140,71526,8419796,100254,4718546,8983478,0,21924,129878
2492042,0,1253182,100489186,6353172,168,188496,8429092,99806,4606658,8860992,0,21980,129920
1345806,1048600,1171478,71336860,6331808,140,43596,8421112,99820,4608618,8971382,0,22078,131264
4633972,2648842,1372084,15031968,6333866,140,43498,8415988,100394,4701592,9005724,0,21966,131138
9851982,2625098,1692964,6711180,6350358,168,240660,8423828,99540,4686318,8980510,0,22036,130816
8985382,2000936,1568588,43763650,6349924,168,569478,8431262,100534,4614470,9015104,0,21882,129696
1387820,3190194,1244516,102817484,6334566,0,666162,8384054,99932,4555250,8971130,0,22064,130802
1339170,3215198,1593172,82262992,6316926,0,518098,8424528,99414,4450656,8872318,0,22162,130298
1704654,2790998,1828092,65982406,6338094,0,629762,8362326,99232,4892006,9091922,0,21980,129472
2132942,2630698,1832320,45405024,5102468,0,25872,8339996,99876,4640104,8947386,0,9716,56882
4472664,1219890,1779008,64309056,2816842,0,229432,3694474,45304,4622898,6319852,0,9772,57848
4332230,1508766,1732892,64094716,2823016,0,371924,3695594,43988,4747722,6356070,0,9870,58226
616896,1618876,1670956,64191820,2817654,0,21168,3695594,44716,4759734,6380878,14,10304,57988
4477928,1230544,1954876,28251440,2816618,0,19544,3692388,44212,4716782,6445614,14,10192,57708
4176928,1447810,1940582,57868244,2821882,0,167048,3695916,44296,4727954,6737514,14,10150,57610
612192,1610266,1751638,64857086,2816604,0,371854,3694096,44450,4699492,6137124,0,9786,57442
607558,1202530,1850408,31765650,2824024,252,374458,3693522,44338,4742290,6063106,14,9912,57050
4482044,1222942,1978172,52366244,2822778,140,195342,3697260,44842,4608842,6054006,14,9758,57386
4475898,1375206,1831578,64498280,2818816,140,87822,3694964,44226,4557406,6044990,0,9828,57120
4474806,1520778,5190738,39245626,2819250,308,373716,3694838,44814,7820960,6085548,14,9730,57288
610218,1623552,1883224,31526684,2822806,140,285656,3693046,44954,4652634,6124510,0,9814,56924
3693060,1443596,1851024,40507138,2820538,140,19110,3693662,45052,4534530,6102712,0,9828,57218
4477270,1269632,1775284,65145556,2818284,196,387324,3695202,44716,4379466,5979400,0,9786,56826
1765008,1612436,1737456,64521268,2816380,140,184030,3696784,44604,4507258,6132910,0,9758,57666
3006668,1518566,1900668,51232748,2817402,140,19250,3694838,44800,4595948,6180034,0,9856,57582
4833794,1205806,1804362,33359088,2814924,140,19390,3697260,44184,4551218,6207208,0,9828,57806
610918,1633100,1597764,64221528,2824010,140,395262,3693676,45262,4575480,6292440,0,9842,57512
608314,1363152,1717800,56476504,2812180,140,394828,3692248,44940,4480112,6799716,0,9786,57414
4471586,1513428,4499670,54447148,2818844,112,341404,3695524,44982,13274562,9365874,0,9884,57736
606928,1342796,5749982,37536618,7909832,0,58422,3693284,44926,12589738,7781788,0,29120,170198
1665454,3293080,1861328,60187694,8447390,182,45234,11230744,130984,5009998,11327988,0,29148,172648
1636726,3308522,1790922,107050902,14,0,48664,11227090,129542,4706730,11260144,0,29442,171164
7019152,3331006,1780408,127373876,8394946,0,391104,11221812,130844,4830014,11799774,0,29162,170940
2744462,3409112,1893612,128064888,8455076,0,522088,11228574,130130,4755968,11315066,0,29274,171248
1604232,3304224,2006984,103429564,8462286,0,64498,11126682,130298,4782568,10878336,0,29260,172592
4954936,3215968,1796718,83389698,8482992,0,61530,11140486,131124,4846912,10848138,0,29218,172284
3294326,3189774,1403248,87978282,8463518,0,58044,11123616,130928,4749976,10882606,0,29232,173502
7527744,3303314,1898722,8824424,8458366,0,57078,11159960,130620,4659144,10985870,0,29064,170268
4306078,3327366,1936340,106930922,8260574,0,330316,11162340,130326,4697224,11013562,0,28938,169806
1641430,3910536,2025618,128293746,8474956,0,56630,11162186,131124,4760994,11162158,0,29162,169540
1611022,2860424,1878954,112461734,8449966,140,57372,11143356,130242,4688180,10847508,0,29036,171710
1641738,3314318,1875216,5045418,8474116,140,124908,11179182,131306,4593694,10439940,0,28840,170856
1632792,3299324,1966034,121376892,5506508,140,15036,11163432,130130,4667614,10586688,0,28742,169778
4838848,3300360,1776250,129283154,6426084,140,673792,11151868,130004,4612594,10666404,0,28910,170632
1256934,3351642,1922354,114899022,8393630,560,747124,11156488,131306,4505858,10526824,0,29022,170422
1428574,3367602,1915578,117277832,8410318,140,61040,11148214,131516,4543112,10763634,0,28728,171808
9447116,2296994,1859592,84951580,8423898,140,429688,11154570,130158,4615170,10656226,0,28868,172088
9350152,3360210,1395156,81705162,8473192,140,62062,11156880,131334,4677946,10642926,0,28840,172466
2103864,3621534,2835140,118407870,14,1148,122514,11221980,131656,4766286,10797430,0,28854,171570
12505808,3651172,4374300,118832798,10002776,140,67200,11233138,130690,4680774,24701334,0,32998,201082
9963394,4198726,2090564,136890936,9942912,140,299852,13359276,156450,4746882,12510092,0,34258,207956
15130052,4403742,2044476,138788468,9949842,140,179732,13333992,155792,4740554,12517722,0,34076,204946
1861006,4384506,1874194,115671640,9948064,140,73528,13316366,156240,4545450,11462654,0,33992,204988
13989976,3355422,2054052,129138254,9629942,0,159152,13327216,154560,4704868,11662686,0,34314,204820
1872920,3983196,2314788,138203786,9953608,0,808724,13331458,155750,5240816,11669462,0,34580,204918
1867362,3257604,2578562,139729758,9959810,0,810628,13323184,154616,5236042,11724860,0,34538,206304
12786116,3423868,2573718,121200226,10040982,0,579152,13318928,155064,5344402,12109034,0,34272,203924
14914032,3883516,2017624,124654138,9835252,0,67914,13240584,153552,5021254,11473098,0,34356,204596
14930650,4394068,2429630,75462912,10012492,0,816606,13245358,154588,5334518,11602486,0,34272,206318
3246572,4414858,2492476,91614530,9922024,0,617610,13245848,154868,5394256,11520306,0,34006,202328
9774758,3354638,2526888,120513078,10019814,0,747586,13170500,155050,5312342,11863642,0,34272,203966
14821562,3822476,2351314,137522028,10018386,0,68110,13151922,155512,5214762,11836300,0,34328,204316
14923776,4480644,2564632,140729498,9963240,140,624204,13233724,154308,5419624,11615044,0,34062,204260
6391896,4487378,2479120,125973428,9986312,140,67592,13261780,155106,5280366,11862564,0,33936,203042
6873412,4277994,2324168,120189440,9966446,140,67732,13251140,155190,5232276,11626048,0,33964,203560
4372704,3826368,2500708,136189214,9878778,140,704606,13246338,154924,5208350,11839674,0,34300,203630
3585092,4086908,2056768,139777848,9844618,140,798882,13233122,155666,4819416,11986072,0,34328,204260
4368518,3874234,2069368,130606798,9855706,140,794836,13213578,156674,4973276,12069022,0,34594,203392
14914578,3880814,1975778,121758602,9874760,140,71988,13228740,157500,5009424,12049926,0,34538,202776
15044204,4467540,3010266,59131324,2588096,140,209580,13341776,156436,5102888,6754384,0,9422,53438
3515022,1073954,5312580,6155268,2593178,140,8092,3394510,40712,6492514,9164302,0,9324,53354
562128,1458912,3824170,29114904,2593780,420,264166,3393138,40362,6033034,6040146,0,8946,52472
765912,1317638,3185196,48625262,1889006,280,376236,3395490,41034,6747384,6169450,0,9030,53788
750932,1103592,3321598,36674442,2586962,168,375228,3395028,41188,6171508,6023780,0,8974,53466
4123686,811678,2783340,53834004,2592800,0,295414,3397450,41342,6265420,6031116,0,8960,52948
4124764,1418018,3168256,26161324,2590126,0,18200,3393348,40922,5910716,6039544,0,9030,53508
4125870,1490412,3940328,3986906,2591204,0,17556,3392690,40614,5878278,6040860,0,8918,52976
2559116,1503852,3856048,19860134,2589706,0,118734,3393376,41020,5335176,6059382,0,9016,52962
561050,1379336,3500756,57967084,1976870,0,17626,3395168,41132,5948334,6032124,0,8988,53200
557438,806708,2931348,59236702,2593486,14,348530,3392914,40908,6314168,6010326,0,8904,52724
2800644,1129030,2138990,59863594,2595474,14,17584,3394314,40964,5788804,5998860,0,9002,53102
1453186,1353310,1850744,38908114,2591918,14,14686,3394650,40376,4625278,6043870,0,8946,53340
2069956,1128764,1883840,13152454,2586486,14,131754,3393124,41034,4482576,6189400,0,9128,52962
563766,1368864,1827238,48380024,2189124,14,369894,3392914,40950,4513964,6105134,0,8974,53242
505162,1089634,1675380,55179586,2586276,0,369082,3395266,40474,4530736,5948236,0,8904,53298
4118016,836850,1611708,37610090,2590518,0,367766,3395042,41006,4537470,6045508,0,8918,53144
4125464,1284724,1263878,38883334,2587004,0,18914,3396778,41034,4743788,6125322,0,8960,53200
4108860,1488382,1855868,3852730,2586038,140,17584,3392466,40992,4630192,6698006,0,9002,52766
2694972,1499834,1706362,6237168,2595712,140,57960,3393698,41062,4585602,6116026,0,8932,53074
412692,2061766,6116474,123767952,9757734,154,710080,3395014,62482,5773684,11429334,0,33390,197596
1821428,3919748,12243406,105720706,9601452,112,75110,12872692,148848,7183330,12111680,0,33726,196840
3278394,3765818,1598618,88008494,9610482,140,66066,12897150,150514,4771648,12115950,0,33418,198492
2842196,4047736,1178058,111609722,9458666,154,65716,12887854,151522,4726106,12036808,0,33614,197218
1544774,4177614,1797754,104506850,9640106,140,509152,12906908,151354,4776478,11925284,0,33572,198548
1851318,3760246,1549884,16789388,9673860,140,669606,12961326,151256,4714024,12754504,0,33684,199108
1838844,1538922,1980888,8404172,9682624,280,137060,12953038,152264,4554900,13460174,0,33446,199206
4431518,2279466,1615908,49899808,9713340,140,66318,12965400,152054,4640860,13120940,0,33376,199150
14011788,3795582,1597666,103039832,8381044,196,205352,12963174,152880,4807782,13564796,0,33488,199822
11804478,3792614,1275904,130220244,435162,140,66444,12973618,152334,4739980,13352696,0,33502,199962
3366188,4158616,1593886,99106826,6509146,140,102298,12959464,151690,4773762,13237728,0,33474,200242
1883728,4455514,1513778,14771358,9704422,196,721294,12961942,152418,4572260,13750450,0,33586,198926
2485728,2797788,1741320,3536988,9723854,0,802886,12995318,151844,4896738,13536992,0,33810,199850
1835078,3600408,1916222,50316238,8601698,0,567896,12967528,151382,4827620,13390930,0,33642,199430
7734426,2797242,1817172,89487496,1277696,0,73626,12970090,150920,4835754,13697530,0,33852,199262
14682850,2480520,1584982,113596322,0,0,66276,12972078,151228,4757648,13243972,0,33824,199500
14549024,3746680,1294762,134797488,5392198,0,467698,12859840,150920,4844462,13317948,0,33824,199948
7576338,4330802,1288336,136921820,9761136,0,814744,12880924,150850,4917808,13078632,0,33796,200550
1879808,4419422,1552068,105924658,9775668,0,620088,12907216,149954,4798332,12160904,0,33810,200088
1863876,4220090,1783110,20627600,9770894,0,52598,12859602,151382,4971078,11979926,0,33908,198086
9392264,1383368,1704934,3076458,3248812,0,2688,12864684,50680,4839100,7063140,0,11326,67648
5159070,1378888,2530234,46895338,3246250,0,328090,4255874,50806,4797170,7185570,0,11270,66430
5032650,1323238,3405864,48109026,3250184,140,437136,4253438,50232,7896518,24532634,0,11298,66500
702086,1857996,1111250,72588432,682542,140,22358,4252192,51100,4724748,6923714,0,11256,66976
4168808,1625708,1640786,47146484,3248490,252,443058,4253340,51072,4692128,7048790,0,11242,66332
3015334,1384404,1621494,24135566,3277974,140,440328,4257008,50722,4729872,7105406,0,11298,66052
3075954,1801996,1648318,72825998,3241462,112,22106,4256098,51044,5001598,7018928,0,11368,66360
5150558,1419866,1232000,72494044,3251416,140,115948,4254348,51100,4790506,6848506,0,11242,66360
3287508,1860432,1687546,31500658,3246572,168,446586,4252108,51520,4748856,6905346,0,11228,66934
696122,1846390,1664152,19371058,3245200,140,22190,4249630,51282,4797996,7316246,0,11214,66486
2480800,1414532,2371012,56581658,3251360,140,443912,4254138,51366,5455758,7368466,0,11298,66234
3640168,1396290,2204874,72710050,2787988,224,447692,4255986,51128,5516504,7348810,0,11200,66276
2220232,1634304,5671190,53411848,3244346,140,443422,4254572,51856,10477964,11373208,0,11634,66206
5148234,1383158,1794996,56409654,3247608,140,409906,4254418,51086,5603598,7392644,0,11578,66612
5149872,1860292,2135868,59385102,3247874,140,23100,4254390,51198,5780306,7229390,0,11606,67186
5154338,1869126,1835414,13790546,3250212,224,212898,4255664,51212,5550496,7561330,0,11536,66738
5772522,1859172,2773372,4759930,3246348,14,452816,4255510,51954,6094088,7250558,0,11214,67214
701848,1855000,2727942,72391270,3251668,0,184632,4250386,51604,6187342,6517770,0,11270,66598
3222506,1498350,2790690,72176146,3244906,84,225526,4248440,50232,6253618,6397174,0,11158,66724
5152924,1380890,2777292,72513112,3252998,0,446838,4254880,50414,6157270,6315204,0,11284,66080
1277780,2920176,2892708,107962610,6031788,0,284368,7966448,94220,6275122,8559278,0,20930,123970
9375898,2628962,2313528,91078708,6031424,0,40978,7964194,94430,6113394,8672832,0,20832,123578
9341430,2796500,2925468,95288228,6064618,0,40922,7944384,94584,5971714,9073246,0,20986,123382
3331160,2347030,3614408,59085992,6051486,0,552482,7923160,95186,8753752,8629544,0,20790,122556
5729192,2481640,2333030,100274076,6040664,0,211106,7974498,93884,5451572,8708840,0,20776,123536
1532832,2686950,2636088,21808108,6029352,0,41006,7953512,94038,5332852,8605072,0,20860,123130
9358020,2477314,2247756,87387496,6032054,140,32242,7958174,93702,5318530,8634164,0,20720,122766
7513688,2756572,2012360,109691512,6028246,140,389998,7975702,95228,5137202,8703576,0,20846,122780
1795654,3080602,2324266,85184232,6037976,196,651294,7958440,94150,5685932,8694014,0,20790,122178
342132,2913400,2880108,37743062,6032040,224,320306,7943656,94514,6063274,8819426,0,20734,121562
8216516,631862,2410184,23756348,6009164,140,40978,7935186,94486,5449234,8790768,0,20818,122388
9331126,2508870,2179870,108999660,2079070,154,246582,7945952,95046,5174078,8676668,0,20790,121982
7606872,2779714,2359112,109264022,2799216,140,581028,7920934,94892,5806094,8793596,0,20860,132062
1123374,3117618,2605904,23651068,6004950,140,651812,7978810,95130,5939304,9471378,0,20790,122276
1281588,2740136,2329180,56448056,6017074,140,496916,7980350,94570,5729360,9369612,0,20678,123102
5900300,2386090,2536814,89812716,6019272,112,41104,7986566,95130,5760734,8942752,0,20776,123634
9350656,2523206,2310952,48178522,6007834,140,351820,7984830,95718,5813668,8709358,0,20748,122836
4587534,2549638,2712710,48940192,6018418,140,40838,7982212,93940,5697342,8671614,0,20846,122906
2714208,3044216,2621990,21685384,6032600,112,40782,7978530,95144,5740518,8659154,0,20832,122738
9321032,2503102,2455894,96368328,6014792,0,262570,7987406,94850,5668152,8685334,0,21028,115206
2967468,2558724,2572108,94346196,5372094,0,626640,7139454,84728,5693646,8211630,0,18662,109998
1153012,2853872,2142910,52377388,5392520,0,634368,7143066,85008,6044290,8216712,0,18732,111608
5793676,2253286,2331280,33668516,5391918,0,582554,7146510,84742,5212648,8373190,0,18606,120512
8206212,2792692,3238606,84329504,5399674,0,39872,7087528,83846,17457776,32161430,0,18606,111384
3393824,2115246,19231184,73311602,5390462,0,19782,7134134,81774,4971960,10085740,0,18704,110474
2100658,2142882,1315860,77532560,1652,0,37184,7135800,83006,4882822,8346030,0,18648,111622
