skt-0_PCIRdCur-total,skt-0_RFO-total,skt-0_CRd-total,skt-0_DRd-total,skt-0_ItoM-total,skt-0_PRd-total,skt-0_WiL-total,skt-1_PCIRdCur-total,skt-1_RFO-total,skt-1_CRd-total,skt-1_DRd-total,skt-1_ItoM-total,skt-1_PRd-total,skt-1_WiL-total
478590,1287706,3049732,2776354,2587956,0,54474,2895970,35014,6116208,5986778,0,8890,53368
561274,1504132,3099894,19979610,2591190,182,19264,3392634,41426,6125224,6059592,0,8974,53088
1107960,1270402,2958340,11230926,1802990,14,17570,3391682,40656,5978056,6005916,0,8974,52962
564088,1109514,3396078,11397204,2585548,0,10318,3393012,40768,6443346,5841850,0,8946,52486
1947358,1144066,3849468,42554540,2592072,0,5936,3393432,41188,7048818,5738880,0,8918,52864
566832,1101772,3082828,59384038,2590112,0,17752,3392830,41048,6271244,5815684,0,8960,53354
2660014,1125712,3313926,42880432,2589664,0,21000,3396960,40390,6200306,5983418,0,9030,52920
566342,1117144,2742432,39227286,2593010,168,17556,3393292,40992,6132952,6165082,0,8974,52738
566216,1505924,2998716,41218856,2584246,280,135926,3394356,41636,6478374,6130236,0,9072,52780
857304,1385118,2592828,4655056,2591582,140,19488,3394720,40796,5984762,6099646,0,8876,53158
562814,318500,2598176,22048726,2579878,154,18186,3394790,40698,5818232,6187692,0,9016,53424
3627764,149114,2631748,24520230,1494458,154,3234,3394062,40656,5718846,6264230,0,8988,56252
3450972,911582,2249520,42487116,2602264,154,17738,3391780,40642,5749520,6849164,0,9002,53074
4117722,1511258,2666328,57920688,2592968,154,348068,3394902,41384,5410440,10130190,0,8960,52836
611870,1386364,2302818,59184636,2585450,182,368970,3398402,40530,6210974,5862304,0,9450,52486
560112,1491154,1948422,61037494,2589006,476,368004,3392284,40516,5790932,5752236,0,9450,52528
563892,1108338,2495122,60412856,2591134,140,370132,3393950,40964,5648734,6025068,0,9450,52682
4121068,1120532,1852900,59434760,2581474,140,119112,3393824,41062,5888190,6054216,0,8974,52472
4120102,1320606,2218216,12030214,2591050,168,103698,3392900,40824,5717852,6200012,0,8988,52444
4157496,1488158,1993292,11212418,2583210,196,369222,3393250,40866,5512864,6001030,0,9030,53144
563976,2302804,2453682,25568760,7893508,154,751478,3393096,70658,5155710,10146878,0,27510,161798
9019598,3235680,1702932,50669976,7877646,140,755664,10538402,123088,4437328,9998114,0,27496,162008
12110798,3142692,2028516,125420652,7853020,168,752332,10541580,123466,4706128,10306870,0,27146,162400
12099220,3726548,1482684,125825364,7858662,0,53956,10536764,123802,4659732,10205916,0,27286,162204
12101194,3696490,6586384,30162552,7885864,0,53690,10529414,122766,7340256,12275256,0,27398,161196
9282560,3641568,1706544,25961768,7884954,0,53676,10527090,122780,4586526,10572814,0,27440,161826
1566964,3644522,1950564,94329382,7960904,0,224532,10526222,121492,4635162,10217662,0,27468,161798
1552040,2794316,1838704,125282416,7917756,0,757806,10486532,122528,4695978,10276896,0,27286,162610
1551578,3124240,1982078,125378134,7933226,0,761894,10464524,122696,4751222,10373286,0,27314,163030
9440172,3116092,1227534,125234480,7924966,0,679630,10447976,122472,4622254,10322256,0,27342,162022
12031824,3111220,1333612,56439152,7917308,0,53536,10465406,123578,4843776,10754422,0,27384,160804
12019098,3734724,1258278,25371794,7923860,0,702870,10442684,121702,4637976,10813796,0,27356,161252
5947648,3752938,1659406,25183578,7973784,0,754040,10389988,122500,4879490,10082814,0,27412,160776
3436706,3747324,1767962,25851994,7918526,140,497994,10447178,122220,4847206,9943458,0,27090,161350
11508070,3607632,1278116,90964146,7441434,140,721518,10499104,121072,4642848,11669518,0,27258,161770
1540644,3790276,1317344,125965784,7882014,140,746438,10458826,122430,4673354,9925328,0,27328,161546
3386712,3789240,1646218,125905752,7865340,140,753102,10452904,123088,4818996,10104402,0,27384,162050
11835320,3195584,1820476,52842174,7885836,140,666596,10444448,122822,4781126,10084130,0,27118,159978
12023942,3155502,1921878,26876066,7878878,140,120190,10452778,124446,4933754,10387034,0,27216,160258
12125792,3471930,1947274,83795978,7915628,140,53564,10537268,123550,4875458,9971290,0,27034,160846
12112240,3804108,1297184,124208126,7840322,140,564914,10535364,123438,4767980,9788702,0,26964,160468
7624778,3830344,1726382,122474548,7833210,140,759430,10478580,124334,4842264,10022852,0,26852,162050
1552460,3760008,2306752,68392142,7839636,140,755314,10478538,122808,5085668,10091746,0,27020,162162
4136650,3765930,2212994,26789378,7840602,140,761586,10468864,121940,4747092,10169754,0,27020,160860
12028912,2893142,2762774,61786340,7878864,140,64456,10485594,123438,5933620,10368764,0,26992,160174
10114846,3104178,2681840,124747994,7872410,0,122486,10498852,123074,6073788,10212286,0,27160,161658
11944338,3458336,2910376,124687304,7822570,84,54012,10397086,122220,7276458,10185896,0,27286,161938
12012042,3787560,3098998,124976180,7886732,0,500290,10451350,122696,6459796,10128916,0,27342,161994
8689366,3742032,2918566,123037278,7891660,0,759416,10374406,122976,6493242,10590314,0,27342,162764
1542464,3797220,2700572,73703700,7880726,0,753606,10373902,122766,6968108,11075008,0,27370,161714
3711428,3760764,3314878,26503932,7893144,0,279454,10356192,122724,6293812,10067162,0,27440,160468
11565176,3255154,3146150,59815462,7913528,0,53326,10375568,122430,6695122,10099726,0,27216,160076
11890424,3109344,3038238,126872914,7904246,0,377622,10367840,122206,6450024,9892652,0,27412,159740
10429636,3449488,3501946,126287406,7881468,140,755678,10370262,121926,5899824,9916900,0,27132,160328
11527936,3415216,4120620,104260072,7887936,140,53494,10245606,122136,6502314,20061356,0,27258,160286
1707398,3293164,13813072,46248650,4756724,140,35728,10335612,122052,5871208,16592030,0,27048,161000
1577898,2912588,1530550,107183608,7870912,224,16646,10434298,124082,4780790,10108560,0,27230,160160
5462030,3376366,1418326,106985970,7847602,168,37436,10420508,123788,4840948,10328990,0,27328,160286
8484028,3108182,1380134,17203368,7846636,168,286804,10468822,123984,4798164,10097934,0,27174,161252
231182,3155264,1363726,4180036,7855694,392,26964,10476858,124712,4818184,10212202,0,27202,161182
42,4034814,1538348,19357422,8590764,196,215292,15637160,181174,4804968,13180748,0,40208,238588
3252592,4696118,1212470,34758878,0,224,380324,15601544,180992,4733414,13326404,0,40222,238490
2165296,4480994,1470532,32794608,6082734,616,79926,15616790,181300,4930912,13504904,0,40180,240590
2182432,4458118,1746710,10674342,11597432,140,175084,15595272,180502,4639796,13374760,0,40278,239414
9554286,4459518,1788976,10918432,11565316,140,79674,15600760,181846,4676350,13351772,0,40320,239890
4913636,4432610,1728692,113378062,11569880,168,75166,15608334,180012,4825562,13156318,0,40208,223188
1433026,4509344,1566222,125089580,11578798,140,63532,15580754,180754,4761806,13767516,0,40110,238322
7163450,4731006,1590512,88896052,5034134,0,28812,15549548,181076,4822342,14396578,0,40222,238672
15813672,4394950,1232000,69365786,10609676,0,65100,15589938,180152,4483178,14118300,0,40264,236544
3181780,4391814,1513526,58834524,11626216,0,79576,15635676,179186,4892146,14171178,0,41118,240044
954716,4807600,1613122,12597718,11564504,0,79422,15633002,179984,4979842,14362110,0,40866,239414
0,4667418,1522332,9506294,11601982,0,21602,15603364,179774,4670218,14647332,0,40866,240002
537950,233072,1667232,32209954,6352556,0,75768,15661730,179844,4829594,14023702,0,40446,241178
1712018,304220,1906912,15859690,11666410,0,123130,15512154,180306,4809756,13808522,0,40306,239890
2135952,306166,1445416,33218794,11520306,0,867230,15512420,180054,5419330,14200844,0,40362,239820
17324412,4341302,1784664,92117032,11724902,0,508886,15567874,179284,4529000,13803734,0,40614,235704
13908244,4195380,5815152,40816524,9475648,0,75852,15491686,176764,9049096,9235226,0,40292,232064
1921346,609490,1829954,33820682,11638844,0,77924,15499442,177436,4879028,13534220,0,40628,232400
2307424,1698354,1784538,2199218,11183074,0,78666,15610350,179466,4742108,13201412,0,40348,234668
1010562,4289194,1219134,3143000,1754410,196,51982,15620668,179788,4724804,13183198,0,40152,154644
1674218,1199100,1383046,18341792,7395514,392,50008,9800266,115332,4651206,10038658,0,25396,149170
1513792,2985276,1557948,51583826,7393526,224,224686,9796066,114744,4634504,9703232,0,25438,149366
0,2078356,1519392,56141092,7399112,168,50232,9783788,114996,4566464,9895242,0,25410,149800
1342292,0,1321306,60872224,7502390,140,53228,9783340,115626,4596256,9851506,0,25648,149982
827890,827162,1446018,77192962,7237846,168,50190,9788534,116312,4687116,10058104,0,25704,149688
1473444,1513414,1247372,18124498,3335066,252,14,9787568,115878,4758096,10769836,0,25452,148358
3937738,610540,2591666,2628780,7379022,196,49952,9767310,116648,9269106,10136644,0,25466,148610
451948,3169068,1532104,14402892,7430080,140,163086,9802534,115262,4710888,9631048,0,25494,148078
1019956,2854152,1528478,28765394,316974,140,50022,9774940,115626,4784472,9696484,0,25452,149142
1492694,172340,1690766,77680204,5410202,168,286132,9814042,115094,4677190,9714628,0,25564,148890
527646,2991198,1551816,24629780,84,168,50540,9825984,115360,4737768,9884182,0,25718,149926
1320298,2371922,1376256,13926332,7376600,252,51772,9828714,116466,4745384,9855594,0,25536,145446
1500632,2566914,1518328,14041314,7443310,168,17024,9816142,114870,4736326,9916088,0,25480,148134
1512336,1458534,1624252,55066242,7357280,896,0,9816590,116158,4816406,9726626,0,25494,148932
4753392,2973978,1502816,58241638,6495314,252,32998,9814154,115024,4718742,9952292,0,25326,148582
1244180,2972102,1593998,24446884,7364840,280,680302,9823380,115822,4692898,9712598,0,25592,149030
14,3343004,2272396,38634176,7343476,0,49672,9816156,114338,6408430,11292974,0,25522,149212
5842298,2374106,7063938,105241668,7337232,1260,334908,9825088,114548,8260028,30862258,0,25550,149198
9284772,3619042,1190812,120840846,7357252,84,488586,9815540,115542,4568956,10369394,0,25578,149128
7341824,3609032,1275120,121777376,7364336,0,649656,9829414,114604,4528706,10506090,0,25074,122794
2845976,3119312,1473206,109937296,6042400,0,662648,8037204,94920,4503828,9266936,0,20944,122290
1292746,3105914,1700020,71338568,6044192,84,41356,7965006,94290,5019980,9518950,0,21588,123858
6275822,3105494,1851010,6703018,6048518,182,41188,7980448,94500,4633062,9178498,0,21504,123396
1300530,3113866,1869504,108242176,6040986,14,360696,7989800,94794,4621386,9302916,0,21546,121646
1303512,2481164,1988196,110940606,6044612,0,652526,7988372,95116,4664184,9536324,0,21700,121968
1292186,2490768,1742188,110857040,6046334,0,642320,7976906,94486,4603018,9011422,0,21574,123172
9111564,2510844,1108408,110546394,6053502,140,25816,7968758,96110,4627910,8974294,0,21756,116662
9119894,2561874,1048362,37393174,6038592,140,41104,7947884,94178,4573296,8923894,0,21308,123424
9344258,3136854,1017520,6591732,6046908,140,669452,7966182,95116,4412002,8863190,0,21462,123438
3239362,3095596,1562274,6487922,6044164,154,637714,7973672,93492,4559282,8903076,0,21476,123718
4202394,3095092,2337608,6938932,6034112,322,663362,7959588,94570,4494112,8877260,0,21770,123522
9370284,2480184,1732724,110607476,6025782,210,622412,7961562,94276,4512060,8491014,0,21700,122570
9384102,3116442,1377782,110491388,6032586,154,44800,7966322,95382,4454002,8440670,0,21658,124068
9361254,3143280,1315216,111362202,6015534,154,41146,7972846,94570,4580940,8692446,0,21504,123606
8174418,3149202,1830598,6425818,6018726,112,41104,7992978,94990,4561326,8625442,0,20664,123438
1304086,3140746,1795276,74998784,6038732,140,152628,7994924,94920,4502750,8680812,0,20762,122654
1304366,2675022,1780422,109372578,6006322,112,661472,7995498,94472,4471544,8787660,0,20902,122892
1297618,2492196,6480572,72741648,6022450,112,556178,7991536,94878,5769764,13523916,0,20524,123830
3327968,2876216,1696548,68775462,6018460,140,366674,7980742,94766,4423370,8892408,0,20370,124194
1284934,3133256,1832978,105940492,6042274,0,390600,7987784,95704,4542104,8780394,0,9464,56924
598290,1196258,1628522,63650790,2756320,0,391048,3605308,43050,4501644,6217960,0,9492,56378
4369330,1185114,1713054,63030730,2751938,0,387772,3605420,43442,4527306,6307336,0,9590,56294
4376750,1428406,1536318,63147308,2750832,0,143010,3605602,43372,4521398,6790686,0,9996,59374
4328646,1581188,1629838,39677946,2745526,0,130970,3604986,43330,4585336,6389726,0,10038,56434
4737460,1579312,1733662,38317636,2755074,0,390264,3606344,43526,4564630,6068580,0,9926,56756
593782,1573614,2283484,54572140,2747514,0,387926,3604734,42924,5378016,6079080,0,10010,56588
4372074,1315034,2196082,63713006,2753016,0,384300,3608276,43764,5243714,6050016,0,9632,56406
4379508,1350006,2174802,63986748,2746366,84,31808,3606232,43358,5181918,5799430,0,9464,55944
4372522,1592262,2093826,63625506,2752008,0,18900,3608164,44016,5265078,6007302,14,9604,56714
4368966,1576694,2185302,46446176,2756026,0,47992,3606960,43190,5307134,6002948,14,9562,56812
594762,1591506,2257906,49496118,2743580,140,383894,3604020,44170,5139078,6008030,14,9562,56756
594118,1375990,2171176,63860426,2752372,140,379624,3603740,43092,5251260,5962614,0,9548,55496
3651704,1181978,2071818,63708120,2753296,140,380800,3607688,43512,5226872,5826884,14,9562,56070
4369148,1268358,1972152,64389556,2751406,140,285698,3605350,44114,5261004,6018726,14,9492,55860
4366194,1572228,1896748,49279188,2785328,140,19026,3604398,43078,4966122,6059004,14,9604,56280
4378024,1578836,2226028,38632062,2749194,140,378980,3606050,43078,5308240,6175218,14,9576,56112
2317700,1573866,2116842,43718206,2749754,140,379764,3608248,43092,5202120,6179264,0,9590,56616
2932860,1489320,2251508,64931748,2757818,168,213738,3606400,43288,5278882,6166426,0,9590,56336
4328184,1466654,10114314,20609470,2750048,112,22498,3606246,43442,4802826,5294086,14,9492,56056
4275516,1280426,1929928,22252524,7883848,140,16142,3607842,43554,4683182,6348020,0,27272,163058
12080306,3798340,1450456,117374796,3352020,140,223594,10545276,123830,4593120,10833900,0,27328,161854
2024456,3828440,1457750,44338350,7866516,140,713874,10532256,123620,4674208,10710714,0,27258,162176
2946356,3527412,1731338,55575142,6621132,0,564200,10541398,124740,4640706,10265514,0,27314,163282
1560636,3291722,2049460,37795394,7834134,0,61684,10534230,123102,4742290,10288362,0,27412,163114
8064364,3499258,1265740,25897354,7870156,0,709240,10540110,123872,4661916,10340162,0,27384,162736
2624286,3141866,2022608,42788424,7888916,0,171178,10540082,123662,4601464,10127180,0,27664,162386
9420488,3135846,1855644,45610446,7863310,0,924,10543260,123144,4577272,10113684,0,27510,162750
10581746,3195192,1657768,126047978,7930440,0,283990,10498236,122990,4633958,10236730,0,27524,162484
343098,2660770,3748934,118087928,7851424,0,724668,10503752,121520,8584968,10306520,0,27440,163142
2051910,3229772,1758526,97214810,7926142,0,730338,10421628,123382,4713380,10306674,0,27328,163086
1539440,3141166,1928346,7190610,7937300,0,40166,10476172,123620,4714024,10257422,0,27524,160930
8974882,3451364,1471470,35053606,7935354,0,53676,10472672,123172,4536322,9996924,0,27510,160258
6058486,3138814,1704990,84898058,7964208,0,224756,10489276,123606,4729368,9900590,0,27454,160692
5825974,3302516,1825292,8293152,7502418,0,741258,10487302,122416,4603382,10140704,0,27440,161140
4525010,3097584,1518146,126825118,7928032,392,53662,10472840,121982,4639208,10339014,0,27342,161210
1551116,3771502,1416436,127146656,7934486,140,692468,10487848,123088,4721234,10394090,0,27412,160832
2438310,3524388,1698074,101658928,7858676,140,707112,10485524,123200,4816084,10489570,0,27160,161686
4331796,3114832,1781766,1849680,7925414,140,3864,10454024,122794,4791752,10231578,0,27174,160300
11979702,3169348,7180894,27824188,7763742,140,747096,10471916,123634,15697556,14897246,0,27216,160636
11745524,3449306,3521994,92734334,10154732,140,291802,10453408,123662,8868720,18886868,0,39298,230076
268338,3571176,2107210,97454182,11339594,140,285894,15262870,175476,4859302,13456338,0,39382,231658
13245960,2582972,2029342,115518494,11189584,140,77112,15273622,176204,4823224,13333670,0,39172,231588
15943760,4315752,1784174,149937634,11327134,140,393568,15270808,175364,4764340,13538616,0,39046,230986
2068346,4930576,1820700,74135404,11360342,140,111174,15270528,175504,4803792,13643546,0,39172,234444
2034578,3748864,1672762,114410968,11297678,140,401898,15267028,175630,4756682,13834464,0,39102,234192
14851270,4345908,2071958,24767764,11327372,140,77728,15282904,176694,4718980,13851460,0,39270,233912
2137800,4646474,1864184,56619556,11339090,0,696430,15255912,176904,4745300,14114660,0,39452,234052
3863720,4257932,1928808,76585978,11332090,14,526162,15258068,176694,4854122,13655782,0,39242,232988
3260726,4297860,2117612,60656876,9464784,84,174650,15279236,175070,4901344,20915972,0,39536,233408
16890426,3160892,1987356,108916598,11417056,0,299488,15275134,175168,4667194,13570690,0,39410,234626
2031890,4642204,1336720,148569260,11418428,0,204288,15155392,175882,4736256,13766256,0,39144,234010
14837774,4235168,1705536,101929884,11446834,0,50428,15136884,174398,4680844,13791526,0,39284,233366
2045050,4400914,1942612,6436500,11458496,0,57820,15166816,173950,4654664,13887650,0,39466,234332
2071174,3903858,1589168,113459486,10157658,0,76902,15182860,174790,4600806,14067158,0,39452,229726
710598,3402028,1907038,108399550,337456,0,866404,15169322,173782,4621302,13991026,0,39536,230342
1793148,2891322,1902558,89848584,11454744,0,859642,15108296,175406,4678156,14518616,0,39424,230356
11412702,73430,1823668,107844926,11380138,0,853314,15137290,174972,4645284,14225190,0,39620,230664
16902676,327082,1466682,103046188,11428284,140,77322,15135470,173782,4712022,14420070,0,39606,232260
16967496,4878664,1672860,120532650,11383778,140,75572,15171618,174888,4764886,14251398,0,38444,209160
5994912,4802462,2046968,61237624,8010338,140,679434,15052954,174048,4897396,11179308,0,28140,162162
12089378,3604552,16290456,104314882,7979426,140,633416,10550386,125230,1071672,10765468,0,28126,162246
3737846,2894570,1798314,71518566,8101744,224,580860,10352174,125426,4695852,10538934,0,27678,162848
1547700,3272794,1728650,102772768,7966658,966,54376,10525984,125790,4669784,10710364,0,27678,163380
5085486,3262826,1540238,107732982,7973798,140,740362,10535420,125314,4672654,10890404,0,27538,162484
3832430,2937354,1780338,78455328,8071224,112,578074,10540278,126098,4717538,10845072,0,27314,161854
6676446,3193736,1873676,55485892,7984872,140,14,10604090,126056,4679724,10846514,0,27496,162260
12186482,3190880,1721580,124446098,7971208,140,100254,10599316,125650,4675874,11120774,0,27580,162722
6787452,3735214,1749020,121176762,7966980,140,628810,10625804,124866,4661636,10547096,0,27454,156268
2050832,3777116,1712620,123809658,7967442,140,766654,10644060,124964,4885734,10740142,0,27426,164654
1563898,2875166,5519262,23763152,7980910,0,271768,10632748,136094,6752298,12279428,0,27762,164220
3477250,3437056,2468704,84541310,8017478,0,53900,10596586,124838,5601848,10761114,0,27762,165018
11935434,2855468,2544402,106781276,7989156,0,54516,10632552,124348,5961438,10361778,0,27818,164206
1576876,3180688,2950822,63096012,8032220,0,359366,10651172,124614,6158362,10303748,0,27622,163632
8973972,3105410,3016944,85560384,8012032,0,541212,10590006,124572,6194146,10584364,0,27664,164570
2259208,3289286,3019268,124946094,8005648,0,54880,10576860,124418,6075818,10270834,0,27748,165298
1543556,3766252,2889348,122710336,8020096,0,765730,10587192,124614,6046040,10466764,0,27706,164346
1560146,3274236,2964360,100012808,8026802,0,750806,10585694,124614,5970986,11168276,0,27748,162568
6769266,3176572,2926546,9175992,8011962,14,23394,10583300,124754,5988738,10250660,0,27902,163506
12131812,3155880,3038056,113135414,7976108,0,52780,10583160,124026,5971686,10257758,0,27874,163282
7030352,3823162,2902158,58251228,2487660,14,137396,10616564,124418,6157662,5807424,0,8680,50610
1392160,1444422,2664032,58452058,2473912,154,312662,3249148,39144,6041140,5809160,0,8526,50050
3906742,1422092,15165276,18051054,2480646,210,356650,3250646,39732,1552404,7746130,0,8540,50540
538440,1427006,3143756,11373628,2475186,182,198240,3249540,38850,6289318,5797106,0,8624,50610
24584,1458268,3248742,24073938,2476236,182,363664,3250716,39802,6336316,5751746,0,8596,50764
537670,1083138,3158190,11191026,2475942,168,263438,3247370,39550,6205318,5782420,0,8582,51058
2178974,1078322,3386600,10576664,2480520,140,125468,3248868,39340,6129648,5912228,0,8638,50848
3511186,1074878,2773218,13511918,2476936,140,2380,3248112,39452,5823804,5606440,0,8624,51030
529508,1449210,2926084,46311510,2477790,168,283570,3245018,39718,5666570,5635574,0,8512,50568
239736,1068004,2950304,45685626,2482522,140,271194,3251486,39508,5920040,5835116,0,8638,50638
491120,1060738,2953118,48600062,2473604,266,16926,3252060,40250,5852546,6127282,0,8554,50708
3868158,258034,2980250,51893114,2478140,658,119826,3321402,40824,6981352,6156920,0,8484,50358
1772008,1248590,4117148,12568640,2478588,154,64134,3250128,39102,7506380,6156640,0,8554,51254
1889356,1405810,3904964,11214238,2477342,140,17052,3252578,39424,7833182,6206690,0,8582,51212
536634,1075410,4257792,3606036,2475802,378,16828,3246740,39634,7649670,6250930,0,8512,50568
2436980,1258040,4238864,25890130,631722,168,274106,3248770,39046,7750974,6715450,0,8638,50582
539938,1071056,4747750,56706314,2479456,840,322868,3249176,40698,7087962,6476302,0,8568,51296
646436,1069894,4106788,45520678,2479022,0,16856,3249960,39816,7140952,5936504,0,8526,50680
3952466,1077412,3333120,48655670,2481136,0,3388,3249148,39858,8588944,6078520,0,8484,50442
3108182,1295168,3932852,11037012,2474822,0,16870,3245746,38416,7513884,5747994,0,8582,50708
419020,3603852,4214322,113106938,9237452,0,416052,3248406,119798,7817572,11043214,0,31248,183820
428260,3425170,6462456,106073604,9032282,0,423010,12000366,140840,14387996,11739448,0,31164,182812
1727012,3620554,2740122,117645584,9101974,0,663068,11965282,138334,6969858,10954272,0,31248,183988
1653148,4089134,2447536,131015248,9040248,0,792008,11905460,139328,6924750,11071018,0,31374,183274
13563564,3557274,2460808,86871148,9051238,0,782250,11903136,137872,5373494,10899742,0,31388,185234
13569542,3640994,2002812,122591812,9143862,0,615328,11908918,138516,4760742,11016670,0,31248,182644
13564726,4109462,1641290,133914802,9033024,0,61138,11893644,137942,4577440,11116280,0,31108,183568
13577284,4136720,1849302,88848060,9044238,0,783874,11919936,138586,4470158,10703406,0,31262,182714
4523204,4107054,1797110,67553388,9043734,112,421204,11917108,137144,4513586,11116280,0,30940,182238
6361936,4136174,1801086,134200906,9079434,140,181118,11888436,138852,4487924,11180890,0,30968,182840
13571810,3433668,1764728,132818476,9044812,140,791434,11916310,136360,4538142,11114376,0,31024,183568
1713992,4127536,1646568,114314648,9023224,140,771974,11895940,139762,4603256,25535678,0,30926,183918
11907938,3495184,1653036,133090370,8962394,112,146356,11903430,139482,4681908,11296530,0,31556,183386
13562906,3611454,1758680,61586952,8965964,140,437080,11905516,139720,4624774,11455766,0,31318,183862
12341000,4188772,1782102,120136884,9030644,140,790552,11923548,140140,4803036,11630304,0,31276,183176
1736406,4193266,1820378,94442208,8966664,140,785008,11997552,140308,4678366,11263154,0,31290,182140
13696956,3770494,1825264,92148812,8992018,140,802214,12005350,148176,4660166,11071900,0,31010,185668
13687310,3720108,1877820,128294712,8953868,224,613536,12008766,140588,4674432,11095168,0,30996,184996
13692966,4172140,1777048,129057166,8945006,140,60984,11998294,140532,4811128,11547634,0,30856,183540
13674164,4186784,1864352,83645338,8966216,112,804300,11995858,139874,4505788,11377926,0,30814,185276
3698044,3606610,1926022,65616852,8616384,0,65394,11136216,115948,4582718,10378242,0,25844,152558
3505166,3619294,2001720,116012652,7584556,0,374318,9838640,115066,4641070,10437224,0,27146,151634
9844744,2991954,1881600,118792898,7464100,0,732326,9762634,116004,4647902,10263372,0,25662,150864
11011196,3253068,2696974,16671396,7601090,0,50722,9713816,115654,11637010,44409484,0,25690,152264
1471708,3003028,1854510,102588570,7487494,0,369936,9765476,115584,4658528,10866562,0,25732,152152
2913652,2992668,1782396,78936606,7467740,140,50498,9802562,116816,4466714,10492650,0,25606,151634
11318118,2974888,1777454,84954114,7557018,112,50778,9812530,115206,4710188,10619700,0,25802,152558
10730636,3090080,1836436,120445346,7445270,140,283500,9833600,116480,4622954,10639356,0,25634,152558
1818558,3609732,1765372,113307824,7443310,140,50568,9849532,115976,4634140,10380818,0,25816,151900
1465198,3628912,1804362,95794328,7417900,140,436422,9813930,116466,4836328,9976554,0,25704,151382
1702064,2890216,1891736,2090746,7519960,140,472514,9841650,116592,4736004,9972382,0,25760,151620
1506512,3029138,1981308,54439434,6414436,140,50358,9817920,116788,4684736,10471986,0,25760,150878
8132194,1852970,2016700,116617550,427392,140,50526,9721460,116508,5132442,10456656,0,25690,151788
10347022,2985206,2009966,120420818,2104760,224,229936,9791390,115822,4723082,9729762,0,25718,152054
1662752,3518564,1755068,115300178,7424256,140,716044,9876370,117068,4780930,9806482,0,25606,151858
1473136,3641078,1529976,101095204,7425866,140,195972,9826768,116536,4773384,9785986,0,25704,154504
1468138,2922598,1791944,44144324,7522508,140,6020,9893156,116536,4608254,9673202,0,25452,153118
10188822,3018330,1909698,7891576,7418096,140,14,9888564,116718,4600932,9648996,0,25774,151536
5555774,3004596,1937614,120948940,7410606,140,259770,9905560,116060,4722438,10000130,0,25662,153062
155120,3453128,2013718,122697078,7405734,0,665322,9891924,117194,4687984,9693222,0,25802,133126
634340,1033522,1670886,60880344,2926364,0,410830,3834642,46354,4630640,6179782,0,10094,60298
1274182,310268,1875944,52422216,2929500,0,143710,3832920,46928,4666872,6195868,0,10206,60424
4644374,1256122,5064528,37780974,2925916,0,4298,3835440,46690,5543860,6490554,0,10206,60942
4628288,1275708,1656088,66120180,2932342,0,377202,3828734,46858,4556580,6218674,0,10094,60298
640122,1388562,7403186,13390062,393848,0,19446,3837484,46774,5654754,22897294,0,10080,60354
1232098,1206646,1819986,4916352,2927848,0,19796,3828272,46368,4600862,6341692,0,10206,60018
633962,707210,1601292,27349826,2923382,0,21084,3835048,46634,4528720,6439398,0,10164,60536
634214,310674,1937278,38411548,2927918,0,20132,3831044,46452,4692380,6555696,0,10094,61012
645470,1276534,1804390,12079984,2161096,0,22974,3835748,46606,4686248,6486662,0,10150,60396
1029980,1275750,1403234,30338966,2930270,0,19936,3832038,45766,4687396,6397650,0,10108,60200
382088,1262450,1853460,38896998,2928674,0,203966,3835272,46620,4702124,6989878,0,10052,59864
4037138,489230,1905666,1858528,2925146,0,135968,3835188,46466,4678352,6639836,0,10108,59976
850892,863926,1655402,23166822,2536646,140,2436,3835930,46242,4660264,11167688,0,10108,60200
685454,1687126,2113552,67316676,2927918,280,296786,3835790,47278,4802742,6177052,0,10136,60116
2218944,1472352,1725808,20972042,2918902,476,398776,3836140,46550,4694368,6281226,0,10122,60536
639394,1256430,1970626,7172172,2929668,168,94556,3835636,46508,4631200,6113240,0,10164,60074
2670066,932904,2010918,4895534,2932468,140,1764,3834474,46144,4603648,6107682,0,10066,59976
4646908,1248856,1671194,52644130,2923620,140,17458,3834096,46410,4514888,6096720,0,10108,59122
2312240,1358644,1871268,67346398,2921058,140,10388,3835146,46452,4630388,6097756,0,10178,59262
630476,1686132,1648556,22268680,2926700,140,409500,3831576,46802,4654790,6088866,0,10220,190596
14,3653664,1498140,29643516,9654778,140,295050,12738376,150598,4653572,11263070,0,33096,190652
1872416,3754758,1981182,18488568,9635444,168,65184,12826870,150626,4609640,11567892,0,33264,194166
6689130,3771768,1818740,8853124,9707110,140,65688,12834696,150598,4590698,11587450,0,35490,194992
5766390,3742256,2037154,53432428,9601970,140,49518,12844832,150612,4682258,11724902,0,33390,192234
1791524,4423818,1964480,124402110,9672754,140,504462,12827472,150626,4918886,11615982,0,32928,193102
14144340,3516464,6981436,58870266,9604280,0,436002,12827500,148526,4753308,13301680,0,33418,193522
3665466,3723020,1986166,63211722,9607024,0,258748,12838322,149534,4716096,11723866,0,33544,194236
1822380,3818892,1688988,95659648,9607752,0,65226,12831840,149730,4539248,11751894,0,33306,194278
1809794,3711946,1762376,62943538,9672572,0,65520,12843656,149142,4586050,12439462,0,33950,196014
1796788,4016754,1778714,132070120,9699144,0,537740,12774930,150640,4714038,11715312,0,34468,195986
1793918,3783178,1719676,124076666,9665544,0,688170,12742114,150388,4863642,11429782,0,34524,193858
