,input_rate,output_rate,latency,firewall_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,bridge_instructions,firewall_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,bridge_branches,firewall_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,bridge_branch-misses,firewall_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,bridge_branch-load-misses,firewall_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,bridge_cache-misses,firewall_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,bridge_cache-references,firewall_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,bridge_cycles,firewall_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,bridge_L1-dcache-load-misses,firewall_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,bridge_L1-dcache-loads,firewall_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,bridge_LLC-load-misses,firewall_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,bridge_LLC-stores,firewall_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads,bridge_LLC-loads,firewall_mem-stores,nf_router_mem-stores,ndpi_stats_mem-stores,payload_scan_mem-stores,bridge_mem-stores,firewall_iTLB-loads,nf_router_iTLB-loads,ndpi_stats_iTLB-loads,payload_scan_iTLB-loads,bridge_iTLB-loads,firewall_mem-loads,nf_router_mem-loads,ndpi_stats_mem-loads,payload_scan_mem-loads,bridge_mem-loads
0,437.02130103,398.11313303072,17.878,10047010201.0,10359148048.0,10059804276.0,9932756042.0,10150458836.0,1970564306.0,2030369656.0,1982586490.0,1981040707.0,2005935800.0,7702565.0,8109794.0,7949009.0,7993755.0,7737867.0,7709770.0,8114140.0,7960485.0,7841801.0,7747217.0,5739.0,4161.0,4791.0,3996.0,4442.0,8892054.0,8140311.0,9039267.0,8999943.0,6680910.0,2892767320.0,2892706417.0,2892617916.0,2892740759.0,2892775034.0,9690138.0,8903311.0,9673561.0,10139043.0,7078235.0,3086287377.0,3172722306.0,3077735045.0,3118732436.0,3118342529.0,3351.0,1488.0,2876.0,1225.0,1488.0,3044596.0,3052841.0,3157828.0,3319889.0,3031150.0,5828013.0,5079706.0,6035077.0,5972765.0,3822148.0,0.0,0.0,0.0,0.0,0.0,28.0,19.0,74.0,111.0,74.0,0.0,0.0,0.0,0.0,0.0
1,1881.3258301629,2069.7103704335,12.202,10026840340.0,10339960335.0,9921993770.0,10072455437.0,10054276800.0,1976711180.0,2039546429.0,1955697599.0,1994325009.0,1985993961.0,7767497.0,8200521.0,7924077.0,7812800.0,7738052.0,7769827.0,8201745.0,8008502.0,7813332.0,7688423.0,2471.0,1815.0,2391.0,2296.0,1400.0,9064557.0,8331322.0,9370387.0,9528745.0,6986811.0,2891614667.0,2891599531.0,2891690972.0,2892141064.0,2891860578.0,9847977.0,9078257.0,9838882.0,10353708.0,7213038.0,3054578248.0,3147840839.0,3049540834.0,3099662619.0,3094835676.0,2334.0,1681.0,1656.0,1348.0,1149.0,3143443.0,3151506.0,3245029.0,3383212.0,3110481.0,5981277.0,5234957.0,6184582.0,6125970.0,3939587.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,25.0,42.0,50.0,0.0,0.0,0.0,0.0,0.0
2,2113.0672517733,2109.5742108344,10.163,10027645155.0,9524113495.0,9789532399.0,9930463580.0,9922040424.0,1977733828.0,1879633670.0,1936290635.0,1972782277.0,1966848371.0,7630169.0,7480496.0,7854654.0,7727988.0,7827535.0,7627123.0,7526987.0,7860749.0,7725112.0,7688635.0,2673.0,2923.0,2428.0,2184.0,1500.0,9061494.0,8319103.0,9334957.0,9486951.0,6964734.0,2891855557.0,2781711286.0,2891659808.0,2891862888.0,2891850322.0,9903389.0,9130206.0,9904042.0,10450855.0,7276412.0,3077041604.0,3053887525.0,3071713648.0,3119101311.0,3113879851.0,1925.0,1000.0,950.0,1125.0,475.0,3152863.0,3162720.0,3205564.0,3460307.0,3080132.0,6001507.0,5242385.0,6196105.0,6037173.0,3951243.0,0.0,0.0,0.0,0.0,0.0,133.0,83.0,75.0,58.0,83.0,0.0,0.0,0.0,0.0,0.0
3,2112.9367987342,2110.505197254,11.421,10007607138.0,10304092871.0,9496996244.0,10072327825.0,10059409066.0,1973569099.0,2033648560.0,1870988600.0,1992898269.0,1986075743.0,7716080.0,8147744.0,7603166.0,7818657.0,7869703.0,7671515.0,8283610.0,7644416.0,7819135.0,7782097.0,2290.0,1280.0,2891.0,2438.0,1085.0,9137024.0,8392600.0,9429667.0,9578482.0,7041934.0,2891853162.0,2891913208.0,2771832240.0,2891877825.0,2891895770.0,9825148.0,9067572.0,9847333.0,10411191.0,7227989.0,3059064092.0,3145953520.0,2923714682.0,3102562763.0,3097578314.0,2914.0,2715.0,2565.0,2051.0,1575.0,3123087.0,3145404.0,3163063.0,3411674.0,3029552.0,5973196.0,5245420.0,6154925.0,5989317.0,3925222.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,102.0,64.0,93.0,0.0,0.0,0.0,0.0,0.0
4,2113.0098518733,2110.2574609518,8.736,9732825751.0,10118357506.0,9810752218.0,9971085300.0,9946230635.0,1930402887.0,2008038804.0,1939168383.0,1978905130.0,1969947259.0,7690167.0,8208943.0,8048938.0,7768546.0,7803697.0,7708814.0,8053143.0,8054005.0,7757430.0,7807446.0,2928.0,2194.0,3162.0,8291.0,1792.0,9065075.0,8289549.0,9288436.0,9376677.0,6875740.0,2891605622.0,2891641050.0,2891680902.0,2891711983.0,2891609105.0,9878149.0,9083805.0,9861267.0,10352795.0,7230854.0,3038859154.0,3146846245.0,3049575950.0,3098804427.0,3092912653.0,1790.0,1093.0,1823.0,975.0,686.0,3163953.0,3161272.0,3201947.0,3454625.0,3070547.0,6003438.0,5249502.0,6220983.0,6023636.0,3948689.0,0.0,0.0,0.0,0.0,0.0,50.0,1767.0,50.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0
5,2113.1761066338,2110.1338882539,9.987,9794949588.0,10091097395.0,9791913510.0,9956144146.0,9923680260.0,1943538833.0,2003696420.0,1936141324.0,1974328610.0,1966592685.0,7610919.0,8186746.0,7852386.0,7750107.0,7670539.0,7668324.0,8294063.0,7854634.0,7695670.0,7672456.0,2526.0,1690.0,2892.0,21632.0,1975.0,9158519.0,8412049.0,9450031.0,9534399.0,7046066.0,2891858594.0,2891579413.0,2891695187.0,2891750485.0,2891919585.0,9921614.0,9143387.0,9991883.0,10445925.0,7332491.0,3078133585.0,3169775019.0,3075653875.0,3139109077.0,3117593920.0,1608.0,2982.0,1400.0,950.0,538.0,3047591.0,3056183.0,3069535.0,3417561.0,2941299.0,5968140.0,5205149.0,6082990.0,5832918.0,3824771.0,0.0,0.0,0.0,0.0,0.0,88.0,99.0,99.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0
6,2113.2551050458,2108.8848130087,14.128,9911884089.0,10218304827.0,9918366547.0,10166673991.0,10045480602.0,1960215656.0,2021662801.0,1954057013.0,1990318307.0,1984547519.0,7844757.0,8113415.0,7915558.0,7815068.0,7922881.0,7844172.0,8111366.0,7914588.0,7816767.0,7920965.0,2071.0,2236.0,1950.0,1700.0,1065.0,9138555.0,8396328.0,9425295.0,9654472.0,7030714.0,2891859323.0,2891892011.0,2891900886.0,2891929275.0,2891923954.0,9821988.0,9050539.0,9854018.0,10373977.0,7227241.0,3058888133.0,3150590507.0,3057403828.0,3103909473.0,3095642110.0,1570.0,778.0,1306.0,1363.0,583.0,3060664.0,3073206.0,3147929.0,3499283.0,3020998.0,6026077.0,5262745.0,6049014.0,5888612.0,3823734.0,0.0,0.0,0.0,0.0,0.0,44.0,60.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
7,2113.1860316111,2110.7404387309,11.174,9804378685.0,10102022271.0,9799895792.0,10165879491.0,9935726761.0,1944630312.0,2005247255.0,1935631934.0,1975648703.0,1966428668.0,7613068.0,8043521.0,7848079.0,7743338.0,7672079.0,7611074.0,8041858.0,7850113.0,7740449.0,7670951.0,2325.0,1585.0,2523.0,2323.0,2534.0,9117378.0,8372797.0,9356888.0,9664183.0,6999725.0,2891891775.0,2891851426.0,2891803416.0,2891968288.0,2891762390.0,9847584.0,9078396.0,9820677.0,10365726.0,7203978.0,3080954954.0,3172617497.0,3073387849.0,3101895758.0,3117471676.0,1363.0,550.0,1125.0,1433.0,438.0,3125944.0,3133872.0,3238149.0,3480718.0,3107239.0,5967638.0,5215429.0,6144163.0,6064879.0,3898898.0,0.0,0.0,0.0,0.0,0.0,117.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2112.7936181446,2109.6943197815,12.531,9922179233.0,10221826266.0,9930368263.0,10172743173.0,10067144532.0,1961961448.0,2022831155.0,1954433547.0,1994379406.0,1986327971.0,7671412.0,8106035.0,7914367.0,7801034.0,7737881.0,7672660.0,8108177.0,7916368.0,7805159.0,7738045.0,2072.0,1338.0,2055.0,1630.0,1155.0,9157288.0,8423170.0,9506424.0,9661608.0,7095061.0,2891821653.0,2891814148.0,2891801660.0,2891778182.0,2891811128.0,9919586.0,9158733.0,9944703.0,10479233.0,7296664.0,3053373055.0,3146573249.0,3068571525.0,3120436598.0,3115295417.0,1939.0,663.0,1363.0,1975.0,1426.0,3074156.0,3084021.0,3228580.0,3470053.0,3094741.0,5871781.0,5133542.0,6062972.0,6073036.0,3833213.0,0.0,0.0,0.0,0.0,0.0,46.0,375.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2113.3085432095,2110.2409158772,9.856,9823429544.0,10118952512.0,10019281213.0,10161845521.0,10149029063.0,1946947153.0,2007298521.0,1939572049.0,2005131950.0,1969118385.0,7754805.0,8050149.0,8002692.0,7741639.0,7682552.0,7753394.0,8050384.0,8003188.0,7743767.0,7681049.0,2556.0,1781.0,2616.0,2086.0,1615.0,9173867.0,8418865.0,9561377.0,9559824.0,7140933.0,2891849216.0,2891709012.0,2891861523.0,2891747090.0,2891823329.0,9936827.0,9157768.0,9976131.0,10476972.0,7304437.0,3051227497.0,3139344626.0,3048637759.0,3095637365.0,3091005499.0,1431.0,597.0,1673.0,4085.0,1063.0,3113024.0,3112648.0,3236028.0,3513003.0,3107503.0,5962458.0,5206984.0,6098857.0,6051947.0,3891945.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2113.1277517362,2110.4969790249,8.023,9877611885.0,10096311096.0,10059554373.0,10114117798.0,10178455862.0,1956838903.0,2001122562.0,1945007610.0,1996159729.0,1971102585.0,7768686.0,7982609.0,7916677.0,7725840.0,7660260.0,7766846.0,7981956.0,7905348.0,7727568.0,7656429.0,9457.0,4788.0,5955.0,4462.0,2990.0,8440552.0,7719213.0,8915898.0,8925742.0,6533417.0,2891522760.0,2891380644.0,2891677691.0,2891587378.0,2891529105.0,9163267.0,8390087.0,9263446.0,9723608.0,6717020.0,3122515880.0,3185317047.0,3079807285.0,3109641507.0,3114157530.0,8839.0,2488.0,4514.0,3713.0,1538.0,2857221.0,2865330.0,2976478.0,3190460.0,2846783.0,5448652.0,4711247.0,5787000.0,5791682.0,3579357.0,0.0,0.0,0.0,0.0,0.0,8.0,150.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2113.3186591345,2111.4797593365,8.614,10031282215.0,9715971160.0,10023167178.0,10146516999.0,10160027980.0,1962943389.0,1901565638.0,1969673299.0,2002264254.0,2001181948.0,7673241.0,7673329.0,7913065.0,7840352.0,7741115.0,7673291.0,7672898.0,7912259.0,7925348.0,7742347.0,2011.0,1350.0,1751.0,1635.0,1210.0,9207870.0,8438285.0,9431981.0,9602391.0,7050184.0,2891885993.0,2721935859.0,2891946043.0,2891825670.0,2891835799.0,9909054.0,9109088.0,9898126.0,10448285.0,7277244.0,3059683860.0,2958676994.0,3052876609.0,3092868241.0,3098446917.0,1741.0,975.0,1764.0,1857.0,1514.0,3132255.0,3134298.0,3237095.0,3543747.0,3122841.0,5778061.0,5041539.0,6121577.0,6134316.0,3920774.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,56.0,139.0,38.0,0.0,0.0,0.0,0.0,0.0
12,2113.1873295785,2110.4739954861,8.608,10030363086.0,10341951666.0,10030064720.0,9965479831.0,10150491774.0,1950011440.0,2010992848.0,1971089660.0,1977742220.0,1999165273.0,7770004.0,8057296.0,7872187.0,7767084.0,7878013.0,7772403.0,8056980.0,7871143.0,7775796.0,7876077.0,2886.0,2096.0,3103.0,2784.0,1867.0,9228324.0,8471617.0,9365654.0,9458986.0,6981587.0,2891791867.0,2891870157.0,2891835092.0,2891767576.0,2891703444.0,9878914.0,9109293.0,9912745.0,10404377.0,7266399.0,3053821561.0,3135371530.0,3048888467.0,3094812412.0,3088958331.0,1801.0,1027.0,1725.0,1405.0,1025.0,3163777.0,3168911.0,3274278.0,3515245.0,3140083.0,5993668.0,5256121.0,6209921.0,6116498.0,3946084.0,0.0,0.0,0.0,0.0,0.0,8.0,192.0,1909.0,100.0,33.0,0.0,0.0,0.0,0.0,0.0
13,2112.304947187,2110.0302007503,10.039,10024913781.0,10340175781.0,9899930142.0,9935855311.0,10024151368.0,1975498594.0,2038440693.0,1951501874.0,1972790076.0,1980988358.0,7666540.0,8100843.0,7908258.0,7762498.0,7729347.0,7667281.0,8102001.0,7916327.0,7813550.0,7737970.0,2242.0,2372.0,2117.0,1912.0,1514.0,9146764.0,8396372.0,9454950.0,9590599.0,7058651.0,2891754212.0,2891853355.0,2871643234.0,2871766319.0,2871778658.0,9947731.0,9149895.0,9947501.0,10463074.0,7309107.0,3074445023.0,3168962230.0,3073113416.0,3117933516.0,3113190093.0,2163.0,1425.0,2188.0,1163.0,1150.0,3155403.0,3163247.0,3264740.0,3427565.0,3128314.0,6001961.0,5236488.0,6184942.0,6117638.0,3941776.0,0.0,0.0,0.0,0.0,0.0,28.0,19.0,93.0,139.0,93.0,0.0,0.0,0.0,0.0,0.0
14,2113.0359728073,2110.1708587751,9.968,10016172348.0,10327684498.0,9909090650.0,10051044133.0,10030684084.0,1975386462.0,2038306258.0,1952149470.0,1989743351.0,1981200541.0,7747918.0,8165083.0,7906941.0,7800398.0,7731141.0,7749072.0,8166657.0,7863367.0,7799153.0,7687791.0,2781.0,1886.0,2811.0,2496.0,2576.0,9108322.0,8356243.0,9367070.0,9548048.0,6977519.0,2891775213.0,2891698150.0,2891835979.0,2891841249.0,2891812133.0,9890485.0,9113068.0,9897330.0,10368551.0,7258977.0,3049068571.0,3145137025.0,3048792717.0,3094286560.0,3089865777.0,2528.0,1584.0,1481.0,792.0,914.0,3167920.0,3173632.0,3233213.0,3442549.0,3101614.0,6009121.0,5254674.0,6203679.0,6115911.0,3951053.0,0.0,0.0,0.0,0.0,0.0,50.0,33.0,83.0,25.0,33.0,0.0,0.0,0.0,0.0,0.0
15,2113.0429963813,2110.7301061215,9.232,10011408855.0,10323476554.0,9795989033.0,9933093424.0,9732975554.0,1974865137.0,2037631556.0,1936362060.0,1972084004.0,1926278843.0,7665676.0,8098111.0,7851825.0,7957028.0,7673404.0,7952833.0,7981424.0,7911126.0,7958232.0,7565196.0,3395.0,2328.0,3051.0,1935.0,1739.0,9005685.0,8248242.0,9304938.0,9462237.0,6919310.0,2891671054.0,2891745236.0,2891859189.0,2891852090.0,2848390087.0,9811400.0,9020985.0,9842057.0,10358991.0,7218659.0,3082081377.0,3173050926.0,3076135974.0,3121149498.0,3082719922.0,2613.0,1225.0,1438.0,1275.0,750.0,3098389.0,3104748.0,3139739.0,3394266.0,3008993.0,5929416.0,5177646.0,6102481.0,5936085.0,3879659.0,0.0,0.0,0.0,0.0,0.0,175.0,75.0,100.0,92.0,150.0,0.0,0.0,0.0,0.0,0.0
16,2112.8910882908,2108.9031735626,7.891,9913083521.0,10217948624.0,9915795805.0,10062010725.0,10045869385.0,1960609068.0,2021983039.0,1953822095.0,1991744587.0,1983791507.0,7668266.0,8224020.0,7907970.0,7945390.0,7732235.0,7664806.0,8099185.0,7908910.0,7946561.0,7735151.0,2225.0,1576.0,2055.0,1695.0,1080.0,9164796.0,8414484.0,9423756.0,9552846.0,7037806.0,2891652648.0,2891684604.0,2891715784.0,2891684400.0,2891914225.0,9872571.0,9104935.0,9908670.0,10466522.0,7272129.0,3054385897.0,3146689455.0,3052499957.0,3099397199.0,3093313159.0,3030.0,2151.0,2142.0,2035.0,1445.0,3173530.0,3177133.0,3163256.0,3390067.0,3030352.0,6033170.0,5279352.0,6240305.0,5978657.0,3947856.0,0.0,0.0,0.0,0.0,0.0,102.0,880.0,111.0,37.0,74.0,0.0,0.0,0.0,0.0,0.0
17,2113.0900647194,2110.4302439442,11.852,2616921817.0,10819366458.0,10576198926.0,10810364154.0,10730932943.0,536262041.0,2119849008.0,2103559851.0,2135383453.0,2135256651.0,2046316.0,7914804.0,7950790.0,7918707.0,7826959.0,2155059.0,7856074.0,7977270.0,7836525.0,7878071.0,16792.0,2057.0,2545.0,2064.0,1231.0,4163741.0,3910827.0,5542179.0,5870301.0,3532435.0,859881053.0,2892070007.0,2892063192.0,2892070335.0,2892201659.0,4607263.0,3927510.0,4137897.0,5854906.0,2540452.0,761396344.0,3385071346.0,3319374618.0,3403024782.0,3376236487.0,13154.0,539.0,3747.0,1299.0,856.0,944167.0,1351901.0,1012954.0,1699844.0,1330396.0,3008821.0,2451484.0,3447695.0,3438004.0,1568667.0,0.0,0.0,0.0,0.0,0.0,107.0,100.0,142.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
18,2113.1240162548,1084.8537915163,8048.905,2207669783.0,10612364124.0,10665492292.0,10908342351.0,10818620264.0,449856887.0,2122252091.0,2089123613.0,2138349681.0,2127130345.0,1831390.0,7837665.0,8330765.0,7831618.0,7899652.0,1805611.0,7958747.0,8297526.0,7888412.0,7835249.0,2794.0,1059.0,1703.0,1895.0,1352.0,3897302.0,3117022.0,3891740.0,4748210.0,2431446.0,716791719.0,2892347358.0,2892369213.0,2892313184.0,2892273015.0,3920785.0,4129861.0,5172674.0,4694920.0,3099332.0,713782030.0,3347563785.0,3335194900.0,3379401794.0,3388894364.0,1581.0,400.0,1013.0,938.0,525.0,827264.0,1040903.0,689710.0,1135448.0,1045614.0,3053074.0,2577192.0,2844383.0,2893479.0,1188820.0,0.0,0.0,0.0,0.0,0.0,124.0,52.0,79.0,9.0,60.0,0.0,0.0,0.0,0.0,0.0
