,firewall_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,bridge_instructions,firewall_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,bridge_branches,firewall_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,bridge_branch-misses,firewall_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,bridge_branch-load-misses,firewall_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,bridge_cache-misses,firewall_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,bridge_cache-references,firewall_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,bridge_cycles,firewall_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,bridge_L1-dcache-load-misses,firewall_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,bridge_L1-dcache-loads,firewall_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,bridge_LLC-load-misses,firewall_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,bridge_LLC-stores,firewall_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads,bridge_LLC-loads,input_rate,output_rate,latency
0,1520369.0,1519483.0,1519822.0,1516285.0,1515837.0,321529.0,321388.0,321293.0,320492.0,320165.0,3206.0,3081.0,3057.0,3327.0,4141.0,3206.0,3081.0,3057.0,3327.0,4141.0,1314.0,1185.0,1182.0,1359.0,3094.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1876.9746860862,0.0,N/A
1,177502.0,5383898514.0,4439633354.0,4630732444.0,5375128856.0,35337.0,1060952553.0,865364323.0,912926846.0,1050370457.0,2426.0,3821711.0,3146753.0,3315793.0,3816123.0,2426.0,3827571.0,3148618.0,3318815.0,3821381.0,2196.0,2028.0,2024.0,2114.0,2133.0,N/A,5953.0,2523.0,1143.0,1960.0,N/A,1359309930.0,1140818943.0,1168643851.0,1345173270.0,N/A,18018.0,12779758.0,11402.0,1246706.0,N/A,1651546915.0,1365230934.0,1418935633.0,1655470379.0,N/A,709.0,111.0,38.0,1151.0,N/A,88.0,49.0,38.0,58.0,N/A,1256.0,1344.0,6492.0,7763.0,5147.1604011485,0.0,N/A
2,3750906723.0,9865217494.0,9790311914.0,9791303539.0,10001799756.0,699526496.0,1951032069.0,1910234282.0,1925857821.0,1963073561.0,2835701.0,7617594.0,7468905.0,7406333.0,7620700.0,2723516.0,7598559.0,7449634.0,7380689.0,7638449.0,59038.0,7680.0,25247.0,51861.0,9832.0,5509706.0,6577005.0,7418515.0,8346233.0,5030200.0,1244218828.0,2891942406.0,2892010467.0,2891951138.0,2892129665.0,5708828.0,6786429.0,28412269.0,8926948.0,5883267.0,934235707.0,3092784071.0,2968457105.0,3035876818.0,3089715044.0,43847.0,18268.0,31110.0,31527.0,3442.0,2073344.0,2098414.0,1917121.0,2032915.0,1960419.0,3941630.0,4195424.0,5377023.0,5765640.0,2964812.0,5274.8028846183,0.0,N/A
3,8587539916.0,8338794757.0,7778660437.0,8423411537.0,8655075973.0,1703019679.0,1656117654.0,1494374381.0,1636645177.0,1690976595.0,7250691.0,7259569.0,7023642.0,7086138.0,7591701.0,7252801.0,7261805.0,7025310.0,7084804.0,7594556.0,26193.0,19694.0,12761.0,36839.0,9013.0,15896809.0,15110988.0,18151133.0,17881801.0,10506805.0,2888019128.0,2890710956.0,2890917094.0,2890706465.0,2889907258.0,16519101.0,15662937.0,19230104.0,19063678.0,10908794.0,2684515425.0,2563579355.0,2358126500.0,2577532978.0,2645577003.0,25035.0,10968.0,11140.0,33733.0,6339.0,5441356.0,5070700.0,4843616.0,4907437.0,4201051.0,10327453.0,10003181.0,13044447.0,12797658.0,6388440.0,5264.9577833137,3718.0086956196,N/A
4,8336138477.0,8254578918.0,7714942254.0,8345272260.0,8638794365.0,1631044285.0,1644433244.0,1511376442.0,1636657192.0,1703780211.0,7021618.0,7222805.0,6952418.0,7101204.0,7059510.0,7080977.0,7263913.0,6942564.0,7109373.0,7068487.0,27372.0,16078.0,12903.0,34013.0,9149.0,15717049.0,15031707.0,17553944.0,17945429.0,10383240.0,2888217914.0,2889836532.0,2890003205.0,2890165919.0,2890066555.0,16593073.0,15347867.0,19175181.0,18948528.0,10921507.0,2685011944.0,2574023785.0,2353913967.0,2561496902.0,2654233471.0,23025.0,15098.0,9739.0,34330.0,6419.0,5460514.0,5002268.0,4857540.0,4811615.0,4173747.0,10151519.0,9928996.0,13121113.0,12876738.0,6376818.0,5253.5139993446,5253.589383781,N/A
5,8742162856.0,8292167691.0,7712073038.0,8429704759.0,8633172206.0,1711736039.0,1650322905.0,1508618396.0,1655048769.0,1700933152.0,7271839.0,7656293.0,7025319.0,7107971.0,7123761.0,7259763.0,7663069.0,7036944.0,7107296.0,7131009.0,27561.0,12811.0,12849.0,32853.0,7030.0,15974385.0,15037675.0,17917400.0,17979829.0,10584338.0,2888492422.0,2890167770.0,2890408029.0,2891015997.0,2890860569.0,16722654.0,15519940.0,19360670.0,19060761.0,10982993.0,2673814108.0,2582645415.0,2359615242.0,2572748675.0,2635236927.0,24310.0,11504.0,10822.0,33823.0,6951.0,5505044.0,5017488.0,4915994.0,4809868.0,4216027.0,10525377.0,10105727.0,13191639.0,12950763.0,6416706.0,5256.1853805488,5256.1549868775,N/A
6,7882795006.0,8641372548.0,6707980903.0,8075953774.0,8931436609.0,1566110385.0,1716915095.0,1316787882.0,1641658335.0,1758622848.0,6965451.0,7277188.0,5955710.0,6804546.0,7407004.0,7188136.0,7189169.0,6161694.0,7065150.0,6898668.0,15966.0,11938.0,9991.0,42519.0,5422.0,14737084.0,13972249.0,16262143.0,16870402.0,8806277.0,2886869672.0,2888344549.0,2888980643.0,2889255872.0,2886703031.0,14519711.0,14185971.0,16787525.0,18040715.0,10195407.0,2289469132.0,2488007700.0,2153888964.0,2713564901.0,2741180014.0,11341.0,7490.0,8302.0,37029.0,4012.0,5162283.0,4302175.0,4680598.0,4552590.0,4168737.0,9621486.0,7717927.0,12013124.0,11946074.0,6054235.0,5255.2381037222,5157.7356468663,N/A
7,8824500205.0,8531562750.0,8097553628.0,8919712266.0,8650709739.0,1741084933.0,1694443760.0,1590200706.0,1759780299.0,1710228291.0,7433444.0,7572506.0,7659847.0,7508928.0,7794175.0,7435182.0,7573811.0,7714633.0,7517506.0,7836751.0,8423.0,27294.0,24978.0,28553.0,15214.0,17950752.0,17651748.0,19949637.0,19446860.0,12503102.0,2889837278.0,2891182207.0,2891600424.0,2891158027.0,2891378880.0,18732192.0,18063164.0,21650176.0,20855910.0,12841896.0,2702678533.0,2671074653.0,2530189282.0,2710037255.0,2717322044.0,9323.0,6071.0,6746.0,14391.0,3510.0,6556238.0,6263394.0,5863792.0,5949164.0,4960595.0,11314357.0,11424083.0,13880035.0,13734311.0,7372639.0,5251.0721107501,4943.1297305743,N/A
8,8791327121.0,8612357526.0,8158291824.0,8858151950.0,8734144134.0,1733391480.0,1708869457.0,1602731102.0,1752616545.0,1725244979.0,7367361.0,7630317.0,7774638.0,7578680.0,7429338.0,7363866.0,7635618.0,7719114.0,7539840.0,7430187.0,34604.0,7235.0,7297.0,17755.0,6190.0,17822636.0,17767758.0,19859374.0,19585560.0,12145458.0,2888542314.0,2891435128.0,2891259561.0,2891035688.0,2890180236.0,18354077.0,18347914.0,21315664.0,20947624.0,12745350.0,2648089595.0,2651031411.0,2527790061.0,2725192044.0,2695808809.0,9994.0,7250.0,6082.0,14524.0,4652.0,6632762.0,6173345.0,5802554.0,6002598.0,4919528.0,11306600.0,11132177.0,13988921.0,13911127.0,7435052.0,5258.2836996741,5258.2542973412,N/A
9,4957732043.0,9443654560.0,9027516438.0,9874615670.0,10040489577.0,957210876.0,1879919044.0,1782823950.0,1966811178.0,1975606140.0,3873201.0,8023124.0,7330098.0,7697055.0,8019302.0,3943719.0,8005574.0,7475322.0,7716598.0,7939473.0,40837.0,3931.0,5368.0,18740.0,2616.0,11038359.0,10675204.0,11293910.0,13622581.0,7687674.0,1749332815.0,2890554251.0,2891138143.0,2891390448.0,2891203242.0,12134707.0,11904451.0,27667467.0,15598435.0,6959604.0,1568327029.0,3008466359.0,2813949098.0,3017796421.0,3094539376.0,19176.0,2488.0,3463.0,15280.0,7225.0,3828445.0,4314266.0,3296549.0,4214395.0,3090242.0,7383456.0,8000384.0,10754339.0,9495498.0,3703007.0,5259.0452184992,5050.4152145531,N/A
10,4260606178.0,9931845177.0,9543935197.0,9969586788.0,10108482495.0,843103135.0,1901308490.0,1896907245.0,1958174521.0,2013568547.0,3582198.0,7625014.0,7367093.0,7631693.0,7730088.0,3583108.0,7586784.0,7444545.0,7646867.0,7712912.0,4829.0,2934.0,2576.0,9617.0,1561.0,10460987.0,9471388.0,12680190.0,12260723.0,7748661.0,1442785530.0,2891705431.0,2891694940.0,2891783571.0,2891205989.0,11007210.0,10865905.0,31903959.0,14536664.0,7483654.0,1298041479.0,3030302892.0,2935522397.0,3058069156.0,3067666228.0,4910.0,1088.0,2376.0,8256.0,1738.0,3363547.0,3749632.0,3268236.0,3638703.0,3577816.0,7837066.0,5887006.0,7056089.0,7341679.0,4858006.0,5259.0341138795,3037.577806629,N/A
11,4307094840.0,9786945024.0,9168826634.0,10050476723.0,9952183612.0,846569924.0,1933734221.0,1807547404.0,1998242045.0,1962179031.0,3621534.0,7722562.0,7347835.0,7715921.0,7582428.0,3625130.0,7789001.0,7339693.0,7715294.0,7549176.0,3708.0,1862.0,2618.0,10833.0,2264.0,10677707.0,9633282.0,11235526.0,13086419.0,7926336.0,1456469615.0,2891467210.0,2891301914.0,2891635224.0,2891622235.0,11337306.0,11663865.0,30447047.0,14328758.0,6756762.0,1330692992.0,3011858466.0,2874369443.0,3110001623.0,3103872175.0,3290.0,2510.0,1488.0,11228.0,1763.0,3476916.0,4471174.0,2843246.0,4273292.0,2890446.0,7034337.0,7280560.0,11421162.0,9707270.0,3892566.0,5264.6273790338,3119.813643008,N/A
12,4144037239.0,9839406270.0,9347861591.0,9783319336.0,10115313321.0,822979268.0,1932624446.0,1844851189.0,1954612763.0,1999540703.0,3479444.0,7646246.0,7802925.0,7677116.0,7985421.0,3516942.0,7653172.0,7799755.0,7702921.0,7942998.0,4254.0,1515.0,2934.0,8929.0,6432.0,10420804.0,9540925.0,11319203.0,12413031.0,8373197.0,1427387128.0,2891622662.0,2891257404.0,2891938648.0,2891816655.0,11219130.0,11726971.0,29901577.0,14646338.0,6941613.0,1272088820.0,2971385345.0,2915347976.0,3076408428.0,3164376353.0,3236.0,1194.0,1700.0,9390.0,1056.0,3403379.0,3833158.0,2593985.0,3774871.0,2806433.0,6396821.0,7674568.0,8244611.0,10931190.0,3581845.0,5265.9396466959,3078.4619541658,N/A
13,4246931767.0,9959198192.0,9376489413.0,9820835648.0,9878654220.0,841136561.0,1979112120.0,1839967009.0,1955434027.0,1966640251.0,3568260.0,7691054.0,7710267.0,7891137.0,7647596.0,3604573.0,7725159.0,7709330.0,7916152.0,7677074.0,3985.0,1167.0,2401.0,12060.0,1267.0,10775167.0,10615121.0,11467187.0,12937752.0,7393104.0,1439374155.0,2891489584.0,2891400682.0,2892090702.0,2891811674.0,11000853.0,10433051.0,29233196.0,13157278.0,8535034.0,1311304954.0,3063377470.0,2879963048.0,3116352636.0,3046299857.0,7082.0,2313.0,1459.0,8418.0,1000.0,3427416.0,4009181.0,3284275.0,3473893.0,3033530.0,7426443.0,6677979.0,10311952.0,8318411.0,4119635.0,5263.9316723819,3141.4388494315,N/A
14,4263343120.0,9704150156.0,9446578419.0,9884613171.0,10285272724.0,839445244.0,1922328211.0,1844562213.0,1966310997.0,1981692798.0,3955501.0,7900789.0,7248103.0,7956633.0,7695635.0,3932044.0,7843199.0,7405739.0,7922641.0,7595784.0,2539.0,1770.0,2729.0,6651.0,1896.0,10547511.0,9483014.0,11768108.0,12621353.0,7990738.0,1438381990.0,2891787317.0,2892005828.0,2892180389.0,2891844615.0,11431355.0,11871549.0,31855395.0,15530036.0,7184711.0,1300778670.0,3005444568.0,2922188190.0,3068397813.0,3115893435.0,5017.0,1300.0,1238.0,11215.0,1854.0,3463380.0,3867978.0,2415148.0,3846236.0,3032946.0,6968616.0,7670633.0,8426186.0,11137431.0,3756085.0,5264.9805774933,3105.1424741734,N/A
