,firewall_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,bridge_instructions,firewall_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,bridge_branches,firewall_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,bridge_branch-misses,firewall_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,bridge_branch-load-misses,firewall_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,bridge_cache-misses,firewall_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,bridge_cache-references,firewall_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,bridge_cycles,firewall_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,bridge_L1-dcache-load-misses,firewall_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,bridge_L1-dcache-loads,firewall_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,bridge_LLC-load-misses,firewall_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,bridge_LLC-stores,firewall_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads,bridge_LLC-loads,input_rate,output_rate,latency
0,1685805.0,1589334502.0,1127405882.0,1339504463.0,1541079281.0,353867.0,317250385.0,224882276.0,268740914.0,302346601.0,5247.0,1168192.0,829492.0,1034934.0,1112673.0,5247.0,1168716.0,829181.0,1044527.0,1126207.0,3002.0,7030.0,6959.0,1836.0,2259.0,N/A,5545.0,1222.0,4611.0,2978.0,N/A,490591672.0,368033393.0,429005288.0,470836352.0,N/A,80437.0,85537.0,2912358.0,79172.0,N/A,484808426.0,326336058.0,459440975.0,495738512.0,N/A,116.0,219.0,1575.0,269.0,N/A,142.0,103.0,180.0,519.0,N/A,1506.0,1171.0,3254.0,10255.0,1858.1123679195,0.0,N/A
1,879492778.0,7470333797.0,7018429399.0,8063488936.0,7720436750.0,163010670.0,1494383501.0,1381994132.0,1579953432.0,1497478124.0,732555.0,6059434.0,5199871.0,6108449.0,5709327.0,731927.0,6063767.0,5470050.0,6099731.0,5766523.0,97737.0,14403.0,27274.0,18766.0,7087.0,2856219.0,3588348.0,3765314.0,5219353.0,3325484.0,372227773.0,2170864969.0,2028501471.0,2281424016.0,2312880046.0,3006622.0,3878127.0,4953236.0,14488731.0,3994152.0,231966989.0,2424217748.0,2130049495.0,2469823031.0,2480427666.0,122590.0,8141.0,33020.0,5324.0,4638.0,851735.0,1253674.0,1128262.0,1195560.0,1200005.0,2277961.0,2177476.0,3203407.0,3548565.0,1809605.0,5146.3110025926,0.0,N/A
2,4871906698.0,8728018215.0,7200059299.0,8740668949.0,8971715929.0,964774780.0,1709382524.0,1413760493.0,1722088576.0,1766702509.0,4368743.0,7106770.0,6014295.0,7143735.0,7025039.0,4389382.0,7096013.0,6007537.0,7154291.0,7032922.0,39375.0,20966.0,17371.0,16288.0,9493.0,12586830.0,11450829.0,14796264.0,14031792.0,8011025.0,2169241706.0,2796001957.0,2797938113.0,2831016952.0,2823611570.0,14995072.0,11888829.0,16289185.0,15255933.0,8494879.0,1569111610.0,2642230311.0,2250534566.0,2684656729.0,2769869601.0,38197.0,15699.0,15774.0,14861.0,6848.0,3704124.0,3859663.0,3416825.0,3587619.0,3120933.0,8680586.0,7324280.0,11229031.0,10237179.0,4771602.0,5259.1565798653,3076.8474578855,N/A
3,7853528176.0,7193213692.0,6018383759.0,7258908724.0,7421996937.0,1573513338.0,1407468257.0,1145267185.0,1447786376.0,1466815583.0,6748091.0,6743617.0,5565123.0,6579325.0,6436912.0,6838555.0,6788972.0,5540483.0,6607528.0,6490686.0,20214.0,12422.0,43983.0,17146.0,7196.0,15844418.0,24148505.0,31481193.0,31477546.0,16630066.0,2799381951.0,2887460130.0,2889621048.0,2888508859.0,2888675101.0,16020522.0,25046579.0,32635125.0,35129281.0,17890620.0,2551940268.0,2204428628.0,1829470368.0,2292551904.0,2276852001.0,20429.0,10832.0,22438.0,13924.0,4712.0,4645720.0,9064404.0,7884131.0,8534813.0,7581761.0,10743841.0,15268360.0,22388425.0,22744007.0,10510670.0,5249.8784196364,5446.6216238009,N/A
4,7900916162.0,6751466150.0,5661196434.0,6960590544.0,6986298468.0,1552013393.0,1333170055.0,1101752020.0,1387495306.0,1382252702.0,6840230.0,7526538.0,6665783.0,6948686.0,6707920.0,6842148.0,7535197.0,6671716.0,6957393.0,6674232.0,8392.0,8987.0,18927.0,10415.0,7294.0,20206273.0,29550918.0,34129954.0,32208179.0,20376605.0,2890761782.0,2889216535.0,2890753569.0,2890615204.0,2890351940.0,20558648.0,30488084.0,35987942.0,34601204.0,21461464.0,2471231214.0,2056487932.0,1763620984.0,2126276845.0,2164509525.0,6067.0,8595.0,17403.0,8802.0,5014.0,5817021.0,11137892.0,10334885.0,10229033.0,8099199.0,13837163.0,18342294.0,23573742.0,22514360.0,12738513.0,5246.9875756659,6436.4507410964,N/A
5,7968373278.0,6524502862.0,5215086410.0,7066667212.0,7198757977.0,1552072577.0,1288475324.0,1021061002.0,1397673651.0,1418628991.0,6882104.0,7266653.0,6363040.0,7062251.0,6838631.0,6880446.0,7233522.0,6410299.0,7001217.0,6843705.0,8824.0,9488.0,21947.0,10121.0,19846.0,20136966.0,27789714.0,33761094.0,31366530.0,19849180.0,2890236885.0,2888343324.0,2702264851.0,2889828616.0,2890274990.0,20486364.0,28995280.0,34912308.0,33693110.0,20695621.0,2456996363.0,1889015222.0,1651580525.0,2183263728.0,2204771187.0,7829.0,6732.0,15822.0,8561.0,4700.0,5921570.0,10607734.0,9818977.0,9987839.0,7613620.0,14322547.0,17377922.0,22829523.0,22156610.0,12101430.0,5252.4161136971,6018.2353384525,N/A
6,8046416408.0,6733465864.0,5659139311.0,6860269406.0,6856791155.0,1579702215.0,1334669860.0,1104962725.0,1370403565.0,1358764554.0,6866109.0,7223931.0,6631701.0,6930848.0,6655976.0,6867162.0,7166897.0,6637863.0,6918429.0,6746646.0,9521.0,25008.0,49970.0,20953.0,18146.0,19985637.0,29000177.0,33386022.0,32392066.0,20372880.0,2890081484.0,2887847949.0,2887720312.0,2890679493.0,2890070889.0,20848515.0,30675506.0,35641502.0,34931042.0,21391162.0,2455508097.0,2052050722.0,1755974399.0,2113724453.0,2145652834.0,6062.0,6213.0,15227.0,7849.0,4055.0,5953914.0,11352915.0,10416865.0,9710850.0,8010502.0,14359737.0,18533927.0,23821710.0,21952330.0,12919718.0,5251.6292413006,6016.5804486465,N/A
7,7580169066.0,6667630968.0,5739716212.0,6851769044.0,6906129395.0,1494785216.0,1328716357.0,1104265109.0,1369581448.0,1367236914.0,6564075.0,7225373.0,6758755.0,6935801.0,6857793.0,6578474.0,7220468.0,6768153.0,6980451.0,6860017.0,23455.0,7238.0,18145.0,9469.0,5436.0,20186710.0,29429779.0,34432987.0,32419239.0,20654238.0,2759256062.0,2889033362.0,2890740189.0,2891042331.0,2890152942.0,20731407.0,30442296.0,36306954.0,34466322.0,21514899.0,2321986561.0,2043966299.0,1752650184.0,2019713784.0,2159481899.0,7040.0,7428.0,14918.0,8839.0,5249.0,5841228.0,10968235.0,10507320.0,9892527.0,7748513.0,14218137.0,18136161.0,23320939.0,22395684.0,12389642.0,5251.4166829678,6016.8555456366,N/A
8,7769837794.0,6499127521.0,5412893956.0,6885996495.0,7071301150.0,1531825857.0,1305222419.0,1042108787.0,1387061584.0,1393273418.0,6955117.0,7496290.0,6588921.0,7761080.0,6893762.0,6949719.0,7662296.0,6607949.0,7489974.0,6923538.0,10008.0,9525.0,21487.0,11744.0,7721.0,23708909.0,30304625.0,37149875.0,34979259.0,21066044.0,2889317060.0,2888351310.0,2888338928.0,2889352847.0,2890371669.0,24432338.0,31428733.0,38585986.0,37030682.0,21967770.0,2348196159.0,2030002647.0,1733740549.0,2196007501.0,2165626515.0,8821.0,7489.0,18926.0,12190.0,5824.0,6688146.0,10701521.0,10880037.0,10124487.0,7690990.0,16339855.0,18038500.0,26187007.0,25005714.0,11556984.0,5713.1058337967,6540.3887036322,N/A
9,7338552183.0,6448223160.0,5677397445.0,6891106312.0,6874085468.0,1456283324.0,1294442210.0,1076310640.0,1381815324.0,1356691699.0,7049299.0,7635889.0,6776628.0,7417597.0,6928298.0,6890005.0,7696193.0,6765960.0,7426257.0,6966313.0,9029.0,9606.0,20538.0,10379.0,6853.0,25476699.0,31817775.0,38983582.0,36144105.0,21762275.0,2891203840.0,2889490276.0,2890521380.0,2889982876.0,2890522226.0,26219022.0,32881673.0,40905893.0,38860966.0,22630044.0,2266547690.0,2027739603.0,1710152439.0,2150672305.0,2163876205.0,7778.0,13504.0,20127.0,8540.0,3806.0,7772499.0,11678382.0,11289608.0,10350354.0,8570838.0,18066127.0,20281694.0,27518938.0,25640419.0,13350470.0,7975.8934026909,8549.1299488691,N/A
