,firewall_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,bridge_instructions,firewall_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,bridge_branches,firewall_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,bridge_branch-misses,firewall_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,bridge_branch-load-misses,firewall_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,bridge_cache-misses,firewall_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,bridge_cache-references,firewall_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,bridge_cycles,firewall_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,bridge_L1-dcache-load-misses,firewall_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,bridge_L1-dcache-loads,firewall_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,bridge_LLC-load-misses,firewall_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,bridge_LLC-stores,firewall_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads,bridge_LLC-loads,input_rate,output_rate,latency
<<<<<<< HEAD
0,1693734.0,5381325351.0,4014566507.0,4611692215.0,4791397600.0,356164.0,1072089704.0,793696352.0,897938144.0,933087043.0,5513.0,3921613.0,2900176.0,3458453.0,3791511.0,5513.0,3930242.0,2900508.0,3450627.0,3792242.0,5383.0,7405.0,7113.0,2317.0,2561.0,N/A,6051.0,1917.0,2732.0,3538.0,N/A,1409087638.0,1043336770.0,1162209248.0,1194531093.0,N/A,8019345.0,14410403.0,19616.0,20896.0,N/A,1705417653.0,1255312358.0,1428272231.0,1466924530.0,N/A,158.0,1082.0,201.0,77.0,N/A,788.0,451.0,440.0,581.0,N/A,7180.0,1323.0,1294.0,3050.0,131.88154746048,0.0,N/A
1,2886401480.0,6142034202.0,9224789639.0,7929123167.0,9149457946.0,526953304.0,1212780211.0,1814374206.0,1566107586.0,1752089186.0,1875153.0,4443119.0,6631528.0,6080022.0,6360339.0,1757900.0,4423781.0,6611882.0,6078668.0,6346563.0,89871.0,11133.0,4561.0,14120.0,9257.0,522468.0,461816.0,326145.0,467161.0,275815.0,1002223283.0,1971333937.0,2882590452.0,2612979488.0,2888588725.0,624958.0,12681203.0,16654720.0,970817.0,379617.0,990317654.0,1869297651.0,2670341356.0,2317572690.0,2859582183.0,5807.0,7811.0,15189.0,5888.0,769.0,120001.0,59708.0,117455.0,39404.0,2086.0,233558.0,127738.0,271700.0,386429.0,21522.0,210.1324328546,0.0,N/A
2,11371446014.0,2785958531.0,11266272209.0,2832607805.0,11535860825.0,2244548461.0,548848456.0,2219978348.0,553893415.0,2264308402.0,8239339.0,2025461.0,8185434.0,2008649.0,8224475.0,8242637.0,2019637.0,8184882.0,2173501.0,8238412.0,7924.0,4434.0,6270.0,8749.0,1476.0,1027609.0,464328.0,964522.0,515991.0,277023.0,2892782685.0,720361604.0,2891715606.0,728455852.0,2892163266.0,1386235.0,2015587.0,2409952.0,582745.0,352030.0,3524206946.0,858471707.0,3475743988.0,873174663.0,3539483135.0,7781.0,4861.0,5777.0,6721.0,778.0,364111.0,136174.0,204795.0,70124.0,128142.0,638772.0,294472.0,723195.0,419433.0,199795.0,211.28161809843,186.01070901222,N/A
3,11379566064.0,2812174252.0,11223969116.0,2778456663.0,11534852068.0,2234804758.0,555191084.0,2213735552.0,550213423.0,2271755502.0,8208778.0,2039813.0,8141545.0,1993989.0,8385114.0,8211075.0,2042334.0,8144360.0,1979385.0,8386902.0,4884.0,2217.0,32223.0,5952.0,1234.0,1025232.0,452998.0,978895.0,530737.0,257295.0,2892127105.0,725548195.0,2892129067.0,721466381.0,2892246798.0,1249854.0,1187914.0,2536041.0,558855.0,338457.0,3514878719.0,870658549.0,3466743523.0,850288141.0,3546924283.0,4403.0,2630.0,4112.0,3293.0,1013.0,360490.0,120429.0,205420.0,80791.0,91903.0,609119.0,308486.0,732146.0,449090.0,158004.0,211.33926427325,217.12433432653,N/A
4,11449070089.0,2846704450.0,11208578688.0,2828328134.0,11561895254.0,2240133248.0,561671803.0,2212143368.0,553995985.0,2280516249.0,8530323.0,2055876.0,8190039.0,2011096.0,8229472.0,8530096.0,2065159.0,8161847.0,1995404.0,8239701.0,27901.0,2546.0,4273.0,3426.0,1341.0,1006544.0,461019.0,1010903.0,458092.0,291989.0,2892071229.0,733117529.0,2892101162.0,717621086.0,2892271997.0,1145225.0,998427.0,2526979.0,644671.0,207341.0,3526207643.0,871261883.0,3476962642.0,873905048.0,3566062546.0,4364.0,2284.0,4026.0,4346.0,1875.0,362772.0,131251.0,211516.0,44261.0,78685.0,633899.0,316738.0,714337.0,401849.0,125221.0,211.37501113759,205.44145289905,N/A
5,11456853899.0,2807282616.0,11229063008.0,2850052122.0,11529047350.0,2237303582.0,554966979.0,2215565791.0,557638998.0,2275770114.0,8239269.0,2033466.0,8424484.0,2029263.0,8225496.0,8237140.0,2040785.0,8201048.0,2015460.0,8209612.0,3834.0,2296.0,6272.0,2787.0,1410.0,1032643.0,457004.0,973284.0,427967.0,263261.0,2892265754.0,723625942.0,2892232798.0,723498071.0,2892481801.0,1132812.0,705681.0,2426315.0,685685.0,285129.0,3515231212.0,869777717.0,3469681445.0,876778315.0,3544464131.0,3939.0,2007.0,4200.0,3688.0,1007.0,367296.0,134283.0,204477.0,65765.0,82177.0,624323.0,302275.0,725030.0,437810.0,183922.0,211.30818546153,216.37068970366,N/A
6,11448129918.0,2778749616.0,11159610528.0,2803744090.0,11390311571.0,2255503446.0,549149497.0,2204653254.0,549379741.0,2252240226.0,8451000.0,2011984.0,8545933.0,2009948.0,8217768.0,8450633.0,2016078.0,8180489.0,1997033.0,8445943.0,4226.0,2400.0,32505.0,2177.0,25136.0,1028362.0,465054.0,1020994.0,601431.0,378987.0,2892265210.0,715616580.0,2892143971.0,717045099.0,2892352561.0,1188697.0,1173367.0,2496345.0,743244.0,248341.0,3527352413.0,856850087.0,3464066943.0,865957514.0,3559496612.0,4338.0,1918.0,4057.0,3123.0,422.0,371391.0,146280.0,215668.0,65292.0,93477.0,631283.0,297592.0,718200.0,437548.0,150177.0,211.32053621388,209.52045784088,N/A
7,11450684166.0,2769906797.0,11146141434.0,2804990812.0,11441429848.0,2256011795.0,548014053.0,2203373772.0,551120148.0,2258308865.0,8585285.0,2006089.0,8171972.0,2021619.0,8227149.0,8571327.0,2019010.0,8170342.0,1978374.0,8226086.0,28465.0,2640.0,4801.0,2006.0,810.0,1019479.0,468076.0,987481.0,508756.0,327620.0,2891894345.0,718218233.0,2891769416.0,722920953.0,2892275864.0,1212854.0,661431.0,2572704.0,682315.0,493392.0,3513182451.0,855855583.0,3476961931.0,863673255.0,3540302357.0,4501.0,1854.0,4201.0,4060.0,778.0,362274.0,155910.0,200727.0,147202.0,119964.0,641000.0,307176.0,740076.0,482374.0,280467.0,211.29291621423,209.59336593583,N/A
8,8805127090.0,740718337.0,8068609483.0,2018376290.0,10997561983.0,1752793990.0,185078652.0,1570872049.0,424388713.0,2191307114.0,7350392.0,1030412.0,7203505.0,2311863.0,7969250.0,7713939.0,1242877.0,7303841.0,2294422.0,7995249.0,26742.0,145147.0,15310.0,49451.0,5201.0,15351597.0,5274090.0,16171369.0,2183421.0,2682245.0,2890989823.0,719413284.0,2890692892.0,725081788.0,2890932229.0,15964562.0,4551873.0,20481009.0,3897317.0,1893853.0,2766304326.0,345497439.0,2549043576.0,471207540.0,3419608354.0,26898.0,52995.0,7245.0,121476.0,3526.0,5067835.0,1203547.0,3695952.0,1031930.0,819995.0,9074012.0,2203490.0,12805878.0,4444388.0,1109812.0,1265.4601796847,263.15739430932,N/A
9,8042141602.0,1776709522.0,7662239885.0,2458174292.0,10700578265.0,1580788064.0,354577158.0,1513379081.0,504766731.0,2137520547.0,7323045.0,1885067.0,7729417.0,1770295.0,7849957.0,7144940.0,1726908.0,7676160.0,1867476.0,7970761.0,11032.0,10674.0,8349.0,30739.0,3016.0,21946299.0,6130476.0,21081095.0,2679926.0,1122209.0,2891212320.0,719690201.0,2890994056.0,716122753.0,2891690346.0,22889249.0,6424244.0,22834503.0,3640014.0,2426543.0,2487697797.0,580765501.0,2412097556.0,739299909.0,3384896173.0,11826.0,6327.0,6215.0,30016.0,1413.0,7595943.0,2192334.0,4889269.0,733928.0,1331207.0,13899202.0,3852764.0,16136376.0,3801148.0,1837704.0,7147.8272415586,1052.119431167,N/A
10,7954218379.0,1916596162.0,7864872748.0,2572851194.0,11236593309.0,1573204876.0,388210122.0,1540685603.0,524152281.0,2232084242.0,7112080.0,2229368.0,7780419.0,1828348.0,8280377.0,7088281.0,1867924.0,7735559.0,1910723.0,8344344.0,7887.0,3493.0,8068.0,22703.0,2307.0,21921219.0,6497362.0,22021125.0,2792157.0,1678480.0,2891486798.0,737534923.0,2891921709.0,736091653.0,2891771180.0,21157461.0,6688268.0,23160686.0,2387534.0,1095328.0,2568185108.0,581446166.0,2424249840.0,795333567.0,3445565678.0,6741.0,3021.0,4239.0,16822.0,3932.0,8017237.0,2330191.0,5042164.0,128919.0,510822.0,14325193.0,4156919.0,14181815.0,2580506.0,593610.0,7158.5736113369,923.70020135296,N/A
