,input_rate,output_rate,latency,firewall_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,bridge_instructions,firewall_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,bridge_branches,firewall_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,bridge_branch-misses,firewall_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,bridge_branch-load-misses,firewall_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,bridge_cache-misses,firewall_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,bridge_cache-references,firewall_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,bridge_cycles,firewall_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,bridge_L1-dcache-load-misses,firewall_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,bridge_L1-dcache-loads,firewall_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,bridge_LLC-load-misses,firewall_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,bridge_LLC-stores,firewall_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads,bridge_LLC-loads,firewall_mem-stores,nf_router_mem-stores,ndpi_stats_mem-stores,payload_scan_mem-stores,bridge_mem-stores,firewall_iTLB-loads,nf_router_iTLB-loads,ndpi_stats_iTLB-loads,payload_scan_iTLB-loads,bridge_iTLB-loads,firewall_mem-loads,nf_router_mem-loads,ndpi_stats_mem-loads,payload_scan_mem-loads,bridge_mem-loads,firewall_bus-cycles,nf_router_bus-cycles,ndpi_stats_bus-cycles,payload_scan_bus-cycles,bridge_bus-cycles
77,4942.4323953961,4912.1163204282,22.954,3270235929.0,2829226922.0,3314769916.0,2823345685.0,3252944301.0,630185893.0,551985218.0,662508866.0,546427885.0,655813604.0,3427753.0,3620193.0,3764605.0,3708545.0,3689232.0,3715046.0,3813948.0,3706670.0,3494330.0,3584488.0,3295.0,3912.0,4190.0,13364.0,3011.0,14900807.0,13221974.0,15757977.0,17940575.0,10839521.0,1459290843.0,1192671468.0,1459644956.0,1189660530.0,1394195825.0,15372605.0,13614285.0,16543319.0,18256907.0,11227921.0,961193165.0,873856545.0,972600093.0,813909074.0,964490033.0,2699.0,2748.0,4195.0,15139.0,1418.0,5077239.0,4460787.0,4979529.0,4596775.0,4179386.0,10176992.0,8117510.0,10485635.0,12872536.0,6954084.0,92261673.0,79497268.0,207320933.0,88303884.0,81755081.0,1622.0,1314.0,1999.0,1370.0,545.0,0.0,0.0,0.0,0.0,0.0,99477967.0,99416082.0,99493576.0,99147491.0,99564605.0
78,5028.5067265005,5057.3730498103,31.495,3609702260.0,2627602846.0,3184257454.0,2492771373.0,3034289348.0,738454117.0,522344840.0,628300919.0,472571598.0,606610246.0,4592745.0,3120497.0,3866286.0,4549773.0,4577107.0,4416037.0,3036761.0,3744363.0,4507598.0,4565048.0,3488.0,3902.0,4058.0,11449.0,2428.0,14642275.0,11702600.0,15000885.0,16795598.0,10184285.0,1846278562.0,1193205615.0,1492306188.0,1179794811.0,1392988634.0,15971470.0,12472993.0,16441042.0,17881920.0,10392087.0,1185802245.0,807021826.0,1007412159.0,791067311.0,911418929.0,3021.0,2431.0,3612.0,11101.0,1134.0,4870849.0,4238633.0,4997992.0,4547288.0,3568760.0,9341089.0,7814330.0,10452097.0,12285616.0,6242162.0,93153977.0,76275538.0,206003609.0,80013033.0,76720561.0,1878.0,601.0,2013.0,1830.0,887.0,0.0,0.0,0.0,0.0,0.0,99540644.0,99420584.0,99510452.0,98287527.0,99495717.0
79,4917.4627504793,4916.1545353145,40.854,2518866926.0,2527081754.0,2837320940.0,2312952756.0,2855771498.0,495973119.0,507017196.0,551296853.0,457975945.0,576939423.0,2993108.0,2881700.0,3700410.0,3461185.0,3310614.0,2934516.0,2859355.0,3605610.0,3833620.0,3199625.0,3327.0,2918.0,4714.0,12391.0,2383.0,14060632.0,11577564.0,14391812.0,15577064.0,9509730.0,1360132398.0,1191605280.0,1490572520.0,1176653382.0,1390838945.0,14697044.0,11581407.0,15716120.0,17080617.0,10060205.0,796005094.0,749846499.0,934750226.0,749665641.0,879515216.0,3012.0,3148.0,3715.0,9984.0,1234.0,4834383.0,4064743.0,4547249.0,4254185.0,3501968.0,9113888.0,7607698.0,10168404.0,11976815.0,5746846.0,74740526.0,74240126.0,194555342.0,74006212.0,72077833.0,2023.0,2086.0,2803.0,2428.0,1520.0,0.0,0.0,0.0,0.0,0.0,99339532.0,99293594.0,99394979.0,98021840.0,99357422.0
80,4872.2926709239,4873.5695033568,15.788,2006114043.0,1981534578.0,1849137057.0,1988386595.0,2415785182.0,433054783.0,439607785.0,407405883.0,459620448.0,509440099.0,3789273.0,4751780.0,2818579.0,4630071.0,6235669.0,5021469.0,4155681.0,2713183.0,5072234.0,6239696.0,5322.0,3576.0,5816.0,20683.0,2990.0,10831904.0,8407701.0,11340757.0,11990386.0,6153775.0,1489663181.0,1513820290.0,1504504403.0,1290521694.0,1729179168.0,11205221.0,8322042.0,11846095.0,12664387.0,6524004.0,624697675.0,600445676.0,656044136.0,586157975.0,735510698.0,3400.0,3107.0,4037.0,24005.0,1485.0,3306405.0,2934554.0,2838883.0,2579190.0,2151047.0,7994721.0,5230142.0,6869867.0,7342248.0,3514266.0,55909908.0,53386566.0,148823666.0,59241402.0,56683694.0,4376.0,3217.0,5106.0,5588.0,1959.0,0.0,0.0,0.0,0.0,0.0,99736433.0,99240980.0,98910137.0,94273643.0,98631409.0
81,4157.0252925777,3770.5372568106,13.129,4217829958.0,4528281023.0,3012929183.0,4625219247.0,3020809679.0,838330285.0,897119384.0,619045634.0,861261896.0,596087144.0,6902371.0,8769854.0,2952966.0,6406500.0,7967181.0,7036437.0,8747339.0,3657849.0,6805940.0,7995094.0,5191.0,5441.0,4852.0,23075.0,2377.0,10435623.0,9771099.0,11465987.0,13151902.0,8013045.0,2404303363.0,2303204043.0,1725247718.0,2075853300.0,1737768241.0,11496601.0,11283950.0,12700226.0,14467249.0,8884196.0,1179397516.0,1538805549.0,864762121.0,1235856762.0,909712655.0,2612.0,3090.0,4457.0,21885.0,2686.0,3336584.0,3176505.0,3724608.0,3409021.0,2953347.0,7856683.0,6320494.0,7945999.0,10683858.0,5424041.0,98120428.0,100165589.0,186185569.0,119312900.0,68297856.0,4488.0,1532.0,3789.0,3334.0,1843.0,0.0,0.0,0.0,0.0,0.0,100243835.0,99129280.0,99957966.0,96878258.0,99375891.0
82,4401.349188406,4201.7191366518,288.883,6299570484.0,6920432258.0,3591315599.0,5680480814.0,3159363389.0,1254535343.0,1355582612.0,712850860.0,1161113589.0,630796474.0,8452291.0,10195231.0,3986178.0,7123107.0,4181443.0,7766845.0,9933139.0,4126800.0,7836493.0,4276273.0,5245.0,3791.0,4600.0,14359.0,1378.0,15932260.0,13847305.0,16779968.0,18345767.0,12265412.0,2621464551.0,2723036199.0,1559005342.0,2287038093.0,1292864676.0,17029107.0,14088131.0,17824216.0,19294581.0,11812449.0,1981336231.0,2136486736.0,1165654478.0,1781652168.0,952277373.0,2678.0,3139.0,3587.0,12860.0,1612.0,5351431.0,4644314.0,6217152.0,4667269.0,4405150.0,10618482.0,9076224.0,10538935.0,12920849.0,6924348.0,137988243.0,148273986.0,213537411.0,135908044.0,81346856.0,1592.0,1043.0,1607.0,1893.0,910.0,0.0,0.0,0.0,0.0,0.0,99539010.0,99647143.0,99521676.0,99435214.0,99431402.0
83,5026.748253411,5031.1589793968,18.441,3375212409.0,7726873219.0,3240777717.0,6144543812.0,3615863493.0,670740913.0,1553462366.0,614376105.0,1232933169.0,722023116.0,3516930.0,9825739.0,4204578.0,8169794.0,4848512.0,4272648.0,10422682.0,4096642.0,7503223.0,4838076.0,4531.0,3474.0,4896.0,13353.0,2005.0,15332851.0,14123616.0,16760881.0,18190748.0,11371443.0,1563950538.0,2890493023.0,1326870033.0,2271594121.0,1370089271.0,16184767.0,14234771.0,17127786.0,19208755.0,11491529.0,1150790729.0,2386338841.0,944753055.0,1906162091.0,1117962745.0,3085.0,3237.0,5361.0,13188.0,1150.0,5132087.0,4583158.0,5649963.0,4900047.0,4110246.0,10262110.0,8843551.0,10503095.0,12643776.0,7221597.0,93378653.0,162387198.0,212685054.0,142352962.0,88005688.0,1112.0,1012.0,1076.0,1036.0,767.0,0.0,0.0,0.0,0.0,0.0,98946206.0,99684098.0,99475166.0,98762641.0,99348998.0
84,5059.4261526711,5061.0756585188,15.488,2728447427.0,7154673986.0,2666059140.0,4457479774.0,3447810367.0,538231467.0,1363444506.0,529725467.0,875023068.0,686039781.0,4233868.0,8564832.0,3237467.0,6348095.0,4734687.0,3952584.0,8030051.0,3210064.0,6215569.0,5004977.0,3786.0,5255.0,5035.0,12532.0,2697.0,15659698.0,13499460.0,15786157.0,17690965.0,10408212.0,1193283369.0,2700957569.0,1186172081.0,1557923811.0,1380055156.0,16263023.0,13851545.0,17296650.0,19001780.0,11237210.0,830243531.0,2170845015.0,837801704.0,1231614320.0,1052808811.0,2717.0,3343.0,4251.0,13367.0,1903.0,5192216.0,4610447.0,5126892.0,4748154.0,4080035.0,10557107.0,9056029.0,10279920.0,12963076.0,6540485.0,83348498.0,150644492.0,200102040.0,114470240.0,86917594.0,1552.0,1111.0,1717.0,1458.0,858.0,0.0,0.0,0.0,0.0,0.0,99450840.0,99627974.0,98849494.0,99059783.0,99455128.0
85,5031.822328702,5028.044055809,65.763,2288295340.0,2576014094.0,2471632781.0,2406231566.0,2688215886.0,471628468.0,500987923.0,483269715.0,500652921.0,526684135.0,3886569.0,2963859.0,2701456.0,2637771.0,5560996.0,3629825.0,2950198.0,2804470.0,3137583.0,5150719.0,3596.0,2839.0,4503.0,11855.0,1562.0,13811685.0,11587188.0,14411701.0,15990346.0,9731102.0,1192519293.0,1192343257.0,1259481589.0,1184198374.0,1292864140.0,14220680.0,11635318.0,15585689.0,17125927.0,10142929.0,702437355.0,777849486.0,777079541.0,748834849.0,841671749.0,2413.0,4901.0,4515.0,10423.0,1042.0,4617651.0,3898697.0,4724375.0,4139800.0,3595977.0,9545957.0,7481445.0,9993101.0,12043308.0,5758398.0,69615124.0,74496610.0,190080443.0,76471057.0,70439481.0,1437.0,1324.0,1573.0,1500.0,1162.0,0.0,0.0,0.0,0.0,0.0,99366837.0,99363238.0,99374336.0,98635741.0,99423509.0
86,4910.2916738208,4910.7450394427,22.605,2682446924.0,2843498664.0,3026075656.0,2625869422.0,2880895070.0,541355555.0,565466194.0,576523201.0,536913722.0,566262180.0,3451814.0,3105949.0,3254320.0,3610660.0,4259961.0,3448911.0,3194264.0,3387789.0,4574846.0,3923615.0,3384.0,4661.0,4668.0,14047.0,1816.0,14929120.0,13832469.0,15874854.0,17451899.0,10406613.0,1193849244.0,1193169516.0,1359809412.0,1180930864.0,1293121552.0,15723762.0,13555748.0,16432307.0,18528877.0,11371200.0,779407798.0,853595820.0,894673710.0,778987481.0,927038389.0,2680.0,2937.0,4055.0,12497.0,1018.0,5487343.0,4550560.0,5155616.0,4846973.0,4233614.0,10146123.0,8210066.0,10419584.0,13207924.0,7141004.0,79540902.0,81775483.0,209226191.0,84734317.0,74855667.0,1018.0,1463.0,1010.0,1050.0,827.0,0.0,0.0,0.0,0.0,0.0,99486555.0,99435551.0,99459448.0,99062732.0,99456463.0
87,5032.556351088,5033.1587359076,14.996,2650037490.0,2656688358.0,2772953601.0,2695270328.0,2852311556.0,545363783.0,543472490.0,543618093.0,532560840.0,576643707.0,4247632.0,3160011.0,3588889.0,5819873.0,3332225.0,4051384.0,3092206.0,3433710.0,5345785.0,3460098.0,3239.0,3096.0,4534.0,31652.0,1525.0,14979623.0,12989979.0,15745288.0,17280947.0,10506077.0,1193335711.0,1192944705.0,1293044297.0,1189782669.0,1292860138.0,15845699.0,13564360.0,16518380.0,17978797.0,10478214.0,810259868.0,840416521.0,863407600.0,808614611.0,834405916.0,2604.0,4721.0,4071.0,13516.0,2094.0,5006073.0,4348718.0,5062793.0,4437698.0,3828324.0,9484100.0,8305709.0,10218442.0,12543046.0,6717255.0,83293582.0,73921734.0,204301502.0,84038164.0,74135405.0,1006.0,1011.0,1343.0,1578.0,583.0,0.0,0.0,0.0,0.0,0.0,99444553.0,99424863.0,99460514.0,99135874.0,99433420.0
88,4996.4259726189,4993.2403812651,277.488,2235103662.0,2441711043.0,3437963525.0,2397823579.0,2476586271.0,479257672.0,481209667.0,668628430.0,468339769.0,510980105.0,3542399.0,3213891.0,3437374.0,3451941.0,3492232.0,3730021.0,3182411.0,3816149.0,3893697.0,3479713.0,2920.0,3424.0,5764.0,11679.0,2113.0,13407418.0,11642077.0,14614727.0,15878638.0,9875031.0,1233951547.0,1191814518.0,1595678437.0,1175530432.0,1225958398.0,14874732.0,11608572.0,15329141.0,16892276.0,9655299.0,747478766.0,754441249.0,957241464.0,760316860.0,752826612.0,2722.0,2414.0,3956.0,10156.0,1393.0,4370994.0,3753732.0,4767612.0,3978203.0,3491031.0,9200619.0,7503670.0,9961741.0,10895834.0,5462600.0,69331272.0,68814867.0,202947451.0,76130613.0,66534186.0,1630.0,827.0,1837.0,1697.0,1103.0,0.0,0.0,0.0,0.0,0.0,99302371.0,99340494.0,99456449.0,97952087.0,99381821.0
89,4852.8619016985,4855.7177739259,21.081,2771360073.0,2890203703.0,6193743199.0,2722196883.0,2583408744.0,550335073.0,575679804.0,1168320512.0,529218394.0,517679730.0,3297853.0,3252800.0,6074393.0,3159730.0,5527522.0,3501660.0,3335100.0,6460894.0,3911148.0,4901478.0,3729.0,4684.0,6428.0,15399.0,1819.0,15600913.0,13881177.0,16358735.0,17965946.0,11273240.0,1229889888.0,1193381413.0,2623652666.0,1188266525.0,1192995999.0,15980798.0,13770475.0,17316042.0,18594780.0,11860351.0,815405738.0,883177959.0,1822526468.0,781800748.0,834341134.0,3135.0,2626.0,4859.0,14733.0,1292.0,5748945.0,4591330.0,5622297.0,4772379.0,4239592.0,10366510.0,8330198.0,11151636.0,13253545.0,7169392.0,85391493.0,81764233.0,252934177.0,83858205.0,70469146.0,1469.0,1344.0,1220.0,1271.0,604.0,0.0,0.0,0.0,0.0,0.0,98819085.0,99442888.0,99633501.0,98390662.0,99407026.0
90,5026.457310638,5024.9980924295,3655.135,2941458368.0,2952807173.0,7043207020.0,2801023924.0,2737710671.0,591593778.0,617123350.0,1361995375.0,555065941.0,554705126.0,3321302.0,3769470.0,8907197.0,4741017.0,3684764.0,3236012.0,3696178.0,9103810.0,4999006.0,3783630.0,3978.0,3412.0,5810.0,14490.0,2068.0,16082309.0,14562897.0,17690080.0,18370462.0,11710298.0,1193234085.0,1194173890.0,2891727010.0,1188374124.0,1193203035.0,17205672.0,14624241.0,18326880.0,19483503.0,12228929.0,899330733.0,936954272.0,2092278399.0,841563434.0,859231315.0,3270.0,2182.0,4316.0,16237.0,1267.0,5789988.0,4655180.0,5621174.0,5301045.0,4427482.0,9834220.0,9027725.0,11862689.0,13285712.0,7605985.0,87526917.0,82427116.0,273001161.0,89481283.0,74125492.0,1241.0,1031.0,2011.0,1324.0,484.0,0.0,0.0,0.0,0.0,0.0,99432795.0,99511674.0,99725534.0,99033618.0,99435877.0
91,5054.3312267577,5057.8461654233,258.503,2588512469.0,2090203728.0,4168580011.0,2649451181.0,3020934514.0,518867788.0,494499616.0,821071081.0,584188547.0,587113378.0,3666825.0,4995973.0,8621787.0,6048444.0,10992017.0,3869952.0,5074227.0,7573878.0,5632343.0,12260318.0,4848.0,5421.0,5975.0,36545.0,2719.0,10438004.0,9552797.0,10764055.0,10876418.0,6115615.0,1893114036.0,1751720134.0,2255238807.0,1875671924.0,2070856849.0,10738962.0,9542899.0,11762595.0,12083722.0,6430834.0,692060509.0,854777608.0,1110756324.0,758532532.0,718519936.0,5686.0,3354.0,5371.0,37330.0,1776.0,3277260.0,2943019.0,3052872.0,2631811.0,2582163.0,6710735.0,5886151.0,7074413.0,7871241.0,3653937.0,69118553.0,51959523.0,190608686.0,69419929.0,70757248.0,3089.0,4177.0,4865.0,4896.0,2306.0,0.0,0.0,0.0,0.0,0.0,97853981.0,99434038.0,98476419.0,94391767.0,98552269.0
92,3914.0237752004,3587.4814476848,21.318,3223930617.0,2677996760.0,3356972116.0,2628538694.0,2776882660.0,615860662.0,581650631.0,633108325.0,503592728.0,556675879.0,5078947.0,2795598.0,5940975.0,4900313.0,5752552.0,4593114.0,2871231.0,6194342.0,4357616.0,5734267.0,3668.0,3878.0,4762.0,20849.0,4075.0,12534241.0,11052640.0,13516308.0,14971823.0,8034376.0,1692308689.0,1660149261.0,1565572016.0,1271271946.0,1557681593.0,12691132.0,11353785.0,13934069.0,14817452.0,8319303.0,843853060.0,945993009.0,916222887.0,729336036.0,783954693.0,2662.0,3215.0,3899.0,22759.0,1522.0,3184230.0,3434497.0,3811704.0,3433667.0,3881003.0,6671145.0,6588265.0,8182500.0,9906613.0,5981494.0,88333273.0,65214691.0,198897379.0,80988894.0,67770429.0,1839.0,1960.0,4115.0,2991.0,1713.0,0.0,0.0,0.0,0.0,0.0,99296562.0,99478457.0,99826401.0,95991764.0,99382828.0
93,4596.8309475765,4465.7849657126,16.234,2738978991.0,2947941679.0,2704430294.0,2726426454.0,6129704070.0,523838878.0,597806083.0,530491669.0,547281230.0,1227585113.0,3535266.0,3106961.0,3402970.0,4750702.0,12766165.0,3672520.0,3094565.0,3367824.0,4568572.0,10980003.0,2604.0,4551.0,4317.0,11893.0,2945.0,15165581.0,12284069.0,15193928.0,17320495.0,10989022.0,1260249469.0,1193847647.0,1193606745.0,1181853076.0,2591611821.0,15426761.0,12868591.0,16618253.0,18604561.0,11635518.0,838752594.0,874911573.0,815199486.0,848820955.0,1932240198.0,2284.0,2341.0,3497.0,10190.0,3197.0,4962348.0,4408032.0,5047207.0,4736674.0,3782565.0,9651759.0,7926123.0,10263712.0,12970822.0,6608480.0,80913052.0,83356273.0,200694123.0,85752308.0,131103923.0,1309.0,1196.0,621.0,615.0,677.0,0.0,0.0,0.0,0.0,0.0,99468348.0,99502600.0,99462185.0,99174385.0,99676568.0
94,5022.5586819211,5015.627203996,12.547,2670383070.0,2948228587.0,2584475439.0,2935076502.0,7325486309.0,543362677.0,584598833.0,505259580.0,594614391.0,1443509049.0,3610733.0,3211476.0,3125088.0,4504672.0,10058383.0,3400199.0,3697549.0,3137770.0,4417247.0,10302819.0,4803.0,3814.0,4648.0,12616.0,3264.0,14913288.0,13008916.0,15598923.0,18140555.0,11749767.0,1192895121.0,1193074617.0,1192904776.0,1191844225.0,2857075539.0,16330751.0,13005811.0,16550048.0,19308695.0,12244612.0,855222579.0,870021854.0,837427420.0,901650397.0,2235205681.0,2163.0,2248.0,4115.0,11724.0,2700.0,5396533.0,4558327.0,5234663.0,5179051.0,4026312.0,10336262.0,8673829.0,10553616.0,13382237.0,7226722.0,80971885.0,82703736.0,196130068.0,90525833.0,154200133.0,933.0,1297.0,1632.0,2468.0,658.0,0.0,0.0,0.0,0.0,0.0,99419328.0,99441420.0,99410712.0,99299315.0,99672175.0
95,5083.695489813,5093.5093248734,1292.025,2746496818.0,3015663389.0,2799867436.0,2946218425.0,7246146080.0,550307625.0,601574987.0,535469510.0,569134415.0,1433867347.0,4110992.0,3676715.0,3733965.0,4286184.0,17140631.0,3898982.0,3572567.0,3558833.0,4486884.0,14554557.0,3257.0,15434.0,4880.0,13225.0,2576.0,16252633.0,13633959.0,15844616.0,19083177.0,11620531.0,1193416700.0,1193349154.0,1193366120.0,1191937471.0,2890365235.0,16265278.0,13931754.0,17302887.0,19621996.0,12328660.0,823148538.0,908258684.0,866260319.0,883331418.0,2288543734.0,2312.0,2507.0,4377.0,12178.0,2022.0,5496970.0,4939220.0,5486783.0,5079937.0,4205914.0,10291472.0,8508134.0,10433032.0,13375062.0,7734904.0,84466262.0,83742244.0,204951695.0,90055612.0,148952741.0,940.0,1150.0,1343.0,1379.0,724.0,0.0,0.0,0.0,0.0,0.0,99444149.0,99455154.0,99446791.0,99315729.0,99683874.0
96,5090.1920475667,5087.9308861562,16.326,2458850760.0,2591021885.0,2482137983.0,2582486390.0,4081880535.0,495312635.0,506428267.0,475555314.0,524833449.0,775963380.0,3160843.0,3525164.0,2921299.0,5812094.0,7380588.0,3038693.0,3396912.0,2948215.0,6126253.0,7847315.0,3377.0,2740.0,4789.0,9952.0,2084.0,14311202.0,12275875.0,15203432.0,16538699.0,9340389.0,1192988634.0,1192600033.0,1193144676.0,1190675318.0,1757859898.0,15079390.0,12504729.0,15837156.0,17272322.0,9506212.0,760748363.0,820551264.0,771533113.0,797667335.0,1177558740.0,2642.0,2525.0,3815.0,11265.0,1692.0,4464973.0,3969956.0,4412603.0,4019605.0,3598047.0,9380948.0,7924787.0,9574208.0,11308907.0,6087576.0,76718010.0,70799028.0,192591541.0,81903888.0,96605179.0,1611.0,1688.0,2547.0,2300.0,623.0,0.0,0.0,0.0,0.0,0.0,99403334.0,99402260.0,99420705.0,99202627.0,99460711.0
97,4923.3954306527,4930.5530060097,19.277,2207625814.0,2422185796.0,2697348119.0,2375291767.0,2363798134.0,442247673.0,485162541.0,518997000.0,491546862.0,469817609.0,3819494.0,2959710.0,2992360.0,4435916.0,4932431.0,3575126.0,2888721.0,2993512.0,4287233.0,4622141.0,3666.0,2492.0,3909.0,7682.0,1254.0,13380762.0,11315017.0,14488101.0,15572500.0,8865446.0,1193129656.0,1192634048.0,1371154090.0,1189433407.0,1192671330.0,13896319.0,11684858.0,15358538.0,16388750.0,9233166.0,674345125.0,767859843.0,814304677.0,718251727.0,722468964.0,2117.0,3083.0,3652.0,6953.0,1143.0,4251587.0,3841370.0,4228670.0,3982644.0,3652128.0,8670574.0,7183880.0,9963465.0,11350537.0,5610634.0,70352955.0,69498790.0,198711243.0,76584097.0,63825092.0,1447.0,1104.0,2205.0,1899.0,500.0,0.0,0.0,0.0,0.0,0.0,99421543.0,99393922.0,99510898.0,99095533.0,99394315.0
98,4888.9902422004,4884.7720774572,27.872,2078777130.0,2470011494.0,2561269445.0,2269488125.0,2324204253.0,420997391.0,488365675.0,488394028.0,435924760.0,472135928.0,3199450.0,2745962.0,2944137.0,4369441.0,4116831.0,3008699.0,2716340.0,3047269.0,3913312.0,3782665.0,3716.0,2515.0,4311.0,8819.0,1268.0,13401636.0,11082872.0,14076485.0,15931109.0,9125452.0,1194231842.0,1192404744.0,1392497561.0,1177193116.0,1192567942.0,14114376.0,11300976.0,15128755.0,15901174.0,9359721.0,672009168.0,698790253.0,820023275.0,713584758.0,726114373.0,3328.0,2053.0,4925.0,9626.0,1121.0,4489200.0,3728085.0,4668758.0,3976319.0,3419543.0,9076762.0,7127097.0,9870828.0,11436803.0,5219266.0,69896905.0,69488496.0,185889836.0,73311554.0,64590824.0,1229.0,1010.0,1550.0,1109.0,1337.0,0.0,0.0,0.0,0.0,0.0,99502830.0,99357349.0,99440190.0,98105846.0,99381380.0
99,4837.4761375031,4833.8404162079,26.339,2065930675.0,2396587939.0,2554682549.0,2241136135.0,2281684470.0,415401468.0,487713387.0,476940088.0,460919742.0,447169253.0,3522543.0,3118294.0,2590226.0,3368246.0,3572682.0,3297690.0,2994045.0,2679534.0,3358329.0,4666584.0,2880.0,2532.0,3928.0,7891.0,1394.0,14215804.0,11598343.0,14015423.0,15699024.0,8628561.0,1192562260.0,1192347511.0,1335729493.0,1189526800.0,1192441789.0,13593173.0,11531304.0,15501648.0,15734971.0,9072075.0,632899253.0,723098539.0,788991921.0,701671167.0,706108009.0,2267.0,2037.0,3898.0,7959.0,912.0,4340870.0,3964328.0,4001749.0,3935187.0,3567838.0,8941530.0,7191000.0,9608553.0,11148728.0,5711551.0,66302108.0,67998879.0,196386475.0,73675733.0,64190855.0,1100.0,1664.0,1640.0,1716.0,975.0,0.0,0.0,0.0,0.0,0.0,99387440.0,99369921.0,99431899.0,98315504.0,99354956.0
100,4851.7738351131,4844.1528326475,17.863,2216256565.0,2439383780.0,2202171748.0,2289095638.0,2351147447.0,445789205.0,482173943.0,424923009.0,486725275.0,458133315.0,4554952.0,2599088.0,2894943.0,5887913.0,4270300.0,4034143.0,2614165.0,2891903.0,5436537.0,3870899.0,3218.0,2359.0,4125.0,10956.0,1469.0,13712993.0,10838450.0,13788444.0,15290247.0,8850171.0,1249321180.0,1191965979.0,1191928011.0,1189793690.0,1192367243.0,13941520.0,10854642.0,15169195.0,16234063.0,9396207.0,671956495.0,733751353.0,714893841.0,721260334.0,743050786.0,1911.0,2077.0,3445.0,9885.0,1666.0,4616465.0,3959008.0,4297027.0,4128271.0,3369125.0,8962507.0,7218423.0,9475537.0,11751446.0,5087455.0,69557199.0,69942173.0,181531697.0,74418559.0,64523758.0,1468.0,1712.0,2070.0,1629.0,1043.0,0.0,0.0,0.0,0.0,0.0,99393796.0,99376776.0,99349641.0,99128766.0,99396209.0
