,input_rate,output_rate,latency,firewall_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,bridge_instructions,firewall_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,bridge_branches,firewall_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,bridge_branch-misses,firewall_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,bridge_branch-load-misses,firewall_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,bridge_cache-misses,firewall_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,bridge_cache-references,firewall_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,bridge_cycles,firewall_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,bridge_L1-dcache-load-misses,firewall_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,bridge_L1-dcache-loads,firewall_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,bridge_LLC-load-misses,firewall_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,bridge_LLC-stores,firewall_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads,bridge_LLC-loads,firewall_mem-stores,nf_router_mem-stores,ndpi_stats_mem-stores,payload_scan_mem-stores,bridge_mem-stores,firewall_iTLB-loads,nf_router_iTLB-loads,ndpi_stats_iTLB-loads,payload_scan_iTLB-loads,bridge_iTLB-loads,firewall_mem-loads,nf_router_mem-loads,ndpi_stats_mem-loads,payload_scan_mem-loads,bridge_mem-loads
0,440.98128783425,407.8872147651,11.657,9790964293.0,10148671985.0,10050954438.0,9971851270.0,9984052821.0,1914260769.0,2015088854.0,1950961438.0,1988789913.0,1985452334.0,7781281.0,8058347.0,7884905.0,7923333.0,7718145.0,7687599.0,8060342.0,7881358.0,7923135.0,7717975.0,3752.0,3219.0,4539.0,4069.0,3505.0,9082969.0,8323620.0,9172946.0,9494045.0,6982883.0,2723614356.0,2892924299.0,2893006122.0,2892911233.0,2892557042.0,9786165.0,9028606.0,9856417.0,10331305.0,7208469.0,2964811156.0,3175777883.0,3072327660.0,3132400171.0,3122872791.0,1301.0,663.0,1326.0,1213.0,500.0,3064529.0,3068522.0,3199924.0,3383046.0,3007376.0,6005450.0,5231703.0,6051978.0,6000778.0,3863596.0,0.0,0.0,0.0,0.0,0.0,111.0,74.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
1,1812.8475110479,1969.7569155932,7.808,9966570516.0,10245767240.0,10052247117.0,10088597155.0,10066416683.0,1970727345.0,2027112368.0,1960317945.0,1996006926.0,1987666053.0,7825035.0,8093766.0,7947827.0,7817203.0,7922149.0,7826193.0,8098291.0,7949371.0,7816161.0,7923663.0,4919.0,2367.0,3572.0,2666.0,1386.0,8948811.0,8170675.0,9283597.0,9298017.0,6824934.0,2891899082.0,2891966682.0,2892338782.0,2892020345.0,2891808205.0,9713092.0,8938782.0,9727254.0,10218785.0,7114490.0,3061928019.0,3151038677.0,3059220499.0,3124160986.0,3116571830.0,2209.0,2070.0,2835.0,1501.0,1751.0,2888670.0,2893724.0,3119549.0,3308280.0,2957309.0,5561549.0,4819656.0,5993597.0,5746710.0,3620936.0,0.0,0.0,0.0,0.0,0.0,58.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2112.9808138235,2109.0891930794,12.333,9875208289.0,10090173692.0,10051614775.0,10007692924.0,9384215078.0,1959143989.0,2002246199.0,1959072565.0,1966031852.0,1838336369.0,8181180.0,7983940.0,7906328.0,7713392.0,7191391.0,8185788.0,7988307.0,7907830.0,7709840.0,7189371.0,6456.0,3754.0,4951.0,4118.0,3162.0,8552670.0,7795768.0,8888790.0,9061557.0,6591577.0,2891569602.0,2892018262.0,2891656426.0,2891835111.0,2706065891.0,9235365.0,8454937.0,9276767.0,9767583.0,6733305.0,3096409179.0,3169748229.0,3065060014.0,3090758448.0,2910103860.0,6852.0,2413.0,4251.0,2639.0,988.0,2839197.0,2847603.0,2978642.0,3162293.0,2860517.0,5466236.0,4716846.0,5841652.0,5691110.0,3557117.0,0.0,0.0,0.0,0.0,0.0,58.0,50.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2113.0249995911,2111.024570716,10.726,9936733891.0,10210076309.0,9436915250.0,10192095640.0,10174909919.0,1963966001.0,2019581403.0,1853562589.0,1997758202.0,1989447831.0,7783335.0,8089553.0,7630190.0,7813161.0,7751252.0,7780141.0,8086369.0,7628841.0,7811853.0,7751801.0,1720.0,1260.0,1811.0,1370.0,975.0,9040160.0,8309677.0,9384559.0,9530221.0,7021772.0,2891805339.0,2891808939.0,2721967292.0,2891801812.0,2891699277.0,9779817.0,9053633.0,9772128.0,10312580.0,7199295.0,3059312186.0,3132261123.0,2773847777.0,3124998769.0,3119482561.0,2501.0,2116.0,3330.0,2446.0,2021.0,3065186.0,3083485.0,3224662.0,3480508.0,3096040.0,5858752.0,5111326.0,6151854.0,5958704.0,3864430.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2112.9109224137,2110.0493585816,13.517,9830026214.0,10124446702.0,10019913845.0,10173543507.0,10157337640.0,1948675036.0,2008015147.0,1969492571.0,1978520646.0,1970848316.0,7820270.0,8584968.0,8057133.0,7889615.0,7692240.0,7823526.0,8595405.0,8058289.0,7890822.0,7690259.0,2126.0,1960.0,3034.0,2426.0,1766.0,9106859.0,8348974.0,9387845.0,9605396.0,7064931.0,2891410346.0,2891875765.0,2891627029.0,2891736181.0,2891427815.0,9847646.0,9059581.0,9855625.0,10356881.0,7219950.0,3074543513.0,3152341095.0,3051677323.0,3102266370.0,3095959793.0,1484.0,1022.0,2356.0,2025.0,1515.0,3157394.0,3169146.0,3226635.0,3483552.0,3097039.0,5951581.0,5185324.0,6162290.0,6103004.0,3953113.0,0.0,0.0,0.0,0.0,0.0,58.0,8.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2113.1311535222,2110.22818208,9.924,10005795041.0,10348123323.0,9912697679.0,10177628389.0,10162779996.0,1938956989.0,2007180164.0,1953497797.0,2010039529.0,2001988542.0,7935556.0,8164747.0,7912276.0,7943251.0,7684389.0,7935695.0,8165201.0,8009364.0,7942325.0,7686296.0,2777.0,2237.0,3351.0,2695.0,1998.0,9190053.0,8417825.0,9314929.0,9470793.0,6962554.0,2891807000.0,2891845787.0,2891900306.0,2891898420.0,2891719551.0,9952980.0,9134629.0,9912120.0,10465463.0,7302250.0,3071216933.0,3173893346.0,3078067135.0,3126036914.0,3118239686.0,1713.0,563.0,1700.0,1563.0,1200.0,3154957.0,3149424.0,3221827.0,3493034.0,3108598.0,5878560.0,5109187.0,6199928.0,6076484.0,3949453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0
6,2112.8169038525,2110.8644039338,10.899,10033931888.0,10343265641.0,9928000065.0,10174993876.0,10162665831.0,1961535894.0,2023855108.0,1956962177.0,2008785074.0,2001517150.0,7954170.0,8101975.0,7919023.0,7802732.0,7743803.0,7956924.0,8103904.0,7918890.0,7804877.0,7744104.0,1746.0,1375.0,2231.0,2006.0,935.0,9184612.0,8420399.0,9448062.0,9593372.0,7053617.0,2891922163.0,2891997529.0,2891794787.0,2891943394.0,2891848656.0,9792825.0,9001698.0,9863425.0,10359754.0,7200567.0,3060865426.0,3150231146.0,3055127534.0,3077332291.0,3098261675.0,2372.0,1339.0,1439.0,2251.0,1431.0,3140817.0,3145079.0,3099719.0,3389166.0,3016581.0,5989985.0,5214971.0,6139813.0,6060081.0,3927954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,113.0,77.0,0.0,0.0,0.0,0.0,0.0
7,2113.1186922459,2109.3808821619,10.868,10050594691.0,10353136906.0,9811103009.0,10174011971.0,10156155623.0,1967213757.0,2027356069.0,1939359031.0,2009108748.0,2001110043.0,7627389.0,8048849.0,7850722.0,8028095.0,7736064.0,7563999.0,8043161.0,8176223.0,7983958.0,7810776.0,28269.0,1828.0,2523.0,2567.0,1678.0,9172286.0,8357403.0,9296804.0,9453076.0,6937344.0,2891832540.0,2891980962.0,2891806827.0,2891878697.0,2891809183.0,9847768.0,9077765.0,9855256.0,10397196.0,7259234.0,3058534994.0,3148889568.0,3052625558.0,3096474013.0,3095081484.0,1538.0,988.0,1188.0,1313.0,913.0,3175588.0,3185961.0,3234002.0,3515904.0,3130269.0,6029229.0,5260332.0,6224475.0,6117654.0,3964950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,75.0,33.0,0.0,0.0,0.0,0.0,0.0
8,2113.0077700297,2108.8297103303,10.553,10037288908.0,10345551994.0,9809119882.0,9957879997.0,9947816532.0,1979018707.0,2041625359.0,1940166340.0,1977809276.0,1971138632.0,7877613.0,8115299.0,8010782.0,7751081.0,7830954.0,7874483.0,8117039.0,8010974.0,7812190.0,7754905.0,1595.0,930.0,1485.0,1315.0,920.0,9209513.0,8444939.0,9445163.0,9582738.0,7064662.0,2891671361.0,2891815128.0,2891710280.0,2891615216.0,2891800505.0,9944661.0,9146307.0,9965311.0,10455982.0,7314651.0,3076507744.0,3169716279.0,3074079798.0,3121356738.0,3116014317.0,2288.0,2600.0,1363.0,1816.0,1915.0,3126500.0,3136163.0,3126612.0,3449642.0,3069869.0,6016499.0,5256424.0,6170514.0,6031125.0,3913182.0,0.0,0.0,0.0,0.0,0.0,353.0,46.0,93.0,148.0,74.0,0.0,0.0,0.0,0.0,0.0
9,2112.976158359,2110.4934233897,8.304,10022789536.0,10331739661.0,9916343618.0,10053291383.0,10036718214.0,1977129432.0,2039158584.0,1954114419.0,1989600952.0,1982073168.0,7632633.0,8051544.0,7910087.0,7799724.0,7735533.0,7631861.0,8048840.0,7910736.0,7759755.0,8071941.0,2411.0,10023.0,2521.0,2351.0,2055.0,9124201.0,8372598.0,9407794.0,9496832.0,6976888.0,2891767945.0,2891752292.0,2891773757.0,2891730037.0,2891783632.0,9886518.0,9091190.0,9927712.0,10393716.0,7239322.0,3053165993.0,3144386482.0,3050868116.0,3093576927.0,3090059315.0,2070.0,1695.0,1376.0,1139.0,583.0,3144668.0,3155044.0,3155805.0,3386945.0,3016850.0,6039453.0,5264450.0,6054981.0,6060487.0,3929986.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,67.0,58.0,67.0,0.0,0.0,0.0,0.0,0.0
