,input_rate,output_rate,latency,firewall_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,bridge_instructions,firewall_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,bridge_branches,firewall_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,bridge_branch-misses,firewall_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,bridge_branch-load-misses,firewall_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,bridge_cache-misses,firewall_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,bridge_cache-references,firewall_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,bridge_cycles,firewall_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,bridge_L1-dcache-load-misses,firewall_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,bridge_L1-dcache-loads,firewall_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,bridge_LLC-load-misses,firewall_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,bridge_LLC-stores,firewall_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads,bridge_LLC-loads,firewall_mem-stores,nf_router_mem-stores,ndpi_stats_mem-stores,payload_scan_mem-stores,bridge_mem-stores,firewall_iTLB-loads,nf_router_iTLB-loads,ndpi_stats_iTLB-loads,payload_scan_iTLB-loads,bridge_iTLB-loads,firewall_mem-loads,nf_router_mem-loads,ndpi_stats_mem-loads,payload_scan_mem-loads,bridge_mem-loads
0,206.15761226767,0.0,15.543,1694837.0,2659951025.0,1970943602.0,2146959035.0,2992953465.0,356512.0,500407778.0,377188408.0,426251666.0,542740565.0,6331.0,2947312.0,1719866.0,2454268.0,3242999.0,6331.0,2825532.0,2226704.0,2270063.0,2916485.0,5322.0,8409.0,8383.0,8987.0,17172.0,,43109.0,28535.0,31312.0,41634.0,,779312607.0,588043365.0,647896213.0,821522788.0,,1083533.0,65852.0,6054163.0,87473.0,,808491960.0,603681505.0,665084868.0,872839094.0,,1011.0,350.0,84.0,1036.0,,1750.0,1338.0,2007.0,1373.0,,27183.0,41660.0,30399.0,24408.0,,43358930.0,33944742.0,35748316.0,50259034.0,,513.0,617.0,609.0,589.0,,0.0,0.0,0.0,0.0
1,513.30862916167,0.0,1110.598,1774364570.0,4213809182.0,3866033580.0,3650421955.0,5267303198.0,336142297.0,822785475.0,773921979.0,706253771.0,1029596638.0,1678066.0,3522625.0,4152645.0,3090571.0,4627297.0,1593867.0,3347216.0,3888538.0,2890263.0,4831181.0,64759.0,2167.0,5053.0,23355.0,12377.0,1172553.0,1301083.0,1154241.0,1484769.0,1067626.0,612660742.0,1291116524.0,1291256696.0,1191309778.0,1571065097.0,1204726.0,2248035.0,1187217.0,6729407.0,1315519.0,510122859.0,1321138537.0,1336972118.0,1113398014.0,1645649224.0,53228.0,3633.0,8210.0,7598.0,3684.0,335823.0,406433.0,373111.0,373103.0,401183.0,859316.0,728165.0,981038.0,976328.0,716195.0,32909783.0,72267722.0,75726194.0,63588365.0,88807100.0,1204.0,1360.0,2218.0,1733.0,1132.0,0.0,0.0,0.0,0.0,0.0
2,528.29269287432,442.32045365652,38.774,3632771535.0,3833374057.0,3888887007.0,3687981793.0,4304500097.0,721967771.0,774569352.0,761261472.0,724921930.0,869214477.0,3373384.0,3210829.0,3031206.0,3236105.0,4238489.0,3208849.0,3214792.0,3036523.0,3143864.0,4075271.0,12362.0,2366.0,20169.0,8508.0,1801.0,2324660.0,2202312.0,2426439.0,2694316.0,1819974.0,1191350315.0,1291363624.0,1392432532.0,1190985537.0,1410797779.0,2460842.0,2445083.0,2521067.0,3071255.0,2022788.0,1172516708.0,1263755819.0,1247238869.0,1124702780.0,1374254433.0,7818.0,2159.0,5665.0,9604.0,1091.0,772860.0,825692.0,701071.0,669113.0,652215.0,1509070.0,1364018.0,1710382.0,1830674.0,1157095.0,63257851.0,67612520.0,80694225.0,66450957.0,75624820.0,2073.0,1130.0,2545.0,1506.0,1041.0,0.0,0.0,0.0,0.0,0.0
3,528.15016838184,528.16292145996,1670.864,3659136188.0,4206891336.0,3842776357.0,3689503948.0,3929808408.0,741694297.0,857066737.0,760689679.0,743996217.0,795566891.0,3255737.0,4150380.0,3311908.0,2799809.0,2793419.0,3481335.0,3957682.0,3190404.0,2914269.0,3190150.0,10196.0,3187.0,3973.0,9601.0,11769.0,2411411.0,2258764.0,2507300.0,2830896.0,1869067.0,1184163578.0,1292894322.0,1193159658.0,1193046786.0,1188998111.0,2507138.0,2612132.0,2643828.0,3098536.0,2132950.0,1190412368.0,1289185293.0,1151012580.0,1191689134.0,1207313465.0,11316.0,2683.0,4457.0,8418.0,967.0,815948.0,879901.0,730224.0,738677.0,703822.0,1505113.0,1481985.0,1764105.0,1922524.0,1267227.0,64477944.0,74745190.0,78572117.0,66305039.0,69694655.0,1091.0,635.0,1305.0,767.0,592.0,0.0,0.0,0.0,0.0,0.0
4,528.28416281289,528.31208556381,12.313,3833639521.0,4453976682.0,3711027757.0,4181950041.0,3907107450.0,721226747.0,902325856.0,760894661.0,871946860.0,784094588.0,3022840.0,3446726.0,3147917.0,3580499.0,3429992.0,3017012.0,3497997.0,3097783.0,3854150.0,3234290.0,10241.0,2599.0,6535.0,9133.0,1406.0,2273315.0,2275870.0,2561385.0,2641531.0,1861472.0,1191542496.0,1364358326.0,1191599114.0,1423753599.0,1185801275.0,2484472.0,2507152.0,2657296.0,3016071.0,1967387.0,1157468839.0,1270858203.0,1192458419.0,1358544201.0,1118885175.0,10496.0,2438.0,4769.0,9551.0,1139.0,773120.0,824989.0,700335.0,756894.0,650019.0,1483057.0,1396870.0,1638473.0,1912513.0,1158560.0,67936912.0,76294939.0,76743052.0,74538394.0,67242337.0,1489.0,1417.0,2331.0,2061.0,1260.0,0.0,0.0,0.0,0.0,0.0
5,528.11494627252,528.10297311416,229.351,3610275606.0,4312563737.0,3711666764.0,4018149698.0,3693596725.0,744973074.0,840505253.0,720040720.0,785624031.0,719306039.0,2736318.0,3177858.0,3070598.0,3075291.0,4570246.0,2789847.0,3417569.0,2996925.0,3039628.0,4088883.0,9754.0,3535.0,5664.0,9148.0,1573.0,2329075.0,2240734.0,2477322.0,2600799.0,1801643.0,1193323200.0,1391783560.0,1191971221.0,1325871638.0,1188425262.0,2420307.0,2581430.0,2588701.0,3038978.0,1984604.0,1101931520.0,1368429631.0,1111494687.0,1224338492.0,1171812195.0,8120.0,2529.0,5048.0,7450.0,926.0,779348.0,762809.0,696947.0,686122.0,620415.0,1465232.0,1328656.0,1707371.0,1887690.0,1088712.0,64864255.0,76008796.0,77802354.0,72791556.0,65285339.0,1659.0,1589.0,1673.0,1868.0,1260.0,0.0,0.0,0.0,0.0,0.0
6,528.11572632004,528.0890316149,564.659,3907806019.0,4391154814.0,6458728524.0,3910046349.0,4243870751.0,736445872.0,866987999.0,1326072769.0,763519155.0,832108202.0,2896760.0,4708456.0,7890451.0,2934213.0,4485242.0,2909190.0,4452258.0,8640826.0,2920047.0,4412110.0,7426.0,2935.0,4611.0,8866.0,1494.0,2422123.0,2290274.0,2518235.0,2703262.0,1881107.0,1193336674.0,1392631221.0,2120876625.0,1235879484.0,1320914689.0,2501048.0,2672383.0,2702367.0,3031347.0,2042937.0,1200247330.0,1426338385.0,2144639062.0,1178697013.0,1372512697.0,10938.0,2126.0,3671.0,8668.0,2175.0,760003.0,843996.0,708323.0,674046.0,663383.0,1422770.0,1403936.0,1774248.0,1895302.0,1164051.0,68343946.0,76627418.0,117259668.0,70311714.0,73615372.0,1004.0,1017.0,1483.0,1198.0,757.0,0.0,0.0,0.0,0.0,0.0
7,528.13344658958,528.17113461435,153.37,3132475624.0,3474040888.0,7396295360.0,4017311698.0,3319068701.0,617986481.0,714329962.0,1409390492.0,777638367.0,667770836.0,2877830.0,4691972.0,9645641.0,3917453.0,4952394.0,2800902.0,5191991.0,8915722.0,3640301.0,4317948.0,32283.0,4837.0,13123.0,20337.0,4070.0,2268952.0,2147044.0,2459842.0,2812873.0,1628426.0,1494049088.0,1549732599.0,2423492543.0,1590945872.0,1482578951.0,2630825.0,2297709.0,2616519.0,3353615.0,1867638.0,1173809972.0,1115299159.0,2065129992.0,1075672827.0,1118806027.0,14403.0,2494.0,8008.0,27646.0,2405.0,787638.0,763065.0,519590.0,656905.0,590848.0,1515929.0,1536386.0,2018746.0,1883404.0,1203803.0,53745991.0,58135304.0,140475502.0,72927949.0,55962038.0,2471.0,1022.0,2008.0,1725.0,1080.0,0.0,0.0,0.0,0.0,0.0
8,669.50650069949,662.81418663,17.977,5530922999.0,3741258292.0,3694198173.0,3777213449.0,4322927995.0,1174795556.0,713897025.0,740513465.0,778912212.0,831823475.0,6949681.0,4756941.0,4220945.0,6458760.0,7208596.0,6115818.0,5974180.0,4635946.0,6006747.0,7171758.0,27540.0,4788.0,12865.0,24150.0,3724.0,3381226.0,3069529.0,3730921.0,4203259.0,2768104.0,2156356117.0,1804889960.0,1729852206.0,1803732989.0,1752551469.0,3659212.0,4035852.0,3856168.0,5093788.0,3165294.0,1464183553.0,1173180782.0,1073694303.0,1400969119.0,1233296105.0,33791.0,3924.0,10594.0,22167.0,2904.0,1151066.0,1098424.0,1033341.0,930213.0,882989.0,2477727.0,2089675.0,2608104.0,2919625.0,1694105.0,92932077.0,70333234.0,92977762.0,67339169.0,79055359.0,2440.0,1965.0,5020.0,2429.0,1768.0,0.0,0.0,0.0,0.0,0.0
9,1050.742652101,960.77170277111,460.432,3510408192.0,4211775659.0,3531659530.0,4341959782.0,5675758887.0,698215693.0,792629786.0,701095462.0,854275767.0,1177267839.0,2858148.0,3334670.0,2745978.0,3959859.0,5041888.0,2889169.0,3380263.0,2716894.0,3826111.0,5891664.0,21715.0,3644.0,8325.0,14450.0,2855.0,4142320.0,4094730.0,4410462.0,4763975.0,3301049.0,1331432313.0,1491099940.0,1192173653.0,1580739190.0,1965549745.0,4418368.0,4269787.0,4650658.0,5640161.0,3481663.0,1259101874.0,1301965173.0,1055789039.0,1432842311.0,1736749990.0,15927.0,44444.0,51656.0,46891.0,1940.0,1485060.0,1425602.0,1242804.0,1210828.0,1169419.0,2827235.0,2457094.0,3077980.0,3441283.0,2012111.0,67375551.0,76025027.0,92284153.0,80538922.0,99687876.0,1584.0,1614.0,2120.0,2347.0,1180.0,0.0,0.0,0.0,0.0,0.0
