,firewall_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,bridge_instructions,firewall_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,bridge_branches,firewall_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,bridge_branch-misses,firewall_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,bridge_branch-load-misses,firewall_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,bridge_cache-misses,firewall_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,bridge_cache-references,firewall_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,bridge_cycles,firewall_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,bridge_L1-dcache-load-misses,firewall_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,bridge_L1-dcache-loads,firewall_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,bridge_LLC-load-misses,firewall_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,bridge_LLC-stores,firewall_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads,bridge_LLC-loads,input_rate,output_rate,latency
0,1694376.0,5247445298.0,4284300980.0,4178156452.0,4598598311.0,355648.0,1046526121.0,842905380.0,842334853.0,906751125.0,6324.0,4101638.0,3065293.0,3466897.0,3326151.0,6324.0,4093798.0,3043961.0,3570627.0,3349022.0,3578.0,8687.0,6972.0,8014.0,15074.0,N/A,6523.0,2791.0,2031.0,3566.0,N/A,1376416711.0,1240307259.0,1200340264.0,1336100600.0,N/A,17962458.0,14108802.0,19896.0,835516.0,N/A,1649739273.0,1476535113.0,1455952203.0,1445150691.0,N/A,189.0,134.0,104.0,318.0,N/A,835.0,1060.0,363.0,506.0,N/A,3200.0,1462.0,1570.0,1748.0,130.84005271348,0.0,N/A
1,3040954956.0,8420397682.0,8663657189.0,8820079457.0,9362195697.0,559871917.0,1656733264.0,1727430040.0,1696618515.0,1846494589.0,1984927.0,6114885.0,6329117.0,6611909.0,6727468.0,1876897.0,6093988.0,6429342.0,6554225.0,6773962.0,102651.0,8833.0,4627.0,22705.0,3318.0,459205.0,631799.0,513022.0,618712.0,497981.0,1011005454.0,2889571436.0,2889784283.0,2890095122.0,2890318123.0,654946.0,12034282.0,12283289.0,908436.0,575663.0,801690089.0,2543532982.0,2602725065.0,2525158813.0,2756291599.0,10438.0,1390.0,51325.0,5510.0,2200.0,117396.0,210566.0,191352.0,166718.0,130001.0,229722.0,403200.0,444833.0,412190.0,210698.0,209.54342604234,0.0,N/A
2,11271800681.0,11223793159.0,11126823591.0,11186810253.0,11408801006.0,2228534798.0,2215157854.0,2198214799.0,2205457145.0,2247451444.0,8185510.0,8463100.0,8328971.0,8096811.0,8593759.0,8185894.0,8462898.0,8327413.0,8103073.0,8586645.0,8536.0,8765.0,5828.0,3306.0,1632.0,1069875.0,1054038.0,1207843.0,1156378.0,812940.0,2891902724.0,2892441375.0,2891748235.0,2892164832.0,2892430184.0,1614010.0,2236065.0,2191398.0,1278884.0,898711.0,3503500138.0,3473504685.0,3469537919.0,3439569906.0,3512699306.0,6765.0,8094.0,4626.0,3473.0,863.0,367784.0,384008.0,333291.0,360360.0,329448.0,681954.0,628215.0,839906.0,784451.0,466702.0,211.33071582153,199.53371696804,N/A
3,11264118706.0,11259621123.0,11145471637.0,11195176910.0,11333826310.0,2226747168.0,2201794847.0,2195203665.0,2207639587.0,2236573957.0,8490064.0,8109058.0,8341890.0,8073726.0,8191960.0,8484434.0,8111119.0,8343060.0,8076883.0,8474217.0,7104.0,1936.0,20009.0,3267.0,1140.0,1075510.0,1028839.0,1210160.0,1192247.0,827567.0,2892182798.0,2892606461.0,2892310102.0,2892190187.0,2892531436.0,1918323.0,2659488.0,2127909.0,1297142.0,939456.0,3516703264.0,3469185409.0,3454044954.0,3447185937.0,3502744926.0,7115.0,1959.0,4964.0,3001.0,1209.0,355142.0,395535.0,326985.0,358672.0,326718.0,710283.0,606989.0,854734.0,778579.0,475624.0,211.17866581186,211.16345797275,N/A
4,11355157462.0,11303991020.0,11121885694.0,11228317791.0,11277979659.0,2235201680.0,2218462246.0,2197901933.0,2213273425.0,2229745305.0,8208526.0,8159249.0,8142438.0,8128880.0,8191426.0,8209154.0,8162010.0,8144697.0,8129861.0,8209649.0,31227.0,1478.0,5587.0,3241.0,1450.0,1088171.0,1012962.0,1244093.0,1193820.0,823243.0,2891876280.0,2892320619.0,2892079058.0,2892149648.0,2892482566.0,1708625.0,2701548.0,2140481.0,1299597.0,915543.0,3517454558.0,3482345170.0,3458646051.0,3460893539.0,3517556353.0,5225.0,875.0,5377.0,4647.0,1075.0,376861.0,396402.0,331286.0,362049.0,322084.0,725101.0,613618.0,849834.0,804098.0,482048.0,211.30424440078,211.31607662506,N/A
5,11413677180.0,11319563852.0,11131429190.0,11171082982.0,11359997550.0,2228389686.0,2218240330.0,2199717777.0,2203597463.0,2241591834.0,8530471.0,8129239.0,8148619.0,8126436.0,8486165.0,8532773.0,8129385.0,8149050.0,8334668.0,8233410.0,5785.0,1661.0,5137.0,3152.0,1016.0,1070087.0,1033673.0,1219541.0,1179172.0,833349.0,2892461445.0,2892235159.0,2892130195.0,2892202914.0,2893994239.0,1972269.0,2879437.0,2183363.0,1264452.0,935750.0,3504693105.0,3475087530.0,3481139897.0,3448283194.0,3506711876.0,5089.0,700.0,4779.0,3667.0,901.0,366034.0,397993.0,344051.0,357857.0,318076.0,689566.0,621734.0,868005.0,793849.0,462853.0,211.30902025088,211.28962738741,N/A
6,11410275125.0,11300571422.0,11240470030.0,11081742566.0,11287487090.0,2238891219.0,2223819120.0,2198631500.0,2189549209.0,2227731331.0,8223228.0,8116367.0,8145311.0,8083220.0,8163948.0,8225190.0,8116958.0,8143213.0,8081774.0,8164134.0,6192.0,22950.0,33993.0,25497.0,22765.0,1077734.0,1025872.0,1207315.0,1180541.0,837344.0,2892372294.0,2892235426.0,2892431531.0,2892276521.0,2892430117.0,1726747.0,3057644.0,2261164.0,1306298.0,907354.0,3505142369.0,3482043093.0,3457607221.0,3446077191.0,3499468774.0,6552.0,1292.0,4651.0,2613.0,1000.0,372751.0,397552.0,332516.0,351005.0,329390.0,687329.0,615359.0,852958.0,781949.0,482083.0,211.2579045527,211.29509004681,N/A
7,11421920790.0,11304786756.0,11223744480.0,11154583115.0,11278779243.0,2239619260.0,2227727919.0,2186621483.0,2201005354.0,2228866148.0,8195843.0,8145040.0,8109538.0,8111394.0,8550120.0,8181567.0,8143220.0,8109861.0,8141310.0,8551358.0,32177.0,906.0,5101.0,3016.0,2013.0,1122187.0,1034662.0,1215033.0,1161159.0,845563.0,2892393702.0,2892347394.0,2892173156.0,2892307464.0,2892573735.0,1509330.0,2782547.0,2151430.0,1288649.0,933000.0,3504161892.0,3466556729.0,3457996151.0,3448188587.0,3518882664.0,6668.0,1075.0,7743.0,2959.0,825.0,364456.0,388611.0,329501.0,350569.0,316590.0,702044.0,609225.0,825763.0,777883.0,486826.0,211.33764178527,211.30320949995,N/A
8,8871331637.0,8557702933.0,8059974270.0,7987708509.0,8780614475.0,1750708131.0,1697447612.0,1567548041.0,1583659386.0,1732340456.0,7015165.0,7510419.0,6862607.0,7124044.0,7342974.0,7021501.0,7075730.0,6867919.0,7135307.0,7316577.0,25676.0,13985.0,15436.0,29239.0,10494.0,11870741.0,11350510.0,15188391.0,15617256.0,9149854.0,2889786660.0,2893751090.0,2890370415.0,2890151313.0,2889954466.0,12322788.0,12121262.0,16781979.0,16479105.0,9599083.0,2817586301.0,2633685741.0,2300129831.0,2561633620.0,2697516501.0,19237.0,12777.0,15938.0,22241.0,5306.0,3815312.0,4147738.0,3703303.0,3831865.0,3561860.0,8636788.0,7218546.0,10571053.0,10982961.0,5506011.0,969.12279693122,958.75005835181,N/A
9,8587616004.0,8240137074.0,7690881809.0,8014773258.0,8634271016.0,1695717514.0,1638968087.0,1507467416.0,1596735070.0,1710102469.0,7059271.0,7057515.0,7027019.0,7028736.0,7077206.0,7054625.0,7323182.0,7018212.0,7051644.0,7077548.0,27936.0,15904.0,13475.0,26850.0,8444.0,14526202.0,12881698.0,16105610.0,16201155.0,9489841.0,2890485810.0,2890630627.0,2891218969.0,2890572994.0,2890002217.0,15215735.0,13782779.0,17347710.0,17500766.0,9898254.0,2612004970.0,2567975739.0,2360928000.0,2522779416.0,2715153723.0,25812.0,13489.0,11016.0,28961.0,4916.0,4619112.0,4677233.0,4258677.0,4236876.0,3773754.0,9928677.0,8293290.0,11962711.0,11595640.0,5738054.0,4815.9452894416,4816.0364009291,N/A
