,input_rate,output_rate,latency,firewall_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,bridge_instructions,firewall_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,bridge_branches,firewall_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,bridge_branch-misses,firewall_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,bridge_branch-load-misses,firewall_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,bridge_cache-misses,firewall_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,bridge_cache-references,firewall_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,bridge_cycles,firewall_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,bridge_L1-dcache-load-misses,firewall_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,bridge_L1-dcache-loads,firewall_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,bridge_LLC-load-misses,firewall_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,bridge_LLC-stores,firewall_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads,bridge_LLC-loads,firewall_mem-stores,nf_router_mem-stores,ndpi_stats_mem-stores,payload_scan_mem-stores,bridge_mem-stores,firewall_iTLB-loads,nf_router_iTLB-loads,ndpi_stats_iTLB-loads,payload_scan_iTLB-loads,bridge_iTLB-loads,firewall_mem-loads,nf_router_mem-loads,ndpi_stats_mem-loads,payload_scan_mem-loads,bridge_mem-loads
0,429.98219014281,397.93002891415,12.611,9962962657.0,10148842876.0,9913789341.0,9977101264.0,9940564949.0,1971454407.0,2019753707.0,1956743991.0,1988836615.0,1978320067.0,7905283.0,8203934.0,8075319.0,7771929.0,7964435.0,7940315.0,8108487.0,7888678.0,7774369.0,7882537.0,3992.0,3521.0,4317.0,3744.0,6003.0,9026911.0,8244003.0,9336346.0,9153253.0,6903529.0,2893136602.0,2892758990.0,2892946893.0,2893159337.0,2892605769.0,9753842.0,9013573.0,9794536.0,10298397.0,7198582.0,3088393511.0,3177241242.0,3082167912.0,3128917040.0,3123541953.0,1400.0,650.0,1801.0,1013.0,525.0,3107004.0,3077112.0,3193807.0,3402133.0,3040505.0,5935954.0,5203826.0,6141597.0,5999625.0,3906749.0,0.0,0.0,0.0,0.0,0.0,102.0,157.0,185.0,176.0,148.0,0.0,0.0,0.0,0.0,0.0
1,1960.000159613,2109.7087643467,22.97,9948338077.0,10245336074.0,9940556863.0,9990784340.0,10068395971.0,1967001965.0,2027635420.0,1958398088.0,1983605011.0,1988851025.0,7683089.0,8108541.0,7926394.0,7914021.0,7750374.0,7687999.0,8107752.0,7931541.0,7959081.0,7750975.0,1540.0,1110.0,1821.0,1556.0,930.0,9066238.0,8336780.0,9336104.0,9516990.0,6989680.0,2891950517.0,2891774618.0,2891980729.0,2892064713.0,2891689605.0,9747683.0,8947619.0,9773037.0,10331120.0,7151016.0,3060875091.0,3148056041.0,3056149218.0,3107388623.0,3097994075.0,1162.0,528.0,1522.0,917.0,472.0,3061221.0,3043252.0,3147831.0,3416342.0,2997792.0,5979491.0,5127466.0,6155219.0,5941998.0,3856437.0,0.0,0.0,0.0,0.0,0.0,125.0,67.0,192.0,8.0,58.0,0.0,0.0,0.0,0.0,0.0
2,2112.9126373965,2109.7497409731,12.803,9821019695.0,10110588490.0,9808875014.0,9965936007.0,9934077782.0,1947277946.0,2007447644.0,1938258050.0,1977333029.0,1969036469.0,7619343.0,8048788.0,7860603.0,7890071.0,7933546.0,7671621.0,8046961.0,7915735.0,7887051.0,7933402.0,2167.0,1456.0,2484.0,1984.0,1206.0,9097113.0,8364524.0,9376657.0,9531373.0,6998811.0,2891858723.0,2891593928.0,2891875841.0,2891795850.0,2891448472.0,9854845.0,9149876.0,9888987.0,10375723.0,7279048.0,3065511074.0,3155501162.0,3059584901.0,3121976818.0,3101826064.0,2001.0,600.0,1226.0,1051.0,725.0,3104108.0,3115439.0,3191791.0,3466702.0,3069081.0,5996670.0,5209056.0,6182815.0,6027233.0,3886141.0,0.0,0.0,0.0,0.0,0.0,967.0,42.0,50.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0
3,2113.4495016431,2109.8872944226,9.05,9846178340.0,10148831953.0,9841056945.0,10187753487.0,9973946861.0,1952483342.0,2012423259.0,1944654268.0,1982408995.0,1974581616.0,8115584.0,8164165.0,8034269.0,7760053.0,7700239.0,8115112.0,8163505.0,8033876.0,7761569.0,7699323.0,2081.0,3321.0,2316.0,1911.0,1395.0,9161131.0,8394730.0,9434014.0,9594746.0,7021058.0,2891786435.0,2891595792.0,2891864562.0,2891453323.0,2891456859.0,9790858.0,9057058.0,9819984.0,10366241.0,7199923.0,3084663837.0,3175201920.0,3078393891.0,3126226339.0,3122047664.0,2046.0,1707.0,2469.0,1929.0,1328.0,3039988.0,3034081.0,3126576.0,3478230.0,2987249.0,6024661.0,5103884.0,6210567.0,5871297.0,3818531.0,0.0,0.0,0.0,0.0,0.0,74.0,9.0,65.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
4,2113.0783947483,2109.7943549149,13.001,9989275861.0,10125496173.0,9928895726.0,10069132527.0,9968092591.0,1974389621.0,2008215862.0,1955395367.0,1976383952.0,1973990603.0,7862961.0,8006344.0,7963713.0,7750813.0,7989370.0,7868172.0,8051188.0,7964962.0,7740913.0,7717768.0,10760.0,3906.0,5382.0,4665.0,2076.0,8503046.0,7780201.0,8817818.0,9087831.0,6502048.0,2891582077.0,2891383679.0,2891558708.0,2891690157.0,2890735734.0,9229382.0,8404296.0,9302376.0,9732265.0,6722003.0,3075437242.0,3167866950.0,3056504849.0,3087665573.0,3121342533.0,7508.0,2610.0,3580.0,3969.0,1818.0,2807093.0,2931194.0,2885360.0,3213862.0,2888526.0,5335332.0,4733932.0,5601145.0,5810890.0,3539897.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,58.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2113.1795575347,2111.7364722112,10.38,9735631592.0,10243286050.0,9622490234.0,10182749635.0,10064983290.0,1933095586.0,2007280834.0,1902804875.0,1995643355.0,1970572733.0,7615355.0,8171535.0,7740075.0,8041962.0,7869516.0,7624370.0,8167577.0,7743553.0,8034783.0,7866680.0,2634.0,3364.0,2788.0,2696.0,1950.0,8973027.0,8265586.0,9243118.0,9443812.0,6936895.0,2891843922.0,2891798602.0,2820428921.0,2891884261.0,2891370300.0,9738318.0,8914808.0,9735137.0,10249700.0,7126737.0,3069295509.0,3151190625.0,2976393842.0,3101297045.0,3098821988.0,1263.0,56240.0,1363.0,1663.0,463.0,3058887.0,3083449.0,3149789.0,3422591.0,3050643.0,5913487.0,5114340.0,6089136.0,5992458.0,3838188.0,0.0,0.0,0.0,0.0,0.0,117.0,9.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2112.9124757622,2109.7454453587,12.749,9924229351.0,10348282852.0,9930378857.0,10164999560.0,10166655345.0,1960977512.0,2025258238.0,1954857659.0,2007324767.0,1985923705.0,7668402.0,8101581.0,7918835.0,7801946.0,7923875.0,7669100.0,8102938.0,7854320.0,7804739.0,7923378.0,1976.0,1200.0,27582.0,1530.0,1691.0,9118691.0,8398191.0,9395632.0,9538901.0,7008370.0,2891690670.0,2891735665.0,2891874156.0,2891816500.0,2891496207.0,9909323.0,9073474.0,9913854.0,10358919.0,7228502.0,3052482214.0,3171990148.0,3052981229.0,3125552579.0,3117665644.0,1167.0,881.0,1486.0,1653.0,1902.0,3121378.0,3162402.0,3212239.0,3480512.0,3097988.0,5973401.0,5181116.0,6162493.0,6069379.0,3889513.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,9.0,937.0,9.0,0.0,0.0,0.0,0.0,0.0
7,2113.1465118813,2109.6993473072,9.763,9795742735.0,10328381592.0,9800585031.0,10173775290.0,10150651924.0,1941874965.0,2004489059.0,1935304271.0,2007292080.0,1967458921.0,7600296.0,8027469.0,7847853.0,7922677.0,7669682.0,7601064.0,8026330.0,7847165.0,7917882.0,7666610.0,2690.0,1834.0,2440.0,2362.0,11720.0,9198412.0,8511226.0,9454202.0,9541872.0,7151053.0,2891791692.0,2891845850.0,2891896317.0,2891824076.0,2891678179.0,9859809.0,9092934.0,9890002.0,10421266.0,7267842.0,3073454931.0,3144947546.0,3066404469.0,3093739976.0,3089440191.0,1463.0,1651.0,1551.0,2213.0,1488.0,3157087.0,3162238.0,3247580.0,3506232.0,3112274.0,5992625.0,5243802.0,6179937.0,6060839.0,3935247.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,58.0,8.0,0.0,0.0,0.0,0.0,0.0
8,2113.0289003761,2109.97815931,8.634,10009518395.0,10322139409.0,10008842107.0,10031640912.0,10137468610.0,1940272936.0,2036749976.0,1932440979.0,1987345395.0,1996640057.0,7797598.0,8181216.0,7993929.0,7783551.0,8100799.0,7797277.0,8182839.0,7994292.0,7732320.0,8096694.0,2506.0,1635.0,2421.0,2221.0,1541.0,9294477.0,8423519.0,9554381.0,9611530.0,7061319.0,2891896778.0,2891805291.0,2891919232.0,2891691274.0,2891595972.0,9947030.0,9169831.0,9953576.0,10459441.0,7320701.0,3076241601.0,3167416475.0,3072136951.0,3118878871.0,3113641130.0,1350.0,1100.0,1451.0,1588.0,725.0,3173779.0,3199177.0,3267224.0,3543636.0,3150565.0,5879459.0,5277427.0,6066999.0,6129578.0,3960821.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,130.0,140.0,0.0,0.0,0.0,0.0,0.0
9,2113.1292620626,2109.5898742871,8.951,10012179707.0,10320849483.0,10012489539.0,10043336473.0,10134056622.0,1960071825.0,2035664540.0,1953769775.0,1986753309.0,1995596368.0,7667849.0,8095533.0,7908272.0,7790083.0,7918372.0,7670960.0,8097003.0,7911708.0,7799282.0,7917758.0,2328.0,1340.0,2095.0,3601.0,1290.0,9196220.0,8371467.0,9455188.0,9574982.0,7014215.0,2891923284.0,2891743547.0,2891778601.0,2891789904.0,2891326951.0,9849485.0,9040718.0,9868380.0,10373999.0,7218680.0,3049959377.0,3142613909.0,3047914453.0,3095330990.0,3088621755.0,2434.0,1653.0,2350.0,1476.0,1375.0,3136437.0,3128837.0,3228689.0,3442687.0,3081516.0,5988317.0,5215964.0,6155095.0,6020371.0,3919298.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,108.0,92.0,0.0,0.0,0.0,0.0,0.0
