,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-10-29,18:53:21.245,  132.82,  398.83,  536.35,  593.28,,,,,  669.17,  992.11,    106529, 1661.28,  547.68,    5.30,  548.79,    8.64,,,,, 1096.47,   13.95,     55091, 1110.42,   1765.65,   1006.06,   2771.70
2023-10-29,18:53:22.246,  147.61,  368.45,  580.07,  576.67,,,,,  727.69,  945.12,    106446, 1672.81,  560.66,   20.51,  563.45,   23.80,,,,, 1124.12,   44.30,     54758, 1168.42,   1851.81,    989.42,   2841.23
2023-10-29,18:53:23.246,  142.15,  387.56,  572.39,  593.57,,,,,  714.54,  981.13,    106827, 1695.67,  537.46,    2.22,  541.77,    5.55,,,,, 1079.23,    7.76,     54907, 1087.00,   1793.77,    988.89,   2782.67
2023-10-29,18:53:24.245,  140.58,  391.89,  568.24,  596.67,,,,,  708.82,  988.56,    106541, 1697.37,  512.40,    0.94,  516.40,    4.28,,,,, 1028.80,    5.22,     54653, 1034.02,   1737.62,    993.78,   2731.39
2023-10-29,18:53:25.245,  140.82,  391.70,  567.58,  596.33,,,,,  708.39,  988.03,    106591, 1696.43,  503.75,    1.11,  506.64,    4.44,,,,, 1010.39,    5.56,     54737, 1015.95,   1718.79,    993.59,   2712.37
2023-10-29,18:53:26.245,  139.88,  394.45,  565.23,  598.43,,,,,  705.12,  992.88,    106419, 1698.00,  500.69,    1.07,  502.68,    4.43,,,,, 1003.38,    5.50,     54656, 1008.88,   1708.49,    998.38,   2706.87
2023-10-29,18:53:27.245,  139.92,  394.31,  565.57,  598.38,,,,,  705.49,  992.69,    106511, 1698.18,  497.22,    0.75,  497.70,    4.10,,,,,  994.92,    4.84,     54536,  999.77,   1700.41,    997.53,   2697.94
2023-10-29,18:53:28.245,  140.13,  395.12,  563.92,  598.76,,,,,  704.05,  993.87,    106335, 1697.92,  493.98,    1.07,  495.44,    4.40,,,,,  989.41,    5.47,     54556,  994.88,   1693.46,    999.34,   2692.80
2023-10-29,18:53:29.245,  139.40,  396.67,  562.35,  599.82,,,,,  701.75,  996.49,    106668, 1698.24,  491.10,    0.67,  492.55,    4.00,,,,,  983.65,    4.67,     54673,  988.32,   1685.41,   1001.16,   2686.56
2023-10-29,18:53:30.245,  139.22,  397.51,  562.23,  600.77,,,,,  701.45,  998.28,    106451, 1699.73,  489.52,    0.76,  490.81,    4.09,,,,,  980.33,    4.85,     54579,  985.18,   1681.78,   1003.13,   2684.91
2023-10-29,18:53:31.245,  139.36,  396.34,  561.75,  599.47,,,,,  701.11,  995.81,    106251, 1696.92,  488.31,    0.98,  489.14,    4.33,,,,,  977.45,    5.30,     54449,  982.75,   1678.56,   1001.11,   2679.67
2023-10-29,18:53:32.246,  144.86,  382.42,  570.77,  588.12,,,,,  715.63,  970.54,    106383, 1686.17,  527.02,   18.92,  526.50,   22.09,,,,, 1053.52,   41.02,     54789, 1094.53,   1769.15,   1011.56,   2780.70
2023-10-29,18:53:33.246,  142.63,  387.80,  569.85,  593.18,,,,,  712.48,  980.98,    106567, 1693.46,  545.07,    4.38,  548.08,    7.73,,,,, 1093.15,   12.11,     55096, 1105.26,   1805.63,    993.09,   2798.72
2023-10-29,18:53:34.246,  140.44,  393.28,  565.80,  597.42,,,,,  706.24,  990.70,    106639, 1696.95,  512.18,    0.76,  516.00,    4.09,,,,, 1028.17,    4.85,     54633, 1033.02,   1734.42,    995.55,   2729.97
2023-10-29,18:53:35.246,  140.50,  394.06,  565.60,  598.18,,,,,  706.09,  992.24,    106518, 1698.33,  496.53,    0.85,  502.37,    4.20,,,,,  998.90,    5.04,     54651, 1003.95,   1705.00,    997.28,   2702.28
2023-10-29,18:53:36.246,  140.55,  393.56,  564.52,  597.42,,,,,  705.07,  990.98,    106514, 1696.05,  496.29,    1.27,  501.55,    4.60,,,,,  997.83,    5.87,     54596, 1003.70,   1702.90,    996.85,   2699.75
2023-10-29,18:53:37.246,  139.77,  395.39,  563.19,  598.90,,,,,  702.96,  994.28,    106512, 1697.24,  495.26,    1.10,  499.09,    4.45,,,,,  994.35,    5.56,     54597,  999.91,   1697.31,    999.84,   2697.15
2023-10-29,18:53:38.247,  139.73,  396.34,  563.17,  599.81,,,,,  702.90,  996.15,    106457, 1699.05,  491.60,    0.62,  494.28,    3.95,,,,,  985.88,    4.56,     54764,  990.45,   1688.79,   1000.71,   2689.50
2023-10-29,18:53:39.247,  139.31,  396.03,  561.82,  599.07,,,,,  701.13,  995.10,    106330, 1696.23,  486.19,    0.73,  488.46,    4.05,,,,,  974.65,    4.78,     54479,  979.43,   1675.78,    999.89,   2675.66
2023-10-29,18:53:40.247,  138.90,  396.68,  561.22,  599.60,,,,,  700.11,  996.29,    106334, 1696.40,  481.54,    0.53,  483.10,    3.86,,,,,  964.64,    4.39,     54368,  969.03,   1664.75,   1000.68,   2665.43
2023-10-29,18:53:41.247,  139.09,  396.55,  561.73,  599.72,,,,,  700.82,  996.27,    106574, 1697.10,  477.82,    0.78,  479.23,    4.12,,,,,  957.04,    4.90,     54573,  961.95,   1657.87,   1001.18,   2659.04
2023-10-29,18:53:42.247,  138.52,  396.53,  560.43,  599.37,,,,,  698.95,  995.90,    106431, 1694.85,  475.65,    0.59,  476.41,    3.93,,,,,  952.06,    4.52,     54562,  956.59,   1651.01,   1000.43,   2651.44
2023-10-29,18:53:43.247,  150.15,  366.45,  582.74,  575.43,,,,,  732.89,  941.89,    106481, 1674.77,  571.04,   20.51,  575.01,   24.06,,,,, 1146.06,   44.57,     55118, 1190.63,   1878.94,    986.46,   2865.40
2023-10-29,18:53:44.247,  141.73,  389.85,  569.21,  595.12,,,,,  710.94,  984.97,    106572, 1695.90,  519.65,    0.93,  524.27,    4.25,,,,, 1043.92,    5.18,     54860, 1049.10,   1754.85,    990.15,   2745.00
2023-10-29,18:53:45.248,  141.66,  390.48,  568.92,  595.61,,,,,  710.57,  986.08,    106617, 1696.66,  502.53,    0.79,  507.69,    4.15,,,,, 1010.22,    4.94,     54693, 1015.16,   1720.79,    991.02,   2711.81
