,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-03-09,20:51:30.656,  107.04,  291.88,  390.86,  445.05,,,,,  497.90,  736.93,2055579033, 1234.83,  376.93,    6.53,  380.92,    9.72,,,,,  757.85,   16.25,2055634659,  774.11,   1255.75,    753.18,   2008.93
2024-03-09,20:51:31.655,  100.92,  284.97,  372.97,  433.52,,,,,  473.90,  718.49,2135139911, 1192.39,  366.48,    3.46,  373.72,    6.79,,,,,  740.21,   10.25,2135118059,  750.45,   1214.10,    728.74,   1942.84
2024-03-09,20:51:32.655,   97.86,  279.78,  360.76,  423.16,,,,,  458.61,  702.94,2132514505, 1161.55,  357.78,    3.43,  365.71,    6.72,,,,,  723.48,   10.14,2132512643,  733.63,   1182.10,    713.08,   1895.18
2024-03-09,20:51:33.655,   95.53,  274.27,  353.25,  414.84,,,,,  448.78,  689.11,2132554001, 1137.89,  356.74,    2.86,  363.74,    6.15,,,,,  720.48,    9.01,2132548991,  729.49,   1169.26,    698.12,   1867.38
2024-03-09,20:51:34.656,   99.83,  285.11,  366.13,  429.57,,,,,  465.96,  714.68,2134817397, 1180.64,  387.63,   18.18,  393.75,   21.52,,,,,  781.38,   39.70,2134942875,  821.08,   1247.34,    754.38,   2001.72
2024-03-09,20:51:35.656,   97.17,  283.83,  357.17,  424.74,,,,,  454.34,  708.57,2133118599, 1162.91,  396.94,    6.61,  401.54,    9.88,,,,,  798.48,   16.49,2133028310,  814.97,   1252.82,    725.05,   1977.87
2024-03-09,20:51:36.656,   92.68,  269.05,  342.16,  405.13,,,,,  434.84,  674.18,2132617191, 1109.02,  370.11,    2.91,  375.33,    6.23,,,,,  745.43,    9.15,2132563648,  754.58,   1180.27,    683.32,   1863.60
2024-03-09,20:51:37.657,   92.16,  269.38,  339.76,  404.24,,,,,  431.92,  673.61,2134621322, 1105.53,  366.33,    3.36,  372.94,    6.66,,,,,  739.27,   10.01,2134641904,  749.28,   1171.19,    683.63,   1854.81
2024-03-09,20:51:38.656,   92.80,  269.87,  343.55,  406.11,,,,,  436.34,  675.98,2132543813, 1112.32,  357.66,    2.73,  365.81,    6.04,,,,,  723.47,    8.76,2132566856,  732.23,   1159.81,    684.74,   1844.55
2024-03-09,20:51:39.656,   91.54,  267.35,  338.54,  401.83,,,,,  430.09,  669.18,2132634582, 1099.27,  355.63,    2.94,  362.85,    6.26,,,,,  718.48,    9.20,2132628263,  727.68,   1148.57,    678.38,   1826.95
2024-03-09,20:51:40.657,   97.14,  282.15,  356.72,  422.57,,,,,  453.86,  704.72,2134793115, 1158.58,  374.13,   10.26,  378.92,   13.57,,,,,  753.04,   23.83,2134804127,  776.87,   1206.90,    728.55,   1935.46
2024-03-09,20:51:41.657,   92.86,  272.20,  344.23,  409.56,,,,,  437.09,  681.76,2132829485, 1118.85,  389.05,    6.09,  394.56,    9.37,,,,,  783.61,   15.46,2132820031,  799.06,   1220.70,    697.22,   1917.92
2024-03-09,20:51:42.657,   92.15,  269.17,  340.94,  404.97,,,,,  433.08,  674.13,2132609143, 1107.22,  366.23,    2.95,  372.16,    6.31,,,,,  738.38,    9.26,2132593227,  747.65,   1171.47,    683.39,   1854.86
2024-03-09,20:51:43.657,   91.28,  266.19,  337.97,  400.58,,,,,  429.25,  666.77,2132517182, 1096.02,  358.37,    2.63,  363.41,    5.91,,,,,  721.77,    8.54,2132496504,  730.31,   1151.02,    675.31,   1826.33
2024-03-09,20:51:44.657,   91.71,  267.34,  339.11,  402.00,,,,,  430.82,  669.35,2134672924, 1100.16,  358.78,    3.29,  365.20,    6.61,,,,,  723.98,    9.90,2134662799,  733.88,   1154.80,    679.25,   1834.05
2024-03-09,20:51:45.657,  112.95,  317.06,  407.23,  473.63,,,,,  520.18,  790.69,2132489991, 1310.86,  407.96,   13.32,  413.43,   16.77,,,,,  821.38,   30.09,2132484718,  851.48,   1341.56,    820.78,   2162.34
2024-03-09,20:51:46.658,   93.25,  272.52,  343.38,  408.42,,,,,  436.63,  680.94,2134836230, 1117.57,  380.89,    3.83,  385.91,    7.16,,,,,  766.80,   10.99,2135105068,  777.79,   1203.43,    691.93,   1895.37
2024-03-09,20:51:47.658,   92.09,  269.36,  340.30,  404.38,,,,,  432.39,  673.74,2132863001, 1106.14,  368.92,    2.98,  375.39,    6.29,,,,,  744.30,    9.27,2132922770,  753.58,   1176.70,    683.01,   1859.71
2024-03-09,20:51:48.658,   91.81,  268.56,  338.98,  403.04,,,,,  430.79,  671.60,2132849822, 1102.38,  359.96,    2.58,  367.00,    5.87,,,,,  726.96,    8.45,2132614060,  735.41,   1157.74,    680.05,   1837.80
2024-03-09,20:51:49.658,   91.70,  268.44,  338.62,  402.92,,,,,  430.33,  671.36,2132511954, 1101.68,  348.58,    2.23,  357.11,    5.53,,,,,  705.69,    7.76,2132475045,  713.44,   1136.01,    679.11,   1815.13
2024-03-09,20:51:50.658,   92.45,  269.07,  341.65,  404.42,,,,,  434.10,  673.49,2134988429, 1107.59,  347.20,    2.60,  356.02,    5.91,,,,,  703.22,    8.51,2134974892,  711.73,   1137.33,    682.00,   1819.33
2024-03-09,20:51:51.658,   90.82,  264.60,  336.14,  397.89,,,,,  426.95,  662.49,2132620164, 1089.45,  350.50,    3.19,  359.28,    6.52,,,,,  709.78,    9.71,2132638561,  719.49,   1136.74,    672.20,   1808.94
2024-03-09,20:51:52.658,   91.35,  267.58,  337.68,  401.19,,,,,  429.03,  668.78,2132817559, 1097.81,  352.93,    3.15,  361.27,    6.45,,,,,  714.20,    9.60,2132816393,  723.80,   1143.23,    678.38,   1821.61
2024-03-09,20:51:53.659,   91.68,  267.70,  338.80,  401.52,,,,,  430.47,  669.22,2134655904, 1099.69,  348.61,    2.47,  356.46,    5.78,,,,,  705.07,    8.25,2134665035,  713.32,   1135.54,    677.47,   1813.01
2024-03-09,20:51:54.659,   92.30,  269.36,  341.29,  404.47,,,,,  433.58,  673.84,2132501654, 1107.42,  351.04,    2.85,  359.31,    6.15,,,,,  710.35,    9.00,2132446537,  719.35,   1143.94,    682.84,   1826.77
2024-03-09,20:51:55.659,   99.68,  287.97,  363.45,  430.27,,,,,  463.13,  718.24,2132616793, 1181.38,  389.95,   16.98,  395.97,   20.31,,,,,  785.92,   37.29,2132658365,  823.20,   1249.05,    755.53,   2004.58
2024-03-09,20:51:56.659,   92.39,  269.26,  341.96,  404.65,,,,,  434.34,  673.92,2134891208, 1108.26,  388.81,    5.21,  392.57,    8.51,,,,,  781.38,   13.73,2134861189,  795.11,   1215.72,    687.64,   1903.37
2024-03-09,20:51:57.659,   91.31,  266.51,  338.35,  400.98,,,,,  429.66,  667.50,2132508925, 1097.15,  372.16,    3.56,  377.66,    6.86,,,,,  749.82,   10.41,2132472061,  760.24,   1179.48,    677.91,   1857.39
2024-03-09,20:51:58.659,   91.54,  266.82,  338.61,  401.34,,,,,  430.14,  668.16,2132483754, 1098.30,  365.28,    3.10,  369.15,    6.41,,,,,  734.43,    9.51,2132546037,  743.94,   1164.57,    677.67,   1842.24
2024-03-09,20:51:59.660,   91.50,  266.88,  338.44,  401.30,,,,,  429.94,  668.18,2134706459, 1098.12,  353.33,    2.21,  358.43,    5.50,,,,,  711.76,    7.71,2134695542,  719.47,   1141.70,    675.89,   1817.58
2024-03-09,20:52:00.660,   91.62,  266.77,  339.49,  401.59,,,,,  431.11,  668.36,2132530445, 1099.47,  351.63,    2.62,  356.52,    5.94,,,,,  708.15,    8.56,2132549724,  716.71,   1139.26,    676.92,   1816.18
